SA2_MAINCODE_2011,SA2_NAME_2011,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
114011279,St Georges Basin - Erowal Bay,16950,Shoalhaven,1,Good,Good,0
114011280,Sussex Inlet - Berrara,16950,Shoalhaven,1,Good,Good,0
114011281,Tomerong - Wandandian - Woollamia,16950,Shoalhaven,1,Good,Good,0
114011282,Ulladulla,16950,Shoalhaven,1,Good,Good,0
114011283,Ulladulla Region,16950,Shoalhaven,1,Good,Good,0
114021284,Bowral,18350,Wingecarribee,1,Good,Good,0
114021285,Hill Top - Colo Vale,18350,Wingecarribee,1,Good,Good,0
114021286,Mittagong,18350,Wingecarribee,1,Good,Good,0
114021287,Moss Vale - Berrima,18350,Wingecarribee,1,Good,Good,0
114021288,Robertson - Fitzroy Falls,14400,Kiama,0.0197806,Good,Good,0
114021288,Robertson - Fitzroy Falls,18350,Wingecarribee,0.9802194,Good,Good,0
114021289,Southern Highlands,18350,Wingecarribee,1,Good,Good,0
115011290,Baulkham Hills (East),17420,The Hills Shire,1,Good,Good,0
115011291,Baulkham Hills (West) - Bella Vista,17420,The Hills Shire,1,Good,Good,0
115011292,Castle Hill,17420,The Hills Shire,1,Good,Good,0
115011293,Cherrybrook,14000,Hornsby,1,Good,Good,0
115011294,Glenhaven,14000,Hornsby,0.0415023,Good,Good,0
115011294,Glenhaven,17420,The Hills Shire,0.9584977,Good,Good,0
115011295,Kellyville,17420,The Hills Shire,1,Good,Good,0
115011296,West Pennant Hills,17420,The Hills Shire,1,Good,Good,0
115021297,Dural - Kenthurst - Wisemans Ferry,13800,Hawkesbury,0.0043996,Good,Good,1
115021297,Dural - Kenthurst - Wisemans Ferry,14000,Hornsby,0.3613774,Good,Good,0
115021297,Dural - Kenthurst - Wisemans Ferry,17420,The Hills Shire,0.634223,Good,Good,0
115021298,Galston - Laughtondale,14000,Hornsby,1,Good,Good,0
115031299,Bilpin - Colo - St Albans,10900,Blue Mountains,0.0936785,Good,Good,0
115031299,Bilpin - Colo - St Albans,13800,Hawkesbury,0.9063215,Good,Good,0
115031300,Kurrajong Heights - Ebenezer,13800,Hawkesbury,1,Good,Good,0
115041301,Pitt Town - McGraths Hill,17420,The Hills Shire,0.0380875,Good,Good,0
115041301,Pitt Town - McGraths Hill,13800,Hawkesbury,0.9619125,Good,Good,0
115041302,Rouse Hill - Beaumont Hills,17420,The Hills Shire,1,Good,Good,0
116011303,Blacktown (East) - Kings Park,10750,Blacktown,1,Good,Good,0
116011304,Blacktown (North) - Marayong,10750,Blacktown,1,Good,Good,0
116011305,Blacktown (South),10750,Blacktown,1,Good,Good,0
116011306,Doonside - Woodcroft,10750,Blacktown,1,Good,Good,0
116011307,Lalor Park - Kings Langley,17420,The Hills Shire,0.034366,Good,Good,0
116011307,Lalor Park - Kings Langley,10750,Blacktown,0.965634,Good,Good,0
116011308,Seven Hills - Toongabbie,12380,Cumberland,0.0720139,Good,Good,0
116011308,Seven Hills - Toongabbie,10750,Blacktown,0.9279861,Good,Good,0
116021309,Glenwood,10750,Blacktown,1,Good,Good,0
116021310,Parklea - Kellyville Ridge,10750,Blacktown,1,Good,Good,0
116021311,Quakers Hill - Acacia Gardens,10750,Blacktown,1,Good,Good,0
116021312,Riverstone - Marsden Park,10750,Blacktown,1,Good,Good,0
116031313,Bidwill - Hebersham - Emerton,10750,Blacktown,1,Good,Good,0
116031314,Glendenning Dean Park,10750,Blacktown,1,Good,Good,0
116031315,Hassall Grove - Plumpton,10750,Blacktown,1,Good,Good,0
116031316,Lethbridge Park - Tregear,10750,Blacktown,1,Good,Good,0
116031317,Mount Druitt - Whalan,10750,Blacktown,1,Good,Good,0
116031318,Prospect Reservoir,10750,Blacktown,1,Good,Good,0
116031319,Rooty Hill - Minchinbury,10750,Blacktown,1,Good,Good,0
117011320,Banksmeadow,10500,Bayside (NSW),1,Good,Good,0
117011321,Botany,10500,Bayside (NSW),1,Good,Good,0
117011322,Mascot - Eastlakes,10500,Bayside (NSW),1,Good,Good,0
117011323,Pagewood - Hillsdale - Daceyville,10500,Bayside (NSW),1,Good,Good,0
117011324,Port Botany Industrial,16550,Randwick,1,Good,Good,0
117011325,Sydney Airport,10500,Bayside (NSW),1,Good,Good,0
117021326,Marrickville,14170,Inner West,1,Good,Good,0
117021327,Petersham - Stanmore,14170,Inner West,1,Good,Good,0
117021328,Sydenham - Tempe - St Peters,17200,Sydney,0.0022221,Good,Good,1
117021328,Sydenham - Tempe - St Peters,14170,Inner West,0.9977779,Good,Good,0
117031329,Darlinghurst,17200,Sydney,1,Good,Good,0
117031330,Erskineville - Alexandria,17200,Sydney,1,Good,Good,0
117031331,Glebe - Forest Lodge,17200,Sydney,1,Good,Good,0
117031332,Newtown - Camperdown - Darlington,14170,Inner West,0.4647152,Good,Good,0
117031332,Newtown - Camperdown - Darlington,17200,Sydney,0.5352848,Good,Good,0
117031333,Potts Point - Woolloomooloo,17200,Sydney,1,Good,Good,0
117031334,Pyrmont - Ultimo,17200,Sydney,1,Good,Good,0
117031335,Redfern - Chippendale,17200,Sydney,1,Good,Good,0
117031336,Surry Hills,17200,Sydney,1,Good,Good,0
117031337,Sydney - Haymarket - The Rocks,17200,Sydney,1,Good,Good,0
117031338,Waterloo - Beaconsfield,17200,Sydney,1,Good,Good,0
118011339,Bondi - Tamarama - Bronte,18050,Waverley,1,Good,Good,0
118011340,Bondi Beach - North Bondi,18050,Waverley,1,Good,Good,0
118011341,Bondi Junction - Waverly,18050,Waverley,1,Good,Good,0
118011342,Centennial Park,16550,Randwick,1,Good,Good,0
118011343,Double Bay - Bellevue Hill,18500,Woollahra,1,Good,Good,0
118011344,Dover Heights,18050,Waverley,1,Good,Good,0
118011345,Paddington - Moore Park,17200,Sydney,0.3446772,Good,Good,0
118011345,Paddington - Moore Park,18500,Woollahra,0.6553228,Good,Good,0
118011346,Rose Bay - Vaucluse - Watsons Bay,18500,Woollahra,1,Good,Good,0
118011347,Woollahra,18500,Woollahra,1,Good,Good,0
118021348,Coogee - Clovelly,16550,Randwick,1,Good,Good,0
118021349,Kensington - Kingsford,16550,Randwick,1,Good,Good,0
118021350,Malabar - La Perouse - Chifley,16550,Randwick,1,Good,Good,0
118021351,Maroubra,16550,Randwick,1,Good,Good,0
118021352,Randwick,16550,Randwick,1,Good,Good,0
119011353,Bankstown,11570,Canterbury-Bankstown,1,Good,Good,0
119011354,Bass Hill - Georges Hall,11570,Canterbury-Bankstown,1,Good,Good,0
119011355,Chullora,11570,Canterbury-Bankstown,1,Good,Good,0
119011356,Condell Park,11570,Canterbury-Bankstown,1,Good,Good,0
119011357,Greenacre - Mount Lewis,17100,Strathfield,0.0581953,Acceptable,Good,0
119011357,Greenacre - Mount Lewis,11570,Canterbury-Bankstown,0.9418047,Good,Good,0
119011358,Padstow,11570,Canterbury-Bankstown,1,Good,Good,0
119011359,Panania - Milperra - Picnic Point,11570,Canterbury-Bankstown,1,Good,Good,0
119011360,Revesby,11570,Canterbury-Bankstown,1,Good,Good,0
119011361,Yagoona - Birrong,11570,Canterbury-Bankstown,1,Good,Good,0
119021362,Belmore - Belfield,17100,Strathfield,0.0725365,Acceptable,Good,0
119021362,Belmore - Belfield,11570,Canterbury-Bankstown,0.9274635,Good,Good,0
119021363,Canterbury (South) - Campsie,11570,Canterbury-Bankstown,1,Good,Good,0
119021364,Kingsgrove (North) - Earlwood,11570,Canterbury-Bankstown,1,Good,Good,0
119021365,Lakemba - Wiley Park,11570,Canterbury-Bankstown,1,Good,Good,0
119021366,Punchbowl,11570,Canterbury-Bankstown,1,Good,Good,0
119021367,Roselands,11570,Canterbury-Bankstown,1,Good,Good,0
119031368,Hurstville,12930,Georges River,1,Good,Good,0
119031369,Mortdale - Penshurst,12930,Georges River,1,Good,Good,0
119031370,Narwee - Beverly Hills,11570,Canterbury-Bankstown,0.2248676,Good,Good,0
119031370,Narwee - Beverly Hills,12930,Georges River,0.7751324,Good,Good,0
119031371,Oatley - Hurstville Grove,12930,Georges River,1,Good,Good,0
119031372,Peakhurst - Lugarno,12930,Georges River,1,Good,Good,0
119031373,Riverwood,11570,Canterbury-Bankstown,0.4420975,Good,Good,0
119031373,Riverwood,12930,Georges River,0.5579025,Good,Good,0
119031374,South Hurstville - Blakehurst,12930,Georges River,1,Good,Good,0
119041375,Arncliffe - Bardwell Valley,10500,Bayside (NSW),1,Good,Good,0
119041376,Bexley,12930,Georges River,5.56E-05,Good,Good,1
119041376,Bexley,10500,Bayside (NSW),0.9999444,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,12930,Georges River,0.2455525,Good,Good,0
119041377,Kingsgrove (South) - Bardwell Park,10500,Bayside (NSW),0.7544475,Good,Good,0
119041378,Kogarah,12930,Georges River,0.4953594,Good,Good,0
119041378,Kogarah,10500,Bayside (NSW),0.5046406,Good,Good,0
119041379,Kogarah Bay - Carlton - Allawah,12930,Georges River,1,Good,Good,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,10500,Bayside (NSW),1,Good,Good,0
119041381,Rockdale - Banksia,10500,Bayside (NSW),1,Good,Good,0
119041382,Sans Souci - Ramsgate,12930,Georges River,0.1768549,Good,Good,0
119041382,Sans Souci - Ramsgate,10500,Bayside (NSW),0.8231451,Good,Good,0
120011383,Concord - Mortlake - Cabarita,11520,Canada Bay,1,Good,Good,0
120011384,Concord West - North Strathfield,11520,Canada Bay,1,Good,Good,0
120011385,Drummoyne - Rodd Point,11520,Canada Bay,1,Good,Good,0
120011386,Five Dock - Abbotsford,11520,Canada Bay,1,Good,Good,0
120021387,Balmain,14170,Inner West,1,Good,Good,0
120021388,Leichhardt - Annandale,17200,Sydney,0.0001231,Good,Good,1
120021388,Leichhardt - Annandale,14170,Inner West,0.9998769,Good,Good,0
120021389,Lilyfield - Rozelle,14170,Inner West,1,Good,Good,0
120031390,Ashfield,14170,Inner West,1,Good,Good,0
120031391,Burwood - Croydon,14170,Inner West,0.1635551,Good,Good,0
120031391,Burwood - Croydon,11300,Burwood,0.8364449,Poor,Good,0
120031392,Canterbury (North) - Ashbury,11570,Canterbury-Bankstown,1,Good,Good,0
120031393,Croydon Park - Enfield,14170,Inner West,0.1078998,Good,Good,0
120031393,Croydon Park - Enfield,11570,Canterbury-Bankstown,0.262455,Good,Good,0
120031393,Croydon Park - Enfield,11300,Burwood,0.6296452,Poor,Good,0
120031394,Dulwich Hill - Lewisham,14170,Inner West,1,Good,Good,0
120031395,Haberfield - Summer Hill,14170,Inner West,1,Good,Good,0
120031396,Homebush,17100,Strathfield,1,Acceptable,Good,0
120031397,Strathfield,11520,Canada Bay,0.0618401,Good,Good,0
120031397,Strathfield,11300,Burwood,0.1733475,Poor,Good,0
120031397,Strathfield,17100,Strathfield,0.7648124,Acceptable,Good,0
121011398,Chatswood (East) - Artarmon,18250,Willoughby,1,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,16700,Ryde,0.0185525,Good,Good,0
121011399,Chatswood (West) - Lane Cove North,14700,Lane Cove,0.3859847,Acceptable,Good,0
121011399,Chatswood (West) - Lane Cove North,18250,Willoughby,0.5954628,Good,Good,0
121011400,Lane Cove - Greenwich,14700,Lane Cove,1,Acceptable,Good,0
121011401,St Leonards - Naremburn,14700,Lane Cove,0.0414849,Acceptable,Good,0
121011401,St Leonards - Naremburn,15950,North Sydney,0.1501696,Good,Good,0
121011401,St Leonards - Naremburn,18250,Willoughby,0.8083455,Good,Good,0
121011402,Willoughby - Castle Cove - Northbridge,18250,Willoughby,1,Good,Good,0
121021403,Asquith - Mount Colah,14000,Hornsby,1,Good,Good,0
121021404,Berowra - Brooklyn - Cowan,14000,Hornsby,1,Good,Good,0
121021405,Hornsby - Waitara,14500,Ku-ring-gai,0.003779,Good,Good,1
121021405,Hornsby - Waitara,14000,Hornsby,0.996221,Good,Good,0
121021406,Normanhurst - Thornleigh - Westleigh,14000,Hornsby,1,Good,Good,0
121031407,Gordon - Killara,14500,Ku-ring-gai,1,Good,Good,0
121031408,Lindfield - Roseville,18250,Willoughby,0.0188455,Good,Good,0
121031408,Lindfield - Roseville,14500,Ku-ring-gai,0.9811545,Good,Good,0
121031409,Pymble,14500,Ku-ring-gai,1,Good,Good,0
121031410,St Ives,14500,Ku-ring-gai,1,Good,Good,0
121031411,Turramurra,14500,Ku-ring-gai,1,Good,Good,0
121031412,Wahroonga - Warrawee,14500,Ku-ring-gai,1,Good,Good,0
121041413,Cremorne - Cammeray,15950,North Sydney,1,Good,Good,0
121041414,Crows Nest - Waverton,15950,North Sydney,1,Good,Good,0
121041415,Mosman,15350,Mosman,1,Good,Good,0
121041416,Neutral Bay - Kirribilli,15950,North Sydney,1,Good,Good,0
121041417,North Sydney - Lavender Bay,15950,North Sydney,1,Good,Good,0
122011418,Balgowlah - Clontarf - Seaforth,15990,Northern Beaches,1,Good,Good,0
122011419,Manly - Fairlight,15990,Northern Beaches,1,Good,Good,0
122021420,Avalon - Palm Beach,15990,Northern Beaches,1,Good,Good,0
122021421,Bayview - Elanora Heights,15990,Northern Beaches,1,Good,Good,0
122021422,Newport - Bilgola,15990,Northern Beaches,1,Good,Good,0
122021423,Warriewood - Mona Vale,15990,Northern Beaches,1,Good,Good,0
122031424,Beacon Hill - Narraweena,15990,Northern Beaches,1,Good,Good,0
122031425,Cromer,15990,Northern Beaches,1,Good,Good,0
122031426,Dee Why - North Curl Curl,15990,Northern Beaches,1,Good,Good,0
122031427,Forestville - Killarney Heights,15990,Northern Beaches,1,Good,Good,0
122031428,Frenchs Forest - Belrose,15990,Northern Beaches,1,Good,Good,0
122031429,Freshwater - Brookvale,15990,Northern Beaches,1,Good,Good,0
122031430,Manly Vale - Allambie Heights,15990,Northern Beaches,1,Good,Good,0
122031431,Narrabeen - Collaroy,15990,Northern Beaches,1,Good,Good,0
122031432,Terrey Hills - Duffys Forest,15990,Northern Beaches,1,Good,Good,0
123011433,Camden - Ellis Lane,18400,Wollondilly,0.1493149,Good,Good,0
123011433,Camden - Ellis Lane,11450,Camden,0.8506851,Good,Good,0
123011434,Elderslie - Harrington Park,11450,Camden,1,Good,Good,0
123011435,Mount Annan - Currans Hill,11450,Camden,1,Good,Good,0
123021436,Bradbury - Wedderburn,11500,Campbelltown (NSW),1,Good,Good,0
123021437,Campbelltown - Woodbine,11500,Campbelltown (NSW),1,Good,Good,0
123021438,Claymore - Eagle Vale - Raby,11450,Camden,0.0007133,Good,Good,1
123021438,Claymore - Eagle Vale - Raby,11500,Campbelltown (NSW),0.9992867,Good,Good,0
123021439,Holsworthy Military Area,11500,Campbelltown (NSW),0.5,Good,Good,0
123021439,Holsworthy Military Area,17150,Sutherland Shire,0.5,Good,Good,0
123021440,Ingleburn - Denham Court,14900,Liverpool,0.0727212,Good,Good,0
123021440,Ingleburn - Denham Court,11500,Campbelltown (NSW),0.9272788,Good,Good,0
123021441,Leumeah - Minto Heights,11500,Campbelltown (NSW),1,Good,Good,0
123021442,Macquarie Fields - Glenfield,11500,Campbelltown (NSW),1,Good,Good,0
123021443,Minto - St Andrews,11500,Campbelltown (NSW),1,Good,Good,0
123021444,Rosemeadow - Glen Alpine,11500,Campbelltown (NSW),1,Good,Good,0
123031445,Bargo,18400,Wollondilly,1,Good,Good,0
123031446,Douglas Park - Appin,18400,Wollondilly,1,Good,Good,0
123031447,Picton - Tahmoor - Buxton,18350,Wingecarribee,0.0046786,Good,Good,1
123031447,Picton - Tahmoor - Buxton,18400,Wollondilly,0.9953214,Good,Good,0
123031448,The Oaks - Oakdale,18400,Wollondilly,1,Good,Good,0
124011449,Blackheath - Megalong Valley,10900,Blue Mountains,1,Good,Good,0
124011450,Blaxland - Warrimoo - Lapstone,10900,Blue Mountains,1,Good,Good,0
124011451,Blue Mountains - North,10900,Blue Mountains,1,Good,Good,0
124011452,Katoomba - Leura,10900,Blue Mountains,1,Good,Good,0
124011453,Lawson - Hazelbrook - Linden,10900,Blue Mountains,1,Good,Good,0
124011454,Springwood - Winmalee,10900,Blue Mountains,1,Good,Good,0
124011455,Wentworth Falls,10900,Blue Mountains,1,Good,Good,0
124021456,Blue Mountains - South,18400,Wollondilly,1,Good,Good,0
124031457,Cambridge Park,16350,Penrith,1,Good,Good,0
124031458,Castlereagh - Cranebrook,16350,Penrith,1,Good,Good,0
124031459,Emu Plains - Leonay,16350,Penrith,1,Good,Good,0
124031460,Glenmore Park - Regentville,16350,Penrith,1,Good,Good,0
124031461,Jamisontown - South Penrith,16350,Penrith,1,Good,Good,0
124031462,Kingswood - Werrington,16350,Penrith,1,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,14900,Liverpool,0.1325781,Good,Good,0
124031463,Mulgoa - Luddenham - Orchard Hills,16350,Penrith,0.8674219,Good,Good,0
124031464,Penrith,16350,Penrith,1,Good,Good,0
124031465,Warragamba - Silverdale,18400,Wollondilly,1,Good,Good,0
124041466,Richmond - Clarendon,13800,Hawkesbury,1,Good,Good,0
124041467,Windsor - Bligh Park,13800,Hawkesbury,1,Good,Good,0
124041468,Yarramundi - Londonderry,13800,Hawkesbury,0.1275518,Good,Good,0
124041468,Yarramundi - Londonderry,16350,Penrith,0.8724482,Good,Good,0
124051469,Erskine Park,16350,Penrith,1,Good,Good,0
124051470,St Clair,16350,Penrith,1,Good,Good,0
124051471,St Marys - Colyton,16350,Penrith,1,Good,Good,0
125011472,Auburn,12380,Cumberland,1,Good,Good,0
125011473,Homebush Bay - Silverwater,16260,Parramatta,1,Good,Good,0
125011474,Lidcombe - Regents Park,11570,Canterbury-Bankstown,0.0228289,Good,Good,0
125011474,Lidcombe - Regents Park,12380,Cumberland,0.9771711,Good,Good,0
125011475,Rookwood Cemetery,12380,Cumberland,1,Good,Good,0
125021476,Carlingford,16260,Parramatta,1,Good,Good,0
125021477,Ermington - Rydalmere,16260,Parramatta,1,Good,Good,0
125021478,Oatlands - Dundas Valley,16260,Parramatta,1,Good,Good,0
125031479,Chester Hill - Sefton,11570,Canterbury-Bankstown,1,Good,Good,0
125031480,Fairfield - East,12380,Cumberland,0.0100551,Good,Good,0
125031480,Fairfield - East,12850,Fairfield,0.9899449,Good,Good,0
125031481,Granville - Clyde,16260,Parramatta,0.0763939,Good,Good,0
125031481,Granville - Clyde,12380,Cumberland,0.9236061,Good,Good,0
125031482,Greystanes - Pemulwuy,12380,Cumberland,1,Good,Good,0
125031483,Guildford - South Granville,12380,Cumberland,1,Good,Good,0
125031484,Guildford West - Merrylands West,12380,Cumberland,1,Good,Good,0
125031485,Merrylands - Holroyd,12380,Cumberland,1,Good,Good,0
125031486,Smithfield Industrial,12380,Cumberland,1,Good,Good,0
125031487,Yennora Industrial,12380,Cumberland,1,Good,Good,0
125041488,Girraween - Westmead,16260,Parramatta,0.0098881,Good,Good,1
125041488,Girraween - Westmead,12380,Cumberland,0.9901119,Good,Good,0
125041489,North Parramatta,16260,Parramatta,1,Good,Good,0
125041490,North Rocks,17420,The Hills Shire,0.0701858,Good,Good,0
125041490,North Rocks,16260,Parramatta,0.9298142,Good,Good,0
125041491,Northmead,16260,Parramatta,1,Good,Good,0
125041492,Parramatta - Rosehill,16260,Parramatta,1,Good,Good,0
125041493,Toongabbie - Constitution Hill,16260,Parramatta,1,Good,Good,0
125041494,Winston Hills,17420,The Hills Shire,0.0051252,Good,Good,1
125041494,Winston Hills,16260,Parramatta,0.9948748,Good,Good,0
126011495,Epping - North Epping,14000,Hornsby,0.186489,Good,Good,0
126011495,Epping - North Epping,16260,Parramatta,0.813511,Good,Good,0
126011496,Pennant Hills - Cheltenham,14000,Hornsby,1,Good,Good,0
126021497,Eastwood - Denistone,16260,Parramatta,0.1710758,Good,Good,0
126021497,Eastwood - Denistone,16700,Ryde,0.8289242,Good,Good,0
126021498,Gladesville - Huntleys Point,14100,Hunters Hill,0.2553305,Acceptable,Good,0
126021498,Gladesville - Huntleys Point,16700,Ryde,0.7446695,Good,Good,0
126021499,Hunters Hill - Woolwich,14100,Hunters Hill,1,Acceptable,Good,0
126021500,Macquarie Park - Marsfield,16700,Ryde,1,Good,Good,0
126021501,North Ryde - East Ryde,16700,Ryde,1,Good,Good,0
126021502,Ryde - Putney,16700,Ryde,1,Good,Good,0
126021503,West Ryde - Meadowbank,16700,Ryde,1,Good,Good,0
127011504,Ashcroft - Busby - Miller,14900,Liverpool,1,Good,Good,0
127011505,Badgerys Creek - Greendale,14900,Liverpool,1,Good,Good,0
127011506,Cobbitty - Leppington,11500,Campbelltown (NSW),0.0001926,Good,Good,1
127011506,Cobbitty - Leppington,14900,Liverpool,0.0175797,Good,Good,0
127011506,Cobbitty - Leppington,11450,Camden,0.9822278,Good,Good,0
127011507,Green Valley - Cecil Hills,14900,Liverpool,1,Good,Good,0
127011508,Hoxton Park - Horningsea Park,14900,Liverpool,1,Good,Good,0
127021509,Bonnyrigg Heights - Bonnyrigg,12850,Fairfield,1,Good,Good,0
127021510,Bossley Park - Abbotsbury,12850,Fairfield,1,Good,Good,0
127021511,Cabramatta - Lansvale,12850,Fairfield,1,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,14900,Liverpool,0.0294221,Good,Good,0
127021512,Cabramatta West - Mount Pritchard,12850,Fairfield,0.9705779,Good,Good,0
127021513,Canley Vale - Canley Heights,12850,Fairfield,1,Good,Good,0
127021514,Edensor Park,12850,Fairfield,1,Good,Good,0
127021515,Fairfield,12850,Fairfield,1,Good,Good,0
127021516,Fairfield - West,12850,Fairfield,1,Good,Good,0
127021517,Greenfield Park - Prairiewood,12850,Fairfield,1,Good,Good,0
127021518,Horsley Park - Kemps Creek,16350,Penrith,0.3857678,Good,Good,0
127021518,Horsley Park - Kemps Creek,12850,Fairfield,0.6142322,Good,Good,0
127021519,Smithfield - Wetherill Park,12850,Fairfield,1,Good,Good,0
127021520,St Johns Park - Wakeley,12850,Fairfield,1,Good,Good,0
127021521,Wetherill Park Industrial,12850,Fairfield,1,Good,Good,0
127031522,Casula,14900,Liverpool,1,Good,Good,0
127031523,Chipping Norton - Moorebank,14900,Liverpool,1,Good,Good,0
127031524,Holsworthy - Wattle Grove,17150,Sutherland Shire,0.0307615,Good,Good,0
127031524,Holsworthy - Wattle Grove,14900,Liverpool,0.9692385,Good,Good,0
127031525,Liverpool - Warwick Farm,14900,Liverpool,1,Good,Good,0
127031526,Prestons - Lurnea,14900,Liverpool,1,Good,Good,0
128011527,Caringbah - Lilli Pilli,17150,Sutherland Shire,1,Good,Good,0
128011528,Cronulla - Kurnell - Bundeena,17150,Sutherland Shire,1,Good,Good,0
128011529,Gymea - Grays Point,17150,Sutherland Shire,1,Good,Good,0
128011530,Miranda - Yowie Bay,17150,Sutherland Shire,1,Good,Good,0
128011531,Sylvania - Taren Point,17150,Sutherland Shire,1,Good,Good,0
128021532,Engadine - Loftus,17150,Sutherland Shire,1,Good,Good,0
128021533,Heathcote - Waterfall,17150,Sutherland Shire,1,Good,Good,0
128021534,Illawong - Alfords Point,17150,Sutherland Shire,1,Good,Good,0
128021535,Menai - Lucas Heights - Woronora,17150,Sutherland Shire,1,Good,Good,0
128021536,Oyster Bay - Como - Jannali,17150,Sutherland Shire,1,Good,Good,0
128021537,Royal National Park,17150,Sutherland Shire,1,Good,Good,0
128021538,Sutherland - Kirrawee,17150,Sutherland Shire,1,Good,Good,0
197979799,Migratory - Offshore - Shipping (NSW),19799,Migratory - Offshore - Shipping (NSW),1,Good,Good,0
199999499,No usual address (NSW),19499,No usual address (NSW),1,Good,Good,0
201011001,Alfredton,20570,Ballarat,1,Good,Good,0
201011002,Ballarat,20570,Ballarat,1,Good,Good,0
201011003,Ballarat - North,25150,Moorabool,0.0060491,Good,Good,1
201011003,Ballarat - North,20570,Ballarat,0.9939509,Good,Good,0
201011004,Ballarat - South,20570,Ballarat,1,Good,Good,0
201011005,Buninyong,25150,Moorabool,0.014394,Good,Good,0
201011005,Buninyong,20570,Ballarat,0.985606,Good,Good,0
201011006,Delacombe,20570,Ballarat,1,Good,Good,0
201011007,Smythes Creek,22490,Golden Plains,1,Good,Good,0
201011008,Wendouree - Miners Rest,20570,Ballarat,1,Good,Good,0
201021009,Bacchus Marsh Region,25150,Moorabool,1,Good,Good,0
201021010,Creswick - Clunes,25150,Moorabool,0.0066029,Good,Good,1
201021010,Creswick - Clunes,20570,Ballarat,0.1683052,Good,Good,0
201021010,Creswick - Clunes,22910,Hepburn,0.8250919,Good,Good,0
201021011,Daylesford,25150,Moorabool,0.0235944,Good,Good,0
201021011,Daylesford,22910,Hepburn,0.9764056,Good,Good,0
201021012,Gordon (Vic.),22910,Hepburn,0.010876,Good,Good,0
201021012,Gordon (Vic.),20570,Ballarat,0.0737307,Good,Good,0
201021012,Gordon (Vic.),25150,Moorabool,0.9153932,Good,Good,0
201031013,Avoca,22910,Hepburn,0.0009021,Good,Good,1
201031013,Avoca,20570,Ballarat,0.0146877,Good,Good,0
201031013,Avoca,20260,Ararat,0.0662459,Good,Good,0
201031013,Avoca,25990,Pyrenees,0.9181644,Good,Good,0
201031014,Beaufort,20260,Ararat,0.0047174,Good,Good,1
201031014,Beaufort,20570,Ballarat,0.0547545,Good,Good,0
201031014,Beaufort,25990,Pyrenees,0.9405281,Good,Good,0
201031015,Golden Plains - North,22490,Golden Plains,1,Good,Good,0
201031016,Maryborough (Vic.),21670,Central Goldfields,1,Good,Good,0
201031017,Maryborough Region,25430,Mount Alexander,0.0025688,Good,Good,1
201031017,Maryborough Region,23940,Loddon,0.0384586,Good,Good,0
201031017,Maryborough Region,21670,Central Goldfields,0.9589727,Good,Good,0
202011018,Bendigo,22620,Greater Bendigo,1,Good,Good,0
202011019,California Gully - Eaglehawk,22620,Greater Bendigo,1,Good,Good,0
202011020,East Bendigo - Kennington,22620,Greater Bendigo,1,Good,Good,0
202011021,Flora Hill - Spring Gully,22620,Greater Bendigo,1,Good,Good,0
202011022,Kangaroo Flat - Golden Square,22620,Greater Bendigo,1,Good,Good,0
202011023,Maiden Gully,22620,Greater Bendigo,1,Good,Good,0
202011024,Strathfieldsaye,22620,Greater Bendigo,1,Good,Good,0
202011025,White Hills - Ascot,22620,Greater Bendigo,1,Good,Good,0
202021026,Bendigo Region - South,25430,Mount Alexander,0.0004874,Good,Good,1
202021026,Bendigo Region - South,23940,Loddon,0.0181385,Good,Good,0
202021026,Bendigo Region - South,22620,Greater Bendigo,0.9813741,Good,Good,0
202021027,Castlemaine,25430,Mount Alexander,1,Good,Good,0
202021028,Castlemaine Region,21670,Central Goldfields,0.0009797,Good,Good,1
202021028,Castlemaine Region,23940,Loddon,0.0019581,Good,Good,1
202021028,Castlemaine Region,22620,Greater Bendigo,0.0408569,Good,Good,0
202021028,Castlemaine Region,25430,Mount Alexander,0.9562053,Good,Good,0
202021029,Heathcote,22620,Greater Bendigo,1,Good,Good,0
202021030,Kyneton,25430,Mount Alexander,0.001704,Good,Good,1
202021030,Kyneton,24130,Macedon Ranges,0.998296,Good,Good,0
202021031,Woodend,24130,Macedon Ranges,1,Good,Good,0
202031032,Bendigo Region - North,23940,Loddon,0.0253115,Good,Good,0
202031032,Bendigo Region - North,22620,Greater Bendigo,0.9746885,Good,Good,0
202031033,Loddon,23940,Loddon,1,Good,Good,0
203011034,Bannockburn,22490,Golden Plains,1,Good,Good,0
203011035,Golden Plains - South,22490,Golden Plains,1,Good,Good,0
203011036,Winchelsea,26490,Surf Coast,1,Good,Good,0
203021037,Belmont,22750,Greater Geelong,1,Good,Good,0
203021038,Corio - Norlane,22750,Greater Geelong,1,Good,Good,0
203021039,Geelong,22750,Greater Geelong,1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,22750,Greater Geelong,1,Good,Good,0
