SA1_MAINCODE_2011,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
21205132710,207,Chisholm,1,Good,Good,0
21205132711,207,Chisholm,1,Good,Good,0
21205132712,207,Chisholm,1,Good,Good,0
21205132713,207,Chisholm,1,Good,Good,0
21205132714,207,Chisholm,1,Good,Good,0
21205132715,207,Chisholm,1,Good,Good,0
21205132716,207,Chisholm,1,Good,Good,0
21205132717,207,Chisholm,1,Good,Good,0
21205132718,207,Chisholm,1,Good,Good,0
21205132719,207,Chisholm,1,Good,Good,0
21205132720,207,Chisholm,1,Good,Good,0
21205132721,207,Chisholm,1,Good,Good,0
21205132722,207,Chisholm,1,Good,Good,0
21205132723,207,Chisholm,1,Good,Good,0
21205132724,207,Chisholm,1,Good,Good,0
21205132725,207,Chisholm,1,Good,Good,0
21205132726,207,Chisholm,1,Good,Good,0
21205132727,207,Chisholm,1,Good,Good,0
21205132728,207,Chisholm,1,Good,Good,0
21205132729,207,Chisholm,1,Good,Good,0
21205132730,207,Chisholm,1,Good,Good,0
21205132731,207,Chisholm,1,Good,Good,0
21205132732,207,Chisholm,1,Good,Good,0
21205132733,207,Chisholm,1,Good,Good,0
21205132734,207,Chisholm,1,Good,Good,0
21205132735,207,Chisholm,1,Good,Good,0
21205132736,207,Chisholm,1,Good,Good,0
21205132737,207,Chisholm,1,Good,Good,0
21205132738,207,Chisholm,1,Good,Good,0
21205132739,207,Chisholm,1,Good,Good,0
21205132740,207,Chisholm,1,Good,Good,0
21205132741,207,Chisholm,1,Good,Good,0
21205132742,207,Chisholm,1,Good,Good,0
21205132743,207,Chisholm,1,Good,Good,0
21205132744,207,Chisholm,1,Good,Good,0
21205132745,207,Chisholm,1,Good,Good,0
21205132746,207,Chisholm,1,Good,Good,0
21205132747,207,Chisholm,1,Good,Good,0
21205132748,207,Chisholm,1,Good,Good,0
21301132801,214,Fraser,1,Good,Good,0
21301132802,214,Fraser,1,Good,Good,0
21301132803,214,Fraser,1,Good,Good,0
21301132804,214,Fraser,1,Good,Good,0
21301132805,214,Fraser,1,Good,Good,0
21301132806,214,Fraser,1,Good,Good,0
21301132807,214,Fraser,1,Good,Good,0
21301132808,214,Fraser,1,Good,Good,0
21301132809,214,Fraser,1,Good,Good,0
21301132810,214,Fraser,1,Good,Good,0
21301132811,214,Fraser,1,Good,Good,0
21301132812,214,Fraser,1,Good,Good,0
21301132813,214,Fraser,1,Good,Good,0
21301132814,214,Fraser,1,Good,Good,0
21301132815,214,Fraser,1,Good,Good,0
21301132816,214,Fraser,1,Good,Good,0
21301132817,214,Fraser,1,Good,Good,0
21301132818,214,Fraser,1,Good,Good,0
21301132819,214,Fraser,1,Good,Good,0
21301132901,214,Fraser,1,Good,Good,0
21301132902,214,Fraser,1,Good,Good,0
21301132903,214,Fraser,1,Good,Good,0
21301132904,214,Fraser,1,Good,Good,0
21301132905,214,Fraser,1,Good,Good,0
21301132906,214,Fraser,1,Good,Good,0
21301132907,214,Fraser,1,Good,Good,0
21301132908,214,Fraser,1,Good,Good,0
21301132909,214,Fraser,1,Good,Good,0
21301132910,214,Fraser,1,Good,Good,0
21301132911,214,Fraser,1,Good,Good,0
21301132912,214,Fraser,1,Good,Good,0
21301132913,214,Fraser,1,Good,Good,0
21301132914,214,Fraser,1,Good,Good,0
21301132915,214,Fraser,1,Good,Good,0
21301132916,214,Fraser,1,Good,Good,0
21301132917,214,Fraser,1,Good,Good,0
21301132918,214,Fraser,1,Good,Good,0
21301132919,214,Fraser,1,Good,Good,0
21301133001,218,Gorton,1,Good,Good,0
21301133002,218,Gorton,1,Good,Good,0
21301133003,218,Gorton,1,Good,Good,0
21301133004,218,Gorton,1,Good,Good,0
21301133005,218,Gorton,1,Good,Good,0
21301133006,218,Gorton,1,Good,Good,0
21301133007,218,Gorton,1,Good,Good,0
21301133008,218,Gorton,1,Good,Good,0
21301133009,218,Gorton,0.0000002,Good,Good,1
21301133009,214,Fraser,0.9999998,Good,Good,0
21301133010,214,Fraser,1,Good,Good,0
21301133011,214,Fraser,1,Good,Good,0
21301133012,218,Gorton,1,Good,Good,0
21301133013,218,Gorton,1,Good,Good,0
21301133014,214,Fraser,0.1851869,Good,Good,0
21301133014,218,Gorton,0.8148131,Good,Good,0
21301133015,218,Gorton,1,Good,Good,0
21301133016,218,Gorton,1,Good,Good,0
21301133017,218,Gorton,1,Good,Good,0
21301133018,218,Gorton,1,Good,Good,0
21301133019,218,Gorton,1,Good,Good,0
21301133020,218,Gorton,1,Good,Good,0
21301133021,218,Gorton,1,Good,Good,0
21301133022,218,Gorton,1,Good,Good,0
21301133023,218,Gorton,1,Good,Good,0
21301133024,218,Gorton,1,Good,Good,0
21301133025,218,Gorton,1,Good,Good,0
21301133026,218,Gorton,1,Good,Good,0
21301133027,218,Gorton,1,Good,Good,0
21301133028,218,Gorton,1,Good,Good,0
21301133029,218,Gorton,1,Good,Good,0
21301133030,218,Gorton,1,Good,Good,0
21301133031,218,Gorton,1,Good,Good,0
21301133032,218,Gorton,1,Good,Good,0
21301133033,218,Gorton,1,Good,Good,0
21301133034,218,Gorton,1,Good,Good,0
21301133035,218,Gorton,1,Good,Good,0
21301133036,218,Gorton,1,Good,Good,0
21301133037,218,Gorton,1,Good,Good,0
21301133038,218,Gorton,1,Good,Good,0
21301133039,218,Gorton,1,Good,Good,0
21301133040,218,Gorton,1,Good,Good,0
21301133041,218,Gorton,1,Good,Good,0
21301133042,218,Gorton,1,Good,Good,0
21301133043,218,Gorton,1,Good,Good,0
21301133044,218,Gorton,1,Good,Good,0
21301133045,214,Fraser,1,Good,Good,0
21301133046,218,Gorton,1,Good,Good,0
21301133101,218,Gorton,1,Good,Good,0
21301133102,218,Gorton,1,Good,Good,0
21301133103,218,Gorton,1,Good,Good,0
21301133104,218,Gorton,1,Good,Good,0
21301133105,218,Gorton,1,Good,Good,0
21301133106,218,Gorton,1,Good,Good,0
21301133107,218,Gorton,1,Good,Good,0
21301133108,218,Gorton,1,Good,Good,0
21301133109,218,Gorton,1,Good,Good,0
21301133110,218,Gorton,1,Good,Good,0
21301133111,218,Gorton,1,Good,Good,0
21301133112,218,Gorton,1,Good,Good,0
21301133113,218,Gorton,1,Good,Good,0
21301133114,218,Gorton,1,Good,Good,0
21301133115,218,Gorton,1,Good,Good,0
21301133116,218,Gorton,1,Good,Good,0
21301133117,218,Gorton,1,Good,Good,0
21301133118,218,Gorton,1,Good,Good,0
21301133119,218,Gorton,1,Good,Good,0
21301133120,218,Gorton,1,Good,Good,0
21301133121,218,Gorton,1,Good,Good,0
21301133122,218,Gorton,1,Good,Good,0
21301133123,218,Gorton,1,Good,Good,0
21301133201,218,Gorton,1,Good,Good,0
21301133202,218,Gorton,1,Good,Good,0
21301133203,218,Gorton,1,Good,Good,0
21301133204,218,Gorton,1,Good,Good,0
21301133205,218,Gorton,1,Good,Good,0
21301133206,218,Gorton,1,Good,Good,0
21301133207,218,Gorton,1,Good,Good,0
21301133208,218,Gorton,1,Good,Good,0
21301133209,218,Gorton,1,Good,Good,0
21301133210,214,Fraser,1,Good,Good,0
21301133211,218,Gorton,1,Good,Good,0
21301133212,218,Gorton,1,Good,Good,0
21301133213,218,Gorton,1,Good,Good,0
21301133214,214,Fraser,1,Good,Good,0
21301133215,218,Gorton,1,Good,Good,0
21301133216,214,Fraser,1,Good,Good,0
21301133217,218,Gorton,1,Good,Good,0
21301133218,218,Gorton,1,Good,Good,0
21301133219,218,Gorton,1,Good,Good,0
21301133220,214,Fraser,1,Good,Good,0
21301133221,218,Gorton,1,Good,Good,0
21301133222,218,Gorton,1,Good,Good,0
21301133223,218,Gorton,1,Good,Good,0
21301133224,214,Fraser,1,Good,Good,0
21301133225,214,Fraser,1,Good,Good,0
21301133226,214,Fraser,1,Good,Good,0
21301133227,218,Gorton,1,Good,Good,0
21301133228,218,Gorton,1,Good,Good,0
21301133229,218,Gorton,1,Good,Good,0
21301133230,218,Gorton,1,Good,Good,0
21301133231,218,Gorton,1,Good,Good,0
21301133232,218,Gorton,1,Good,Good,0
21301133233,218,Gorton,1,Good,Good,0
21301133234,218,Gorton,1,Good,Good,0
21301133235,218,Gorton,1,Good,Good,0
21301133236,218,Gorton,1,Good,Good,0
21301133237,214,Fraser,1,Good,Good,0
21301133238,214,Fraser,1,Good,Good,0
21301133239,218,Gorton,1,Good,Good,0
21301133240,214,Fraser,1,Good,Good,0
21301133301,218,Gorton,1,Good,Good,0
21301133302,218,Gorton,1,Good,Good,0
21301133303,218,Gorton,1,Good,Good,0
21301133304,218,Gorton,1,Good,Good,0
21301133305,218,Gorton,1,Good,Good,0
21301133306,218,Gorton,1,Good,Good,0
21301133307,218,Gorton,1,Good,Good,0
21301133308,218,Gorton,1,Good,Good,0
21301133309,218,Gorton,1,Good,Good,0
21301133310,218,Gorton,1,Good,Good,0
21301133311,218,Gorton,1,Good,Good,0
21301133312,218,Gorton,1,Good,Good,0
21301133313,218,Gorton,1,Good,Good,0
21301133314,218,Gorton,1,Good,Good,0
21301133315,218,Gorton,1,Good,Good,0
21301133316,218,Gorton,1,Good,Good,0
21301133317,218,Gorton,1,Good,Good,0
21301133318,218,Gorton,1,Good,Good,0
21301133319,218,Gorton,1,Good,Good,0
21301133320,218,Gorton,1,Good,Good,0
21301133321,218,Gorton,1,Good,Good,0
21301133322,218,Gorton,1,Good,Good,0
21301133323,218,Gorton,1,Good,Good,0
21301133324,218,Gorton,1,Good,Good,0
21301133325,218,Gorton,1,Good,Good,0
21301133326,218,Gorton,1,Good,Good,0
21301133327,218,Gorton,1,Good,Good,0
21301133328,218,Gorton,1,Good,Good,0
21301133329,218,Gorton,1,Good,Good,0
21301133330,218,Gorton,1,Good,Good,0
21301133331,218,Gorton,1,Good,Good,0
21301133332,218,Gorton,1,Good,Good,0
21301133333,218,Gorton,1,Good,Good,0
21301133401,214,Fraser,1,Good,Good,0
21301133402,214,Fraser,1,Good,Good,0
21301133403,214,Fraser,1,Good,Good,0
21301133404,214,Fraser,1,Good,Good,0
21301133405,214,Fraser,1,Good,Good,0
21301133406,214,Fraser,1,Good,Good,0
21301133407,214,Fraser,1,Good,Good,0
21301133408,214,Fraser,1,Good,Good,0
21301133409,214,Fraser,1,Good,Good,0
21301133410,214,Fraser,1,Good,Good,0
21301133411,214,Fraser,1,Good,Good,0
21301133412,214,Fraser,1,Good,Good,0
21301133413,214,Fraser,1,Good,Good,0
21301133414,214,Fraser,1,Good,Good,0
21301133415,214,Fraser,1,Good,Good,0
21301133416,214,Fraser,1,Good,Good,0
21301133417,214,Fraser,1,Good,Good,0
21301133418,214,Fraser,1,Good,Good,0
21301133419,214,Fraser,1,Good,Good,0
21301133420,214,Fraser,1,Good,Good,0
21301133421,214,Fraser,1,Good,Good,0
21301133422,214,Fraser,1,Good,Good,0
21301133423,214,Fraser,1,Good,Good,0
21301133424,214,Fraser,1,Good,Good,0
21301133425,214,Fraser,1,Good,Good,0
21301133426,214,Fraser,1,Good,Good,0
21301133427,214,Fraser,1,Good,Good,0
21301133428,214,Fraser,1,Good,Good,0
21301133429,214,Fraser,1,Good,Good,0
21301133430,214,Fraser,1,Good,Good,0
21301133431,214,Fraser,1,Good,Good,0
21301133432,214,Fraser,1,Good,Good,0
21301133433,214,Fraser,1,Good,Good,0
21301133434,214,Fraser,1,Good,Good,0
21301133435,214,Fraser,1,Good,Good,0
21301133436,214,Fraser,1,Good,Good,0
21301133437,214,Fraser,1,Good,Good,0
21301133438,214,Fraser,1,Good,Good,0
21301133439,214,Fraser,1,Good,Good,0
21301133440,214,Fraser,1,Good,Good,0
21301133441,214,Fraser,1,Good,Good,0
21301133442,214,Fraser,1,Good,Good,0
21301133443,214,Fraser,1,Good,Good,0
21301133444,214,Fraser,1,Good,Good,0
21301133445,214,Fraser,1,Good,Good,0
21301133501,214,Fraser,1,Good,Good,0
21301133502,214,Fraser,1,Good,Good,0
21301133503,214,Fraser,1,Good,Good,0
21301133504,214,Fraser,1,Good,Good,0
21301133505,214,Fraser,1,Good,Good,0
21301133506,214,Fraser,1,Good,Good,0
21301133507,214,Fraser,1,Good,Good,0
21301133508,214,Fraser,1,Good,Good,0
21301133509,214,Fraser,1,Good,Good,0
21301133510,214,Fraser,1,Good,Good,0
21301133511,214,Fraser,1,Good,Good,0
21301133512,214,Fraser,1,Good,Good,0
21301133513,214,Fraser,1,Good,Good,0
21301133514,214,Fraser,1,Good,Good,0
21301133515,214,Fraser,1,Good,Good,0
21301133516,214,Fraser,1,Good,Good,0
21301133517,214,Fraser,1,Good,Good,0
21301133518,214,Fraser,1,Good,Good,0
21301133519,214,Fraser,1,Good,Good,0
21301133520,214,Fraser,1,Good,Good,0
21301133521,214,Fraser,1,Good,Good,0
21301133522,214,Fraser,1,Good,Good,0
21301133523,214,Fraser,1,Good,Good,0
21301133524,214,Fraser,1,Good,Good,0
21301133525,214,Fraser,1,Good,Good,0
21301133526,214,Fraser,1,Good,Good,0
21301133527,214,Fraser,1,Good,Good,0
21301133528,214,Fraser,1,Good,Good,0
21301133529,214,Fraser,1,Good,Good,0
21301133530,214,Fraser,1,Good,Good,0
21301133531,214,Fraser,1,Good,Good,0
21301133532,214,Fraser,1,Good,Good,0
21301133533,214,Fraser,1,Good,Good,0
21301133534,214,Fraser,1,Good,Good,0
21301133535,214,Fraser,1,Good,Good,0
21301133536,214,Fraser,1,Good,Good,0
21301133537,214,Fraser,1,Good,Good,0
21301133538,214,Fraser,1,Good,Good,0
21301133601,214,Fraser,1,Good,Good,0
21301133602,214,Fraser,1,Good,Good,0
21301133603,214,Fraser,1,Good,Good,0
21301133604,214,Fraser,1,Good,Good,0
21301133605,214,Fraser,1,Good,Good,0
21301133606,214,Fraser,1,Good,Good,0
21301133607,214,Fraser,1,Good,Good,0
21301133608,214,Fraser,1,Good,Good,0
21301133609,214,Fraser,1,Good,Good,0
21301133610,214,Fraser,1,Good,Good,0
21301133611,214,Fraser,1,Good,Good,0
21301133612,214,Fraser,1,Good,Good,0
21301133613,214,Fraser,1,Good,Good,0
21301133614,214,Fraser,1,Good,Good,0
21301133615,214,Fraser,1,Good,Good,0
21301133616,214,Fraser,1,Good,Good,0
21301133617,214,Fraser,1,Good,Good,0
21301133618,214,Fraser,1,Good,Good,0
21301133619,214,Fraser,1,Good,Good,0
21301133701,214,Fraser,1,Good,Good,0
21301133702,214,Fraser,1,Good,Good,0
21301133703,214,Fraser,1,Good,Good,0
21301133704,214,Fraser,1,Good,Good,0
21301133705,214,Fraser,1,Good,Good,0
21301133706,214,Fraser,1,Good,Good,0
21301133707,214,Fraser,1,Good,Good,0
21301133708,214,Fraser,1,Good,Good,0
21301133709,214,Fraser,1,Good,Good,0
21301133710,214,Fraser,1,Good,Good,0
21301133711,214,Fraser,1,Good,Good,0
21301133712,214,Fraser,1,Good,Good,0
21301133713,214,Fraser,1,Good,Good,0
21301133714,214,Fraser,1,Good,Good,0
21301133715,214,Fraser,1,Good,Good,0
21301133716,214,Fraser,1,Good,Good,0
21301133717,214,Fraser,1,Good,Good,0
21301133718,214,Fraser,1,Good,Good,0
21301133719,214,Fraser,1,Good,Good,0
21301133720,214,Fraser,1,Good,Good,0
21301133721,214,Fraser,1,Good,Good,0
21301133722,214,Fraser,1,Good,Good,0
21301133723,214,Fraser,1,Good,Good,0
21301133724,214,Fraser,1,Good,Good,0
21301133725,214,Fraser,1,Good,Good,0
21301133726,214,Fraser,1,Good,Good,0
21301133801,214,Fraser,1,Good,Good,0
21301133802,214,Fraser,1,Good,Good,0
21301133803,214,Fraser,1,Good,Good,0
21301133804,214,Fraser,1,Good,Good,0
21301133805,214,Fraser,1,Good,Good,0
21301133806,214,Fraser,1,Good,Good,0
21301133807,214,Fraser,1,Good,Good,0
21301133808,214,Fraser,1,Good,Good,0
21301133809,214,Fraser,1,Good,Good,0
21301133810,214,Fraser,1,Good,Good,0
21301133811,214,Fraser,1,Good,Good,0
21301133812,214,Fraser,1,Good,Good,0
21301133813,214,Fraser,1,Good,Good,0
21301133814,214,Fraser,1,Good,Good,0
21301133815,214,Fraser,1,Good,Good,0
21301133816,214,Fraser,1,Good,Good,0
21301133817,214,Fraser,1,Good,Good,0
21301133818,214,Fraser,1,Good,Good,0
21301133819,214,Fraser,1,Good,Good,0
21301133820,214,Fraser,1,Good,Good,0
21301133821,214,Fraser,1,Good,Good,0
21301133822,214,Fraser,1,Good,Good,0
21301133823,214,Fraser,1,Good,Good,0
21301133824,214,Fraser,1,Good,Good,0
21301133825,214,Fraser,1,Good,Good,0
21301133826,214,Fraser,1,Good,Good,0
21301133827,214,Fraser,1,Good,Good,0
21301133828,214,Fraser,1,Good,Good,0
21301133829,214,Fraser,1,Good,Good,0
21301133830,214,Fraser,1,Good,Good,0
21301133831,214,Fraser,1,Good,Good,0
21301133832,214,Fraser,1,Good,Good,0
21301133833,214,Fraser,1,Good,Good,0
21301133834,214,Fraser,1,Good,Good,0
21301133835,214,Fraser,1,Good,Good,0
21301133836,214,Fraser,1,Good,Good,0
21301133837,214,Fraser,1,Good,Good,0
21301133838,214,Fraser,1,Good,Good,0
21301133839,214,Fraser,1,Good,Good,0
21301133840,214,Fraser,1,Good,Good,0
21301133841,214,Fraser,1,Good,Good,0
21301133842,214,Fraser,1,Good,Good,0
21301133843,214,Fraser,1,Good,Good,0
21301133844,214,Fraser,1,Good,Good,0
21301133845,214,Fraser,1,Good,Good,0
21301133901,218,Gorton,1,Good,Good,0
21301133902,218,Gorton,1,Good,Good,0
21301133903,218,Gorton,1,Good,Good,0
21301133904,218,Gorton,1,Good,Good,0
21301133905,218,Gorton,1,Good,Good,0
21301133906,218,Gorton,1,Good,Good,0
21301133907,218,Gorton,1,Good,Good,0
21301133908,218,Gorton,1,Good,Good,0
21301133909,218,Gorton,1,Good,Good,0
21301133910,218,Gorton,1,Good,Good,0
21301133911,218,Gorton,1,Good,Good,0
21301133912,218,Gorton,1,Good,Good,0
21301133913,218,Gorton,1,Good,Good,0
21301133914,218,Gorton,1,Good,Good,0
21301133915,218,Gorton,1,Good,Good,0
21301133916,218,Gorton,1,Good,Good,0
21301133917,218,Gorton,1,Good,Good,0
21301133918,218,Gorton,1,Good,Good,0
21301133919,218,Gorton,1,Good,Good,0
21301133920,218,Gorton,1,Good,Good,0
21301133921,218,Gorton,1,Good,Good,0
21301133922,218,Gorton,1,Good,Good,0
21301133923,218,Gorton,1,Good,Good,0
21301133924,218,Gorton,1,Good,Good,0
21301133925,218,Gorton,1,Good,Good,0
21301133926,218,Gorton,1,Good,Good,0
21301133927,218,Gorton,1,Good,Good,0
21301134001,218,Gorton,1,Good,Good,0
21301134002,218,Gorton,1,Good,Good,0
21301134003,218,Gorton,1,Good,Good,0
21301134004,218,Gorton,1,Good,Good,0
21301134005,218,Gorton,1,Good,Good,0
21301134006,218,Gorton,1,Good,Good,0
21301134007,218,Gorton,1,Good,Good,0
21301134008,218,Gorton,1,Good,Good,0
21301134009,218,Gorton,1,Good,Good,0
21301134010,218,Gorton,1,Good,Good,0
21301134011,218,Gorton,1,Good,Good,0
21301134012,218,Gorton,1,Good,Good,0
21301134013,218,Gorton,1,Good,Good,0
21301134014,218,Gorton,1,Good,Good,0
21301134015,218,Gorton,1,Good,Good,0
21301134016,218,Gorton,1,Good,Good,0
21301134017,218,Gorton,1,Good,Good,0
21301134018,218,Gorton,1,Good,Good,0
21301134019,218,Gorton,1,Good,Good,0
21301134020,218,Gorton,1,Good,Good,0
21301134021,218,Gorton,1,Good,Good,0
21301134022,218,Gorton,1,Good,Good,0
21301134023,218,Gorton,1,Good,Good,0
21301134024,218,Gorton,1,Good,Good,0
21301134025,218,Gorton,1,Good,Good,0
21301134026,218,Gorton,1,Good,Good,0
21301134027,218,Gorton,1,Good,Good,0
21301134028,218,Gorton,1,Good,Good,0
21301134029,218,Gorton,1,Good,Good,0
21301134030,218,Gorton,1,Good,Good,0
21301134031,218,Gorton,1,Good,Good,0
21301134032,218,Gorton,1,Good,Good,0
21301134033,218,Gorton,1,Good,Good,0
21301134034,218,Gorton,1,Good,Good,0
21301134035,218,Gorton,1,Good,Good,0
21301134036,218,Gorton,1,Good,Good,0
21301134037,218,Gorton,1,Good,Good,0
21301134038,218,Gorton,1,Good,Good,0
21301134039,218,Gorton,1,Good,Good,0
21301134040,218,Gorton,1,Good,Good,0
21301134041,218,Gorton,1,Good,Good,0
21301134042,218,Gorton,1,Good,Good,0
21301134043,218,Gorton,1,Good,Good,0
21301134044,218,Gorton,1,Good,Good,0
21301134045,218,Gorton,1,Good,Good,0
21301134046,218,Gorton,1,Good,Good,0
21301134047,218,Gorton,1,Good,Good,0
21301134048,218,Gorton,1,Good,Good,0
21301134049,218,Gorton,1,Good,Good,0
21302134101,215,Gellibrand,1,Good,Good,0
21302134102,215,Gellibrand,1,Good,Good,0
21302134103,215,Gellibrand,1,Good,Good,0
21302134104,215,Gellibrand,1,Good,Good,0
21302134105,215,Gellibrand,1,Good,Good,0
21302134106,215,Gellibrand,1,Good,Good,0
21302134107,215,Gellibrand,1,Good,Good,0
21302134108,215,Gellibrand,1,Good,Good,0
21302134109,215,Gellibrand,1,Good,Good,0
21302134110,215,Gellibrand,1,Good,Good,0
21302134111,215,Gellibrand,1,Good,Good,0
21302134112,215,Gellibrand,1,Good,Good,0
21302134113,215,Gellibrand,1,Good,Good,0
21302134114,215,Gellibrand,1,Good,Good,0
21302134115,215,Gellibrand,1,Good,Good,0
21302134116,215,Gellibrand,1,Good,Good,0
21302134117,215,Gellibrand,1,Good,Good,0
21302134118,215,Gellibrand,1,Good,Good,0
21302134119,215,Gellibrand,1,Good,Good,0
21302134120,215,Gellibrand,1,Good,Good,0
21302134121,215,Gellibrand,1,Good,Good,0
21302134122,215,Gellibrand,1,Good,Good,0
21302134123,215,Gellibrand,1,Good,Good,0
21302134124,215,Gellibrand,1,Good,Good,0
21302134125,215,Gellibrand,1,Good,Good,0
21302134126,215,Gellibrand,1,Good,Good,0
21302134127,215,Gellibrand,1,Good,Good,0
21302134128,215,Gellibrand,1,Good,Good,0
21302134129,215,Gellibrand,1,Good,Good,0
21302134130,215,Gellibrand,1,Good,Good,0
21302134201,215,Gellibrand,1,Good,Good,0
21302134202,215,Gellibrand,1,Good,Good,0
21302134203,215,Gellibrand,1,Good,Good,0
21302134204,215,Gellibrand,1,Good,Good,0
21302134205,215,Gellibrand,1,Good,Good,0
21302134206,215,Gellibrand,1,Good,Good,0
21302134207,215,Gellibrand,1,Good,Good,0
21302134208,215,Gellibrand,1,Good,Good,0
21302134209,215,Gellibrand,1,Good,Good,0
21302134210,215,Gellibrand,1,Good,Good,0
21302134211,215,Gellibrand,1,Good,Good,0
21302134212,215,Gellibrand,1,Good,Good,0
21302134213,215,Gellibrand,1,Good,Good,0
21302134214,215,Gellibrand,1,Good,Good,0
21302134215,215,Gellibrand,1,Good,Good,0
21302134216,215,Gellibrand,1,Good,Good,0
21302134217,215,Gellibrand,1,Good,Good,0
21302134218,215,Gellibrand,1,Good,Good,0
21302134219,215,Gellibrand,1,Good,Good,0
21302134220,215,Gellibrand,1,Good,Good,0
21302134221,215,Gellibrand,1,Good,Good,0
21302134222,215,Gellibrand,1,Good,Good,0
21302134223,215,Gellibrand,1,Good,Good,0
21302134224,215,Gellibrand,1,Good,Good,0
21302134225,215,Gellibrand,1,Good,Good,0
21302134226,215,Gellibrand,1,Good,Good,0
21302134227,215,Gellibrand,1,Good,Good,0
21302134228,215,Gellibrand,1,Good,Good,0
21302134229,215,Gellibrand,1,Good,Good,0
21302134230,215,Gellibrand,1,Good,Good,0
21302134231,215,Gellibrand,1,Good,Good,0
21302134232,215,Gellibrand,1,Good,Good,0
21302134233,215,Gellibrand,1,Good,Good,0
21302134234,215,Gellibrand,1,Good,Good,0
21302134235,215,Gellibrand,1,Good,Good,0
21302134236,215,Gellibrand,1,Good,Good,0
21302134237,215,Gellibrand,1,Good,Good,0
21302134238,215,Gellibrand,1,Good,Good,0
21302134239,215,Gellibrand,1,Good,Good,0
21302134240,215,Gellibrand,1,Good,Good,0
21302134241,215,Gellibrand,1,Good,Good,0
21302134242,215,Gellibrand,1,Good,Good,0
21302134243,215,Gellibrand,1,Good,Good,0
21302134244,215,Gellibrand,1,Good,Good,0
21302134245,215,Gellibrand,1,Good,Good,0
21302134246,215,Gellibrand,1,Good,Good,0
21302134247,215,Gellibrand,1,Good,Good,0
21302134248,215,Gellibrand,1,Good,Good,0
21302134301,215,Gellibrand,1,Good,Good,0
21302134302,215,Gellibrand,1,Good,Good,0
21302134303,215,Gellibrand,1,Good,Good,0
21302134304,215,Gellibrand,1,Good,Good,0
21302134305,215,Gellibrand,1,Good,Good,0
21302134306,215,Gellibrand,1,Good,Good,0
21302134307,215,Gellibrand,1,Good,Good,0
21302134308,215,Gellibrand,1,Good,Good,0
21302134309,215,Gellibrand,1,Good,Good,0
21302134310,215,Gellibrand,1,Good,Good,0
21302134311,215,Gellibrand,1,Good,Good,0
21302134312,215,Gellibrand,1,Good,Good,0
21302134313,215,Gellibrand,1,Good,Good,0
21302134314,215,Gellibrand,1,Good,Good,0
21302134315,215,Gellibrand,1,Good,Good,0
21302134316,215,Gellibrand,1,Good,Good,0
21302134317,215,Gellibrand,1,Good,Good,0
21302134318,215,Gellibrand,1,Good,Good,0
21302134319,215,Gellibrand,1,Good,Good,0
21302134320,215,Gellibrand,1,Good,Good,0
21302134321,215,Gellibrand,1,Good,Good,0
21302134322,215,Gellibrand,1,Good,Good,0
21302134323,215,Gellibrand,1,Good,Good,0
21302134324,215,Gellibrand,1,Good,Good,0
21302134325,215,Gellibrand,1,Good,Good,0
21302134326,215,Gellibrand,1,Good,Good,0
21302134327,215,Gellibrand,1,Good,Good,0
21302134328,215,Gellibrand,1,Good,Good,0
21302134329,215,Gellibrand,1,Good,Good,0
21302134330,215,Gellibrand,1,Good,Good,0
21302134331,215,Gellibrand,1,Good,Good,0
21302134332,215,Gellibrand,1,Good,Good,0
21302134401,215,Gellibrand,1,Good,Good,0
21302134402,215,Gellibrand,1,Good,Good,0
21302134403,215,Gellibrand,1,Good,Good,0
21302134404,215,Gellibrand,1,Good,Good,0
21302134405,215,Gellibrand,1,Good,Good,0
21302134406,215,Gellibrand,1,Good,Good,0
21302134407,215,Gellibrand,1,Good,Good,0
21302134408,215,Gellibrand,1,Good,Good,0
21302134409,215,Gellibrand,1,Good,Good,0
21302134410,215,Gellibrand,1,Good,Good,0
21302134411,215,Gellibrand,1,Good,Good,0
21302134412,215,Gellibrand,1,Good,Good,0
21302134413,215,Gellibrand,1,Good,Good,0
21302134414,215,Gellibrand,1,Good,Good,0
21302134415,215,Gellibrand,1,Good,Good,0
21302134416,215,Gellibrand,1,Good,Good,0
21302134417,215,Gellibrand,1,Good,Good,0
21302134418,215,Gellibrand,1,Good,Good,0
21302134419,215,Gellibrand,1,Good,Good,0
21302134420,215,Gellibrand,1,Good,Good,0
21302134421,215,Gellibrand,1,Good,Good,0
21302134422,215,Gellibrand,1,Good,Good,0
21302134423,215,Gellibrand,1,Good,Good,0
21302134424,215,Gellibrand,1,Good,Good,0
21302134425,215,Gellibrand,1,Good,Good,0
21302134426,215,Gellibrand,1,Good,Good,0
21302134427,215,Gellibrand,1,Good,Good,0
21302134428,215,Gellibrand,1,Good,Good,0
21302134429,215,Gellibrand,1,Good,Good,0
21302134430,215,Gellibrand,1,Good,Good,0
21302134431,215,Gellibrand,1,Good,Good,0
21302134432,215,Gellibrand,1,Good,Good,0
21302134433,215,Gellibrand,1,Good,Good,0
21302134434,215,Gellibrand,1,Good,Good,0
21302134435,215,Gellibrand,1,Good,Good,0
