SA1_CODE_2021,SAL_CODE_2021,SAL_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
60402108721,60320,Latrobe,1,Good,Good,0
60402108722,60320,Latrobe,1,Good,Good,0
60402108723,60320,Latrobe,1,Good,Good,0
60402108801,60693,Tugrah,1,Acceptable,Good,0
60402108803,60401,Miandetta (Tas.),1,Good,Good,0
60402108804,60401,Miandetta (Tas.),1,Good,Good,0
60402108805,60401,Miandetta (Tas.),1,Good,Good,0
60402108807,60162,Don,0.970555,Good,Good,0
60402108807,60642,Stony Rise,0.029445,Acceptable,Good,0
60402108808,60156,Devonport,0.0001298,Good,Good,1
60402108808,60162,Don,0.9998702,Good,Good,0
60402108809,60162,Don,1,Good,Good,0
60402108810,60642,Stony Rise,0.8689957,Acceptable,Good,0
60402108810,60693,Tugrah,0.1310043,Acceptable,Good,0
60402108901,60730,Wesley Vale,1,Good,Good,0
60402108902,60424,Moriarty,1,Good,Good,0
60402108903,60631,Squeaking Point,1,Good,Good,0
60402108904,60463,Northdown,1,Good,Good,0
60402108905,60516,Port Sorell,1,Good,Good,0
60402108909,60027,Bakers Beach,0.2607455,Poor,Good,0
60402108909,60034,Beaconsfield (Tas.),3.57E-05,Good,Good,1
60402108909,60214,Frankford,0.0179419,Good,Good,0
60402108909,60261,Harford,0.3359372,Poor,Good,0
60402108909,60278,Holwell,3.57E-05,Poor,Good,1
60402108909,60676,Thirlstane,0.3852684,Poor,Good,0
60402108909,60774,York Town,3.57E-05,Poor,Good,1
60402108910,60264,Hawley Beach,1,Good,Good,0
60402108911,60516,Port Sorell,1,Good,Good,0
60402108912,60516,Port Sorell,1,Good,Good,0
60402108913,60516,Port Sorell,1,Good,Good,0
60402108914,60598,Shearwater,1,Good,Good,0
60402108915,60598,Shearwater,1,Good,Good,0
60402108916,60598,Shearwater,1,Good,Good,0
60402108917,60598,Shearwater,1,Good,Good,0
60402108918,60598,Shearwater,1,Good,Good,0
60402108919,60516,Port Sorell,1,Good,Good,0
60402109001,60003,Aberdeen (Tas.),0.6206786,Poor,Good,0
60402109001,60193,Eugenana,0.3793214,Poor,Good,0
60402109002,60628,Spreyton,0.2796805,Good,Good,0
60402109002,60667,Tarleton,0.7203195,Poor,Good,0
60402109003,60532,Quoiba,1,Good,Good,0
60402109004,60532,Quoiba,1.53E-05,Good,Good,1
60402109004,60628,Spreyton,0.9999847,Good,Good,0
60402109005,60628,Spreyton,1,Good,Good,0
60402109006,60628,Spreyton,1,Good,Good,0
60402109007,60532,Quoiba,0.0193204,Good,Good,0
60402109007,60628,Spreyton,0.9806796,Good,Good,0
60402109008,60532,Quoiba,1,Good,Good,0
60402109101,60533,Railton,1,Good,Good,0
60402109102,60116,Claude Road,1,Good,Good,0
60402109103,60043,Beulah (Tas.),0.2500466,Poor,Good,0
60402109103,60359,Lower Beulah,0.1605578,Poor,Good,0
60402109103,60399,Merseylea,0.0746113,Poor,Good,0
60402109103,60409,Mole Creek,3.73E-05,Good,Good,1
60402109103,60431,Mount Roland,3.73E-05,Poor,Good,1
60402109103,60488,Paradise (Tas.),0.4885715,Poor,Good,0
60402109103,60726,Weegena,0.0261382,Poor,Good,0
60402109104,60599,Sheffield,1,Good,Good,0
60402109105,60599,Sheffield,1,Good,Good,0
60402109106,60599,Sheffield,1,Good,Good,0
60402109107,60533,Railton,1,Good,Good,0
60402109108,60533,Railton,1,Good,Good,0
60402109109,60399,Merseylea,0.1321336,Poor,Good,0
60402109109,60533,Railton,0.4715173,Good,Good,0
60402109109,60643,Stoodley,0.1114966,Poor,Good,0
60402109109,60654,Sunnyside (Tas.),0.2848524,Poor,Good,0
60402109110,60621,South Spreyton,1,Good,Good,0
60402109111,60004,Acacia Hills (Tas.),0.497463,Acceptable,Good,0
60402109111,60457,Nook,0.502537,Poor,Good,0
60402109112,60032,Barrington (Tas.),0.4220077,Poor,Good,0
60402109112,60358,Lower Barrington,0.577972,Poor,Good,0
60402109112,60487,Paloona,2.03E-05,Poor,Good,1
60402109113,60365,Lower Wilmot,0.3161909,Poor,Good,0
60402109113,60756,Wilmot,0.6838091,Poor,Good,0
60402109114,60004,Acacia Hills (Tas.),1,Acceptable,Good,0
60402109115,60466,Nowhere Else,0.1508778,Poor,Good,0
60402109115,60523,Promised Land,0.0984841,Poor,Good,0
60402109115,60565,Roland,0.258494,Poor,Good,0
60402109115,60733,West Kentish,0.492144,Poor,Good,0
60402109116,60599,Sheffield,1,Good,Good,0
60402109117,60106,Cethana,0.0001102,Poor,Good,1
60402109117,60133,Cradle Mountain,0.3262225,Poor,Good,0
60402109117,60192,Erriba,0.0948498,Poor,Good,0
60402109117,60243,Gowrie Park,0.0904423,Poor,Good,0
60402109117,60336,Liena,4.41E-05,Poor,Good,1
60402109117,60355,Lorinna,0.1789012,Poor,Good,0
60402109117,60398,Mersey Forest,0.0001543,Poor,Good,1
60402109117,60402,Middlesex (Tas.),0.0200983,Poor,Good,0
60402109117,60408,Moina,0.0730546,Poor,Good,0
60402109117,60431,Mount Roland,2.20E-05,Poor,Good,1
60402109117,60636,Staverton,0.2160786,Poor,Good,0
60402109117,60731,West Coast,2.20E-05,Poor,Good,1
60402109118,60533,Railton,1,Good,Good,0
60402109201,60699,Turners Beach,1,Good,Good,0
60402109202,60699,Turners Beach,1,Good,Good,0
60402109203,60699,Turners Beach,1,Good,Good,0
60402109204,60329,Leith,1,Good,Good,0
60402109205,60211,Forth,1,Acceptable,Good,0
60402109206,60211,Forth,0.587158,Acceptable,Good,0
60402109206,60699,Turners Beach,0.412842,Good,Good,0
60402109207,60211,Forth,0.2332362,Acceptable,Good,0
60402109207,60212,Forthside,0.2208186,Poor,Good,0
60402109207,60329,Leith,3.07E-05,Good,Good,1
60402109207,60394,Melrose (Tas.),0.2882416,Poor,Good,0
60402109207,60487,Paloona,0.2576728,Poor,Good,0
60402109208,60699,Turners Beach,1,Good,Good,0
60402109209,60329,Leith,0.9166435,Good,Good,0
60402109209,60340,Lillico (Tas.),0.0833565,Poor,Good,0
60403109301,60083,Bungaree (Tas.),0.0195716,Poor,Good,0
60403109301,60142,Currie,0.217482,Acceptable,Good,0
60403109301,60182,Egg Lagoon,0.0586932,Poor,Good,0
60403109301,60354,Loorana,0.3041315,Poor,Good,0
60403109301,60468,Nugara,0.2369233,Poor,Good,0
60403109301,60543,Reekara,0.0500261,Poor,Good,0
60403109301,60754,Wickham (Tas.),0.0239812,Poor,Good,0
60403109301,60770,Yambacoona,0.0891911,Poor,Good,0
60403109302,60247,Grassy,0.4668484,Poor,Good,0
60403109302,60375,Lymwood,0.4158764,Poor,Good,0
60403109302,60497,Pearshape,0.0221669,Poor,Good,0
60403109302,60656,Surprise Bay,0.0198751,Poor,Good,0
60403109302,60771,Yarra Creek,0.0752331,Poor,Good,0
60403109303,60142,Currie,1,Acceptable,Good,0
60403109304,60142,Currie,1,Acceptable,Good,0
60403109305,60444,Naracoopa,0.3887821,Poor,Good,0
60403109305,60498,Pegarah,0.6110043,Poor,Good,0
60403109305,60593,Sea Elephant,0.0002136,Poor,Good,1
60403109401,60020,Arthur River (Tas.),0.1002478,Poor,Good,0
60403109401,60130,Couta Rocks,0.0193676,Poor,Good,0
60403109401,60385,Marrawah,0.4180142,Poor,Good,0
60403109401,60412,Montagu,0.000373,Poor,Good,1
60403109401,60449,Nelson Bay (Tas.),0.0110291,Poor,Good,0
60403109401,60735,West Montagu,2.66E-05,Poor,Good,1
60403109401,60767,Woolnorth,0.4509417,Poor,Good,0
60403109402,60339,Lileah,0.3134595,Poor,Good,0
60403109402,60442,Nabageena,0.1349518,Poor,Good,0
60403109402,60563,Roger River,0.2024277,Poor,Good,0
60403109402,60692,Trowutta,0.349161,Poor,Good,0
60403109403,60050,Black River (Tas.),0.2186898,Poor,Good,0
60403109403,60131,Cowrie Point,0.083355,Poor,Good,0
60403109403,60387,Mawbanna,0.4584005,Poor,Good,0
60403109403,60417,Montumana,0.2395026,Poor,Good,0
60403109403,60515,Port Latta,5.20E-05,Poor,Good,1
60403109404,60137,Crayfish Creek,0.2198002,Poor,Good,0
60403109404,60180,Edgcumbe Beach,0.1849542,Poor,Good,0
60403109404,60266,Hellyer,0.5952457,Poor,Good,0
60403109405,60050,Black River (Tas.),3.39E-05,Poor,Good,1
60403109405,60208,Forest,0.7863558,Acceptable,Good,0
60403109405,60635,Stanley (Tas.),0.159369,Acceptable,Good,0
60403109405,60757,Wiltshire,0.0542414,Poor,Good,0
60403109406,60010,Alcomie,0.1889471,Poor,Good,0
60403109406,60397,Mengha,0.4853291,Poor,Good,0
60403109406,60614,South Forest,0.3257238,Poor,Good,0
60403109407,60181,Edith Creek,0.2992547,Poor,Good,0
60403109407,60591,Scotchtown,0.7007453,Poor,Good,0
60403109408,60076,Brittons Swamp,0.0997342,Poor,Good,0
60403109408,60111,Christmas Hills (Tas.),0.3517831,Poor,Good,0
60403109408,60541,Redpa,0.2936095,Poor,Good,0
60403109408,60680,Togari,0.2548732,Poor,Good,0
60403109409,60078,Broadmeadows (Tas.),0.1836931,Poor,Good,0
60403109409,60393,Mella,0.2800711,Poor,Good,0
60403109409,60412,Montagu,0.2500527,Poor,Good,0
60403109409,60590,Scopus,0.168699,Poor,Good,0
60403109409,60735,West Montagu,0.1174841,Poor,Good,0
60403109410,60153,Detention,0.1445798,Poor,Good,0
60403109410,60266,Hellyer,4.13E-05,Poor,Good,1
60403109410,60561,Rocky Cape,0.8553789,Acceptable,Good,0
60403109411,60635,Stanley (Tas.),1,Acceptable,Good,0
60403109412,60128,Corinna,0.0004608,Poor,Good,1
60403109412,60673,Temma,0.6654378,Poor,Good,0
60403109412,60731,West Coast,0.3341014,Poor,Good,0
60403109413,60289,Irishtown (Tas.),1,Good,Good,0
60403109501,60606,Smithton,1,Good,Good,0
60403109502,60606,Smithton,1,Good,Good,0
60403109503,60606,Smithton,1,Good,Good,0
60403109504,60606,Smithton,1,Good,Good,0
60403109505,60606,Smithton,1,Good,Good,0
60403109506,60606,Smithton,1,Good,Good,0
60403109507,60606,Smithton,1,Good,Good,0
60403109508,60606,Smithton,1,Good,Good,0
60403109509,60606,Smithton,1,Good,Good,0
60403109510,60606,Smithton,1,Good,Good,0
60403109511,60606,Smithton,1,Good,Good,0
60403109512,60606,Smithton,1,Good,Good,0
60403109601,60717,Waratah (Tas.),1,Good,Good,0
60403109602,60603,Sisters Beach,1,Good,Good,0
60403109603,60058,Boat Harbour (Tas.),0.7328989,Poor,Good,0
60403109603,60059,Boat Harbour Beach,0.1948697,Poor,Good,0
60403109603,60603,Sisters Beach,0.0722315,Good,Good,0
60403109604,60440,Myalla (Tas.),0.297262,Poor,Good,0
60403109604,60604,Sisters Creek,0.702738,Poor,Good,0
60403109605,60204,Flowerdale (Tas.),0.7642261,Acceptable,Good,0
60403109605,60662,Table Cape,0.2357739,Poor,Good,0
60403109606,60428,Mount Hicks,1,Good,Good,0
60403109607,60188,Elliott (Tas.),1,Good,Good,0
60403109608,60772,Yolla,1,Good,Good,0
60403109609,60267,Henrietta,0.6223605,Poor,Good,0
60403109609,60477,Oonah,9.08E-05,Poor,Good,1
60403109609,60493,Parrawe,0.0001816,Poor,Good,1
60403109609,60663,Takone,0.3635621,Poor,Good,0
60403109609,60741,West Takone,0.013805,Poor,Good,0
60403109610,60319,Lapoinya,0.5311751,Poor,Good,0
60403109610,60400,Meunna,0.0001475,Poor,Good,1
60403109610,60406,Milabena,0.2767966,Poor,Good,0
60403109610,60519,Preolenna,0.1918808,Poor,Good,0
60403109611,60089,Calder,0.588799,Poor,Good,0
60403109611,60422,Moorleah,0.411201,Poor,Good,0
60403109612,60255,Guildford (Tas.),0.0008073,Poor,Good,1
60403109612,60369,Luina,0.0002691,Poor,Good,1
60403109612,60587,Savage River,0.646394,Poor,Good,0
60403109612,60717,Waratah (Tas.),0.3514532,Good,Good,0
60403109612,60731,West Coast,0.0010764,Poor,Good,1
60403109613,60476,Oldina,1,Good,Good,0
60403109701,60568,Rosebery (Tas.),1,Good,Good,0
60403109702,60695,Tullah,1,Good,Good,0
60403109703,60568,Rosebery (Tas.),1,Good,Good,0
60403109704,60646,Strahan,1,Good,Good,0
60403109705,60568,Rosebery (Tas.),1,Good,Good,0
60403109706,60133,Cradle Mountain,0.0032362,Poor,Good,1
60403109706,60316,Lake St Clair,0.0016181,Poor,Good,1
60403109706,60731,West Coast,0.9951456,Poor,Good,0
60403109707,60776,Zeehan,1,Good,Good,0
60403109708,60776,Zeehan,1,Good,Good,0
60403109709,60776,Zeehan,1,Good,Good,0
60403109710,60531,Queenstown (Tas.),1,Good,Good,0
60403109711,60531,Queenstown (Tas.),1,Good,Good,0
60403109712,60531,Queenstown (Tas.),1,Good,Good,0
60403109713,60531,Queenstown (Tas.),1,Good,Good,0
60403109714,60240,Gormanston,0.1985367,Poor,Good,0
60403109714,60314,Lake Margaret,0.000124,Poor,Good,1
60403109714,60531,Queenstown (Tas.),0.1924603,Good,Good,0
60403109714,60646,Strahan,0.3728299,Good,Good,0
60403109714,60691,Trial Harbour,0.1302703,Poor,Good,0
60403109714,60731,West Coast,0.000124,Poor,Good,1
60403109714,60776,Zeehan,0.1056548,Good,Good,0
60403109715,60245,Granville Harbour,0.8740913,Acceptable,Good,0
60403109715,60545,Renison Bell,0.0005816,Poor,Good,1
60403109715,60568,Rosebery (Tas.),0.1177668,Good,Good,0
60403109715,60695,Tullah,0.0008723,Good,Good,1
60403109715,60731,West Coast,0.006688,Poor,Good,1
60403109716,60531,Queenstown (Tas.),1,Good,Good,0
60403109717,60531,Queenstown (Tas.),1,Good,Good,0
60403109718,60568,Rosebery (Tas.),1,Good,Good,0
60403109719,60568,Rosebery (Tas.),1,Good,Good,0
60403109720,60531,Queenstown (Tas.),1,Good,Good,0
60403109801,60376,Macquarie Heads,0.2241379,Poor,Good,0
60403109801,60625,Southwest,0.7758621,Poor,Good,0
69797979991,69797,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
69797979992,69797,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
69797979993,69797,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
69797979994,69797,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
69999949999,69494,No usual address (Tas.),1,Good,Good,0
70101100101,70089,Eaton (NT),1,Good,Good,0
70101100206,70073,Darwin City,1,Good,Good,0
70101100207,70073,Darwin City,1,Good,Good,0
70101100208,70073,Darwin City,1,Good,Good,0
70101100209,70073,Darwin City,1,Good,Good,0
70101100210,70073,Darwin City,1,Good,Good,0
70101100211,70073,Darwin City,1,Good,Good,0
70101100213,70073,Darwin City,1,Good,Good,0
70101100214,70073,Darwin City,1,Good,Good,0
70101100219,70073,Darwin City,1,Good,Good,0
70101100220,70073,Darwin City,1,Good,Good,0
70101100221,70073,Darwin City,1,Good,Good,0
70101100222,70073,Darwin City,1,Good,Good,0
70101100223,70073,Darwin City,1,Good,Good,0
70101100224,70073,Darwin City,1,Good,Good,0
70101100225,70073,Darwin City,1,Good,Good,0
70101100226,70073,Darwin City,1,Good,Good,0
70101100227,70073,Darwin City,1,Good,Good,0
70101100228,70073,Darwin City,1,Good,Good,0
70101100229,70073,Darwin City,1,Good,Good,0
70101100230,70073,Darwin City,1,Good,Good,0
70101100231,70073,Darwin City,1,Good,Good,0
70101100301,70087,East Point,1,Good,Good,0
70101100401,70097,Fannie Bay,1,Good,Good,0
70101100402,70097,Fannie Bay,1,Good,Good,0
70101100403,70097,Fannie Bay,1,Good,Good,0
70101100404,70097,Fannie Bay,1,Good,Good,0
70101100405,70254,The Gardens (NT),1,Good,Good,0
70101100406,70097,Fannie Bay,1,Good,Good,0
70101100501,70159,Larrakeyah,1,Good,Good,0
70101100502,70159,Larrakeyah,1,Good,Good,0
70101100504,70159,Larrakeyah,1,Good,Good,0
70101100505,70159,Larrakeyah,1,Good,Good,0
70101100506,70159,Larrakeyah,1,Good,Good,0
70101100507,70159,Larrakeyah,1,Good,Good,0
70101100508,70159,Larrakeyah,1,Good,Good,0
70101100509,70159,Larrakeyah,1,Good,Good,0
70101100601,70167,Ludmilla,1,Good,Good,0
70101100602,70167,Ludmilla,1,Good,Good,0
70101100603,70167,Ludmilla,1,Good,Good,0
70101100604,70167,Ludmilla,1,Good,Good,0
70101100605,70167,Ludmilla,1,Good,Good,0
70101100606,70167,Ludmilla,1,Good,Good,0
70101100607,70255,The Narrows (NT),1,Good,Good,0
70101100608,70089,Eaton (NT),1,Good,Good,0
70101100701,70219,Parap,1,Good,Good,0
70101100702,70219,Parap,1,Good,Good,0
70101100703,70219,Parap,1,Good,Good,0
70101100704,70219,Parap,1,Good,Good,0
70101100705,70219,Parap,1,Good,Good,0
70101100706,70219,Parap,1,Good,Good,0
70101100802,70245,Stuart Park,1,Good,Good,0
70101100803,70245,Stuart Park,1,Good,Good,0
70101100804,70245,Stuart Park,1,Good,Good,0
70101100806,70245,Stuart Park,1,Good,Good,0
70101100807,70245,Stuart Park,1,Good,Good,0
70101100808,70245,Stuart Park,1,Good,Good,0
70101100809,70245,Stuart Park,1,Good,Good,0
70101100810,70245,Stuart Park,1,Good,Good,0
70101100811,70245,Stuart Park,1,Good,Good,0
70101100901,70025,Bayview (NT),1,Good,Good,0
70101100903,70025,Bayview (NT),1,Good,Good,0
70101100905,70025,Bayview (NT),1,Good,Good,0
70101100906,70290,Winnellie,1,Good,Good,0
70101100907,70293,Woolner,1,Good,Good,0
70101100908,70293,Woolner,1,Good,Good,0
70101100909,70293,Woolner,1,Good,Good,0
70101100910,70293,Woolner,1,Good,Good,0
70101100911,70293,Woolner,1,Good,Good,0
70102101001,70003,Alawa,1,Good,Good,0
70102101002,70003,Alawa,1,Good,Good,0
70102101003,70003,Alawa,1,Good,Good,0
70102101004,70003,Alawa,1,Good,Good,0
70102101005,70003,Alawa,1,Good,Good,0
70102101006,70003,Alawa,1,Good,Good,0
70102101101,70014,Anula,1,Good,Good,0
70102101102,70014,Anula,1,Good,Good,0
70102101103,70014,Anula,1,Good,Good,0
70102101104,70014,Anula,1,Good,Good,0
70102101105,70014,Anula,1,Good,Good,0
70102101202,70029,Berrimah,1,Good,Good,0
70102101203,70149,Knuckey Lagoon,1,Good,Good,0
70102101204,70064,Coonawarra (NT),1,Good,Good,0
70102101205,70149,Knuckey Lagoon,1,Good,Good,0
70102101206,70029,Berrimah,1,Good,Good,0
70102101207,70029,Berrimah,1,Good,Good,0
70102101208,70029,Berrimah,1,Good,Good,0
70102101209,70029,Berrimah,1,Good,Good,0
70102101301,70040,Brinkin,1,Good,Good,0
70102101302,70040,Brinkin,1,Good,Good,0
70102101303,70201,Nakara,1,Good,Good,0
70102101304,70201,Nakara,1,Good,Good,0
70102101305,70201,Nakara,1,Good,Good,0
70102101306,70201,Nakara,1,Good,Good,0
70102101307,70051,Casuarina (NT),1,Good,Good,0
70102101401,70042,Buffalo Creek,0.3333333,Poor,Good,0
70102101401,70126,Holmes,0.6666667,Poor,Good,0
70102101501,70053,Charles Darwin,0.012987,Poor,Good,0
70102101501,70125,Hidden Valley (NT),0.987013,Good,Good,0
70102101601,70059,Coconut Grove,1,Good,Good,0
70102101602,70059,Coconut Grove,1,Good,Good,0
70102101604,70059,Coconut Grove,1,Good,Good,0
70102101605,70059,Coconut Grove,1,Good,Good,0
70102101606,70059,Coconut Grove,1,Good,Good,0
70102101607,70059,Coconut Grove,1,Good,Good,0
70102101608,70059,Coconut Grove,1,Good,Good,0
70102101701,70085,East Arm,0.998008,Good,Good,0
70102101701,70092,Elrundie,0.000664,Poor,Good,1
70102101701,70261,Tivendale,0.000664,Poor,Good,1
70102101701,70291,Wishart (NT),0.000664,Poor,Good,1
70102101801,70138,Jingili,1,Good,Good,0
70102101802,70138,Jingili,1,Good,Good,0
70102101803,70138,Jingili,1,Good,Good,0
70102101804,70138,Jingili,1,Good,Good,0
70102101902,70143,Karama,1,Good,Good,0
70102101903,70143,Karama,1,Good,Good,0
70102101904,70143,Karama,1,Good,Good,0
70102101905,70143,Karama,1,Good,Good,0
70102101906,70143,Karama,1,Good,Good,0
70102101907,70143,Karama,1,Good,Good,0
70102101908,70143,Karama,1,Good,Good,0
70102101910,70143,Karama,1,Good,Good,0
70102101911,70143,Karama,1,Good,Good,0
70102101912,70143,Karama,1,Good,Good,0
70102101913,70143,Karama,1,Good,Good,0
70102101914,70143,Karama,1,Good,Good,0
70102102001,70161,Leanyer,1,Good,Good,0
70102102002,70161,Leanyer,1,Good,Good,0
70102102003,70161,Leanyer,1,Good,Good,0
70102102004,70161,Leanyer,1,Good,Good,0
70102102005,70161,Leanyer,1,Good,Good,0
70102102006,70161,Leanyer,1,Good,Good,0
70102102007,70161,Leanyer,1,Good,Good,0
70102102008,70161,Leanyer,1,Good,Good,0
70102102103,70162,Lee Point,1,Good,Good,0
70102102105,70168,Lyons (NT),1,Good,Good,0
70102102106,70198,Muirhead,1,Good,Good,0
70102102107,70198,Muirhead,1,Good,Good,0
70102102108,70198,Muirhead,1,Good,Good,0
70102102109,70168,Lyons (NT),1,Good,Good,0
70102102110,70198,Muirhead,1,Good,Good,0
70102102111,70168,Lyons (NT),1,Good,Good,0
70102102112,70168,Lyons (NT),1,Good,Good,0
70102102114,70198,Muirhead,1,Good,Good,0
70102102115,70198,Muirhead,1,Good,Good,0
70102102116,70198,Muirhead,1,Good,Good,0
70102102201,70178,Marrara,1,Good,Good,0
70102102202,70178,Marrara,1,Good,Good,0
70102102203,70169,Malak,1,Good,Good,0
70102102204,70169,Malak,1,Good,Good,0
70102102205,70169,Malak,1,Good,Good,0
70102102206,70169,Malak,1,Good,Good,0
70102102207,70178,Marrara,1,Good,Good,0
70102102208,70178,Marrara,1,Good,Good,0
70102102209,70178,Marrara,1,Good,Good,0
70102102210,70169,Malak,1,Good,Good,0
70102102211,70169,Malak,1,Good,Good,0
70102102212,70169,Malak,1,Good,Good,0
70102102213,70169,Malak,1,Good,Good,0
70102102301,70187,Millner,1,Good,Good,0
70102102302,70187,Millner,1,Good,Good,0
70102102303,70187,Millner,1,Good,Good,0
70102102304,70187,Millner,1,Good,Good,0
70102102305,70187,Millner,1,Good,Good,0
70102102401,70192,Moil,1,Good,Good,0
70102102402,70192,Moil,1,Good,Good,0
70102102403,70192,Moil,1,Good,Good,0
70102102404,70192,Moil,1,Good,Good,0
70102102405,70192,Moil,1,Good,Good,0
70102102501,70210,Nightcliff,1,Good,Good,0
70102102502,70210,Nightcliff,1,Good,Good,0
70102102503,70210,Nightcliff,1,Good,Good,0
70102102504,70210,Nightcliff,1,Good,Good,0
70102102506,70210,Nightcliff,1,Good,Good,0
70102102507,70210,Nightcliff,1,Good,Good,0
70102102508,70210,Nightcliff,1,Good,Good,0
70102102509,70210,Nightcliff,1,Good,Good,0
70102102510,70210,Nightcliff,1,Good,Good,0
70102102511,70210,Nightcliff,1,Good,Good,0
70102102601,70231,Rapid Creek,1,Good,Good,0
70102102602,70231,Rapid Creek,1,Good,Good,0
70102102604,70231,Rapid Creek,1,Good,Good,0
70102102607,70231,Rapid Creek,1,Good,Good,0
70102102608,70231,Rapid Creek,1,Good,Good,0
70102102609,70231,Rapid Creek,1,Good,Good,0
70102102610,70231,Rapid Creek,1,Good,Good,0
70102102611,70231,Rapid Creek,1,Good,Good,0
70102102612,70231,Rapid Creek,1,Good,Good,0
70102102701,70262,Tiwi,1,Good,Good,0
70102102702,70262,Tiwi,1,Good,Good,0
70102102703,70262,Tiwi,1,Good,Good,0
70102102704,70262,Tiwi,1,Good,Good,0
70102102705,70262,Tiwi,1,Good,Good,0
70102102706,70262,Tiwi,1,Good,Good,0
70102102707,70262,Tiwi,1,Good,Good,0
70102102801,70277,Wagaman,1,Good,Good,0
70102102802,70277,Wagaman,1,Good,Good,0
70102102803,70277,Wagaman,1,Good,Good,0
70102102804,70277,Wagaman,1,Good,Good,0
70102102805,70277,Wagaman,1,Good,Good,0
70102102901,70280,Wanguri,1,Good,Good,0
70102102902,70280,Wanguri,1,Good,Good,0
70102102903,70280,Wanguri,1,Good,Good,0
70102102904,70280,Wanguri,1,Good,Good,0
70102103001,70294,Wulagi,1,Good,Good,0
70102103002,70294,Wulagi,1,Good,Good,0
70102103003,70294,Wulagi,1,Good,Good,0
70102103004,70294,Wulagi,1,Good,Good,0
70102103005,70294,Wulagi,1,Good,Good,0
70102103006,70294,Wulagi,1,Good,Good,0
70102103007,70294,Wulagi,1,Good,Good,0
70103103101,70129,Howard Springs,1,Good,Good,0
70103103102,70139,Johnston,1,Good,Good,0
70103103107,70127,Holtze,1,Good,Good,0
70103103108,70129,Howard Springs,1,Good,Good,0
70103103109,70129,Howard Springs,1,Good,Good,0
70103103110,70129,Howard Springs,1,Good,Good,0
70103103111,70129,Howard Springs,1,Good,Good,0
70103103112,70129,Howard Springs,1,Good,Good,0
70103103113,70129,Howard Springs,1,Good,Good,0
70103103114,70127,Holtze,1,Good,Good,0
70103103115,70129,Howard Springs,1,Good,Good,0
70103103116,70127,Holtze,1,Good,Good,0
70103103117,70129,Howard Springs,1,Good,Good,0
70103103118,70129,Howard Springs,1,Good,Good,0
70103103119,70129,Howard Springs,1,Good,Good,0
70103103120,70129,Howard Springs,1,Good,Good,0
70103103201,70132,Humpty Doo,1,Good,Good,0
70103103202,70132,Humpty Doo,1,Good,Good,0
70103103205,70132,Humpty Doo,1,Good,Good,0
70103103206,70132,Humpty Doo,1,Good,Good,0
70103103207,70132,Humpty Doo,1,Good,Good,0
70103103208,70123,Herbert,1,Good,Good,0
70103103209,70132,Humpty Doo,1,Good,Good,0
70103103210,70110,Girraween (NT),1,Good,Good,0
70103103212,70110,Girraween (NT),1,Good,Good,0
70103103213,70110,Girraween (NT),1,Good,Good,0
70103103215,70132,Humpty Doo,1,Good,Good,0
70103103216,70123,Herbert,1,Good,Good,0
70103103217,70181,McMinns Lagoon,1,Good,Good,0
70103103218,70132,Humpty Doo,1,Good,Good,0
70103103219,70132,Humpty Doo,1,Good,Good,0
70103103220,70123,Herbert,1,Good,Good,0
70103103221,70123,Herbert,1,Good,Good,0
70103103222,70181,McMinns Lagoon,1,Good,Good,0
70103103223,70123,Herbert,1,Good,Good,0
70103103224,70132,Humpty Doo,0.8323604,Good,Good,0
70103103224,70155,Lambells Lagoon,0.1676396,Poor,Good,0
70103103225,70155,Lambells Lagoon,1,Poor,Good,0
70103103301,70111,Glyde Point,0.0031153,Poor,Good,1
70103103301,70117,Gunn Point,0.9470405,Good,Good,0
70103103301,70150,Koolpinyah,0.0062305,Poor,Good,1
70103103301,70183,Micket Creek,0.0031153,Poor,Good,1
70103103301,70199,Murrumujuk,0.0062305,Poor,Good,1
70103103301,70240,Shoal Bay (NT),0.0218069,Poor,Good,0
70103103301,70272,Vernon Islands,0.0124611,Poor,Good,0
70103103401,70026,Bees Creek,1,Good,Good,0
70103103402,70026,Bees Creek,1,Good,Good,0
70103103403,70274,Virginia (NT),1,Good,Good,0
70103103405,70105,Freds Pass,0.0298747,Poor,Good,0
70103103405,70274,Virginia (NT),0.9701253,Good,Good,0
70103103407,70274,Virginia (NT),1,Good,Good,0
70103103408,70062,Coolalinga,1,Good,Good,0
70103103409,70274,Virginia (NT),1,Good,Good,0
70103103410,70129,Howard Springs,0.191189,Good,Good,0
70103103410,70274,Virginia (NT),0.808811,Good,Good,0
70103103501,70052,Channel Island,0.000996,Poor,Good,1
70103103501,70286,Wickham (NT),0.999004,Good,Good,0
70103103502,70036,Blackmore,4.36E-05,Poor,Good,1
70103103502,70242,Southport (NT),0.4727637,Poor,Good,0
70103103502,70266,Tumbling Waters,0.5271927,Poor,Good,0
70103103507,70131,Hughes (NT),0.1160621,Poor,Good,0
