LGA_CODE_2022,LGA_NAME_2022,RA_CODE_2016,RA_NAME_2016,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
33220,Fraser Coast,32,Outer Regional Australia,0.0030199,Acceptable,Good,1
33220,Fraser Coast,33,Remote Australia,0.0014988,Poor,Good,1
33360,Gladstone,31,Inner Regional Australia,0.8597563,Acceptable,Good,0
33360,Gladstone,32,Outer Regional Australia,0.1385516,Acceptable,Good,0
33360,Gladstone,33,Remote Australia,0.0016921,Poor,Good,1
33430,Gold Coast,30,Major Cities of Australia,0.9921963,Good,Good,0
33430,Gold Coast,31,Inner Regional Australia,0.0078037,Acceptable,Good,1
33610,Goondiwindi,32,Outer Regional Australia,0.9522895,Acceptable,Good,0
33610,Goondiwindi,33,Remote Australia,0.0477105,Poor,Good,0
33620,Gympie,,,0.0003151,Acceptable,Good,4
33620,Gympie,31,Inner Regional Australia,0.9601992,Acceptable,Good,0
33620,Gympie,32,Outer Regional Australia,0.0394857,Acceptable,Good,0
33800,Hinchinbrook,32,Outer Regional Australia,0.7277935,Acceptable,Good,0
33800,Hinchinbrook,33,Remote Australia,0.2689038,Poor,Good,0
33800,Hinchinbrook,34,Very Remote Australia,0.0033027,Acceptable,Good,1
33830,Hope Vale,33,Remote Australia,1,Poor,Good,0
33960,Ipswich,30,Major Cities of Australia,0.9561628,Good,Good,0
33960,Ipswich,31,Inner Regional Australia,0.0438372,Acceptable,Good,0
33980,Isaac,32,Outer Regional Australia,0.6361985,Acceptable,Good,0
33980,Isaac,33,Remote Australia,0.3416971,Poor,Good,0
33980,Isaac,34,Very Remote Australia,0.0221044,Acceptable,Good,0
34420,Kowanyama,34,Very Remote Australia,1,Acceptable,Good,0
34530,Livingstone,31,Inner Regional Australia,0.9513565,Acceptable,Good,0
34530,Livingstone,32,Outer Regional Australia,0.0370408,Acceptable,Good,0
34530,Livingstone,33,Remote Australia,0.0115835,Poor,Good,0
34530,Livingstone,34,Very Remote Australia,1.93E-05,Acceptable,Good,1
34570,Lockhart River,34,Very Remote Australia,1,Acceptable,Good,0
34580,Lockyer Valley,31,Inner Regional Australia,1,Acceptable,Good,0
34590,Logan,30,Major Cities of Australia,0.9359669,Good,Good,0
34590,Logan,31,Inner Regional Australia,0.0640331,Acceptable,Good,0
34710,Longreach,34,Very Remote Australia,1,Acceptable,Good,0
34770,Mackay,31,Inner Regional Australia,0.6991886,Acceptable,Good,0
34770,Mackay,32,Outer Regional Australia,0.3006492,Acceptable,Good,0
34770,Mackay,33,Remote Australia,8.00E-07,Poor,Good,1
34770,Mackay,34,Very Remote Australia,0.0001614,Acceptable,Good,1
34800,McKinlay,34,Very Remote Australia,1,Acceptable,Good,0
34830,Mapoon,,,0.0095471,Acceptable,Good,4
34830,Mapoon,34,Very Remote Australia,0.9904529,Acceptable,Good,0
34860,Maranoa,32,Outer Regional Australia,0.5798468,Acceptable,Good,0
34860,Maranoa,33,Remote Australia,0.3103037,Poor,Good,0
34860,Maranoa,34,Very Remote Australia,0.1098495,Acceptable,Good,0
34880,Mareeba,32,Outer Regional Australia,0.9678786,Acceptable,Good,0
34880,Mareeba,33,Remote Australia,0.0115036,Poor,Good,0
34880,Mareeba,34,Very Remote Australia,0.0206178,Acceptable,Good,0
35010,Moreton Bay,30,Major Cities of Australia,0.9082379,Good,Good,0
35010,Moreton Bay,31,Inner Regional Australia,0.0917621,Acceptable,Good,0
35250,Mornington,34,Very Remote Australia,1,Acceptable,Good,0
35300,Mount Isa,33,Remote Australia,0.9732828,Poor,Good,0
35300,Mount Isa,34,Very Remote Australia,0.0267172,Acceptable,Good,0
35600,Murweh,34,Very Remote Australia,1,Acceptable,Good,0
35670,Napranum,34,Very Remote Australia,1,Acceptable,Good,0
35740,Noosa,30,Major Cities of Australia,0.6654111,Good,Good,0
35740,Noosa,31,Inner Regional Australia,0.3345889,Acceptable,Good,0
35760,North Burnett,32,Outer Regional Australia,0.9824103,Acceptable,Good,0
35760,North Burnett,33,Remote Australia,0.0175897,Poor,Good,0
35780,Northern Peninsula Area,34,Very Remote Australia,1,Acceptable,Good,0
35790,Palm Island,33,Remote Australia,0.9999571,Poor,Good,0
35790,Palm Island,34,Very Remote Australia,4.29E-05,Acceptable,Good,1
35800,Paroo,34,Very Remote Australia,1,Acceptable,Good,0
36070,Pormpuraaw,34,Very Remote Australia,1,Acceptable,Good,0
36150,Quilpie,34,Very Remote Australia,1,Acceptable,Good,0
36250,Redland,30,Major Cities of Australia,0.9310127,Good,Good,0
36250,Redland,31,Inner Regional Australia,0.0274932,Acceptable,Good,0
36250,Redland,32,Outer Regional Australia,0.0278714,Acceptable,Good,0
36250,Redland,33,Remote Australia,0.0136227,Poor,Good,0
36300,Richmond,34,Very Remote Australia,1,Acceptable,Good,0
36370,Rockhampton,31,Inner Regional Australia,0.9754347,Acceptable,Good,0
36370,Rockhampton,32,Outer Regional Australia,0.0245653,Acceptable,Good,0
36510,Scenic Rim,30,Major Cities of Australia,0.1871024,Good,Good,0
36510,Scenic Rim,31,Inner Regional Australia,0.8128976,Acceptable,Good,0
36580,Somerset,31,Inner Regional Australia,0.9705478,Acceptable,Good,0
36580,Somerset,32,Outer Regional Australia,0.0294522,Acceptable,Good,0
36630,South Burnett,31,Inner Regional Australia,0.6811255,Acceptable,Good,0
36630,South Burnett,32,Outer Regional Australia,0.3188745,Acceptable,Good,0
36660,Southern Downs,31,Inner Regional Australia,0.6432341,Acceptable,Good,0
36660,Southern Downs,32,Outer Regional Australia,0.3567659,Acceptable,Good,0
36720,Sunshine Coast,30,Major Cities of Australia,0.8135274,Good,Good,0
36720,Sunshine Coast,31,Inner Regional Australia,0.1864726,Acceptable,Good,0
36820,Tablelands,32,Outer Regional Australia,0.9529881,Acceptable,Good,0
36820,Tablelands,33,Remote Australia,0.0470119,Poor,Good,0
36910,Toowoomba,31,Inner Regional Australia,0.9867223,Acceptable,Good,0
36910,Toowoomba,32,Outer Regional Australia,0.0132777,Acceptable,Good,0
36950,Torres,,,0.0003427,Acceptable,Good,4
36950,Torres,34,Very Remote Australia,0.9996573,Acceptable,Good,0
36960,Torres Strait Island,,,0.0039573,Acceptable,Good,4
36960,Torres Strait Island,34,Very Remote Australia,0.9960427,Acceptable,Good,0
37010,Townsville,32,Outer Regional Australia,1,Acceptable,Good,0
37300,Weipa,34,Very Remote Australia,1,Acceptable,Good,0
37310,Western Downs,31,Inner Regional Australia,0.4034983,Acceptable,Good,0
37310,Western Downs,32,Outer Regional Australia,0.5336864,Acceptable,Good,0
37310,Western Downs,33,Remote Australia,0.0628153,Poor,Good,0
37340,Whitsunday,,,7.61E-05,Acceptable,Good,4
37340,Whitsunday,32,Outer Regional Australia,0.8760116,Acceptable,Good,0
37340,Whitsunday,33,Remote Australia,0.1097482,Poor,Good,0
37340,Whitsunday,34,Very Remote Australia,0.0141642,Acceptable,Good,0
37400,Winton,34,Very Remote Australia,1,Acceptable,Good,0
37550,Woorabinda,32,Outer Regional Australia,2.94E-05,Acceptable,Good,1
37550,Woorabinda,33,Remote Australia,0.9999706,Poor,Good,0
37570,Wujal Wujal,33,Remote Australia,1,Poor,Good,0
37600,Yarrabah,32,Outer Regional Australia,1,Acceptable,Good,0
39499,No usual address (Qld),39,No usual address (Qld),1,Good,Good,0
39799,Migratory - Offshore - Shipping (Qld),35,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
40070,Adelaide,40,Major Cities of Australia,1,Good,Good,0
40120,Adelaide Hills,40,Major Cities of Australia,0.5625845,Good,Good,0
40120,Adelaide Hills,41,Inner Regional Australia,0.4374155,Acceptable,Good,0
40150,Adelaide Plains,41,Inner Regional Australia,1,Acceptable,Good,0
40220,Alexandrina,41,Inner Regional Australia,1,Acceptable,Good,0
40250,Anangu Pitjantjatjara Yunkunytjatjara,44,Very Remote Australia,1,Acceptable,Good,0
40310,Barossa,40,Major Cities of Australia,0.0222644,Good,Good,0
40310,Barossa,41,Inner Regional Australia,0.9777356,Acceptable,Good,0
40430,Barunga West,42,Outer Regional Australia,1,Good,Good,0
40520,Berri Barmera,42,Outer Regional Australia,1,Good,Good,0
40700,Burnside,40,Major Cities of Australia,1,Good,Good,0
40910,Campbelltown (SA),40,Major Cities of Australia,1,Good,Good,0
41010,Ceduna,44,Very Remote Australia,1,Acceptable,Good,0
41060,Charles Sturt,40,Major Cities of Australia,1,Good,Good,0
41140,Clare and Gilbert Valleys,41,Inner Regional Australia,0.7794062,Acceptable,Good,0
41140,Clare and Gilbert Valleys,42,Outer Regional Australia,0.2205938,Good,Good,0
41190,Cleve,42,Outer Regional Australia,0.0318146,Good,Good,0
41190,Cleve,43,Remote Australia,0.9681854,Acceptable,Good,0
41330,Coober Pedy,44,Very Remote Australia,1,Acceptable,Good,0
41560,Copper Coast,42,Outer Regional Australia,1,Good,Good,0
41750,Elliston,43,Remote Australia,0.3643224,Acceptable,Good,0
41750,Elliston,44,Very Remote Australia,0.6356776,Acceptable,Good,0
41830,Flinders Ranges,42,Outer Regional Australia,1,Good,Good,0
41960,Franklin Harbour,42,Outer Regional Australia,0.1222896,Good,Good,0
41960,Franklin Harbour,43,Remote Australia,0.8777104,Acceptable,Good,0
42030,Gawler,40,Major Cities of Australia,1,Good,Good,0
42110,Goyder,41,Inner Regional Australia,0.2649337,Acceptable,Good,0
42110,Goyder,42,Outer Regional Australia,0.7350663,Good,Good,0
42250,Grant,42,Outer Regional Australia,1,Good,Good,0
42600,Holdfast Bay,40,Major Cities of Australia,1,Good,Good,0
42750,Kangaroo Island,,,6.94E-05,Acceptable,Good,4
42750,Kangaroo Island,41,Inner Regional Australia,6.10E-06,Acceptable,Good,1
42750,Kangaroo Island,43,Remote Australia,0.9999245,Acceptable,Good,0
43080,Karoonda East Murray,42,Outer Regional Australia,1,Good,Good,0
43220,Kimba,43,Remote Australia,1,Acceptable,Good,0
43360,Kingston (SA),42,Outer Regional Australia,0.9025425,Good,Good,0
43360,Kingston (SA),43,Remote Australia,0.0974575,Acceptable,Good,0
43650,Light,40,Major Cities of Australia,0.2792927,Good,Good,0
43650,Light,41,Inner Regional Australia,0.7207073,Acceptable,Good,0
43710,Lower Eyre Peninsula,43,Remote Australia,1,Acceptable,Good,0
43790,Loxton Waikerie,42,Outer Regional Australia,1,Good,Good,0
44000,Maralinga Tjarutja,44,Very Remote Australia,1,Acceptable,Good,0
44060,Marion,40,Major Cities of Australia,1,Good,Good,0
44210,Mid Murray,41,Inner Regional Australia,0.7446658,Acceptable,Good,0
44210,Mid Murray,42,Outer Regional Australia,0.2553342,Good,Good,0
44340,Mitcham,40,Major Cities of Australia,1,Good,Good,0
44550,Mount Barker,41,Inner Regional Australia,1,Acceptable,Good,0
44620,Mount Gambier,41,Inner Regional Australia,0.9890789,Acceptable,Good,0
44620,Mount Gambier,42,Outer Regional Australia,0.0109211,Good,Good,0
44830,Mount Remarkable,42,Outer Regional Australia,1,Good,Good,0
45040,Murray Bridge,41,Inner Regional Australia,1,Acceptable,Good,0
45090,Naracoorte Lucindale,42,Outer Regional Australia,1,Good,Good,0
45120,Northern Areas,42,Outer Regional Australia,1,Good,Good,0
45290,Norwood Payneham and St Peters,40,Major Cities of Australia,1,Good,Good,0
45340,Onkaparinga,40,Major Cities of Australia,0.9712902,Good,Good,0
45340,Onkaparinga,41,Inner Regional Australia,0.0287098,Acceptable,Good,0
45400,Orroroo Carrieton,42,Outer Regional Australia,1,Good,Good,0
45540,Peterborough,42,Outer Regional Australia,1,Good,Good,0
45680,Playford,40,Major Cities of Australia,0.9586486,Good,Good,0
45680,Playford,41,Inner Regional Australia,0.0413514,Acceptable,Good,0
45890,Port Adelaide Enfield,40,Major Cities of Australia,1,Good,Good,0
46090,Port Augusta,42,Outer Regional Australia,1,Good,Good,0
46300,Port Lincoln,43,Remote Australia,1,Acceptable,Good,0
46450,Port Pirie,42,Outer Regional Australia,1,Good,Good,0
46510,Prospect,40,Major Cities of Australia,1,Good,Good,0
46670,Renmark Paringa,42,Outer Regional Australia,1,Good,Good,0
46860,Robe,42,Outer Regional Australia,1,Good,Good,0
46970,Roxby Downs,43,Remote Australia,1,Acceptable,Good,0
47140,Salisbury,40,Major Cities of Australia,1,Good,Good,0
47290,Southern Mallee,42,Outer Regional Australia,0.0835523,Good,Good,0
47290,Southern Mallee,43,Remote Australia,0.9164477,Acceptable,Good,0
47490,Streaky Bay,43,Remote Australia,0.4414093,Acceptable,Good,0
47490,Streaky Bay,44,Very Remote Australia,0.5585907,Acceptable,Good,0
47630,Tatiara,42,Outer Regional Australia,0.9158189,Good,Good,0
47630,Tatiara,43,Remote Australia,0.0841811,Acceptable,Good,0
47700,Tea Tree Gully,40,Major Cities of Australia,1,Good,Good,0
47800,Coorong,41,Inner Regional Australia,0.3803378,Acceptable,Good,0
47800,Coorong,42,Outer Regional Australia,0.6196586,Good,Good,0
47800,Coorong,43,Remote Australia,3.70E-06,Acceptable,Good,1
47910,Tumby Bay,43,Remote Australia,1,Acceptable,Good,0
47980,Unley,40,Major Cities of Australia,1,Good,Good,0
48050,Victor Harbor,41,Inner Regional Australia,1,Acceptable,Good,0
48130,Wakefield,41,Inner Regional Australia,0.6496546,Acceptable,Good,0
48130,Wakefield,42,Outer Regional Australia,0.3503454,Good,Good,0
48260,Walkerville,40,Major Cities of Australia,1,Good,Good,0
48340,Wattle Range,42,Outer Regional Australia,1,Good,Good,0
48410,West Torrens,40,Major Cities of Australia,1,Good,Good,0
48540,Whyalla,42,Outer Regional Australia,1,Good,Good,0
48640,Wudinna,43,Remote Australia,0.0379434,Acceptable,Good,0
48640,Wudinna,44,Very Remote Australia,0.9620566,Acceptable,Good,0
48750,Yankalilla,41,Inner Regional Australia,1,Acceptable,Good,0
48830,Yorke Peninsula,42,Outer Regional Australia,0.6463805,Good,Good,0
48830,Yorke Peninsula,43,Remote Australia,0.3536195,Acceptable,Good,0
49399,Unincorporated SA,40,Major Cities of Australia,0.0013583,Good,Good,1
49399,Unincorporated SA,42,Outer Regional Australia,0.0222088,Good,Good,0
49399,Unincorporated SA,43,Remote Australia,0.1907134,Acceptable,Good,0
49399,Unincorporated SA,44,Very Remote Australia,0.7857196,Acceptable,Good,0
49499,No usual address (SA),49,No usual address (SA),1,Good,Good,0
49799,Migratory - Offshore - Shipping (SA),45,Migratory - Offshore - Shipping (SA),1,Good,Good,0
50080,Albany,52,Outer Regional Australia,0.995865,Good,Good,0
50080,Albany,53,Remote Australia,0.004135,Good,Good,1
50210,Armadale,50,Major Cities of Australia,0.9948603,Good,Good,0
50210,Armadale,51,Inner Regional Australia,0.0051397,Acceptable,Good,1
50250,Ashburton,54,Very Remote Australia,1,Good,Good,0
50280,Augusta Margaret River,51,Inner Regional Australia,0.9740564,Acceptable,Good,0
50280,Augusta Margaret River,52,Outer Regional Australia,0.0259436,Good,Good,0
50350,Bassendean,50,Major Cities of Australia,1,Good,Good,0
50420,Bayswater,50,Major Cities of Australia,1,Good,Good,0
50490,Belmont,50,Major Cities of Australia,1,Good,Good,0
50560,Beverley,52,Outer Regional Australia,1,Good,Good,0
50630,Boddington,51,Inner Regional Australia,0.7685734,Acceptable,Good,0
50630,Boddington,52,Outer Regional Australia,0.2314266,Good,Good,0
50770,Boyup Brook,52,Outer Regional Australia,1,Good,Good,0
50840,Bridgetown-Greenbushes,51,Inner Regional Australia,0.467337,Acceptable,Good,0
50840,Bridgetown-Greenbushes,52,Outer Regional Australia,0.532663,Good,Good,0
50910,Brookton,52,Outer Regional Australia,1,Good,Good,0
50980,Broome,53,Remote Australia,0.8854212,Good,Good,0
50980,Broome,54,Very Remote Australia,0.1145788,Good,Good,0
51080,Broomehill-Tambellup,52,Outer Regional Australia,1,Good,Good,0
51120,Bruce Rock,53,Remote Australia,1,Good,Good,0
51190,Bunbury,51,Inner Regional Australia,1,Acceptable,Good,0
51260,Busselton,51,Inner Regional Australia,1,Acceptable,Good,0
51310,Cambridge,50,Major Cities of Australia,1,Good,Good,0
51330,Canning,50,Major Cities of Australia,1,Good,Good,0
51400,Capel,51,Inner Regional Australia,1,Acceptable,Good,0
51470,Carnamah,53,Remote Australia,1,Good,Good,0
51540,Carnarvon,,,0.0003741,Acceptable,Good,4
51540,Carnarvon,54,Very Remote Australia,0.9996259,Good,Good,0
51610,Chapman Valley,52,Outer Regional Australia,0.8106937,Good,Good,0
51610,Chapman Valley,53,Remote Australia,0.1893063,Good,Good,0
51680,Chittering,51,Inner Regional Australia,0.8774625,Acceptable,Good,0
51680,Chittering,52,Outer Regional Australia,0.1225375,Good,Good,0
51710,Christmas Island,94,Very Remote Australia,1,Good,Good,0
51750,Claremont,50,Major Cities of Australia,1,Good,Good,0
51820,Cockburn,50,Major Cities of Australia,0.9985949,Good,Good,0
51820,Cockburn,51,Inner Regional Australia,2.00E-07,Acceptable,Good,1
51820,Cockburn,53,Remote Australia,0.001405,Good,Good,1
51860,Cocos Islands,94,Very Remote Australia,1,Good,Good,0
51890,Collie,51,Inner Regional Australia,1,Acceptable,Good,0
51960,Coolgardie,52,Outer Regional Australia,0.704294,Good,Good,0
51960,Coolgardie,54,Very Remote Australia,0.295706,Good,Good,0
52030,Coorow,52,Outer Regional Australia,0.6097612,Good,Good,0
52030,Coorow,53,Remote Australia,0.3902388,Good,Good,0
52100,Corrigin,53,Remote Australia,1,Good,Good,0
52170,Cottesloe,50,Major Cities of Australia,1,Good,Good,0
52240,Cranbrook,52,Outer Regional Australia,1,Good,Good,0
52310,Cuballing,52,Outer Regional Australia,1,Good,Good,0
52380,Cue,54,Very Remote Australia,1,Good,Good,0
52450,Cunderdin,52,Outer Regional Australia,1,Good,Good,0
52520,Dalwallinu,53,Remote Australia,1,Good,Good,0
52590,Dandaragan,52,Outer Regional Australia,1,Good,Good,0
52660,Dardanup,51,Inner Regional Australia,1,Acceptable,Good,0
52730,Denmark,52,Outer Regional Australia,1,Good,Good,0
52800,Derby-West Kimberley,54,Very Remote Australia,1,Good,Good,0
52870,Donnybrook-Balingup,51,Inner Regional Australia,1,Acceptable,Good,0
52940,Dowerin,52,Outer Regional Australia,1,Good,Good,0
53010,Dumbleyung,53,Remote Australia,1,Good,Good,0
53080,Dundas,54,Very Remote Australia,1,Good,Good,0
53150,East Fremantle,50,Major Cities of Australia,1,Good,Good,0
53220,East Pilbara,54,Very Remote Australia,1,Good,Good,0
53290,Esperance,53,Remote Australia,0.9705525,Good,Good,0
53290,Esperance,54,Very Remote Australia,0.0294475,Good,Good,0
53360,Exmouth,54,Very Remote Australia,1,Good,Good,0
53430,Fremantle,50,Major Cities of Australia,1,Good,Good,0
53570,Gingin,51,Inner Regional Australia,0.6165925,Acceptable,Good,0
53570,Gingin,52,Outer Regional Australia,0.3834075,Good,Good,0
53640,Gnowangerup,52,Outer Regional Australia,8.30E-06,Good,Good,1
53640,Gnowangerup,53,Remote Australia,0.9999917,Good,Good,0
53710,Goomalling,52,Outer Regional Australia,1,Good,Good,0
53780,Gosnells,50,Major Cities of Australia,1,Good,Good,0
53800,Greater Geraldton,52,Outer Regional Australia,0.9857379,Good,Good,0
53800,Greater Geraldton,53,Remote Australia,0.0142393,Good,Good,0
53800,Greater Geraldton,54,Very Remote Australia,2.28E-05,Good,Good,1
53920,Halls Creek,54,Very Remote Australia,1,Good,Good,0
53990,Harvey,51,Inner Regional Australia,1,Acceptable,Good,0
54060,Irwin,52,Outer Regional Australia,1,Good,Good,0
54130,Jerramungup,53,Remote Australia,1,Good,Good,0
54170,Joondalup,50,Major Cities of Australia,1,Good,Good,0
54200,Kalamunda,50,Major Cities of Australia,0.9897782,Good,Good,0
54200,Kalamunda,51,Inner Regional Australia,0.0102218,Acceptable,Good,0
54280,Kalgoorlie-Boulder,52,Outer Regional Australia,0.9923589,Good,Good,0
54280,Kalgoorlie-Boulder,54,Very Remote Australia,0.0076411,Good,Good,1
54310,Karratha,53,Remote Australia,0.970795,Good,Good,0
54310,Karratha,54,Very Remote Australia,0.029205,Good,Good,0
54340,Katanning,52,Outer Regional Australia,1,Good,Good,0
54410,Kellerberrin,52,Outer Regional Australia,1,Good,Good,0
54480,Kent,53,Remote Australia,1,Good,Good,0
54550,Kojonup,52,Outer Regional Australia,1,Good,Good,0
54620,Kondinin,53,Remote Australia,0.706315,Good,Good,0
54620,Kondinin,54,Very Remote Australia,0.293685,Good,Good,0
54690,Koorda,53,Remote Australia,1,Good,Good,0
54760,Kulin,53,Remote Australia,1,Good,Good,0
54830,Kwinana,50,Major Cities of Australia,1,Good,Good,0
54900,Lake Grace,53,Remote Australia,0.7963065,Good,Good,0
54900,Lake Grace,54,Very Remote Australia,0.2036935,Good,Good,0
54970,Laverton,54,Very Remote Australia,1,Good,Good,0
55040,Leonora,54,Very Remote Australia,1,Good,Good,0
55110,Mandurah,50,Major Cities of Australia,0.9950828,Good,Good,0
55110,Mandurah,51,Inner Regional Australia,0.0049172,Acceptable,Good,1
55180,Manjimup,52,Outer Regional Australia,1,Good,Good,0
55250,Meekatharra,54,Very Remote Australia,1,Good,Good,0
55320,Melville,50,Major Cities of Australia,1,Good,Good,0
55390,Menzies,54,Very Remote Australia,1,Good,Good,0
55460,Merredin,52,Outer Regional Australia,0.8255264,Good,Good,0
55460,Merredin,53,Remote Australia,0.1744736,Good,Good,0
55530,Mingenew,52,Outer Regional Australia,1,Good,Good,0
55600,Moora,52,Outer Regional Australia,1,Good,Good,0
55670,Morawa,53,Remote Australia,1,Good,Good,0
55740,Mosman Park,50,Major Cities of Australia,1,Good,Good,0
55810,Mount Magnet,54,Very Remote Australia,1,Good,Good,0
55880,Mount Marshall,53,Remote Australia,1,Good,Good,0
55950,Mukinbudin,53,Remote Australia,1,Good,Good,0
56090,Mundaring,50,Major Cities of Australia,0.8815945,Good,Good,0
56090,Mundaring,51,Inner Regional Australia,0.1184055,Acceptable,Good,0
56160,Murchison,54,Very Remote Australia,1,Good,Good,0
56230,Murray,50,Major Cities of Australia,0.7651627,Good,Good,0
56230,Murray,51,Inner Regional Australia,0.2348373,Acceptable,Good,0
56300,Nannup,51,Inner Regional Australia,1.28E-05,Acceptable,Good,1
56300,Nannup,52,Outer Regional Australia,0.9999872,Good,Good,0
56370,Narembeen,53,Remote Australia,1,Good,Good,0
56460,Narrogin,52,Outer Regional Australia,1,Good,Good,0
56580,Nedlands,50,Major Cities of Australia,1,Good,Good,0
56620,Ngaanyatjarraku,54,Very Remote Australia,1,Good,Good,0
56730,Northam,51,Inner Regional Australia,1,Acceptable,Good,0
56790,Northampton,52,Outer Regional Australia,0.4076628,Good,Good,0
56790,Northampton,53,Remote Australia,0.5923372,Good,Good,0
56860,Nungarin,53,Remote Australia,1,Good,Good,0
56930,Peppermint Grove,50,Major Cities of Australia,1,Good,Good,0
57000,Perenjori,53,Remote Australia,1,Good,Good,0
57080,Perth,,,2.04E-05,Acceptable,Good,4
57080,Perth,50,Major Cities of Australia,0.9999796,Good,Good,0
57140,Pingelly,52,Outer Regional Australia,1,Good,Good,0
57210,Plantagenet,52,Outer Regional Australia,1,Good,Good,0
57280,Port Hedland,53,Remote Australia,0.9753862,Good,Good,0
57280,Port Hedland,54,Very Remote Australia,0.0246138,Good,Good,0
57350,Quairading,52,Outer Regional Australia,1,Good,Good,0
57420,Ravensthorpe,53,Remote Australia,5.83E-05,Good,Good,1
57420,Ravensthorpe,54,Very Remote Australia,0.9999417,Good,Good,0
57490,Rockingham,50,Major Cities of Australia,0.9915109,Good,Good,0
57490,Rockingham,51,Inner Regional Australia,0.0084891,Acceptable,Good,1
57630,Sandstone,54,Very Remote Australia,1,Good,Good,0
57700,Serpentine-Jarrahdale,50,Major Cities of Australia,0.8148956,Good,Good,0
57700,Serpentine-Jarrahdale,51,Inner Regional Australia,0.1851044,Acceptable,Good,0
57770,Shark Bay,54,Very Remote Australia,1,Good,Good,0
57840,South Perth,50,Major Cities of Australia,1,Good,Good,0
57910,Stirling,50,Major Cities of Australia,1,Good,Good,0
57980,Subiaco,50,Major Cities of Australia,1,Good,Good,0
58050,Swan,50,Major Cities of Australia,0.9445867,Good,Good,0
58050,Swan,51,Inner Regional Australia,0.0554133,Acceptable,Good,0
58190,Tammin,52,Outer Regional Australia,1,Good,Good,0
58260,Three Springs,53,Remote Australia,1,Good,Good,0
58330,Toodyay,51,Inner Regional Australia,0.9287807,Acceptable,Good,0
58330,Toodyay,52,Outer Regional Australia,0.0712193,Good,Good,0
58400,Trayning,53,Remote Australia,1,Good,Good,0
58470,Upper Gascoyne,54,Very Remote Australia,1,Good,Good,0
58510,Victoria Park,50,Major Cities of Australia,1,Good,Good,0
58540,Victoria Plains,52,Outer Regional Australia,1,Good,Good,0
58570,Vincent,50,Major Cities of Australia,1,Good,Good,0
58610,Wagin,52,Outer Regional Australia,1,Good,Good,0
58680,Wandering,52,Outer Regional Australia,1,Good,Good,0
58760,Wanneroo,50,Major Cities of Australia,0.9811906,Good,Good,0
58760,Wanneroo,51,Inner Regional Australia,0.0188094,Acceptable,Good,0
58820,Waroona,51,Inner Regional Australia,1,Acceptable,Good,0
58890,West Arthur,52,Outer Regional Australia,1,Good,Good,0
59030,Westonia,53,Remote Australia,1,Good,Good,0
59100,Wickepin,52,Outer Regional Australia,0.7375176,Good,Good,0
59100,Wickepin,53,Remote Australia,0.2624824,Good,Good,0
59170,Williams,52,Outer Regional Australia,1,Good,Good,0
59250,Wiluna,54,Very Remote Australia,1,Good,Good,0
59310,Wongan-Ballidu,52,Outer Regional Australia,0.8032095,Good,Good,0
59310,Wongan-Ballidu,53,Remote Australia,0.1967905,Good,Good,0
59320,Woodanilling,52,Outer Regional Australia,1,Good,Good,0
59330,Wyalkatchem,52,Outer Regional Australia,1,Good,Good,0
59340,Wyndham-East Kimberley,54,Very Remote Australia,1,Good,Good,0
59350,Yalgoo,54,Very Remote Australia,1,Good,Good,0
59360,Yilgarn,53,Remote Australia,1,Good,Good,0
59370,York,51,Inner Regional Australia,1,Acceptable,Good,0
59499,No usual address (WA),59,No usual address (WA),1,Good,Good,0
59799,Migratory - Offshore - Shipping (WA),55,Migratory - Offshore - Shipping (WA),1,Good,Good,0
60210,Break O'Day,62,Outer Regional Australia,0.974876,Acceptable,Good,0
60210,Break O'Day,63,Remote Australia,0.025124,Poor,Good,0
60410,Brighton,61,Inner Regional Australia,1,Good,Good,0
60610,Burnie,62,Outer Regional Australia,1,Acceptable,Good,0
60810,Central Coast (Tas.),62,Outer Regional Australia,1,Acceptable,Good,0
61010,Central Highlands (Tas.),62,Outer Regional Australia,0.845432,Acceptable,Good,0
61010,Central Highlands (Tas.),63,Remote Australia,0.154568,Poor,Good,0
61210,Circular Head,62,Outer Regional Australia,0.9065797,Acceptable,Good,0
61210,Circular Head,63,Remote Australia,0.0934203,Poor,Good,0
61410,Clarence,61,Inner Regional Australia,0.9676777,Good,Good,0
61410,Clarence,62,Outer Regional Australia,0.0323223,Acceptable,Good,0
61510,Derwent Valley,61,Inner Regional Australia,0.8703694,Good,Good,0
61510,Derwent Valley,62,Outer Regional Australia,0.128874,Acceptable,Good,0
61510,Derwent Valley,63,Remote Australia,0.0007566,Poor,Good,1
61610,Devonport,61,Inner Regional Australia,0.9525245,Good,Good,0
61610,Devonport,62,Outer Regional Australia,0.0474755,Acceptable,Good,0
61810,Dorset,62,Outer Regional Australia,0.9999912,Acceptable,Good,0
61810,Dorset,63,Remote Australia,8.80E-06,Poor,Good,1
62010,Flinders (Tas.),64,Very Remote Australia,1,Good,Good,0
62210,George Town,62,Outer Regional Australia,1,Acceptable,Good,0
62410,Glamorgan-Spring Bay,62,Outer Regional Australia,0.4288814,Acceptable,Good,0
62410,Glamorgan-Spring Bay,63,Remote Australia,0.5711186,Poor,Good,0
