SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
306031159,Innisfail,30034,Hill,1,Good,Acceptable,0
306031160,Johnstone,30034,Hill,1,Good,Acceptable,0
306031161,Tully,30034,Hill,0.6516685,Good,Acceptable,0
306031161,Tully,30035,Hinchinbrook,0.3483315,Good,Acceptable,0
306031162,Wooroonooran,30034,Hill,1,Good,Acceptable,0
306031163,Yarrabah,30060,Mulgrave,1,Good,Acceptable,0
306041164,Daintree,30021,Cook,1,Good,Acceptable,0
306041165,Port Douglas,30021,Cook,1,Good,Acceptable,0
306051166,Atherton,30034,Hill,1,Good,Acceptable,0
306051167,Herberton,30034,Hill,1,Good,Acceptable,0
306051168,Kuranda,30004,Barron River,0.9948068,Good,Acceptable,0
306051168,Kuranda,30021,Cook,0.0051932,Good,Acceptable,1
306051169,Malanda - Yungaburra,30034,Hill,1,Good,Acceptable,0
306051170,Mareeba,30021,Cook,1,Good,Acceptable,0
307011171,Balonne,30090,Warrego,1,Good,Acceptable,0
307011172,Chinchilla,30015,Callide,1,Acceptable,Acceptable,0
307011173,Goondiwindi,30077,Southern Downs,1,Good,Acceptable,0
307011174,Inglewood - Waggamba,30077,Southern Downs,1,Good,Acceptable,0
307011175,Miles - Wandoan,30015,Callide,0.85251,Acceptable,Acceptable,0
307011175,Miles - Wandoan,30090,Warrego,0.14749,Good,Acceptable,0
307011176,Roma,30090,Warrego,1,Good,Acceptable,0
307011177,Roma Surrounds,30090,Warrego,1,Good,Acceptable,0
307011178,Tara,30077,Southern Downs,0.0041491,Good,Acceptable,1
307011178,Tara,30090,Warrego,0.9958509,Good,Acceptable,0
307021179,Crows Nest - Rosalie,30020,Condamine,0.7234975,Acceptable,Acceptable,0
307021179,Crows Nest - Rosalie,30063,Nanango,0.2765025,Good,Acceptable,0
307021180,Jondaryan,30020,Condamine,0.9924488,Acceptable,Acceptable,0
307021180,Jondaryan,30090,Warrego,0.0075512,Good,Acceptable,1
307021181,Millmerran,30077,Southern Downs,1,Good,Acceptable,0
307021182,Pittsworth,30020,Condamine,1,Acceptable,Acceptable,0
307021183,Wambo,30015,Callide,0.1391766,Acceptable,Acceptable,0
307021183,Wambo,30020,Condamine,0.001472,Acceptable,Acceptable,1
307021183,Wambo,30090,Warrego,0.8593514,Good,Acceptable,0
307031184,Clifton - Greenmount,30020,Condamine,0.9994138,Acceptable,Acceptable,0
307031184,Clifton - Greenmount,30077,Southern Downs,0.0005862,Good,Acceptable,1
307031185,Southern Downs - East,30077,Southern Downs,1,Good,Acceptable,0
307031186,Southern Downs - West,30020,Condamine,0.0237202,Acceptable,Acceptable,0
307031186,Southern Downs - West,30077,Southern Downs,0.9762798,Good,Acceptable,0
307031187,Stanthorpe,30077,Southern Downs,1,Good,Acceptable,0
307031188,Stanthorpe Surrounds,30077,Southern Downs,1,Good,Acceptable,0
307031189,Warwick,30077,Southern Downs,1,Good,Acceptable,0
308011190,Central Highlands - East,30031,Gregory,1,Good,Acceptable,0
308011191,Central Highlands - West,30031,Gregory,1,Good,Acceptable,0
308011192,Emerald,30031,Gregory,1,Good,Acceptable,0
308031205,Berserker,30073,Rockhampton,1,Acceptable,Acceptable,0
308031206,Bouldercombe,30055,Mirani,0.9605154,Good,Acceptable,0
308031206,Bouldercombe,30073,Rockhampton,0.0394846,Acceptable,Acceptable,0
308031207,Emu Park,30041,Keppel,1,Acceptable,Acceptable,0
308031208,Frenchville - Mount Archer,30041,Keppel,0.6311004,Acceptable,Acceptable,0
308031208,Frenchville - Mount Archer,30073,Rockhampton,0.3688996,Acceptable,Acceptable,0
308031209,Glenlee - Rockyview,30041,Keppel,0.0706142,Acceptable,Acceptable,0
308031209,Glenlee - Rockyview,30055,Mirani,0.9293858,Good,Acceptable,0
308031210,Gracemere,30055,Mirani,0.0346065,Good,Acceptable,0
308031210,Gracemere,30073,Rockhampton,0.9653935,Acceptable,Acceptable,0
308031211,Lakes Creek,30041,Keppel,0.4507621,Acceptable,Acceptable,0
308031211,Lakes Creek,30073,Rockhampton,0.5492379,Acceptable,Acceptable,0
308031212,Mount Morgan,30055,Mirani,1,Good,Acceptable,0
308031213,Norman Gardens,30041,Keppel,0.9368638,Acceptable,Acceptable,0
308031213,Norman Gardens,30073,Rockhampton,0.0631362,Acceptable,Acceptable,0
308031214,Park Avenue,30073,Rockhampton,1,Acceptable,Acceptable,0
308031215,Parkhurst - Kawana,30041,Keppel,0.2321356,Acceptable,Acceptable,0
308031215,Parkhurst - Kawana,30073,Rockhampton,0.7678644,Acceptable,Acceptable,0
308031216,Rockhampton - West,30073,Rockhampton,1,Acceptable,Acceptable,0
308031217,Rockhampton City,30055,Mirani,0.0307091,Good,Acceptable,0
308031217,Rockhampton City,30073,Rockhampton,0.9692909,Acceptable,Acceptable,0
308031218,Rockhampton Surrounds - East,30041,Keppel,1,Acceptable,Acceptable,0
308031219,Rockhampton Surrounds - North,30041,Keppel,0.8387608,Acceptable,Acceptable,0
308031219,Rockhampton Surrounds - North,30055,Mirani,0.1612392,Good,Acceptable,0
308031220,Rockhampton Surrounds - West,30055,Mirani,1,Good,Acceptable,0
308031221,Shoalwater Bay,30041,Keppel,0.7235915,Acceptable,Acceptable,0
308031221,Shoalwater Bay,30055,Mirani,0.2764085,Good,Acceptable,0
308031222,The Range - Allenstown,30073,Rockhampton,1,Acceptable,Acceptable,0
308031223,Yeppoon,30041,Keppel,1,Acceptable,Acceptable,0
308041528,Banana,30015,Callide,1,Acceptable,Acceptable,0
308041529,Biloela,30015,Callide,1,Acceptable,Acceptable,0
308051530,Agnes Water - Miriam Vale,30013,Burnett,1,Good,Acceptable,0
308051531,Boyne Island - Tannum Sands,30028,Gladstone,1,Good,Acceptable,0
308051532,Callemondah,30028,Gladstone,1,Good,Acceptable,0
308051533,Clinton - New Auckland,30028,Gladstone,1,Good,Acceptable,0
308051534,Gladstone,30028,Gladstone,1,Good,Acceptable,0
308051535,Gladstone Hinterland,30015,Callide,0.5539641,Acceptable,Acceptable,0
308051535,Gladstone Hinterland,30028,Gladstone,0.4460359,Good,Acceptable,0
308051536,Kin Kora - Sun Valley,30028,Gladstone,1,Good,Acceptable,0
308051537,South Trees,30028,Gladstone,1,Good,Acceptable,0
308051538,Telina - Toolooa,30028,Gladstone,1,Good,Acceptable,0
308051539,West Gladstone,30028,Gladstone,1,Good,Acceptable,0
309011224,Broadbeach Waters,30053,Mermaid Beach,1.20E-06,Acceptable,Acceptable,1
309011224,Broadbeach Waters,30082,Surfers Paradise,0.9999988,Acceptable,Acceptable,0
309011225,Burleigh Heads,30012,Burleigh,1,Acceptable,Acceptable,0
309011226,Burleigh Waters,30012,Burleigh,0.8126181,Acceptable,Acceptable,0
309011226,Burleigh Waters,30053,Mermaid Beach,0.1873819,Acceptable,Acceptable,0
309011227,Mermaid Beach - Broadbeach,30053,Mermaid Beach,0.565442,Acceptable,Acceptable,0
309011227,Mermaid Beach - Broadbeach,30082,Surfers Paradise,0.434558,Acceptable,Acceptable,0
309011228,Mermaid Waters,30053,Mermaid Beach,1,Acceptable,Acceptable,0
309011229,Miami,30053,Mermaid Beach,1,Acceptable,Acceptable,0
309021230,Coolangatta,30024,Currumbin,1,Good,Acceptable,0
309021231,Currumbin - Tugun,30024,Currumbin,1,Good,Acceptable,0
309021232,Currumbin Waters,30024,Currumbin,1,Good,Acceptable,0
309021233,Elanora,30024,Currumbin,1,Good,Acceptable,0
309021234,Palm Beach,30012,Burleigh,1,Acceptable,Acceptable,0
309031235,Arundel,30005,Bonney,1,Acceptable,Acceptable,0
309031236,Biggera Waters,30005,Bonney,0.8758817,Acceptable,Acceptable,0
309031236,Biggera Waters,30006,Broadwater,0.1241183,Acceptable,Acceptable,0
309031237,Coombabah,30005,Bonney,0.084561,Acceptable,Acceptable,0
309031237,Coombabah,30006,Broadwater,0.915439,Acceptable,Acceptable,0
309031238,Labrador,30005,Bonney,1,Acceptable,Acceptable,0
309031239,Paradise Point - Hollywell,30006,Broadwater,1,Acceptable,Acceptable,0
309031240,Runaway Bay,30006,Broadwater,1,Acceptable,Acceptable,0
309041241,Guanaba - Springbrook,30059,Mudgeeraba,0.7278617,Good,Acceptable,0
309041241,Guanaba - Springbrook,30083,Theodore,0.2721383,Poor,Acceptable,0
309041242,Tamborine - Canungra,30075,Scenic Rim,1,Acceptable,Acceptable,0
309051243,Currumbin Valley - Tallebudgera,30012,Burleigh,0.088863,Acceptable,Acceptable,0
309051243,Currumbin Valley - Tallebudgera,30024,Currumbin,0.9012476,Good,Acceptable,0
309051243,Currumbin Valley - Tallebudgera,30059,Mudgeeraba,0.0098894,Good,Acceptable,1
309051244,Mudgeeraba - Bonogin,30059,Mudgeeraba,1,Good,Acceptable,0
309051245,Reedy Creek - Andrews,30012,Burleigh,0.157683,Acceptable,Acceptable,0
309051245,Reedy Creek - Andrews,30059,Mudgeeraba,0.842317,Good,Acceptable,0
309061246,Carrara,30027,Gaven,0.8292712,Acceptable,Acceptable,0
309061246,Carrara,30059,Mudgeeraba,0.1226076,Good,Acceptable,0
309061246,Carrara,30082,Surfers Paradise,0.0481213,Acceptable,Acceptable,0
309061247,Highland Park,30027,Gaven,1,Acceptable,Acceptable,0
309061248,Nerang - Mount Nathan,30027,Gaven,0.8829258,Acceptable,Acceptable,0
309061248,Nerang - Mount Nathan,30059,Mudgeeraba,0.1085069,Good,Acceptable,0
309061248,Nerang - Mount Nathan,30083,Theodore,0.0085673,Poor,Acceptable,1
309061249,Pacific Pines - Gaven,30027,Gaven,0.6508152,Acceptable,Acceptable,0
309061249,Pacific Pines - Gaven,30083,Theodore,0.3491848,Poor,Acceptable,0
309061250,Worongary - Tallai,30059,Mudgeeraba,1,Good,Acceptable,0
309071251,Coomera,30022,Coomera,0.8843915,Good,Acceptable,0
309071251,Coomera,30083,Theodore,0.1156085,Poor,Acceptable,0
309071252,Helensvale,30005,Bonney,0.0532438,Acceptable,Acceptable,0
309071252,Helensvale,30006,Broadwater,0.2514656,Acceptable,Acceptable,0
309071252,Helensvale,30083,Theodore,0.6952906,Poor,Acceptable,0
309071253,Hope Island,30006,Broadwater,0.9999986,Acceptable,Acceptable,0
309071253,Hope Island,30022,Coomera,1.40E-06,Good,Acceptable,1
309071254,Jacobs Well - Alberton,30006,Broadwater,2.20E-06,Acceptable,Acceptable,1
309071254,Jacobs Well - Alberton,30022,Coomera,0.9999978,Good,Acceptable,0
309071256,Oxenford - Maudsland,30083,Theodore,1,Poor,Acceptable,0
309071552,Ormeau (East) - Stapylton,30022,Coomera,1,Good,Acceptable,0
309071553,Ormeau (West) - Yatala,30022,Coomera,1,Good,Acceptable,0
309071554,Pimpama - North,30022,Coomera,1,Good,Acceptable,0
309071555,Pimpama - South,30022,Coomera,1,Good,Acceptable,0
309071556,Upper Coomera (South) - Wongawallan,30022,Coomera,0.146913,Good,Acceptable,0
309071556,Upper Coomera (South) - Wongawallan,30083,Theodore,0.853087,Poor,Acceptable,0
309071557,Upper Coomera - North,30022,Coomera,0.5827451,Good,Acceptable,0
309071557,Upper Coomera - North,30083,Theodore,0.4172549,Poor,Acceptable,0
309071558,Willow Vale - Pimpama (West),30022,Coomera,1,Good,Acceptable,0
309081259,Clear Island Waters,30053,Mermaid Beach,4.50E-06,Acceptable,Acceptable,1
309081259,Clear Island Waters,30082,Surfers Paradise,0.9999955,Acceptable,Acceptable,0
309081260,Merrimac,30059,Mudgeeraba,1,Good,Acceptable,0
309081262,Varsity Lakes,30012,Burleigh,0.6630482,Acceptable,Acceptable,0
309081262,Varsity Lakes,30053,Mermaid Beach,0.3369518,Acceptable,Acceptable,0
309081559,Robina - East,30053,Mermaid Beach,1,Acceptable,Acceptable,0
309081560,Robina - West,30053,Mermaid Beach,2.30E-06,Acceptable,Acceptable,1
309081560,Robina - West,30059,Mudgeeraba,0.9999977,Good,Acceptable,0
309091263,Ashmore,30078,Southport,1,Acceptable,Acceptable,0
309091264,Molendinar,30078,Southport,1,Acceptable,Acceptable,0
309091265,Parkwood,30005,Bonney,1,Acceptable,Acceptable,0
309091540,Southport - North,30005,Bonney,0.4047658,Acceptable,Acceptable,0
309091540,Southport - North,30078,Southport,0.5952342,Acceptable,Acceptable,0
309091541,Southport - South,30078,Southport,0.9999995,Acceptable,Acceptable,0
309091541,Southport - South,30082,Surfers Paradise,5.00E-07,Acceptable,Acceptable,1
309101267,Benowa,30078,Southport,0.699629,Acceptable,Acceptable,0
309101267,Benowa,30082,Surfers Paradise,0.300371,Acceptable,Acceptable,0
309101268,Bundall,30078,Southport,0.3391317,Acceptable,Acceptable,0
309101268,Bundall,30082,Surfers Paradise,0.6608683,Acceptable,Acceptable,0
309101269,Main Beach,30082,Surfers Paradise,1,Acceptable,Acceptable,0
309101561,Surfers Paradise - North,30082,Surfers Paradise,1,Acceptable,Acceptable,0
309101562,Surfers Paradise - South,30082,Surfers Paradise,1,Acceptable,Acceptable,0
310011271,Darra - Sumner,30036,Inala,0.0008651,Good,Acceptable,1
310011271,Darra - Sumner,30058,Mount Ommaney,0.9991349,Good,Acceptable,0
310011272,Durack,30036,Inala,1,Good,Acceptable,0
310011274,Inala - Richlands,30036,Inala,1,Good,Acceptable,0
310011275,Oxley (Qld),30036,Inala,0.0950552,Good,Acceptable,0
310011275,Oxley (Qld),30058,Mount Ommaney,0.9049448,Good,Acceptable,0
310011276,Wacol,30036,Inala,1,Good,Acceptable,0
310011563,Doolandella,30036,Inala,1,Good,Acceptable,0
310011564,Forest Lake - Ellen Grove,30001,Algester,0.0296914,Poor,Acceptable,0
310011564,Forest Lake - Ellen Grove,30036,Inala,0.9703068,Good,Acceptable,0
310011564,Forest Lake - Ellen Grove,30039,Jordan,1.80E-06,Good,Acceptable,1
310021277,Boonah,30075,Scenic Rim,1,Acceptable,Acceptable,0
310021278,Esk,30063,Nanango,1,Good,Acceptable,0
310021279,Lake Manchester - England Creek,30056,Moggill,1,Good,Acceptable,0
310021280,Lockyer Valley - East,30043,Lockyer,1,Good,Acceptable,0
310021281,Lowood,30043,Lockyer,0.8261456,Good,Acceptable,0
310021281,Lowood,30063,Nanango,0.1738544,Good,Acceptable,0
310021282,Rosewood,30038,Ipswich West,0.7612327,Good,Acceptable,0
310021282,Rosewood,30075,Scenic Rim,0.2387673,Acceptable,Acceptable,0
310031283,Brassall,30038,Ipswich West,1,Good,Acceptable,0
310031284,Bundamba,30010,Bundamba,0.9928242,Good,Acceptable,0
310031284,Bundamba,30037,Ipswich,0.0071758,Good,Acceptable,1
310031285,Churchill - Yamanto,30037,Ipswich,0.2707398,Good,Acceptable,0
310031285,Churchill - Yamanto,30038,Ipswich West,0.7292602,Good,Acceptable,0
310031286,Ipswich - Central,30037,Ipswich,1,Good,Acceptable,0
310031287,Ipswich - East,30037,Ipswich,1,Good,Acceptable,0
310031288,Ipswich - North,30038,Ipswich West,1,Good,Acceptable,0
310031289,Karalee - Barellan Point,30038,Ipswich West,1,Good,Acceptable,0
310031290,Karana Downs,30056,Moggill,1,Good,Acceptable,0
310031291,Leichhardt - One Mile,30038,Ipswich West,1,Good,Acceptable,0
310031292,North Ipswich - Tivoli,30038,Ipswich West,1,Good,Acceptable,0
310031293,Raceview,30037,Ipswich,1,Good,Acceptable,0
310031294,Ripley,30010,Bundamba,0.3072964,Good,Acceptable,0
310031294,Ripley,30037,Ipswich,0.685204,Good,Acceptable,0
310031294,Ripley,30075,Scenic Rim,0.0074996,Acceptable,Acceptable,1
310031295,Riverview,30010,Bundamba,1,Good,Acceptable,0
310041297,Camira - Gailes,30036,Inala,1.10E-06,Good,Acceptable,1
310041297,Camira - Gailes,30039,Jordan,0.9999989,Good,Acceptable,0
310041298,Carole Park,30039,Jordan,1,Good,Acceptable,0
310041299,Collingwood Park - Redbank,30010,Bundamba,1,Good,Acceptable,0
310041300,Goodna,30010,Bundamba,1,Good,Acceptable,0
310041301,New Chum,30010,Bundamba,1,Good,Acceptable,0
310041302,Redbank Plains,30010,Bundamba,1,Good,Acceptable,0
310041303,Springfield,30039,Jordan,1,Good,Acceptable,0
310041304,Springfield Lakes,30039,Jordan,1,Good,Acceptable,0
310041565,Augustine Heights - Brookwater,30039,Jordan,1,Good,Acceptable,0
310041566,Bellbird Park,30010,Bundamba,0.904464,Good,Acceptable,0
310041566,Bellbird Park,30039,Jordan,0.095536,Good,Acceptable,0
311011305,Beaudesert,30075,Scenic Rim,1,Acceptable,Acceptable,0
311021306,Beenleigh,30046,Macalister,1,Good,Acceptable,0
311021307,Eagleby,30046,Macalister,1,Good,Acceptable,0
311021308,Edens Landing - Holmview,30046,Macalister,0.999999,Good,Acceptable,0
311021308,Edens Landing - Holmview,30091,Waterford,1.00E-06,Acceptable,Acceptable,1
311021309,Mount Warren Park,30046,Macalister,1,Good,Acceptable,0
311021310,Wolffdene - Bahrs Scrub,30044,Logan,0.0860242,Acceptable,Acceptable,0
311021310,Wolffdene - Bahrs Scrub,30046,Macalister,0.9139758,Good,Acceptable,0
311031311,Boronia Heights - Park Ridge,30044,Logan,1,Acceptable,Acceptable,0
311031312,Browns Plains,30001,Algester,0.4334144,Poor,Acceptable,0
311031312,Browns Plains,30081,Stretton,0.0325938,Acceptable,Acceptable,0
311031312,Browns Plains,30093,Woodridge,0.5339918,Good,Acceptable,0
311031313,Chambers Flat - Logan Reserve,30044,Logan,0.4702078,Acceptable,Acceptable,0
311031313,Chambers Flat - Logan Reserve,30091,Waterford,0.5297922,Acceptable,Acceptable,0
311031314,Crestmead,30093,Woodridge,1,Good,Acceptable,0
311031315,Greenbank Military Camp,30039,Jordan,1,Good,Acceptable,0
311031316,Hillcrest,30001,Algester,0.7912639,Poor,Acceptable,0
311031316,Hillcrest,30044,Logan,0.2087361,Acceptable,Acceptable,0
311031317,Marsden,30093,Woodridge,1,Good,Acceptable,0
311031318,Munruben - Park Ridge South,30044,Logan,1,Acceptable,Acceptable,0
311031319,Regents Park - Heritage Park,30001,Algester,0.2676084,Poor,Acceptable,0
311031319,Regents Park - Heritage Park,30044,Logan,0.0633184,Acceptable,Acceptable,0
311031319,Regents Park - Heritage Park,30093,Woodridge,0.6690733,Good,Acceptable,0
311041322,Logan Village,30044,Logan,1,Acceptable,Acceptable,0
311041567,Flagstone (East) - Riverbend,30039,Jordan,0.8615967,Good,Acceptable,0
311041567,Flagstone (East) - Riverbend,30044,Logan,0.1384033,Acceptable,Acceptable,0
311041568,Flagstone (West) - New Beith,30039,Jordan,1,Good,Acceptable,0
311041569,Greenbank - North Maclean,30039,Jordan,0.4466613,Good,Acceptable,0
311041569,Greenbank - North Maclean,30044,Logan,0.5533387,Acceptable,Acceptable,0
311041570,Jimboomba - Glenlogan,30044,Logan,0.5472796,Acceptable,Acceptable,0
311041570,Jimboomba - Glenlogan,30075,Scenic Rim,0.4527204,Acceptable,Acceptable,0
311041571,Yarrabilba,30044,Logan,1,Acceptable,Acceptable,0
311051323,Bethania - Waterford,30046,Macalister,0.390366,Good,Acceptable,0
311051323,Bethania - Waterford,30091,Waterford,0.609634,Acceptable,Acceptable,0
311051324,Cornubia - Carbrook,30046,Macalister,1,Good,Acceptable,0
311051325,Loganholme - Tanah Merah,30046,Macalister,0.1038904,Good,Acceptable,0
311051325,Loganholme - Tanah Merah,30091,Waterford,0.8961096,Acceptable,Acceptable,0
311051326,Loganlea,30091,Waterford,1,Acceptable,Acceptable,0
311051327,Shailer Park,30079,Springwood,1,Good,Acceptable,0
311051328,Waterford West,30091,Waterford,1,Acceptable,Acceptable,0
311061329,Daisy Hill,30079,Springwood,1,Good,Acceptable,0
311061330,Kingston (Qld),30091,Waterford,0.171072,Acceptable,Acceptable,0
311061330,Kingston (Qld),30093,Woodridge,0.828928,Good,Acceptable,0
311061331,Logan Central,30093,Woodridge,1,Good,Acceptable,0
311061332,Rochedale South - Priestdale,30079,Springwood,1,Good,Acceptable,0
311061333,Slacks Creek,30091,Waterford,1,Acceptable,Acceptable,0
311061334,Springwood,30079,Springwood,1,Good,Acceptable,0
311061335,Underwood,30091,Waterford,1,Acceptable,Acceptable,0
311061336,Woodridge,30093,Woodridge,1,Good,Acceptable,0
312011337,Bowen,30011,Burdekin,1,Good,Acceptable,0
312011338,Broadsound - Nebo,30011,Burdekin,0.8405739,Good,Acceptable,0
312011338,Broadsound - Nebo,30031,Gregory,0.009612,Good,Acceptable,1
312011338,Broadsound - Nebo,30055,Mirani,0.1498142,Good,Acceptable,0
312011339,Clermont,30011,Burdekin,1,Good,Acceptable,0
312011340,Collinsville,30011,Burdekin,0.9999923,Good,Acceptable,0
312011340,Collinsville,30092,Whitsunday,7.70E-06,Good,Acceptable,1
312011341,Moranbah,30011,Burdekin,1,Good,Acceptable,0
312021342,Andergrove - Beaconsfield,30047,Mackay,0.9494778,Good,Acceptable,0
312021342,Andergrove - Beaconsfield,30092,Whitsunday,0.0505222,Good,Acceptable,0
312021343,East Mackay,30047,Mackay,0.9912381,Good,Acceptable,0
312021343,East Mackay,30055,Mirani,0.0087619,Good,Acceptable,1
312021344,Eimeo - Rural View,30047,Mackay,7.00E-07,Good,Acceptable,1
312021344,Eimeo - Rural View,30092,Whitsunday,0.9999993,Good,Acceptable,0
312021345,Eungella Hinterland,30011,Burdekin,0.3076923,Good,Acceptable,0
312021345,Eungella Hinterland,30055,Mirani,0.6923077,Good,Acceptable,0
312021346,Mackay,30047,Mackay,1,Good,Acceptable,0
312021347,Mackay Harbour,30047,Mackay,1,Good,Acceptable,0
312021348,Mount Pleasant - Glenella,30047,Mackay,0.7957675,Good,Acceptable,0
312021348,Mount Pleasant - Glenella,30092,Whitsunday,0.2042325,Good,Acceptable,0
312021349,North Mackay,30047,Mackay,1,Good,Acceptable,0
312021350,Ooralea - Bakers Creek,30047,Mackay,0.0338112,Good,Acceptable,0
312021350,Ooralea - Bakers Creek,30055,Mirani,0.9661888,Good,Acceptable,0
312021351,Pioneer Valley,30055,Mirani,1,Good,Acceptable,0
312021352,Sarina,30055,Mirani,1,Good,Acceptable,0
312021353,Seaforth - Calen,30055,Mirani,1.20E-06,Good,Acceptable,1
312021353,Seaforth - Calen,30092,Whitsunday,0.9999988,Good,Acceptable,0
312021354,Shoal Point - Bucasia,30092,Whitsunday,1,Good,Acceptable,0
312021355,Slade Point,30047,Mackay,0.9999913,Good,Acceptable,0
312021355,Slade Point,30092,Whitsunday,8.70E-06,Good,Acceptable,1
312021356,South Mackay,30047,Mackay,1,Good,Acceptable,0
312021357,Walkerston - Eton,30055,Mirani,1,Good,Acceptable,0
312021358,West Mackay,30047,Mackay,1,Good,Acceptable,0
312031359,Airlie - Whitsundays,30092,Whitsunday,1,Good,Acceptable,0
312031360,Cape Conway,30092,Whitsunday,1,Good,Acceptable,0
312031361,Proserpine,30092,Whitsunday,1,Good,Acceptable,0
313011362,Beachmere - Sandstone Point,30070,Pumicestone,1,Acceptable,Acceptable,0
313011363,Bribie Island,30070,Pumicestone,1,Acceptable,Acceptable,0
313021364,Burpengary - East,30003,Bancroft,1,Good,Acceptable,0
313021366,Caboolture - South,30029,Glass House,0.0509389,Poor,Acceptable,0
313021366,Caboolture - South,30057,Morayfield,0.9490611,Acceptable,Acceptable,0
313021367,Elimbah,30029,Glass House,0.4794266,Poor,Acceptable,0
313021367,Elimbah,30070,Pumicestone,0.5205734,Acceptable,Acceptable,0
313021368,Morayfield - East,30057,Morayfield,1,Acceptable,Acceptable,0
313021369,Wamuran,30029,Glass House,0.9693933,Poor,Acceptable,0
313021369,Wamuran,30057,Morayfield,0.0306067,Acceptable,Acceptable,0
313021572,Caboolture - East,30057,Morayfield,0.4235258,Acceptable,Acceptable,0
313021572,Caboolture - East,30070,Pumicestone,0.5764742,Acceptable,Acceptable,0
313021573,Caboolture - West,30029,Glass House,0.0914854,Poor,Acceptable,0
313021573,Caboolture - West,30057,Morayfield,0.684625,Acceptable,Acceptable,0
313021573,Caboolture - West,30070,Pumicestone,0.2238896,Acceptable,Acceptable,0
313031370,Kilcoy,30063,Nanango,1,Good,Acceptable,0
313031371,Woodford - D'Aguilar,30029,Glass House,1,Poor,Acceptable,0
313041372,Burpengary,30042,Kurwongbah,0.8018779,Acceptable,Acceptable,0
313041372,Burpengary,30057,Morayfield,0.1981221,Acceptable,Acceptable,0
313041373,Deception Bay,30003,Bancroft,1,Good,Acceptable,0
313041374,Morayfield,30057,Morayfield,1,Acceptable,Acceptable,0
313041375,Narangba,30042,Kurwongbah,1,Acceptable,Acceptable,0
313041376,Upper Caboolture,30029,Glass House,0.8524296,Poor,Acceptable,0
313041376,Upper Caboolture,30057,Morayfield,0.1475704,Acceptable,Acceptable,0
313051377,Clontarf,30071,Redcliffe,1,Good,Acceptable,0
313051378,Margate - Woody Point,30071,Redcliffe,1,Good,Acceptable,0
313051379,Redcliffe,30071,Redcliffe,1,Good,Acceptable,0
313051380,Rothwell - Kippa-Ring,30003,Bancroft,0.2039126,Good,Acceptable,0
313051380,Rothwell - Kippa-Ring,30062,Murrumba,0.3950864,Acceptable,Acceptable,0
313051380,Rothwell - Kippa-Ring,30071,Redcliffe,0.401001,Good,Acceptable,0
313051574,Moreton Island,30071,Redcliffe,1,Good,Acceptable,0
313051575,Scarborough - Newport,30062,Murrumba,0.0170694,Acceptable,Acceptable,0
313051575,Scarborough - Newport,30071,Redcliffe,0.9829306,Good,Acceptable,0
314011382,Albany Creek,30002,Aspley,0.0165811,Acceptable,Acceptable,0
314011382,Albany Creek,30025,Everton,0.9834189,Acceptable,Acceptable,0
314011383,Cashmere,30025,Everton,0.0337785,Acceptable,Acceptable,0
314011383,Cashmere,30042,Kurwongbah,0.1219738,Acceptable,Acceptable,0
314011383,Cashmere,30069,Pine Rivers,0.8442477,Acceptable,Acceptable,0
314011384,Dayboro,30029,Glass House,0.1117459,Poor,Acceptable,0
314011384,Dayboro,30042,Kurwongbah,0.253693,Acceptable,Acceptable,0
314011384,Dayboro,30069,Pine Rivers,0.6345611,Acceptable,Acceptable,0
314011385,Eatons Hill,30025,Everton,1,Acceptable,Acceptable,0
314011386,The Hills District,30025,Everton,0.381371,Acceptable,Acceptable,0
314011386,The Hills District,30026,Ferny Grove,0.618629,Poor,Acceptable,0
314011387,Samford Valley,30069,Pine Rivers,1,Acceptable,Acceptable,0
314021389,Murrumba Downs - Griffin,30062,Murrumba,1,Acceptable,Acceptable,0
314021576,Dakabin,30062,Murrumba,1,Acceptable,Acceptable,0
314021577,Kallangur,30062,Murrumba,1,Acceptable,Acceptable,0
314021578,Mango Hill,30003,Bancroft,0.2288838,Good,Acceptable,0
314021578,Mango Hill,30062,Murrumba,0.7711162,Acceptable,Acceptable,0
314021579,North Lakes,30003,Bancroft,1,Good,Acceptable,0
314031391,Bray Park,30042,Kurwongbah,0.2972447,Acceptable,Acceptable,0
314031391,Bray Park,30069,Pine Rivers,0.7027553,Acceptable,Acceptable,0
314031392,Lawnton,30042,Kurwongbah,0.9468449,Acceptable,Acceptable,0
314031392,Lawnton,30069,Pine Rivers,0.0531551,Acceptable,Acceptable,0
314031393,Petrie,30042,Kurwongbah,0.9999966,Acceptable,Acceptable,0
314031393,Petrie,30062,Murrumba,3.40E-06,Acceptable,Acceptable,1
314031394,Strathpine - Brendale,30025,Everton,0.0390158,Acceptable,Acceptable,0
314031394,Strathpine - Brendale,30069,Pine Rivers,0.9609842,Acceptable,Acceptable,0
315011395,Aurukun,30021,Cook,1,Good,Acceptable,0
315011396,Cape York,30021,Cook,1,Good,Acceptable,0
315011397,Croydon - Etheridge,30089,Traeger,1,Good,Acceptable,0
315011398,Kowanyama - Pormpuraaw,30021,Cook,1,Good,Acceptable,0
