SA2_CODE_2021,SA2_NAME_2021,IARE_CODE_2021,IARE_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
202011025,White Hills - Ascot,202003,Bendigo,1,Good,Good,0
202021026,Bendigo Surrounds - South,202003,Bendigo,1,Good,Good,0
202021027,Castlemaine,202005,Castlemaine - Kerang,1,Good,Good,0
202021028,Castlemaine Surrounds,202005,Castlemaine - Kerang,1,Good,Good,0
202021029,Heathcote,202003,Bendigo,1,Good,Good,0
202021030,Kyneton,202009,Macedon Ranges - Moorabool,1,Good,Good,0
202021031,Woodend,202009,Macedon Ranges - Moorabool,1,Good,Good,0
202031032,Bendigo Surrounds - North,202003,Bendigo,1,Good,Good,0
202031033,Loddon,202005,Castlemaine - Kerang,1,Good,Good,0
203011034,Bannockburn,202012,South-West Central Victoria,1,Good,Good,0
203011035,Golden Plains - South,202012,South-West Central Victoria,1,Good,Good,0
203011036,Winchelsea,202012,South-West Central Victoria,1,Good,Good,0
203021037,Belmont,202006,Geelong - Queenscliff,1,Good,Good,0
203021039,Geelong,202006,Geelong - Queenscliff,1,Good,Good,0
203021040,Geelong West - Hamlyn Heights,202006,Geelong - Queenscliff,1,Good,Good,0
203021042,Highton,202006,Geelong - Queenscliff,1,Good,Good,0
203021043,Lara,202006,Geelong - Queenscliff,1,Good,Good,0
203021044,Leopold,202006,Geelong - Queenscliff,1,Good,Good,0
203021045,Newcomb - Moolap,202006,Geelong - Queenscliff,1,Good,Good,0
203021046,Newtown (Vic.),202006,Geelong - Queenscliff,1,Good,Good,0
203021047,North Geelong - Bell Park,202006,Geelong - Queenscliff,1,Good,Good,0
203021485,Charlemont,202006,Geelong - Queenscliff,1,Good,Good,0
203021486,Corio - Lovely Banks,202006,Geelong - Queenscliff,1,Good,Good,0
203021487,Grovedale - Mount Duneed,202006,Geelong - Queenscliff,1,Good,Good,0
203021488,Norlane,202006,Geelong - Queenscliff,1,Good,Good,0
203031048,Clifton Springs,202006,Geelong - Queenscliff,1,Good,Good,0
203031049,Lorne - Anglesea,202012,South-West Central Victoria,1,Good,Good,0
203031051,Portarlington,202006,Geelong - Queenscliff,1,Good,Good,0
203031052,Point Lonsdale - Queenscliff,202006,Geelong - Queenscliff,1,Good,Good,0
203031053,Torquay,202012,South-West Central Victoria,1,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,202006,Geelong - Queenscliff,0.9800552,Good,Good,0
203031489,Barwon Heads - Armstrong Creek,202012,South-West Central Victoria,0.0199448,Good,Good,0
203031490,Ocean Grove,202006,Geelong - Queenscliff,1,Good,Good,0
204011054,Alexandra,202015,Upper Goulburn Valley,1,Good,Good,0
204011055,Euroa,202015,Upper Goulburn Valley,1,Good,Good,0
204011056,Kilmore - Broadford,202016,Wallan - Seymour,1,Good,Good,0
204011057,Mansfield (Vic.),202015,Upper Goulburn Valley,1,Good,Good,0
204011058,Nagambie,202015,Upper Goulburn Valley,1,Good,Good,0
204011059,Seymour,202016,Wallan - Seymour,1,Good,Good,0
204011060,Seymour Surrounds,202016,Wallan - Seymour,1,Good,Good,0
204011061,Upper Yarra Valley,201020,Yarra Ranges,1,Good,Good,0
204011062,Yea,202015,Upper Goulburn Valley,1,Good,Good,0
204021063,Benalla,202015,Upper Goulburn Valley,1,Good,Good,0
204021064,Benalla Surrounds,202015,Upper Goulburn Valley,1,Good,Good,0
204021065,Rutherglen,202019,Wodonga,1,Good,Good,0
204021066,Wangaratta,202019,Wodonga,1,Good,Good,0
204021067,Wangaratta Surrounds,202019,Wodonga,1,Good,Good,0
204031068,Beechworth,202019,Wodonga,1,Good,Good,0
204031069,Bright - Mount Beauty,202019,Wodonga,1,Good,Good,0
204031070,Chiltern - Indigo Valley,202019,Wodonga,1,Good,Good,0
204031071,Myrtleford,202019,Wodonga,1,Good,Good,0
204031072,Towong,202019,Wodonga,1,Good,Good,0
204031073,West Wodonga,202019,Wodonga,1,Good,Good,0
204031075,Yackandandah,202019,Wodonga,1,Good,Good,0
204031491,Baranduda - Leneva,202019,Wodonga,1,Good,Good,0
204031492,Wodonga,202019,Wodonga,1,Good,Good,0
205011076,Drouin,202002,Baw Baw,1,Good,Good,0
205011077,Mount Baw Baw Region,202002,Baw Baw,1,Good,Good,0
205011078,Trafalgar (Vic.),202002,Baw Baw,0.982783,Good,Good,0
205011078,Trafalgar (Vic.),202011,South Gippsland - Bass Coast,0.017217,Good,Good,0
205011079,Warragul,202002,Baw Baw,1,Good,Good,0
205021080,Alps - East,202007,Gippsland,1,Good,Good,0
205021081,Bairnsdale,202007,Gippsland,1,Good,Good,0
205021082,Bruthen - Omeo,202007,Gippsland,1,Good,Good,0
205021083,Lake King,202007,Gippsland,1,Good,Good,0
205021084,Lakes Entrance,202007,Gippsland,1,Good,Good,0
205021085,Orbost,202007,Gippsland,1,Good,Good,0
205021086,Paynesville,202007,Gippsland,1,Good,Good,0
205031087,Foster,202011,South Gippsland - Bass Coast,1,Good,Good,0
205031088,French Island,202011,South Gippsland - Bass Coast,1,Good,Good,0
205031089,Korumburra,202011,South Gippsland - Bass Coast,1,Good,Good,0
205031090,Leongatha,202011,South Gippsland - Bass Coast,1,Good,Good,0
205031091,Phillip Island,202011,South Gippsland - Bass Coast,1,Good,Good,0
205031092,Wilsons Promontory,202011,South Gippsland - Bass Coast,1,Good,Good,0
205031093,Wonthaggi - Inverloch,202011,South Gippsland - Bass Coast,1,Good,Good,0
205041094,Churchill,202008,Latrobe,1,Good,Good,0
205041095,Moe - Newborough,202002,Baw Baw,0.057247,Good,Good,0
205041095,Moe - Newborough,202008,Latrobe,0.942753,Good,Good,0
205041096,Morwell,202008,Latrobe,1,Good,Good,0
205041098,Yallourn North - Glengarry,202002,Baw Baw,0.0070168,Good,Good,1
205041098,Yallourn North - Glengarry,202008,Latrobe,0.9929832,Good,Good,0
205041493,Traralgon - East,202008,Latrobe,1,Good,Good,0
205041494,Traralgon - West,202008,Latrobe,1,Good,Good,0
205051099,Alps - West,202007,Gippsland,1,Good,Good,0
205051100,Longford - Loch Sport,202007,Gippsland,1,Good,Good,0
205051101,Maffra,202007,Gippsland,1,Good,Good,0
205051102,Rosedale,202007,Gippsland,1,Good,Good,0
205051103,Sale,202007,Gippsland,1,Good,Good,0
205051104,Yarram,202007,Gippsland,1,Good,Good,0
206011106,Brunswick East,201015,Moreland - Broadmeadows,1,Good,Good,0
206011107,Brunswick West,201015,Moreland - Broadmeadows,1,Good,Good,0
206011109,Pascoe Vale South,201015,Moreland - Broadmeadows,1,Good,Good,0
206011495,Brunswick - North,201015,Moreland - Broadmeadows,1,Good,Good,0
206011496,Brunswick - South,201015,Moreland - Broadmeadows,1,Good,Good,0
206011497,Coburg - East,201015,Moreland - Broadmeadows,1,Good,Good,0
206011498,Coburg - West,201015,Moreland - Broadmeadows,1,Good,Good,0
206021110,Alphington - Fairfield,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
206021112,Thornbury,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
206021499,Northcote - East,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
206021500,Northcote - West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
206031113,Ascot Vale,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
206031115,Flemington,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
206031116,Moonee Ponds,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
206031501,Essendon (West) - Aberfeldie,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
206031502,Essendon - East,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
206041117,Carlton,201012,Melbourne - Port Phillip,1,Good,Good,0
206041118,Docklands,201012,Melbourne - Port Phillip,1,Good,Good,0
206041119,East Melbourne,201012,Melbourne - Port Phillip,1,Good,Good,0
206041120,Flemington Racecourse,201012,Melbourne - Port Phillip,1,Good,Good,0
206041121,Kensington (Vic.),201012,Melbourne - Port Phillip,1,Good,Good,0
206041124,Parkville,201012,Melbourne - Port Phillip,1,Good,Good,0
206041125,South Yarra - West,201012,Melbourne - Port Phillip,1,Good,Good,0
206041127,West Melbourne - Industrial,201012,Melbourne - Port Phillip,1,Good,Good,0
206041503,Melbourne CBD - East,201012,Melbourne - Port Phillip,1,Good,Good,0
206041504,Melbourne CBD - North,201012,Melbourne - Port Phillip,1,Good,Good,0
206041505,Melbourne CBD - West,201012,Melbourne - Port Phillip,1,Good,Good,0
206041506,North Melbourne,201012,Melbourne - Port Phillip,1,Good,Good,0
206041507,Royal Botanic Gardens Victoria,201012,Melbourne - Port Phillip,1,Good,Good,0
206041508,Southbank (West) - South Wharf,201012,Melbourne - Port Phillip,1,Good,Good,0
206041509,Southbank - East,201012,Melbourne - Port Phillip,1,Good,Good,0
206041510,West Melbourne - Residential,201012,Melbourne - Port Phillip,1,Good,Good,0
206051128,Albert Park,201012,Melbourne - Port Phillip,1,Good,Good,0
206051129,Elwood,201012,Melbourne - Port Phillip,1,Good,Good,0
206051130,Port Melbourne,201012,Melbourne - Port Phillip,1,Good,Good,0
206051134,St Kilda East,201012,Melbourne - Port Phillip,1,Good,Good,0
206051511,Port Melbourne Industrial,201012,Melbourne - Port Phillip,1,Good,Good,0
206051512,South Melbourne,201012,Melbourne - Port Phillip,1,Good,Good,0
206051513,St Kilda - Central,201012,Melbourne - Port Phillip,1,Good,Good,0
206051514,St Kilda - West,201012,Melbourne - Port Phillip,1,Good,Good,0
206061135,Armadale,201010,Melbourne - East,1,Good,Good,0
206061136,Prahran - Windsor,201010,Melbourne - East,1,Good,Good,0
206061138,Toorak,201010,Melbourne - East,1,Good,Good,0
206061515,South Yarra - North,201010,Melbourne - East,1,Good,Good,0
206061516,South Yarra - South,201010,Melbourne - East,1,Good,Good,0
206071139,Abbotsford,201012,Melbourne - Port Phillip,1,Good,Good,0
206071140,Carlton North - Princes Hill,201012,Melbourne - Port Phillip,1,Good,Good,0
206071141,Collingwood,201012,Melbourne - Port Phillip,1,Good,Good,0
206071142,Fitzroy,201012,Melbourne - Port Phillip,1,Good,Good,0
206071143,Fitzroy North,201012,Melbourne - Port Phillip,0.926068,Good,Good,0
206071143,Fitzroy North,201015,Moreland - Broadmeadows,0.073932,Good,Good,0
206071145,Clifton Hill - Alphington,201012,Melbourne - Port Phillip,1,Good,Good,0
206071517,Richmond (South) - Cremorne,201012,Melbourne - Port Phillip,1,Good,Good,0
206071518,Richmond - North,201012,Melbourne - Port Phillip,1,Good,Good,0
207011146,Ashburton (Vic.),201010,Melbourne - East,1,Good,Good,0
207011147,Balwyn,201010,Melbourne - East,1,Good,Good,0
207011148,Balwyn North,201010,Melbourne - East,1,Good,Good,0
207011149,Camberwell,201010,Melbourne - East,1,Good,Good,0
207011150,Glen Iris - East,201010,Melbourne - East,1,Good,Good,0
207011152,Hawthorn East,201010,Melbourne - East,1,Good,Good,0
207011154,Kew East,201010,Melbourne - East,1,Good,Good,0
207011155,Surrey Hills (West) - Canterbury,201010,Melbourne - East,1,Good,Good,0
207011519,Hawthorn - North,201010,Melbourne - East,1,Good,Good,0
207011520,Hawthorn - South,201010,Melbourne - East,1,Good,Good,0
207011521,Kew - South,201010,Melbourne - East,1,Good,Good,0
207011522,Kew - West,201010,Melbourne - East,1,Good,Good,0
207021156,Bulleen,201011,Melbourne - North-East,1,Good,Good,0
207021157,Doncaster,201011,Melbourne - North-East,1,Good,Good,0
207021159,Templestowe,201011,Melbourne - North-East,1,Good,Good,0
207021160,Templestowe Lower,201011,Melbourne - North-East,1,Good,Good,0
207021424,Doncaster East - North,201011,Melbourne - North-East,1,Good,Good,0
207021425,Doncaster East - South,201011,Melbourne - North-East,1,Good,Good,0
207031161,Blackburn,201018,Whitehorse,1,Good,Good,0
207031162,Blackburn South,201018,Whitehorse,1,Good,Good,0
207031163,Box Hill,201018,Whitehorse,1,Good,Good,0
207031164,Box Hill North,201018,Whitehorse,1,Good,Good,0
207031165,Burwood (Vic.),201018,Whitehorse,1,Good,Good,0
207031166,Burwood East,201018,Whitehorse,1,Good,Good,0
207031167,Surrey Hills (East) - Mont Albert,201018,Whitehorse,1,Good,Good,0
208011168,Beaumaris,201010,Melbourne - East,1,Good,Good,0
208011169,Brighton (Vic.),201010,Melbourne - East,1,Good,Good,0
208011170,Brighton East,201010,Melbourne - East,1,Good,Good,0
208011171,Highett (West) - Cheltenham,201010,Melbourne - East,1,Good,Good,0
208011172,Hampton,201010,Melbourne - East,1,Good,Good,0
208011173,Sandringham - Black Rock,201010,Melbourne - East,1,Good,Good,0
208021174,Bentleigh - McKinnon,201010,Melbourne - East,1,Good,Good,0
208021176,Carnegie,201010,Melbourne - East,1,Good,Good,0
208021177,Caulfield - North,201010,Melbourne - East,1,Good,Good,0
208021178,Caulfield - South,201010,Melbourne - East,1,Good,Good,0
208021179,Elsternwick,201010,Melbourne - East,1,Good,Good,0
208021180,Hughesdale,201014,Monash,1,Good,Good,0
208021181,Murrumbeena,201010,Melbourne - East,1,Good,Good,0
208021182,Ormond - Glen Huntly,201010,Melbourne - East,1,Good,Good,0
208021426,Bentleigh East - North,201010,Melbourne - East,1,Good,Good,0
208021427,Bentleigh East - South,201010,Melbourne - East,1,Good,Good,0
208031183,Aspendale Gardens - Waterways,201005,Frankston,1,Good,Good,0
208031184,Braeside,201005,Frankston,1,Good,Good,0
208031185,Carrum - Patterson Lakes,201005,Frankston,1,Good,Good,0
208031186,Chelsea - Bonbeach,201005,Frankston,1,Good,Good,0
208031187,Chelsea Heights,201005,Frankston,1,Good,Good,0
208031188,Highett (East) - Cheltenham,201005,Frankston,1,Good,Good,0
208031189,Edithvale - Aspendale,201005,Frankston,1,Good,Good,0
208031190,Mentone,201005,Frankston,1,Good,Good,0
208031191,Moorabbin - Heatherton,201005,Frankston,1,Good,Good,0
208031192,Moorabbin Airport,201005,Frankston,1,Good,Good,0
208031193,Mordialloc - Parkdale,201005,Frankston,1,Good,Good,0
208041194,Malvern - Glen Iris,201010,Melbourne - East,1,Good,Good,0
208041195,Malvern East,201010,Melbourne - East,1,Good,Good,0
209011196,Bundoora - East,201011,Melbourne - North-East,1,Good,Good,0
209011197,Greensborough,201011,Melbourne - North-East,1,Good,Good,0
209011198,Heidelberg - Rosanna,201011,Melbourne - North-East,1,Good,Good,0
209011199,Heidelberg West,201011,Melbourne - North-East,1,Good,Good,0
209011200,Ivanhoe,201011,Melbourne - North-East,1,Good,Good,0
209011201,Ivanhoe East - Eaglemont,201011,Melbourne - North-East,1,Good,Good,0
209011202,Montmorency - Briar Hill,201011,Melbourne - North-East,1,Good,Good,0
209011203,Viewbank - Yallambie,201011,Melbourne - North-East,1,Good,Good,0
209011204,Watsonia,201011,Melbourne - North-East,1,Good,Good,0
209021205,Kingsbury,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209021428,Preston - East,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209021429,Preston - West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209021523,Reservoir - North East,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209021524,Reservoir - North West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209021525,Reservoir - South East,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209021526,Reservoir - South West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209031209,Eltham,201011,Melbourne - North-East,1,Good,Good,0
209031210,Hurstbridge,201011,Melbourne - North-East,1,Good,Good,0
209031211,Kinglake,202015,Upper Goulburn Valley,1,Good,Good,0
209031212,Panton Hill - St Andrews,201011,Melbourne - North-East,1,Good,Good,0
209031213,Plenty - Yarrambat,201011,Melbourne - North-East,1,Good,Good,0
209031214,Research - North Warrandyte,201011,Melbourne - North-East,1,Good,Good,0
209031215,Wattle Glen - Diamond Creek,201011,Melbourne - North-East,1,Good,Good,0
209041216,Bundoora - North,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041217,Bundoora - West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041220,Mill Park - North,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041221,Mill Park - South,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041223,Thomastown,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041224,Wallan,202016,Wallan - Seymour,1,Good,Good,0
209041225,Whittlesea,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041431,Epping - East,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041432,Epping - South,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041433,Epping (Vic.) - West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041435,South Morang - North,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041436,South Morang - South,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041437,Wollert,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041527,Doreen - North,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041528,Doreen - South,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041529,Lalor - East,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041530,Lalor - West,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041531,Mernda - North,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
209041532,Mernda - South,201017,Northcote - Preston - Whittlesea,1,Good,Good,0
210011226,Airport West,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
210011227,Essendon Airport,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
210011228,Keilor,201001,Brimbank,0.999405,Good,Good,0
210011228,Keilor,201003,Craigieburn - Sunbury,0.000595,Good,Good,1
210011230,Niddrie - Essendon West,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
210011231,Strathmore,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
210011533,Avondale Heights,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
210011534,Keilor East,201008,Maribyrnong - Moonee Valley,1,Good,Good,0
210021232,Gisborne,202009,Macedon Ranges - Moorabool,1,Good,Good,0
210021233,Macedon,202009,Macedon Ranges - Moorabool,1,Good,Good,0
210021234,Riddells Creek,202009,Macedon Ranges - Moorabool,1,Good,Good,0
210021235,Romsey,202009,Macedon Ranges - Moorabool,1,Good,Good,0
210031236,Coburg North,201015,Moreland - Broadmeadows,1,Good,Good,0
210031237,Fawkner,201015,Moreland - Broadmeadows,1,Good,Good,0
210031439,Gowanbrae,201015,Moreland - Broadmeadows,1,Good,Good,0
210031440,Hadfield,201015,Moreland - Broadmeadows,1,Good,Good,0
210031535,Glenroy - East,201015,Moreland - Broadmeadows,1,Good,Good,0
210031536,Glenroy - West,201015,Moreland - Broadmeadows,1,Good,Good,0
210031537,Oak Park,201015,Moreland - Broadmeadows,1,Good,Good,0
210031538,Pascoe Vale,201015,Moreland - Broadmeadows,1,Good,Good,0
210041240,Sunbury,201003,Craigieburn - Sunbury,1,Good,Good,0
210041539,Diggers Rest,201013,Melton,1,Good,Good,0
210041540,Sunbury - South,201003,Craigieburn - Sunbury,1,Good,Good,0
210041541,Sunbury - West,201003,Craigieburn - Sunbury,1,Good,Good,0
210051242,Broadmeadows,201015,Moreland - Broadmeadows,1,Good,Good,0
210051243,Campbellfield - Coolaroo,201015,Moreland - Broadmeadows,1,Good,Good,0
210051245,Gladstone Park - Westmeadows,201003,Craigieburn - Sunbury,0.183948,Good,Good,0
210051245,Gladstone Park - Westmeadows,201015,Moreland - Broadmeadows,0.816052,Good,Good,0
210051246,Greenvale - Bulla,201003,Craigieburn - Sunbury,1,Good,Good,0
210051247,Meadow Heights,201015,Moreland - Broadmeadows,1,Good,Good,0
210051248,Melbourne Airport,201003,Craigieburn - Sunbury,1,Good,Good,0
210051250,Tullamarine,201015,Moreland - Broadmeadows,1,Good,Good,0
210051441,Craigieburn - Central,201003,Craigieburn - Sunbury,1,Good,Good,0
210051442,Craigieburn - North,201003,Craigieburn - Sunbury,1,Good,Good,0
210051443,Craigieburn - South,201003,Craigieburn - Sunbury,1,Good,Good,0
210051445,Mickleham - Yuroke,201003,Craigieburn - Sunbury,1,Good,Good,0
210051542,Craigieburn - North West,201003,Craigieburn - Sunbury,1,Good,Good,0
210051543,Craigieburn - West,201003,Craigieburn - Sunbury,1,Good,Good,0
210051544,Roxburgh Park (South) - Somerton,201003,Craigieburn - Sunbury,1,Good,Good,0
210051545,Roxburgh Park - North,201003,Craigieburn - Sunbury,1,Good,Good,0
211011251,Bayswater,201007,Knox,1,Good,Good,0
211011254,Knoxfield - Scoresby,201007,Knox,1,Good,Good,0
211011255,Lysterfield,201007,Knox,1,Good,Good,0
211011256,Rowville - Central,201007,Knox,1,Good,Good,0
211011257,Rowville - North,201007,Knox,1,Good,Good,0
211011258,Rowville - South,201007,Knox,1,Good,Good,0
211011259,Wantirna,201007,Knox,1,Good,Good,0
211011260,Wantirna South,201007,Knox,1,Good,Good,0
211011446,Boronia,201007,Knox,1,Good,Good,0
211011447,Ferntree Gully - North,201007,Knox,1,Good,Good,0
211011448,Ferntree Gully (South) - Upper Ferntree Gully,201007,Knox,1,Good,Good,0
211011449,The Basin,201007,Knox,1,Good,Good,0
211021261,Donvale - Park Orchards,201011,Melbourne - North-East,1,Good,Good,0
211021262,Warrandyte - Wonga Park,201011,Melbourne - North-East,0.9683545,Good,Good,0
211021262,Warrandyte - Wonga Park,201020,Yarra Ranges,0.0316455,Good,Good,0
211031263,Bayswater North,201009,Maroondah,1,Good,Good,0
211031265,Croydon Hills - Warranwood,201009,Maroondah,1,Good,Good,0
211031266,Ringwood,201009,Maroondah,1,Good,Good,0
211031267,Ringwood East,201009,Maroondah,1,Good,Good,0
211031268,Ringwood North,201009,Maroondah,1,Good,Good,0
211031450,Croydon - East,201009,Maroondah,1,Good,Good,0
211031451,Croydon - West,201009,Maroondah,1,Good,Good,0
211031452,Croydon South,201009,Maroondah,1,Good,Good,0
211041269,Forest Hill,201018,Whitehorse,1,Good,Good,0
211041270,Mitcham (Vic.),201018,Whitehorse,1,Good,Good,0
211041271,Nunawading,201011,Melbourne - North-East,0.0259835,Good,Good,0
211041271,Nunawading,201018,Whitehorse,0.9740165,Good,Good,0
211041272,Vermont,201009,Maroondah,0.0423261,Good,Good,0
211041272,Vermont,201018,Whitehorse,0.9576739,Good,Good,0
211041273,Vermont South,201018,Whitehorse,1,Good,Good,0
211051274,Belgrave - Selby,201002,Cardinia,0.0276773,Good,Good,0
211051274,Belgrave - Selby,201020,Yarra Ranges,0.9723227,Good,Good,0
211051275,Chirnside Park,201020,Yarra Ranges,1,Good,Good,0
211051276,Healesville - Yarra Glen,201020,Yarra Ranges,1,Good,Good,0
211051277,Kilsyth,201020,Yarra Ranges,1,Good,Good,0
211051278,Lilydale - Coldstream,201020,Yarra Ranges,1,Good,Good,0
211051279,Monbulk - Silvan,201020,Yarra Ranges,1,Good,Good,0
211051280,Montrose,201020,Yarra Ranges,1,Good,Good,0
211051281,Mooroolbark,201020,Yarra Ranges,1,Good,Good,0
211051282,Mount Dandenong - Olinda,201020,Yarra Ranges,1,Good,Good,0
211051283,Mount Evelyn,201020,Yarra Ranges,1,Good,Good,0
211051284,Upwey - Tecoma,201020,Yarra Ranges,1,Good,Good,0
211051285,Wandin - Seville,201020,Yarra Ranges,1,Good,Good,0
211051286,Yarra Valley,201020,Yarra Ranges,1,Good,Good,0
212011289,Emerald - Cockatoo,201002,Cardinia,0.9823461,Good,Good,0
212011289,Emerald - Cockatoo,201020,Yarra Ranges,0.0176539,Good,Good,0
212011546,Beaconsfield - Officer,201002,Cardinia,1,Good,Good,0
212011547,Bunyip - Garfield,201002,Cardinia,1,Good,Good,0
212011548,Koo Wee Rup,201002,Cardinia,1,Good,Good,0
212011549,Pakenham - North East,201002,Cardinia,1,Good,Good,0
212011550,Pakenham - North West,201002,Cardinia,1,Good,Good,0
212011551,Pakenham - South East,201002,Cardinia,1,Good,Good,0
212011552,Pakenham - South West,201002,Cardinia,1,Good,Good,0
212021293,Berwick - North,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021295,Doveton,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021297,Hallam,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021299,Narre Warren North,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021453,Endeavour Hills - North,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021454,Endeavour Hills - South,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021455,Narre Warren - North East,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021456,Narre Warren - South West,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021553,Berwick - South East,201004,Cranbourne - Narre Warren,1,Good,Good,0
212021554,Berwick - South West,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031300,Cranbourne,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031303,Cranbourne South,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031304,Cranbourne West,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031306,Lynbrook - Lyndhurst,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031308,Pearcedale - Tooradin,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031457,Narre Warren South - East,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031458,Narre Warren South - West,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031555,Clyde North - North,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031556,Clyde North - South,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031557,Cranbourne East - North,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031558,Cranbourne East - South,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031559,Cranbourne North - East,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031560,Cranbourne North - West,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031561,Hampton Park - East,201004,Cranbourne - Narre Warren,1,Good,Good,0
212031562,Hampton Park - West,201004,Cranbourne - Narre Warren,1,Good,Good,0
212041309,Clarinda - Oakleigh South,201005,Frankston,1,Good,Good,0
212041310,Clayton South,201005,Frankston,1,Good,Good,0
212041312,Dandenong North,201006,Greater Dandenong,1,Good,Good,0
212041313,Dingley Village,201005,Frankston,1,Good,Good,0
212041316,Noble Park North,201006,Greater Dandenong,1,Good,Good,0
212041317,Springvale,201006,Greater Dandenong,1,Good,Good,0
212041318,Springvale South,201006,Greater Dandenong,1,Good,Good,0
212041459,Noble Park - East,201006,Greater Dandenong,1,Good,Good,0
212041460,Noble Park - West,201006,Greater Dandenong,1,Good,Good,0
212041563,Dandenong - North,201006,Greater Dandenong,1,Good,Good,0
212041564,Dandenong - South,201006,Greater Dandenong,1,Good,Good,0
212041565,Keysborough - North,201006,Greater Dandenong,1,Good,Good,0
212041566,Keysborough - South,201006,Greater Dandenong,1,Good,Good,0
212051319,Ashwood - Chadstone,201014,Monash,1,Good,Good,0
212051321,Glen Waverley - East,201014,Monash,1,Good,Good,0
212051322,Glen Waverley - West,201014,Monash,1,Good,Good,0
212051323,Mount Waverley - North,201014,Monash,1,Good,Good,0
212051324,Mount Waverley - South,201014,Monash,1,Good,Good,0
212051325,Mulgrave,201014,Monash,1,Good,Good,0
212051326,Oakleigh - Huntingdale,201014,Monash,1,Good,Good,0
212051327,Wheelers Hill,201014,Monash,1,Good,Good,0
212051567,Clayton (North) - Notting Hill,201014,Monash,1,Good,Good,0
212051568,Clayton - Central,201014,Monash,1,Good,Good,0
213011328,Ardeer - Albion,201001,Brimbank,1,Good,Good,0
213011329,Cairnlea,201001,Brimbank,1,Good,Good,0
213011331,Delahey,201001,Brimbank,1,Good,Good,0
213011332,Keilor Downs,201001,Brimbank,1,Good,Good,0
213011333,Kings Park (Vic.),201001,Brimbank,1,Good,Good,0
