LGA_CODE_2021,LGA_NAME_2021,LGA_CODE_2022,LGA_NAME_2022,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
56860,Nungarin,56860,Nungarin,1,Good,Good,0
56930,Peppermint Grove,56930,Peppermint Grove,1,Good,Good,0
57000,Perenjori,57000,Perenjori,1,Good,Good,0
57080,Perth,57080,Perth,1,Good,Good,0
57140,Pingelly,57140,Pingelly,1,Good,Good,0
57210,Plantagenet,57210,Plantagenet,1,Good,Good,0
57280,Port Hedland,57280,Port Hedland,1,Good,Good,0
57350,Quairading,57350,Quairading,1,Good,Good,0
57420,Ravensthorpe,57420,Ravensthorpe,1,Good,Good,0
57490,Rockingham,57490,Rockingham,1,Good,Good,0
57630,Sandstone,57630,Sandstone,1,Good,Good,0
57700,Serpentine-Jarrahdale,57700,Serpentine-Jarrahdale,1,Good,Good,0
57770,Shark Bay,57770,Shark Bay,1,Good,Good,0
57840,South Perth,57840,South Perth,1,Good,Good,0
57910,Stirling,57910,Stirling,1,Good,Good,0
57980,Subiaco,57980,Subiaco,1,Good,Good,0
58050,Swan,58050,Swan,1,Good,Good,0
58190,Tammin,58190,Tammin,1,Good,Good,0
58260,Three Springs,58260,Three Springs,1,Good,Good,0
58330,Toodyay,58330,Toodyay,1,Good,Good,0
58400,Trayning,58400,Trayning,1,Good,Good,0
58470,Upper Gascoyne,58470,Upper Gascoyne,1,Good,Good,0
58510,Victoria Park,58510,Victoria Park,1,Good,Good,0
58540,Victoria Plains,58540,Victoria Plains,1,Good,Good,0
58570,Vincent,58570,Vincent,1,Good,Good,0
58610,Wagin,58610,Wagin,1,Good,Good,0
58680,Wandering,58680,Wandering,1,Good,Good,0
58760,Wanneroo,58760,Wanneroo,1,Good,Good,0
58820,Waroona,58820,Waroona,1,Good,Good,0
58890,West Arthur,58890,West Arthur,1,Good,Good,0
59030,Westonia,59030,Westonia,1,Good,Good,0
59100,Wickepin,59100,Wickepin,1,Good,Good,0
59170,Williams,59170,Williams,1,Good,Good,0
59250,Wiluna,59250,Wiluna,1,Good,Good,0
59310,Wongan-Ballidu,59310,Wongan-Ballidu,1,Good,Good,0
59320,Woodanilling,59320,Woodanilling,1,Good,Good,0
59330,Wyalkatchem,59330,Wyalkatchem,1,Good,Good,0
59340,Wyndham-East Kimberley,59340,Wyndham-East Kimberley,1,Good,Good,0
59350,Yalgoo,59350,Yalgoo,1,Good,Good,0
59360,Yilgarn,59360,Yilgarn,1,Good,Good,0
59370,York,59370,York,1,Good,Good,0
59499,No usual address (WA),59499,No usual address (WA),1,Good,Good,0
59799,Migratory - Offshore - Shipping (WA),59799,Migratory - Offshore - Shipping (WA),1,Good,Good,0
60210,Break O'Day,60210,Break O'Day,1,Good,Good,0
60410,Brighton,60410,Brighton,1,Good,Good,0
60610,Burnie,60610,Burnie,1,Good,Good,0
60810,Central Coast (Tas.),60810,Central Coast (Tas.),1,Good,Good,0
61010,Central Highlands (Tas.),61010,Central Highlands (Tas.),1,Good,Good,0
61210,Circular Head,61210,Circular Head,1,Good,Good,0
61410,Clarence,61410,Clarence,1,Good,Good,0
61510,Derwent Valley,61510,Derwent Valley,1,Good,Good,0
61610,Devonport,61610,Devonport,1,Good,Good,0
61810,Dorset,61810,Dorset,1,Good,Good,0
62010,Flinders (Tas.),62010,Flinders (Tas.),1,Good,Good,0
62210,George Town,62210,George Town,1,Good,Good,0
62410,Glamorgan-Spring Bay,62410,Glamorgan-Spring Bay,1,Good,Good,0
62610,Glenorchy,62610,Glenorchy,1,Good,Good,0
62810,Hobart,62810,Hobart,1,Good,Good,0
63010,Huon Valley,63010,Huon Valley,1,Good,Good,0
63210,Kentish,63210,Kentish,1,Good,Good,0
63410,King Island,63410,King Island,1,Good,Good,0
63610,Kingborough,63610,Kingborough,1,Good,Good,0
63810,Latrobe (Tas.),63810,Latrobe (Tas.),1,Good,Good,0
64010,Launceston,64010,Launceston,1,Good,Good,0
64210,Meander Valley,64210,Meander Valley,1,Good,Good,0
64610,Northern Midlands,64610,Northern Midlands,1,Good,Good,0
64810,Sorell,64810,Sorell,1,Good,Good,0
65010,Southern Midlands,65010,Southern Midlands,1,Good,Good,0
65210,Tasman,65210,Tasman,1,Good,Good,0
65410,Waratah-Wynyard,65410,Waratah-Wynyard,1,Good,Good,0
65610,West Coast,65610,West Coast,1,Good,Good,0
65810,West Tamar,65810,West Tamar,1,Good,Good,0
69499,No usual address (Tas.),69499,No usual address (Tas.),1,Good,Good,0
69799,Migratory - Offshore - Shipping (Tas.),69799,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
70200,Alice Springs,70200,Alice Springs,1,Good,Good,0
70420,Barkly,70420,Barkly,1,Good,Good,0
70540,Belyuen,70540,Belyuen,1,Good,Good,0
70620,Central Desert,70620,Central Desert,1,Good,Good,0
70700,Coomalie,70700,Coomalie,1,Good,Good,0
71000,Darwin,71000,Darwin,1,Good,Good,0
71150,Darwin Waterfront Precinct,71150,Darwin Waterfront Precinct,1,Good,Good,0
71300,East Arnhem,71300,East Arnhem,1,Good,Good,0
72200,Katherine,72200,Katherine,1,Good,Good,0
72300,Litchfield,72300,Litchfield,1,Good,Good,0
72330,MacDonnell,72330,MacDonnell,1,Good,Good,0
72800,Palmerston,72800,Palmerston,1,Good,Good,0
73600,Roper Gulf,73600,Roper Gulf,1,Good,Good,0
74050,Tiwi Islands,74050,Tiwi Islands,1,Good,Good,0
74550,Victoria Daly,74550,Victoria Daly,1,Good,Good,0
74560,Wagait,74560,Wagait,1,Good,Good,0
74660,West Arnhem,74660,West Arnhem,1,Good,Good,0
74680,West Daly,74680,West Daly,1,Good,Good,0
79399,Unincorporated NT,72800,Palmerston,0.0135498,Good,Good,0
79399,Unincorporated NT,79399,Unincorporated NT,0.9864502,Good,Good,0
79499,No usual address (NT),79499,No usual address (NT),1,Good,Good,0
79799,Migratory - Offshore - Shipping (NT),79799,Migratory - Offshore - Shipping (NT),1,Good,Good,0
89399,Unincorporated ACT,89399,Unincorporated ACT,1,Good,Good,0
89499,No usual address (ACT),89499,No usual address (ACT),1,Good,Good,0
89799,Migratory - Offshore - Shipping (ACT),89799,Migratory - Offshore - Shipping (ACT),1,Good,Good,0
99399,Unincorp. Other Territories,99399,Unincorp. Other Territories,1,Good,Good,0
99499,No usual address (OT),99499,No usual address (OT),1,Good,Good,0
99799,Migratory - Offshore - Shipping (OT),99799,Migratory - Offshore - Shipping (OT),1,Good,Good,0
ZZZZZ,Outside Australia,ZZZZZ,Outside Australia,1,Good,Good,0
