SA2_CODE_2021,SA2_NAME_2021,ILOC_CODE_2021,ILOC_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
501021009,Collie,50701504,Collie,1,Good,Good,0
501021010,Dardanup,50701503,Capel - Dardanup,1,Good,Good,0
501021011,Davenport,50700303,Bunbury - South,1,Poor,Good,0
501021012,Eaton - Pelican Point,50700302,Bunbury - North-East,0.0742044,Poor,Good,0
501021012,Eaton - Pelican Point,50701503,Capel - Dardanup,0.9257956,Good,Good,0
501021014,Harvey,50700601,Harvey and Surrounds,1,Good,Good,0
501021015,East Bunbury - Glen Iris,50700301,Bunbury - North Coast,0.5594734,Acceptable,Good,0
501021015,East Bunbury - Glen Iris,50700302,Bunbury - North-East,0.4405266,Poor,Good,0
501021016,Waroona,50701203,Waroona,1,Good,Good,0
501021251,Dalyellup,50701503,Capel - Dardanup,1,Good,Good,0
501021252,Gelorup - Stratham,50701503,Capel - Dardanup,1,Good,Good,0
501021253,South Bunbury - Bunbury,50700301,Bunbury - North Coast,1,Acceptable,Good,0
501021254,Withers - Usher,50700303,Bunbury - South,0.4181722,Poor,Good,0
501021254,Withers - Usher,50700305,Withers,0.5818278,Poor,Good,0
501031017,Bridgetown - Boyup Brook,50701502,Bridgetown - Scott River East,1,Acceptable,Good,0
501031018,Donnybrook - Balingup,50701505,Donnybrook - Balingup,1,Good,Good,0
501031019,Manjimup,50701002,Manjimup,1,Acceptable,Good,0
501031020,Pemberton,50701002,Manjimup,0.7000336,Acceptable,Good,0
501031020,Pemberton,50701502,Bridgetown - Scott River East,0.2999664,Acceptable,Good,0
502011021,Dawesville - Bouvard,50700901,Mandurah,1,Good,Good,0
502011022,Falcon - Wannanup,50700901,Mandurah,1,Good,Good,0
502011023,Greenfields,50700901,Mandurah,1,Good,Good,0
502011024,Halls Head - Erskine,50700901,Mandurah,1,Good,Good,0
502011025,Mandurah,50700901,Mandurah,1,Good,Good,0
502011026,Mandurah - East,50700901,Mandurah,1,Good,Good,0
502011027,Mandurah - North,50700901,Mandurah,1,Good,Good,0
502011028,Mandurah - South,50700901,Mandurah,1,Good,Good,0
502011029,Pinjarra,50701202,Pinjarra,1,Good,Good,0
503011030,City Beach,50501402,Perth - West,1,Good,Good,0
503011031,Claremont (WA),50501402,Perth - West,1,Good,Good,0
503011032,Cottesloe,50501402,Perth - West,1,Good,Good,0
503011033,Floreat,50501402,Perth - West,1,Good,Good,0
503011034,Mosman Park - Peppermint Grove,50501402,Perth - West,1,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,50501401,Perth - Central,0.0843052,Good,Good,0
503011035,Nedlands - Dalkeith - Crawley,50501402,Perth - West,0.9156948,Good,Good,0
503011036,Swanbourne - Mount Claremont,50501402,Perth - West,1,Good,Good,0
503021037,Kings Park (WA),50501401,Perth - Central,1,Good,Good,0
503021038,Mount Hawthorn - Leederville,50501401,Perth - Central,0.927949,Good,Good,0
503021038,Mount Hawthorn - Leederville,50501804,Stirling - Inner South,0.072051,Acceptable,Good,0
503021039,Mount Lawley - Inglewood,50501802,Stirling - East,1,Acceptable,Good,0
503021040,North Perth,50501401,Perth - Central,1,Good,Good,0
503021042,Subiaco - Shenton Park,50501402,Perth - West,1,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,50501402,Perth - West,0.2398041,Good,Good,0
503021043,Wembley - West Leederville - Glendalough,50501804,Stirling - Inner South,0.7601959,Acceptable,Good,0
503021295,East Perth,50501401,Perth - Central,1,Good,Good,0
503021296,Perth (North) - Highgate,50501401,Perth - Central,1,Good,Good,0
503021297,Perth (West) - Northbridge,50501401,Perth - Central,1,Good,Good,0
504011044,Bassendean - Eden Hill - Ashfield,50500201,Bassendean,1,Good,Good,0
504011045,Bayswater - Embleton - Bedford,50500301,Bayswater - North,0.1368276,Acceptable,Good,0
504011045,Bayswater - Embleton - Bedford,50500302,Bayswater - South,0.8631724,Good,Good,0
504011046,Maylands,50500302,Bayswater - South,1,Good,Good,0
504011047,Morley,50500301,Bayswater - North,1,Acceptable,Good,0
504011048,Noranda,50500301,Bayswater - North,0.8243159,Acceptable,Good,0
504011048,Noranda,50501901,Ballajura - Malaga,0.1756841,Good,Good,0
504021049,Chidlow,50501301,Darlington - Mundaring - Chidlow,1,Acceptable,Good,0
504021050,Glen Forrest - Darlington,50501301,Darlington - Mundaring - Chidlow,1,Acceptable,Good,0
504021051,Helena Valley - Koongamia,50501301,Darlington - Mundaring - Chidlow,0.8289651,Acceptable,Good,0
504021051,Helena Valley - Koongamia,50501903,Bellevue - Koongamia,0.1710349,Poor,Good,0
504021052,Malmalling - Reservoir,50501301,Darlington - Mundaring - Chidlow,1,Acceptable,Good,0
504021053,Mundaring,50501301,Darlington - Mundaring - Chidlow,1,Acceptable,Good,0
504021054,Swan View - Greenmount - Midvale,50501301,Darlington - Mundaring - Chidlow,0.2068449,Acceptable,Good,0
504021054,Swan View - Greenmount - Midvale,50501302,Swan View,0.6150703,Poor,Good,0
504021054,Swan View - Greenmount - Midvale,50501908,Midvale - Middle Swan,0.1780848,Poor,Good,0
504031055,Avon Valley National Park,50501904,Bullsbrook - Gidgegannup,1,Poor,Good,0
504031056,Ballajura,50501901,Ballajura - Malaga,0.9961621,Good,Good,0
504031056,Ballajura,50501904,Bullsbrook - Gidgegannup,0.0038379,Poor,Good,1
504031057,Beechboro,50501902,Beechboro,0.6707737,Poor,Good,0
504031057,Beechboro,50501904,Bullsbrook - Gidgegannup,0.3292263,Poor,Good,0
504031058,Bullsbrook,50501904,Bullsbrook - Gidgegannup,1,Poor,Good,0
504031060,Gidgegannup,50501904,Bullsbrook - Gidgegannup,1,Poor,Good,0
504031061,Hazelmere - Guildford,50501906,Guildford - Hazelmere - Woodbridge,1,Poor,Good,0
504031062,Lockridge - Kiara,50501902,Beechboro,0.5772694,Poor,Good,0
504031062,Lockridge - Kiara,50501904,Bullsbrook - Gidgegannup,0.4227306,Poor,Good,0
504031063,Malaga,50501901,Ballajura - Malaga,1,Good,Good,0
504031064,Melaleuca - Lexia,50501904,Bullsbrook - Gidgegannup,1,Poor,Good,0
504031065,Middle Swan - Herne Hill,50501904,Bullsbrook - Gidgegannup,0.3447776,Poor,Good,0
504031065,Middle Swan - Herne Hill,50501907,Midland - Viveash,0.2264216,Poor,Good,0
504031065,Middle Swan - Herne Hill,50501908,Midvale - Middle Swan,0.4288009,Poor,Good,0
504031066,Midland - Guildford,50501301,Darlington - Mundaring - Chidlow,0.0548724,Acceptable,Good,0
504031066,Midland - Guildford,50501903,Bellevue - Koongamia,0.0791526,Poor,Good,0
504031066,Midland - Guildford,50501906,Guildford - Hazelmere - Woodbridge,0.2906239,Poor,Good,0
504031066,Midland - Guildford,50501907,Midland - Viveash,0.3825871,Poor,Good,0
504031066,Midland - Guildford,50501908,Midvale - Middle Swan,0.1927639,Poor,Good,0
504031067,Stratton - Jane Brook,50501909,Stratton - Jane Brook,1,Good,Good,0
504031068,The Vines,50501904,Bullsbrook - Gidgegannup,1,Poor,Good,0
504031069,Walyunga National Park,50501904,Bullsbrook - Gidgegannup,1,Poor,Good,0
504031298,Aveley,50501904,Bullsbrook - Gidgegannup,0.5555422,Poor,Good,0
504031298,Aveley,50501905,Ellenbrook,0.4444578,Acceptable,Good,0
504031299,Brabham - Henley Brook,50501904,Bullsbrook - Gidgegannup,0.85803,Poor,Good,0
504031299,Brabham - Henley Brook,50501905,Ellenbrook,0.14197,Acceptable,Good,0
504031300,Ellenbrook,50501904,Bullsbrook - Gidgegannup,5.00E-07,Poor,Good,1
504031300,Ellenbrook,50501905,Ellenbrook,0.9999995,Acceptable,Good,0
505011070,Craigie - Beldon,50500902,Joondalup - South,1,Good,Good,0
505011071,Currambine - Kinross,50500901,Joondalup - North,1,Good,Good,0
505011072,Duncraig,50500902,Joondalup - South,1,Good,Good,0
505011073,Greenwood - Warwick,50500902,Joondalup - South,1,Good,Good,0
505011074,Heathridge - Connolly,50500901,Joondalup - North,1,Good,Good,0
505011075,Hillarys,50500902,Joondalup - South,1,Good,Good,0
505011076,Iluka - Burns Beach,50500901,Joondalup - North,1,Good,Good,0
505011077,Joondalup - Edgewater,50500901,Joondalup - North,1,Good,Good,0
505011078,Kingsley,50500902,Joondalup - South,1,Good,Good,0
505011079,Mullaloo - Kallaroo,50500902,Joondalup - South,1,Good,Good,0
505011080,Ocean Reef,50500901,Joondalup - North,1,Good,Good,0
505011081,Padbury,50500902,Joondalup - South,1,Good,Good,0
505011082,Sorrento - Marmion,50500902,Joondalup - South,1,Good,Good,0
505011083,Woodvale,50500902,Joondalup - South,0.9339712,Good,Good,0
505011083,Woodvale,50502001,Wanneroo - North-East,0.0660288,Good,Good,0
505021084,Balcatta - Hamersley,50501803,Stirling - Inner North,0.3245278,Poor,Good,0
505021084,Balcatta - Hamersley,50501804,Stirling - Inner South,0.6754722,Acceptable,Good,0
505021085,Balga - Mirrabooka,50501802,Stirling - East,0.3410333,Acceptable,Good,0
505021085,Balga - Mirrabooka,50501803,Stirling - Inner North,0.6589667,Poor,Good,0
505021087,Herdsman,50501804,Stirling - Inner South,1,Acceptable,Good,0
505021088,Innaloo - Doubleview,50501801,Stirling - Coast,1,Good,Good,0
505021089,Karrinyup - Gwelup - Carine,50501801,Stirling - Coast,1,Good,Good,0
505021090,Nollamara - Westminster,50501804,Stirling - Inner South,1,Acceptable,Good,0
505021091,Osborne Park Industrial,50501804,Stirling - Inner South,1,Acceptable,Good,0
505021092,Scarborough,50501801,Stirling - Coast,1,Good,Good,0
505021093,Stirling - Osborne Park,50501804,Stirling - Inner South,1,Acceptable,Good,0
505021094,Trigg - North Beach - Watermans Bay,50501801,Stirling - Coast,1,Good,Good,0
505021095,Tuart Hill - Joondanna,50501804,Stirling - Inner South,1,Acceptable,Good,0
505021096,Wembley Downs - Churchlands - Woodlands,50501801,Stirling - Coast,1,Good,Good,0
505021097,Yokine - Coolbinia - Menora,50501802,Stirling - East,0.1852016,Acceptable,Good,0
505021097,Yokine - Coolbinia - Menora,50501804,Stirling - Inner South,0.8147984,Acceptable,Good,0
505021301,Dianella - North,50501802,Stirling - East,1,Acceptable,Good,0
505021302,Dianella - South,50501802,Stirling - East,1,Acceptable,Good,0
505031098,Alexander Heights - Koondoola,50502001,Wanneroo - North-East,1,Good,Good,0
505031099,Butler - Merriwa - Ridgewood,50502101,Yanchep - Two Rocks,1,Good,Good,0
505031100,Carramar,50502001,Wanneroo - North-East,1,Good,Good,0
505031101,Clarkson,50502101,Yanchep - Two Rocks,1,Good,Good,0
505031102,Girrawheen,50502001,Wanneroo - North-East,1,Good,Good,0
505031104,Marangaroo,50502001,Wanneroo - North-East,1,Good,Good,0
505031105,Mindarie - Quinns Rocks - Jindalee,50502101,Yanchep - Two Rocks,1,Good,Good,0
505031106,Neerabup National Park,50502101,Yanchep - Two Rocks,1,Good,Good,0
505031107,Tapping - Ashby - Sinagra,50502001,Wanneroo - North-East,1,Good,Good,0
505031255,Alkimos - Eglinton,50502101,Yanchep - Two Rocks,1,Good,Good,0
505031256,Carabooda - Pinjar,50502001,Wanneroo - North-East,0.3926451,Good,Good,0
505031256,Carabooda - Pinjar,50502101,Yanchep - Two Rocks,0.6073549,Good,Good,0
505031257,Two Rocks,50502001,Wanneroo - North-East,0.376108,Good,Good,0
505031257,Two Rocks,50502101,Yanchep - Two Rocks,0.623892,Good,Good,0
505031258,Yanchep,50502101,Yanchep - Two Rocks,1,Good,Good,0
505031303,Hocking - Pearsall,50502001,Wanneroo - North-East,1,Good,Good,0
505031304,Landsdale,50502001,Wanneroo - North-East,1,Good,Good,0
505031305,Madeley - Darch,50502001,Wanneroo - North-East,1,Good,Good,0
505031306,Wanneroo - Sinagra,50502001,Wanneroo - North-East,1,Good,Good,0
506011110,Armadale - Wungong - Brookdale,50500101,Armadale - Central,0.5765392,Poor,Good,0
506011110,Armadale - Wungong - Brookdale,50500102,Armadale - Surrounds,0.4234608,Acceptable,Good,0
506011111,Ashendon - Lesley,50500102,Armadale - Surrounds,1,Acceptable,Good,0
506011112,Camillo - Champion Lakes,50500102,Armadale - Surrounds,0.2343168,Acceptable,Good,0
506011112,Camillo - Champion Lakes,50500105,Westfield,0.7656832,Acceptable,Good,0
506011114,Kelmscott,50500103,Kelmscott,1,Good,Good,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50500102,Armadale - Surrounds,1,Acceptable,Good,0
506011116,Roleystone,50500102,Armadale - Surrounds,1,Acceptable,Good,0
506011117,Seville Grove,50500104,Seville Grove,1,Good,Good,0
506011307,Harrisdale,50500102,Armadale - Surrounds,1,Acceptable,Good,0
506011308,Piara Waters - Forrestdale,50500102,Armadale - Surrounds,1,Acceptable,Good,0
506021118,Belmont - Ascot - Redcliffe,50500401,Belmont - North,1,Good,Good,0
506021119,East Victoria Park - Carlisle,50501702,Victoria Park,1,Good,Good,0
506021120,Kewdale Commercial,50500403,Kewdale,1,Good,Good,0
506021121,Perth Airport,50501906,Guildford - Hazelmere - Woodbridge,1,Poor,Good,0
506021123,Victoria Park - Lathlain - Burswood,50501702,Victoria Park,1,Good,Good,0
506021309,Cloverdale,50500402,Cloverdale,1,Good,Good,0
506021310,Kewdale,50500403,Kewdale,1,Good,Good,0
506021311,Rivervale,50500404,Rivervale,1,Good,Good,0
506031124,Bentley - Wilson - St James,50500502,Canning - North-East,0.8167771,Good,Good,0
506031124,Bentley - Wilson - St James,50501702,Victoria Park,0.1832229,Good,Good,0
506031125,Canning Vale - West,50500503,Canning Vale - East,1,Good,Good,0
506031126,Canning Vale Commercial,50500503,Canning Vale - East,1,Good,Good,0
506031127,Cannington - Queens Park,50500502,Canning - North-East,1,Good,Good,0
506031128,Parkwood - Ferndale - Lynwood,50500501,Canning - Central,1,Good,Good,0
506031129,Riverton - Shelley - Rossmoyne,50500501,Canning - Central,1,Good,Good,0
506031130,Welshpool,50500502,Canning - North-East,1,Good,Good,0
506031131,Willetton,50500501,Canning - Central,1,Good,Good,0
506041132,Beckenham - Kenwick - Langford,50500801,Beckenham,0.4480959,Poor,Good,0
506041132,Beckenham - Kenwick - Langford,50500805,Kenwick,0.2808419,Poor,Good,0
506041132,Beckenham - Kenwick - Langford,50500806,Langford,0.2710621,Poor,Good,0
506041133,Canning Vale - East,50500802,Canning Vale (West) - Southern River,1,Acceptable,Good,0
506041134,Gosnells,50500803,Gosnells,1,Good,Good,0
506041135,Huntingdale - Southern River,50500802,Canning Vale (West) - Southern River,0.5882425,Acceptable,Good,0
506041135,Huntingdale - Southern River,50500804,Huntingdale,0.4117575,Poor,Good,0
506041136,Maddington - Orange Grove - Martin,50500807,Maddington - Martin - Orange Grove,1,Good,Good,0
506041137,Thornlie,50500808,Thornlie,1,Good,Good,0
506051138,Forrestfield - Wattle Grove,50501001,Forrestfield,0.6572164,Poor,Good,0
506051138,Forrestfield - Wattle Grove,50501003,Kalamunda - Surrounds,0.3427836,Acceptable,Good,0
506051139,High Wycombe,50501002,High Wycombe,1,Good,Good,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,50501003,Kalamunda - Surrounds,1,Acceptable,Good,0
506051141,Lesmurdie - Bickley - Carmel,50501003,Kalamunda - Surrounds,1,Acceptable,Good,0
506061142,Byford,50501601,Serpentine - Jarrahdale,1,Good,Good,0
506061143,Mundijong,50501601,Serpentine - Jarrahdale,1,Good,Good,0
506061144,Serpentine - Jarrahdale,50501601,Serpentine - Jarrahdale,1,Good,Good,0
506071145,Como,50501701,South Perth,1,Good,Good,0
506071146,Manning - Waterford,50501701,South Perth,1,Good,Good,0
506071147,South Perth - Kensington,50501701,South Perth,0.9720296,Good,Good,0
506071147,South Perth - Kensington,50501702,Victoria Park,0.0279704,Good,Good,0
507011148,Banjup,50500603,Cockburn - East,1,Acceptable,Good,0
507011150,Bibra Industrial,50500601,Cockburn - Central,1,Poor,Good,0
507011151,Bibra Lake,50500601,Cockburn - Central,1,Poor,Good,0
507011152,Coogee,50500602,Cockburn - Coast,1,Good,Good,0
507011153,Coolbellup,50500601,Cockburn - Central,0.3286696,Poor,Good,0
507011153,Coolbellup,50500604,Coolbellup,0.6713304,Poor,Good,0
507011154,Hamilton Hill,50500605,Hamilton Hill,1,Good,Good,0
507011155,Henderson,50500602,Cockburn - Coast,1,Good,Good,0
507011158,North Coogee,50500602,Cockburn - Coast,0.6272292,Good,Good,0
507011158,North Coogee,50500605,Hamilton Hill,0.3727708,Good,Good,0
507011159,South Lake - Cockburn Central,50500601,Cockburn - Central,0.3721145,Poor,Good,0
507011159,South Lake - Cockburn Central,50500603,Cockburn - East,0.6278855,Acceptable,Good,0
507011160,Spearwood,50500602,Cockburn - Coast,1,Good,Good,0
507011161,Success - Hammond Park,50500601,Cockburn - Central,0.2287232,Poor,Good,0
507011161,Success - Hammond Park,50500603,Cockburn - East,0.7712768,Acceptable,Good,0
507011163,Yangebup,50500601,Cockburn - Central,1,Poor,Good,0
507011259,Beeliar - Wattleup,50500601,Cockburn - Central,1,Poor,Good,0
507011260,Jandakot,50500603,Cockburn - East,1,Acceptable,Good,0
507021164,East Fremantle,50500701,Fremantle,1,Good,Good,0
507021165,Fremantle,50500602,Cockburn - Coast,0.0099141,Good,Good,1
507021165,Fremantle,50500701,Fremantle,0.9900859,Good,Good,0
507021166,Fremantle - South,50500701,Fremantle,1,Good,Good,0
507021167,O'Connor (WA),50500701,Fremantle,1,Good,Good,0
507031169,Wellard (West) - Bertram,50501102,Kwinana - Surrounds,1,Good,Good,0
507031170,Calista,50501101,Kwinana - Central,0.9989109,Good,Good,0
507031170,Calista,50501102,Kwinana - Surrounds,0.0010891,Good,Good,1
507031172,Hope Valley - Postans,50501102,Kwinana - Surrounds,1,Good,Good,0
507031173,Kwinana Industrial,50501102,Kwinana - Surrounds,1,Good,Good,0
507031174,Parmelia - Orelia,50501101,Kwinana - Central,1,Good,Good,0
507031261,Casuarina - Wandi,50501102,Kwinana - Surrounds,1,Good,Good,0
507041175,Applecross - Ardross,50501201,Melville - North,1,Good,Good,0
507041176,Bateman,50501202,Melville - South,1,Good,Good,0
507041177,Bicton - Palmyra,50501201,Melville - North,1,Good,Good,0
507041178,Booragoon,50501201,Melville - North,1,Good,Good,0
507041179,Bull Creek,50501202,Melville - South,1,Good,Good,0
507041180,Leeming,50501202,Melville - South,1,Good,Good,0
507041181,Melville,50501201,Melville - North,1,Good,Good,0
507041182,Murdoch - Kardinya,50501202,Melville - South,1,Good,Good,0
507041183,Willagee,50501202,Melville - South,1,Good,Good,0
507041184,Winthrop,50501202,Melville - South,1,Good,Good,0
507051186,Cooloongup,50501501,Rockingham - Central Coast,1,Good,Good,0
507051187,Port Kennedy,50501501,Rockingham - Central Coast,1,Good,Good,0
507051188,Rockingham,50500602,Cockburn - Coast,0.0469713,Good,Good,0
507051188,Rockingham,50501502,Rockingham - North,0.9530287,Good,Good,0
507051189,Rockingham Lakes,50501501,Rockingham - Central Coast,1,Good,Good,0
507051190,Safety Bay - Shoalwater,50501502,Rockingham - North,1,Good,Good,0
507051191,Singleton - Golden Bay - Secret Harbour,50501503,Rockingham - South-West,1,Good,Good,0
507051192,Waikiki,50501501,Rockingham - Central Coast,1,Good,Good,0
507051193,Warnbro,50501501,Rockingham - Central Coast,1,Good,Good,0
507051312,Baldivis - North,50501503,Rockingham - South-West,1,Good,Good,0
507051313,Baldivis - South,50501503,Rockingham - South-West,1,Good,Good,0
507051314,Karnup,50501503,Rockingham - South-West,1,Good,Good,0
509011225,Albany,50700101,Albany - Central,0.9258765,Acceptable,Good,0
509011225,Albany,50700102,Albany - Surrounds,0.0741235,Acceptable,Good,0
509011226,Albany Surrounds,50700102,Albany - Surrounds,1,Acceptable,Good,0
509011227,Bayonet Head - Lower King,50700102,Albany - Surrounds,1,Acceptable,Good,0
509011228,Denmark,50701001,Denmark - Plantagenet,1,Good,Good,0
509011229,Gnowangerup,50700801,Gnowangerup,1,Good,Good,0
509011230,Katanning,50701301,Katanning,1,Good,Good,0
509011231,Kojonup,50700802,Kojonup,1,Good,Good,0
509011232,Little Grove - Elleker,50700102,Albany - Surrounds,1,Acceptable,Good,0
509011233,McKail - Willyung,50700101,Albany - Central,0.2932594,Acceptable,Good,0
509011233,McKail - Willyung,50700102,Albany - Surrounds,0.7067406,Acceptable,Good,0
509011234,Plantagenet,50701001,Denmark - Plantagenet,1,Good,Good,0
509011235,Stirling Range National Park,50701001,Denmark - Plantagenet,1,Good,Good,0
509021236,Chittering,50701101,Gingin - Dandaragan - Chittering,1,Good,Good,0
509021237,Cunderdin,50700201,Avon - Surrounds,0.5468219,Poor,Good,0
509021237,Cunderdin,50700203,Kellerberrin,0.2989552,Poor,Good,0
509021237,Cunderdin,50700204,Quairading,0.1542229,Poor,Good,0
509021238,Dowerin,50700201,Avon - Surrounds,1,Poor,Good,0
509021239,Gingin - Dandaragan,50701101,Gingin - Dandaragan - Chittering,1,Good,Good,0
509021240,Merredin,50700501,Merredin,1,Good,Good,0
509021241,Moora,50700201,Avon - Surrounds,0.3066157,Poor,Good,0
509021241,Moora,50701101,Gingin - Dandaragan - Chittering,0.1811971,Good,Good,0
509021241,Moora,50701102,Moora,0.5121872,Poor,Good,0
509021242,Mukinbudin,50700502,Mukinbudin,1,Good,Good,0
509021243,Northam,50700201,Avon - Surrounds,0.4126411,Poor,Good,0
509021243,Northam,50701401,Northam,0.5873589,Poor,Good,0
509021244,Toodyay,50700201,Avon - Surrounds,1,Poor,Good,0
509021245,York - Beverley,50700201,Avon - Surrounds,0.3659421,Poor,Good,0
509021245,York - Beverley,50700202,Beverley,0.1674166,Poor,Good,0
509021245,York - Beverley,50700205,York,0.4666413,Poor,Good,0
509031246,Brookton,50700701,Brookton,0.7068404,Poor,Good,0
509031246,Brookton,50700703,Pingelly,0.2931596,Poor,Good,0
509031247,Kulin,50700702,Kulin,1,Good,Good,0
509031248,Murray,50701201,Murray - Boddington,1,Good,Good,0
509031249,Narrogin,50701302,Narrogin - Wagin,1,Good,Good,0
509031250,Wagin,50701302,Narrogin - Wagin,1,Good,Good,0
510011262,Broome,50100101,Broome - Central,0.2495624,Poor,Good,0
510011262,Broome,50100102,Broome - North,0.3653699,Poor,Good,0
510011262,Broome,50100103,Broome Town Camps,0.0159216,Poor,Good,0
510011262,Broome,50100104,Minyirr - Cable Beach,0.3691461,Poor,Good,0
510011263,Derby - West Kimberley,50800101,Derby,0.3832903,Poor,Good,0
510011263,Derby - West Kimberley,50800102,Karmarlinunga - Djimu Nguda - Budulah,0.0124281,Poor,Good,0
510011263,Derby - West Kimberley,50800103,Mowanjum,0.0330412,Poor,Good,0
510011263,Derby - West Kimberley,50800301,Bayulu,0.04335,Poor,Good,0
510011263,Derby - West Kimberley,50800302,Djugerari,0.0053669,Poor,Good,1
510011263,Derby - West Kimberley,50800303,Fitzroy River - Surrounds,0.0249987,Poor,Good,0
510011263,Derby - West Kimberley,50800304,Joy Springs,0.0114383,Poor,Good,0
510011263,Derby - West Kimberley,50800305,Kooraby,1.40E-06,Poor,Good,1
510011263,Derby - West Kimberley,50800306,Muludja,0.0249931,Poor,Good,0
510011263,Derby - West Kimberley,50800307,Wangkatjungka,0.0326177,Poor,Good,0
510011263,Derby - West Kimberley,50800308,Yakanarra,0.0165213,Poor,Good,0
510011263,Derby - West Kimberley,50800501,Burawa - Darlngunaya - Bungardi,0.022172,Poor,Good,0
510011263,Derby - West Kimberley,50800502,Fitzroy Crossing,0.0844478,Poor,Good,0
510011263,Derby - West Kimberley,50800503,Fitzroy Crossing - Surrounds,0.0088982,Poor,Good,1
510011263,Derby - West Kimberley,50800504,Junjuwa,0.0326177,Poor,Good,0
510011263,Derby - West Kimberley,50800505,Mindi Rardi - Kurnangki - Loanbun,0.0275388,Poor,Good,0
510011263,Derby - West Kimberley,50800506,Yungngora,0.0612804,Poor,Good,0
510011263,Derby - West Kimberley,50800601,Jarlmadangah Burru,0.0049433,Poor,Good,1
510011263,Derby - West Kimberley,50800602,Kupungarri,0.012709,Poor,Good,0
510011263,Derby - West Kimberley,50800603,Looma,0.0581741,Poor,Good,0
510011263,Derby - West Kimberley,50800604,Outer Derby - West Kimberley,0.0875923,Poor,Good,0
510011263,Derby - West Kimberley,50800605,Pandanus Park,0.0115795,Poor,Good,0
510011264,Halls Creek,50400103,Warmun,0.1268581,Poor,Good,0
510011264,Halls Creek,50400201,Balgo,0.1310218,Poor,Good,0
510011264,Halls Creek,50400202,Great Sandy Desert,0.0510974,Poor,Good,0
510011264,Halls Creek,50400203,Kundat Djaru,0.0391419,Poor,Good,0
510011264,Halls Creek,50400204,Mindibungu,0.0560745,Poor,Good,0
510011264,Halls Creek,50400205,Mulan,0.0333127,Poor,Good,0
510011264,Halls Creek,50400301,Halls Creek exc.Town Camps,0.3317918,Poor,Good,0
510011264,Halls Creek,50400302,Mardiwah Loop - Lundja,0.0760632,Poor,Good,0
510011264,Halls Creek,50400303,Yardgee - Nicholson Town Camps,0.0385895,Poor,Good,0
510011264,Halls Creek,50400401,Halls Creek - Surrounds,0.116049,Poor,Good,0
510011265,Kununurra,50400101,Argyle,0.0398057,Poor,Good,0
510011265,Kununurra,50400102,Doon Doon,0.0084127,Poor,Good,1
510011265,Kununurra,50400501,Kalumburu,0.0518045,Poor,Good,0
510011265,Kununurra,50400601,Kununurra exc. Town Camps,0.6079902,Poor,Good,0
510011265,Kununurra,50400602,Mirima,0.0173581,Poor,Good,0
510011265,Kununurra,50400603,Nulleywah,0.0080121,Poor,Good,1
510011265,Kununurra,50400701,North-East Kimberley,0.1331702,Poor,Good,0
510011265,Kununurra,50400702,North-West Kimberley,0.0339551,Poor,Good,0
510011265,Kununurra,50400801,Wyndham,0.0994914,Poor,Good,0
510011266,Roebuck,50100102,Broome - North,0.1543165,Poor,Good,0
510011266,Roebuck,50100201,Bardi (One Arm Point),0.1412362,Poor,Good,0
510011266,Roebuck,50100202,Beagle Bay,0.1334142,Poor,Good,0
510011266,Roebuck,50100203,Bidyadanga,0.2576982,Poor,Good,0
510011266,Roebuck,50100207,Broome - Surrounds,0.203387,Poor,Good,0
510011266,Roebuck,50100208,Djarindjin - Lombadina,0.1099479,Poor,Good,0
510021267,East Pilbara,50600102,Jigalong,0.0488024,Poor,Good,0
510021267,East Pilbara,50600103,Kiwirrkurra,0.0303966,Poor,Good,0
510021267,East Pilbara,50600104,Kunawarritji,0.0140171,Poor,Good,0
510021267,East Pilbara,50600105,Marble Bar - Mirtunkarra (Goodabinya),0.0302412,Poor,Good,0
510021267,East Pilbara,50600107,Nullagine,0.0243227,Poor,Good,0
510021267,East Pilbara,50600108,Parnngurr,0.0197584,Poor,Good,0
510021267,East Pilbara,50600109,Punmu,0.0212781,Poor,Good,0
510021267,East Pilbara,50600110,Warralong,0.0151991,Poor,Good,0
510021267,East Pilbara,50600111,East Pilbara - Surrounds,0.7310273,Poor,Good,0
510021267,East Pilbara,50600112,Kiwirrkurra - Surrounds,1.70E-06,Poor,Good,1
510021267,East Pilbara,50600401,Mugarinya (Yandeyarra),0.0099645,Poor,Good,1
510021267,East Pilbara,50600402,Port Hedland - Surrounds,0.0549911,Poor,Good,0
510021268,Newman,50600106,Newman,1,Good,Good,0
510021269,Port Hedland,50600403,Port Hedland exc. Tjalka Brooda,0.9999976,Good,Good,0
510021269,Port Hedland,50600405,Tjalka Boorda,2.40E-06,Poor,Good,1
510021270,South Hedland,50600404,South Hedland,1,Good,Good,0
510031271,Ashburton (WA),50600201,Exmouth - Ashburton - Surrounds,0.3233591,Poor,Good,0
510031271,Ashburton (WA),50600202,Onslow,0.1090861,Poor,Good,0
510031271,Ashburton (WA),50600203,Paraburdoo,0.1803755,Poor,Good,0
