POA_CODE_2016,POA_NAME_2016,POA_CODE_2021,POA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
4566,4566,4566,4566,1,Good,Good,0
4567,4567,4567,4567,1,Good,Good,0
4568,4568,4568,4568,1,Good,Good,0
4569,4569,4569,4569,1,Good,Good,0
4570,4570,4570,4570,1,Good,Good,0
4571,4571,4571,4571,1,Good,Good,0
4572,4572,4572,4572,1,Good,Good,0
4573,4573,4573,4573,1,Good,Good,0
4574,4574,4574,4574,1,Good,Good,0
4575,4575,4575,4575,1,Good,Good,0
4580,4580,4580,4580,1,Good,Good,0
4581,4581,4581,4581,1,Good,Good,0
4600,4600,4600,4600,1,Good,Good,0
4601,4601,4601,4601,1,Good,Good,0
4605,4605,4605,4605,1,Good,Good,0
4606,4606,4606,4606,1,Good,Good,0
4608,4608,4608,4608,1,Good,Good,0
4610,4610,4410,4410,0.0033704,Good,Good,1
4610,4610,4610,4610,0.9966296,Good,Good,0
4611,4611,4611,4611,1,Good,Good,0
4612,4612,4612,4612,1,Good,Good,0
4613,4613,4613,4613,1,Good,Good,0
4614,4614,4614,4614,1,Good,Good,0
4615,4615,4615,4615,1,Good,Good,0
4620,4620,4620,4620,1,Good,Good,0
4621,4621,4621,4621,1,Good,Good,0
4625,4625,4625,4625,1,Good,Good,0
4626,4626,4413,4413,1.00E-07,Good,Good,1
4626,4626,4626,4626,0.9999999,Good,Good,0
4627,4627,4627,4627,1,Good,Good,0
4630,4630,4630,4630,1,Good,Good,0
4650,4650,4650,4650,1,Good,Good,0
4655,4655,4655,4655,1,Good,Good,0
4659,4659,4659,4659,1,Good,Good,0
4660,4660,4660,4660,1,Good,Good,0
4662,4662,4662,4662,1,Good,Good,0
4670,4670,4670,4670,1,Good,Good,0
4671,4671,4671,4671,1,Good,Good,0
4673,4673,4673,4673,1,Good,Good,0
4674,4674,4674,4674,1,Good,Good,0
4676,4676,4676,4676,1,Good,Good,0
4677,4677,4677,4677,1,Good,Good,0
4678,4678,4678,4678,1,Good,Good,0
4680,4680,4680,4680,1,Good,Good,0
4694,4694,4694,4694,1,Good,Good,0
4695,4695,4695,4695,1,Good,Good,0
4697,4697,4697,4697,1,Good,Good,0
4699,4699,4699,4699,1,Good,Good,0
4700,4700,4700,4700,1,Good,Good,0
4701,4701,4703,4703,1.00E-07,Good,Good,1
4701,4701,4701,4701,0.9999999,Good,Good,0
4702,4702,4720,4720,2.00E-07,Good,Good,1
4702,4702,4723,4723,0.0002306,Good,Good,1
4702,4702,4702,4702,0.9997692,Good,Good,0
4703,4703,4703,4703,1,Good,Good,0
4704,4704,4704,4704,1,Good,Good,0
4705,4705,4705,4705,1,Good,Good,0
4706,4706,4706,4706,1,Good,Good,0
4707,4707,4707,4707,1,Good,Good,0
4709,4709,4709,4709,1,Good,Good,0
4710,4710,4710,4710,1,Good,Good,0
4711,4711,4711,4711,1,Good,Good,0
4712,4712,4712,4712,1,Good,Good,0
4713,4713,4713,4713,1,Good,Good,0
4714,4714,4714,4714,1,Good,Good,0
4715,4715,4715,4715,1,Good,Good,0
4716,4716,4716,4716,1,Good,Good,0
4717,4717,4717,4717,1,Good,Good,0
4718,4718,4718,4718,1,Good,Good,0
4719,4719,4719,4719,1,Good,Good,0
4720,4720,4720,4720,1,Good,Good,0
4721,4721,4721,4721,1,Good,Good,0
4722,4722,4720,4720,0.0104225,Good,Good,0
4722,4722,4722,4722,0.9895774,Good,Good,0
4723,4723,4723,4723,1,Good,Good,0
4724,4724,4724,4724,1,Good,Good,0
4725,4725,4725,4725,1,Good,Good,0
4726,4726,4732,4732,0.0120547,Good,Good,0
4726,4726,4726,4726,0.9879453,Good,Good,0
4727,4727,4727,4727,1,Good,Good,0
4728,4728,4728,4728,1,Good,Good,0
4730,4730,4732,4732,0.0016597,Good,Good,1
4730,4730,4730,4730,0.9983403,Good,Good,0
4731,4731,4731,4731,1,Good,Good,0
4732,4732,4732,4732,1,Good,Good,0
4733,4733,4733,4733,1,Good,Good,0
4735,4735,4735,4735,1,Good,Good,0
4736,4736,4736,4736,1,Good,Good,0
4737,4737,4737,4737,1,Good,Good,0
4738,4738,4738,4738,1,Good,Good,0
4739,4739,4739,4739,1,Good,Good,0
4740,4740,4740,4740,1,Good,Good,0
4741,4741,4741,4741,1,Good,Good,0
4742,4742,4743,4743,1.00E-07,Good,Good,1
4742,4742,4742,4742,0.9999999,Good,Good,0
4743,4743,4743,4743,1,Good,Good,0
4744,4744,4744,4744,1,Good,Good,0
4745,4745,4745,4745,1,Good,Good,0
4746,4746,4746,4746,1,Good,Good,0
4750,4750,4740,4740,0.0085653,Good,Good,1
4750,4750,4750,4750,0.9914347,Good,Good,0
4751,4751,4751,4751,1,Good,Good,0
4753,4753,4753,4753,1,Good,Good,0
4754,4754,4754,4754,1,Good,Good,0
4756,4756,4756,4756,1,Good,Good,0
4757,4757,4757,4757,1,Good,Good,0
4798,4798,4798,4798,1,Good,Good,0
4799,4799,4799,4799,1,Good,Good,0
4800,4800,4802,4802,0.0019216,Good,Good,1
4800,4800,4800,4800,0.9980784,Good,Good,0
4801,4801,4802,4802,1,Good,Good,0
4802,4802,4802,4802,1,Good,Good,0
4803,4803,4802,4802,1,Good,Good,0
4804,4804,4804,4804,1,Good,Good,0
4805,4805,4805,4805,1,Good,Good,0
4806,4806,4806,4806,1,Good,Good,0
4807,4807,4807,4807,1,Good,Good,0
4808,4808,4808,4808,1,Good,Good,0
4809,4809,4809,4809,1,Good,Good,0
4810,4810,4810,4810,1,Good,Good,0
4811,4811,4811,4811,1,Good,Good,0
4812,4812,4812,4812,1,Good,Good,0
4814,4814,4814,4814,1,Good,Good,0
4815,4815,4815,4815,1,Good,Good,0
4816,4816,4821,4821,0.0027573,Good,Good,1
4816,4816,4816,4816,0.9972427,Good,Good,0
4817,4817,4817,4817,1,Good,Good,0
4818,4818,4818,4818,1,Good,Good,0
4819,4819,4819,4819,1,Good,Good,0
4820,4820,4721,4721,1.00E-07,Good,Good,1
4820,4820,4820,4820,0.9999999,Good,Good,0
4821,4821,4821,4821,1,Good,Good,0
4822,4822,4822,4822,1,Good,Good,0
4823,4823,4823,4823,1,Good,Good,0
4824,4824,4824,4824,1,Good,Good,0
4825,4825,4825,4825,1,Good,Good,0
4828,4828,4828,4828,1,Good,Good,0
4829,4829,4829,4829,1,Good,Good,0
4830,4830,4830,4830,1,Good,Good,0
4849,4849,4849,4849,1,Good,Good,0
4850,4850,4850,4850,1,Good,Good,0
4852,4852,4852,4852,1,Good,Good,0
4854,4854,4854,4854,1,Good,Good,0
4855,4855,4855,4855,1,Good,Good,0
4856,4856,4856,4856,1,Good,Good,0
4858,4858,4858,4858,1,Good,Good,0
4859,4859,4859,4859,1,Good,Good,0
4860,4860,4860,4860,1,Good,Good,0
4861,4861,4861,4861,1,Good,Good,0
4865,4865,4865,4865,1,Good,Good,0
4868,4868,4868,4868,1,Good,Good,0
4869,4869,4869,4869,1,Good,Good,0
4870,4870,4870,4870,1,Good,Good,0
4871,4871,4816,4816,0.0001109,Good,Good,1
4871,4871,4879,4879,0.0026549,Good,Good,1
4871,4871,4871,4871,0.9972341,Good,Good,0
4872,4872,4872,4872,1,Good,Good,0
4873,4873,4873,4873,1,Good,Good,0
4874,4874,4874,4874,1,Good,Good,0
4875,4875,4876,4876,1.00E-07,Good,Good,1
4875,4875,4875,4875,0.9999999,Good,Good,0
4876,4876,4876,4876,1,Good,Good,0
4877,4877,4877,4877,1,Good,Good,0
4878,4878,4879,4879,0.0002272,Good,Good,1
4878,4878,4878,4878,0.9997728,Good,Good,0
4879,4879,4879,4879,1,Good,Good,0
4880,4880,4880,4880,1,Good,Good,0
4881,4881,4881,4881,1,Good,Good,0
4882,4882,4882,4882,1,Good,Good,0
4883,4883,4883,4883,1,Good,Good,0
4884,4884,4885,4885,0.005428,Good,Good,1
4884,4884,4884,4884,0.994572,Good,Good,0
4885,4885,4885,4885,1,Good,Good,0
4886,4886,4886,4886,1,Good,Good,0
4887,4887,4887,4887,1,Good,Good,0
4888,4888,4888,4888,1,Good,Good,0
4890,4890,4890,4890,1,Good,Good,0
4891,4891,4891,4891,1,Good,Good,0
4892,4892,4892,4892,1,Good,Good,0
4895,4895,4895,4895,1,Good,Good,0
5000,5000,5000,5000,1,Good,Good,0
5005,5005,5000,5000,1,Good,Good,0
5006,5006,5006,5006,1,Good,Good,0
5007,5007,5007,5007,1,Good,Good,0
5008,5008,5008,5008,1,Good,Good,0
5009,5009,5009,5009,1,Good,Good,0
5010,5010,5010,5010,1,Good,Good,0
5011,5011,5023,5023,0.0013937,Good,Good,1
5011,5011,5011,5011,0.9986063,Good,Good,0
5012,5012,5012,5012,1,Good,Good,0
5013,5013,5013,5013,1,Good,Good,0
5014,5014,5014,5014,1,Good,Good,0
5015,5015,5015,5015,1,Good,Good,0
5016,5016,5016,5016,1,Good,Good,0
5017,5017,5017,5017,1,Good,Good,0
5018,5018,5018,5018,1,Good,Good,0
5019,5019,5019,5019,1,Good,Good,0
5020,5020,5020,5020,1,Good,Good,0
5021,5021,5021,5021,1,Good,Good,0
5022,5022,5022,5022,1,Good,Good,0
5023,5023,5021,5021,6.00E-07,Good,Good,1
5023,5023,5023,5023,0.9999994,Good,Good,0
5024,5024,5024,5024,1,Good,Good,0
5025,5025,5025,5025,1,Good,Good,0
5031,5031,5031,5031,1,Good,Good,0
5032,5032,5032,5032,1,Good,Good,0
5033,5033,5033,5033,1,Good,Good,0
5034,5034,5034,5034,1,Good,Good,0
5035,5035,5035,5035,1,Good,Good,0
5037,5037,5037,5037,1,Good,Good,0
5038,5038,5038,5038,1,Good,Good,0
5039,5039,5039,5039,1,Good,Good,0
5040,5040,5040,5040,1,Good,Good,0
5041,5041,5041,5041,1,Good,Good,0
5042,5042,5042,5042,1,Good,Good,0
5043,5043,5038,5038,0.0029721,Good,Good,1
5043,5043,5043,5043,0.9970279,Good,Good,0
5044,5044,5044,5044,1,Good,Good,0
5045,5045,5045,5045,1,Good,Good,0
5046,5046,5046,5046,1,Good,Good,0
5047,5047,5047,5047,1,Good,Good,0
5048,5048,5048,5048,1,Good,Good,0
5049,5049,5049,5049,1,Good,Good,0
5050,5050,5050,5050,1,Good,Good,0
5051,5051,5051,5051,1,Good,Good,0
5052,5052,5052,5052,1,Good,Good,0
5061,5061,5061,5061,1,Good,Good,0
5062,5062,5062,5062,1,Good,Good,0
5063,5063,5063,5063,1,Good,Good,0
5064,5064,5064,5064,1,Good,Good,0
5065,5065,5065,5065,1,Good,Good,0
5066,5066,5066,5066,1,Good,Good,0
5067,5067,5067,5067,1,Good,Good,0
5068,5068,5068,5068,1,Good,Good,0
5069,5069,5069,5069,1,Good,Good,0
5070,5070,5070,5070,1,Good,Good,0
5072,5072,5072,5072,1,Good,Good,0
5073,5073,5073,5073,1,Good,Good,0
5074,5074,5074,5074,1,Good,Good,0
5075,5075,5075,5075,1,Good,Good,0
5076,5076,5076,5076,1,Good,Good,0
5081,5081,5081,5081,1,Good,Good,0
5082,5082,5082,5082,1,Good,Good,0
5083,5083,5083,5083,1,Good,Good,0
5084,5084,5084,5084,1,Good,Good,0
5085,5085,5085,5085,1,Good,Good,0
5086,5086,5085,5085,0.006002,Good,Good,1
5086,5086,5086,5086,0.993998,Good,Good,0
5087,5087,5087,5087,1,Good,Good,0
5088,5088,5088,5088,1,Good,Good,0
5089,5089,5089,5089,1,Good,Good,0
5090,5090,5090,5090,1,Good,Good,0
5091,5091,5091,5091,1,Good,Good,0
5092,5092,5092,5092,1,Good,Good,0
5093,5093,5093,5093,1,Good,Good,0
5094,5094,5094,5094,1,Good,Good,0
5095,5095,5095,5095,1,Good,Good,0
5096,5096,5096,5096,1,Good,Good,0
5097,5097,5097,5097,1,Good,Good,0
5098,5098,5098,5098,1,Good,Good,0
5106,5106,5106,5106,1,Good,Good,0
5107,5107,5107,5107,1,Good,Good,0
5108,5108,5108,5108,1,Good,Good,0
5109,5109,5125,5125,0.0429603,Good,Good,0
5109,5109,5109,5109,0.9570397,Good,Good,0
5110,5110,5110,5110,1,Good,Good,0
5111,5111,5111,5111,1,Good,Good,0
5112,5112,5112,5112,1,Good,Good,0
5113,5113,5113,5113,1,Good,Good,0
5114,5114,5114,5114,1,Good,Good,0
5115,5115,5115,5115,1,Good,Good,0
5116,5116,5116,5116,1,Good,Good,0
5117,5117,5117,5117,1,Good,Good,0
5118,5118,5118,5118,1,Good,Good,0
5120,5120,5120,5120,1,Good,Good,0
5121,5121,5121,5121,1,Good,Good,0
5125,5125,5125,5125,1,Good,Good,0
5126,5126,5126,5126,1,Good,Good,0
5127,5127,5127,5127,1,Good,Good,0
5131,5131,5131,5131,1,Good,Good,0
5132,5132,5132,5132,1,Good,Good,0
5133,5133,5133,5133,1,Good,Good,0
5134,5134,5134,5134,1,Good,Good,0
5136,5136,5136,5136,1,Good,Good,0
5137,5137,5137,5137,1,Good,Good,0
5138,5138,5138,5138,1,Good,Good,0
5139,5139,5139,5139,1,Good,Good,0
5140,5140,5140,5140,1,Good,Good,0
5141,5141,5141,5141,1,Good,Good,0
5142,5142,5142,5142,1,Good,Good,0
5144,5144,5144,5144,1,Good,Good,0
5150,5150,5150,5150,1,Good,Good,0
5151,5151,5151,5151,1,Good,Good,0
5152,5152,5152,5152,1,Good,Good,0
5153,5153,5153,5153,1,Good,Good,0
5154,5154,5154,5154,1,Good,Good,0
5155,5155,5155,5155,1,Good,Good,0
5156,5156,5156,5156,1,Good,Good,0
5157,5157,5153,5153,2.10E-06,Good,Good,1
5157,5157,5157,5157,0.9999979,Good,Good,0
5158,5158,5158,5158,1,Good,Good,0
5159,5159,5159,5159,1,Good,Good,0
5160,5160,5160,5160,1,Good,Good,0
5161,5161,5161,5161,1,Good,Good,0
5162,5162,5162,5162,1,Good,Good,0
5163,5163,5163,5163,1,Good,Good,0
5164,5164,5164,5164,1,Good,Good,0
5165,5165,5165,5165,1,Good,Good,0
5166,5166,5166,5166,1,Good,Good,0
5167,5167,5167,5167,1,Good,Good,0
5168,5168,5168,5168,1,Good,Good,0
5169,5169,5169,5169,1,Good,Good,0
5170,5170,5170,5170,1,Good,Good,0
5171,5171,5171,5171,1,Good,Good,0
5172,5172,5172,5172,1,Good,Good,0
5173,5173,5173,5173,1,Good,Good,0
5174,5174,5174,5174,1,Good,Good,0
5201,5201,5201,5201,1,Good,Good,0
5202,5202,5202,5202,1,Good,Good,0
5203,5203,5203,5203,1,Good,Good,0
5204,5204,5204,5204,1,Good,Good,0
5210,5210,5210,5210,1,Good,Good,0
5211,5211,5211,5211,1,Good,Good,0
5212,5212,5212,5212,1,Good,Good,0
5213,5213,5213,5213,1,Good,Good,0
5214,5214,5214,5214,1,Good,Good,0
5220,5220,5220,5220,1,Good,Good,0
5221,5221,5221,5221,1,Good,Good,0
5222,5222,5222,5222,1,Good,Good,0
5223,5223,5223,5223,1,Good,Good,0
5231,5231,5231,5231,1,Good,Good,0
5232,5232,5232,5232,1,Good,Good,0
5233,5233,5233,5233,1,Good,Good,0
5234,5234,5234,5234,1,Good,Good,0
5235,5235,5235,5235,1,Good,Good,0
5236,5236,5236,5236,1,Good,Good,0
5237,5237,5237,5237,1,Good,Good,0
5238,5238,5238,5238,1,Good,Good,0
5240,5240,5240,5240,1,Good,Good,0
5241,5241,5241,5241,1,Good,Good,0
5242,5242,5242,5242,1,Good,Good,0
5243,5243,5243,5243,1,Good,Good,0
5244,5244,5244,5244,1,Good,Good,0
5245,5245,5245,5245,1,Good,Good,0
5250,5250,5250,5250,1,Good,Good,0
5251,5251,5251,5251,1,Good,Good,0
5252,5252,5252,5252,1,Good,Good,0
5253,5253,5253,5253,1,Good,Good,0
5254,5254,5254,5254,1,Good,Good,0
5255,5255,5255,5255,1,Good,Good,0
5256,5256,5256,5256,1,Good,Good,0
5259,5259,5264,5264,0.0365364,Good,Good,0
5259,5259,5259,5259,0.9634636,Good,Good,0
5260,5260,5260,5260,1,Good,Good,0
5261,5261,5261,5261,1,Good,Good,0
5262,5262,5262,5262,1,Good,Good,0
5263,5263,5263,5263,1,Good,Good,0
5264,5264,5264,5264,1,Good,Good,0
5265,5265,5265,5265,1,Good,Good,0
5266,5266,5266,5266,1,Good,Good,0
5267,5267,5267,5267,1,Good,Good,0
5268,5268,5268,5268,1,Good,Good,0
5269,5269,5269,5269,1,Good,Good,0
5270,5270,5270,5270,1,Good,Good,0
5271,5271,5262,5262,1.00E-07,Good,Good,1
5271,5271,5271,5271,0.9999999,Good,Good,0
5272,5272,5272,5272,1,Good,Good,0
5273,5273,5273,5273,1,Good,Good,0
5275,5275,5275,5275,1,Good,Good,0
5276,5276,5276,5276,1,Good,Good,0
5277,5277,5277,5277,1,Good,Good,0
5278,5278,5278,5278,1,Good,Good,0
5279,5279,5278,5278,0.011054,Good,Good,0
5279,5279,5279,5279,0.988946,Good,Good,0
5280,5280,5280,5280,1,Good,Good,0
5290,5290,5290,5290,1,Good,Good,0
5291,5291,5291,5291,1,Good,Good,0
5301,5301,5301,5301,1,Good,Good,0
5302,5302,5302,5302,1,Good,Good,0
5303,5303,5303,5303,1,Good,Good,0
5304,5304,5304,5304,1,Good,Good,0
5306,5306,5306,5306,1,Good,Good,0
5307,5307,5307,5307,1,Good,Good,0
5308,5308,5308,5308,1,Good,Good,0
5309,5309,5309,5309,1,Good,Good,0
5310,5310,5310,5310,1,Good,Good,0
5311,5311,5311,5311,1,Good,Good,0
5320,5320,5320,5320,1,Good,Good,0
5321,5321,5321,5321,1,Good,Good,0
5322,5322,5322,5322,1,Good,Good,0
5330,5330,5330,5330,1,Good,Good,0
5331,5331,5331,5331,1,Good,Good,0
5332,5332,5332,5332,1,Good,Good,0
5333,5333,5333,5333,1,Good,Good,0
5340,5340,5340,5340,1,Good,Good,0
5341,5341,5341,5341,1,Good,Good,0
5342,5342,5342,5342,1,Good,Good,0
5343,5343,5343,5343,1,Good,Good,0
5344,5344,5344,5344,1,Good,Good,0
5345,5345,5345,5345,1,Good,Good,0
5346,5346,5346,5346,1,Good,Good,0
5350,5350,5350,5350,1,Good,Good,0
5351,5351,5351,5351,1,Good,Good,0
5352,5352,5352,5352,1,Good,Good,0
5353,5353,5353,5353,1,Good,Good,0
5354,5354,5238,5238,1.00E-07,Good,Good,1
5354,5354,5354,5354,0.9999999,Good,Good,0
5355,5355,5355,5355,1,Good,Good,0
5356,5356,5356,5356,1,Good,Good,0
5357,5357,5357,5357,1,Good,Good,0
5360,5360,5360,5360,1,Good,Good,0
5371,5371,5371,5371,1,Good,Good,0
5372,5372,5372,5372,1,Good,Good,0
5373,5373,5373,5373,1,Good,Good,0
5374,5374,5374,5374,1,Good,Good,0
5381,5381,5381,5381,1,Good,Good,0
5400,5400,5400,5400,1,Good,Good,0
5401,5401,5401,5401,1,Good,Good,0
5410,5410,5410,5410,1,Good,Good,0
5411,5411,5411,5411,1,Good,Good,0
5412,5412,5412,5412,1,Good,Good,0
5413,5413,5413,5413,1,Good,Good,0
5414,5414,5414,5414,1,Good,Good,0
5415,5415,5415,5415,1,Good,Good,0
5416,5416,5416,5416,1,Good,Good,0
5417,5417,5417,5417,1,Good,Good,0
5418,5418,5418,5418,1,Good,Good,0
5419,5419,5419,5419,1,Good,Good,0
5420,5420,5420,5420,1,Good,Good,0
5421,5421,5421,5421,1,Good,Good,0
5422,5422,5422,5422,1,Good,Good,0
5431,5431,5440,5440,0.0011614,Good,Good,1
5431,5431,5431,5431,0.9988386,Good,Good,0
5432,5432,5432,5432,1,Good,Good,0
5433,5433,5433,5433,1,Good,Good,0
5434,5434,5434,5434,1,Good,Good,0
5440,5440,5440,5440,1,Good,Good,0
5451,5451,5451,5451,1,Good,Good,0
5452,5452,5452,5452,1,Good,Good,0
5453,5453,5453,5453,1,Good,Good,0
5454,5454,5454,5454,1,Good,Good,0
5455,5455,5455,5455,1,Good,Good,0
5460,5460,5460,5460,1,Good,Good,0
5461,5461,5461,5461,1,Good,Good,0
5462,5462,5462,5462,1,Good,Good,0
5464,5464,5464,5464,1,Good,Good,0
5470,5470,5470,5470,1,Good,Good,0
5471,5471,5471,5471,1,Good,Good,0
5472,5472,5472,5472,1,Good,Good,0
5473,5473,5473,5473,1,Good,Good,0
5480,5480,5480,5480,1,Good,Good,0
5481,5481,5481,5481,1,Good,Good,0
5482,5482,5482,5482,1,Good,Good,0
5483,5483,5483,5483,1,Good,Good,0
5485,5485,5485,5485,1,Good,Good,0
5490,5490,5490,5490,1,Good,Good,0
5491,5491,5491,5491,1,Good,Good,0
5493,5493,5493,5493,1,Good,Good,0
5495,5495,5495,5495,1,Good,Good,0
5501,5501,5501,5501,1,Good,Good,0
5502,5502,5502,5502,1,Good,Good,0
5510,5510,5510,5510,1,Good,Good,0
5520,5520,5520,5520,1,Good,Good,0
5521,5521,5521,5521,1,Good,Good,0
5522,5522,5522,5522,1,Good,Good,0
5523,5523,5523,5523,1,Good,Good,0
5540,5540,5540,5540,1,Good,Good,0
5550,5550,5550,5550,1,Good,Good,0
5552,5552,5552,5552,1,Good,Good,0
5554,5554,5554,5554,1,Good,Good,0
5555,5555,5555,5555,1,Good,Good,0
5556,5556,5556,5556,1,Good,Good,0
5558,5558,5558,5558,1,Good,Good,0
5560,5560,5560,5560,1,Good,Good,0
5570,5570,5570,5570,1,Good,Good,0
5571,5571,5571,5571,1,Good,Good,0
5572,5572,5572,5572,1,Good,Good,0
5573,5573,5573,5573,1,Good,Good,0
5575,5575,5575,5575,1,Good,Good,0
5576,5576,5576,5576,1,Good,Good,0
5577,5577,5575,5575,1.00E-07,Good,Good,1
5577,5577,5577,5577,0.9999999,Good,Good,0
5580,5580,5580,5580,1,Good,Good,0
5581,5581,5581,5581,1,Good,Good,0
5582,5582,5582,5582,1,Good,Good,0
5583,5583,5583,5583,1,Good,Good,0
5600,5600,5611,5611,5.00E-07,Poor,Good,1
5600,5600,5600,5600,0.9999995,Good,Good,0
5601,5601,5611,5611,4.90E-06,Poor,Good,1
5601,5601,5601,5601,0.1405026,Poor,Good,0
5601,5601,5608,5608,0.8594925,Good,Good,0
5602,5602,5602,5602,1,Good,Good,0
5603,5603,5603,5603,1,Good,Good,0
5604,5604,5604,5604,1,Good,Good,0
5605,5605,5605,5605,1,Good,Good,0
5606,5606,5607,5607,0.0004273,Good,Good,1
5606,5606,5606,5606,0.9995727,Good,Good,0
5607,5607,5607,5607,1,Good,Good,0
5608,5608,5608,5608,1,Good,Good,0
5609,5609,5609,5609,1,Good,Good,0
5630,5630,5630,5630,1,Good,Good,0
5631,5631,5631,5631,1,Good,Good,0
5632,5632,5632,5632,1,Good,Good,0
5633,5633,5633,5633,1,Good,Good,0
5640,5640,5640,5640,1,Good,Good,0
5641,5641,5641,5641,1,Good,Good,0
5642,5642,5642,5642,1,Good,Good,0
5650,5650,5650,5650,1,Good,Good,0
5651,5651,5651,5651,1,Good,Good,0
5652,5652,5652,5652,1,Good,Good,0
5653,5653,5653,5653,1,Good,Good,0
5654,5654,5654,5654,1,Good,Good,0
5655,5655,5655,5655,1,Good,Good,0
5660,5660,5660,5660,1,Good,Good,0
5661,5661,5661,5661,1,Good,Good,0
5670,5670,5670,5670,1,Good,Good,0
5671,5671,5671,5671,1,Good,Good,0
5680,5680,5680,5680,1,Good,Good,0
5690,5690,5690,5690,1,Good,Good,0
5700,5700,5700,5700,1,Good,Good,0
5701,5701,5701,5701,1,Good,Good,0
5710,5710,5710,5710,1,Good,Good,0
5713,5713,5713,5713,1,Good,Good,0
5715,5715,5700,5700,0.3173724,Good,Good,0
5715,5715,5715,5715,0.6826276,Poor,Good,0
5717,5717,5717,5717,1,Good,Good,0
5719,5719,5720,5720,0.2702763,Good,Good,0
5719,5719,5719,5719,0.7297237,Poor,Good,0
5720,5720,5720,5720,1,Good,Good,0
5722,5722,5722,5722,1,Good,Good,0
5723,5723,5723,5723,1,Good,Good,0
5724,5724,5724,5724,0.0539439,Poor,Good,0
5724,5724,0872,0872,0.9460561,Good,Good,0
5725,5725,5725,5725,1,Good,Good,0
5730,5730,5730,5730,1,Good,Good,0
5731,5731,5731,5731,1,Good,Good,0
5732,5732,5732,5732,1,Good,Good,0
5733,5733,5733,5733,1,Good,Good,0
5734,5734,5734,5734,1,Good,Good,0
5950,5950,5950,5950,1,Good,Good,0
5960,5960,5015,5015,1,Good,Good,0
6000,6000,6000,6000,1,Good,Good,0
6003,6003,6003,6003,1,Good,Good,0
6004,6004,6004,6004,1,Good,Good,0
6005,6005,6000,6000,0.017461,Good,Good,0
6005,6005,6005,6005,0.982539,Good,Good,0
6006,6006,6006,6006,1,Good,Good,0
6007,6007,6007,6007,1,Good,Good,0
6008,6008,6008,6008,1,Good,Good,0
6009,6009,6009,6009,1,Good,Good,0
6010,6010,6010,6010,1,Good,Good,0
6011,6011,6011,6011,1,Good,Good,0
6012,6012,6012,6012,1,Good,Good,0
6014,6014,6014,6014,1,Good,Good,0
6015,6015,6015,6015,1,Good,Good,0
6016,6016,6016,6016,1,Good,Good,0
6017,6017,6017,6017,1,Good,Good,0
6018,6018,6018,6018,1,Good,Good,0
6019,6019,6019,6019,1,Good,Good,0
6020,6020,6020,6020,1,Good,Good,0
6021,6021,6021,6021,1,Good,Good,0
6022,6022,6022,6022,1,Good,Good,0
6023,6023,6023,6023,1,Good,Good,0
6024,6024,6024,6024,1,Good,Good,0
6025,6025,6025,6025,1,Good,Good,0
6026,6026,6026,6026,1,Good,Good,0
6027,6027,6027,6027,1,Good,Good,0
6028,6028,6028,6028,1,Good,Good,0
6029,6029,6029,6029,1,Good,Good,0
6030,6030,6030,6030,1,Good,Good,0
6031,6031,6031,6031,1,Good,Good,0
6032,6032,6032,6032,1,Good,Good,0
6033,6033,6033,6033,1,Good,Good,0
6034,6034,6038,6038,0.0078583,Good,Good,1
6034,6034,6034,6034,0.9921417,Good,Good,0
6035,6035,6035,6035,1,Good,Good,0
6036,6036,6036,6036,1,Good,Good,0
6037,6037,6037,6037,1,Good,Good,0
6038,6038,6038,6038,1,Good,Good,0
6041,6041,6041,6041,1,Good,Good,0
6042,6042,6042,6042,1,Good,Good,0
6043,6043,6043,6043,1,Good,Good,0
6044,6044,6044,6044,1,Good,Good,0
6050,6050,6050,6050,1,Good,Good,0
6051,6051,6051,6051,1,Good,Good,0
6052,6052,6053,6053,0.0060308,Good,Good,1
6052,6052,6052,6052,0.9939692,Good,Good,0
6053,6053,6062,6062,0.0061,Good,Good,1
6053,6053,6053,6053,0.9939,Good,Good,0
6054,6054,6054,6054,1,Good,Good,0
6055,6055,6055,6055,1,Good,Good,0
6056,6056,6056,6056,1,Good,Good,0
6057,6057,6057,6057,1,Good,Good,0
6058,6058,6058,6058,1,Good,Good,0
6059,6059,6059,6059,1,Good,Good,0
6060,6060,6060,6060,1,Good,Good,0
6061,6061,6061,6061,1,Good,Good,0
6062,6062,6062,6062,1,Good,Good,0
6063,6063,6063,6063,1,Good,Good,0
6064,6064,6064,6064,1,Good,Good,0
6065,6065,6065,6065,1,Good,Good,0
6066,6066,6066,6066,1,Good,Good,0
6067,6067,6067,6067,1,Good,Good,0
6068,6068,6068,6068,1,Good,Good,0
6069,6069,6069,6069,1,Good,Good,0
6070,6070,6070,6070,1,Good,Good,0
6071,6071,6071,6071,1,Good,Good,0
6072,6072,6072,6072,1,Good,Good,0
6073,6073,6073,6073,1,Good,Good,0
6074,6074,6074,6074,1,Good,Good,0
6076,6076,6076,6076,1,Good,Good,0
6077,6077,6077,6077,1,Good,Good,0
6078,6078,6078,6078,1,Good,Good,0
6079,6079,6079,6079,1,Good,Good,0
6081,6081,6081,6081,1,Good,Good,0
6082,6082,6082,6082,1,Good,Good,0
