SA2_MAINCODE_2016,SA2_NAME_2016,SA2_CODE_2021,SA2_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
601031021,West Moonah,601031017,Glenorchy,2.00E-07,Good,Good,1
601031021,West Moonah,601031019,Moonah,2.00E-07,Good,Good,1
601031021,West Moonah,601031021,West Moonah,0.9999996,Good,Good,0
601041022,Kingston - Huntingfield,601041022,Kingston - Huntingfield,0.9999999,Good,Good,0
601041023,Kingston Beach - Blackmans Bay,,,1.00E-07,Good,Good,5
601041023,Kingston Beach - Blackmans Bay,601041023,Kingston Beach - Blackmans Bay,0.9999998,Good,Good,0
601041024,Margate - Snug,601041024,Margate - Snug,0.9999999,Good,Good,0
601041025,Mount Wellington,601041025,Mount Wellington,0.9999999,Good,Good,0
601041026,Taroona - Bonnet Hill,,,1.00E-07,Good,Good,5
601041026,Taroona - Bonnet Hill,601041022,Kingston - Huntingfield,1.00E-07,Good,Good,1
601041026,Taroona - Bonnet Hill,601041026,Taroona - Bonnet Hill,0.9999998,Good,Good,0
601051027,Hobart,,,1.00E-07,Good,Good,5
601051027,Hobart,601051033,West Hobart,1.00E-07,Good,Good,1
601051027,Hobart,601051027,Hobart,0.9999998,Good,Good,0
601051028,Lenah Valley - Mount Stuart,601041025,Mount Wellington,1.00E-07,Good,Good,1
601051028,Lenah Valley - Mount Stuart,601031021,West Moonah,0.0015182,Good,Good,1
601051028,Lenah Valley - Mount Stuart,601051028,Lenah Valley - Mount Stuart,0.9984816,Good,Good,0
601051029,Mount Nelson - Dynnyrne,601051031,Sandy Bay,1.00E-07,Good,Good,1
601051029,Mount Nelson - Dynnyrne,601051032,South Hobart - Fern Tree,1.00E-07,Good,Good,1
601051029,Mount Nelson - Dynnyrne,601051029,Mount Nelson - Dynnyrne,0.9999998,Good,Good,0
601051030,New Town,601051027,Hobart,1.00E-07,Good,Good,1
601051030,New Town,,,1.00E-07,Good,Good,5
601051030,New Town,601031019,Moonah,1.00E-07,Good,Good,1
601051030,New Town,601051028,Lenah Valley - Mount Stuart,0.0013784,Good,Good,1
601051030,New Town,601051030,New Town,0.9986213,Good,Good,0
601051031,Sandy Bay,601051029,Mount Nelson - Dynnyrne,1.00E-07,Good,Good,1
601051031,Sandy Bay,,,1.00E-07,Good,Good,5
601051031,Sandy Bay,601051031,Sandy Bay,0.9999998,Good,Good,0
601051032,South Hobart - Fern Tree,601051032,South Hobart - Fern Tree,0.9999999,Good,Good,0
601051033,West Hobart,601051028,Lenah Valley - Mount Stuart,1.00E-07,Good,Good,1
601051033,West Hobart,601051027,Hobart,1.00E-07,Good,Good,1
601051033,West Hobart,601051032,South Hobart - Fern Tree,1.00E-07,Good,Good,1
601051033,West Hobart,601051033,West Hobart,0.9999997,Good,Good,0
601061034,Dodges Ferry - Lewisham,601061034,Dodges Ferry - Lewisham,1,Good,Good,0
601061035,Sorell - Richmond,601061035,Sorell - Richmond,1,Good,Good,0
602011036,Invermay,602011040,Mowbray,1.00E-07,Good,Good,1
602011036,Invermay,,,1.00E-07,Good,Good,5
602011036,Invermay,602011036,Invermay,0.9999998,Good,Good,0
602011037,Kings Meadows - Punchbowl,602011052,Youngtown - Relbia,1.00E-07,Good,Good,1
602011037,Kings Meadows - Punchbowl,602011047,South Launceston,1.00E-07,Good,Good,1
602011037,Kings Meadows - Punchbowl,602011037,Kings Meadows - Punchbowl,0.9999998,Good,Good,0
602011038,Launceston,602011042,Newstead,1.00E-07,Good,Good,1
602011038,Launceston,,,1.00E-07,Good,Good,5
602011038,Launceston,602011038,Launceston,0.9999997,Good,Good,0
602011039,Legana,,,1.00E-07,Good,Good,5
602011039,Legana,602011039,Legana,0.9999999,Good,Good,0
602011040,Mowbray,602011041,Newnham - Mayfield,1.00E-07,Good,Good,1
602011040,Mowbray,602011040,Mowbray,0.9999998,Good,Good,0
602011041,Newnham - Mayfield,602031058,Dilston - Lilydale,1.00E-07,Good,Good,1
602011041,Newnham - Mayfield,602011041,Newnham - Mayfield,0.9999999,Good,Good,0
602011042,Newstead,,,1.00E-07,Good,Good,5
602011042,Newstead,602011038,Launceston,1.00E-07,Good,Good,1
602011042,Newstead,602011042,Newstead,0.9999997,Good,Good,0
602011043,Norwood (Tas.),602011037,Kings Meadows - Punchbowl,1.00E-07,Good,Good,1
602011043,Norwood (Tas.),602011042,Newstead,1.00E-07,Good,Good,1
602011043,Norwood (Tas.),602011050,Waverley - St Leonards,1.00E-07,Good,Good,1
602011043,Norwood (Tas.),602011052,Youngtown - Relbia,1.00E-07,Good,Good,1
602011043,Norwood (Tas.),602011043,Norwood (Tas.),0.9999996,Good,Good,0
602011044,Prospect Vale - Blackstone,602011044,Prospect Vale - Blackstone,0.9999999,Good,Good,0
602011045,Ravenswood,602011050,Waverley - St Leonards,1.00E-07,Good,Good,1
602011045,Ravenswood,602011045,Ravenswood,0.9999998,Good,Good,0
602011046,Riverside,602011046,Riverside,0.9999999,Good,Good,0
602011047,South Launceston,602011037,Kings Meadows - Punchbowl,1.00E-07,Good,Good,1
602011047,South Launceston,602011038,Launceston,1.00E-07,Good,Good,1
602011047,South Launceston,602011042,Newstead,1.00E-07,Good,Good,1
602011047,South Launceston,602011051,West Launceston,1.00E-07,Good,Good,1
602011047,South Launceston,602011047,South Launceston,0.9999997,Good,Good,0
602011048,Summerhill - Prospect,602011051,West Launceston,1.00E-07,Good,Good,1
602011048,Summerhill - Prospect,602011044,Prospect Vale - Blackstone,1.00E-07,Good,Good,1
602011048,Summerhill - Prospect,602011048,Summerhill - Prospect,0.9999998,Good,Good,0
602011049,Trevallyn,602011046,Riverside,1.00E-07,Good,Good,1
602011049,Trevallyn,602011049,Trevallyn,0.9999998,Good,Good,0
602011050,Waverley - St Leonards,602031058,Dilston - Lilydale,1.00E-07,Good,Good,1
602011050,Waverley - St Leonards,602011050,Waverley - St Leonards,0.9999999,Good,Good,0
602011051,West Launceston,602011038,Launceston,1.00E-07,Good,Good,1
602011051,West Launceston,602011049,Trevallyn,1.00E-07,Good,Good,1
602011051,West Launceston,602011048,Summerhill - Prospect,1.00E-07,Good,Good,1
602011051,West Launceston,602011047,South Launceston,1.00E-07,Good,Good,1
602011051,West Launceston,602011051,West Launceston,0.9999997,Good,Good,0
602011052,Youngtown - Relbia,602031062,Perth - Evandale,1.00E-07,Good,Good,1
602011052,Youngtown - Relbia,602011052,Youngtown - Relbia,0.9999998,Good,Good,0
602021053,Beauty Point - Beaconsfield,602021053,Beauty Point - Beaconsfield,0.9999999,Good,Good,0
602021054,Deloraine,602021054,Deloraine,1,Good,Good,0
602021055,Grindelwald - Lanena,602021055,Grindelwald - Lanena,1,Good,Good,0
602021056,Hadspen - Carrick,602021056,Hadspen - Carrick,0.9999999,Good,Good,0
602021057,Westbury,602021057,Westbury,1,Good,Good,0
602031058,Dilston - Lilydale,602031058,Dilston - Lilydale,1,Good,Good,0
602031059,George Town,602031059,George Town,1,Good,Good,0
602031060,Longford,602031060,Longford,1,Good,Good,0
602031061,Northern Midlands,602031061,Northern Midlands,1,Good,Good,0
602031062,Perth - Evandale,602031062,Perth - Evandale,1,Good,Good,0
602031064,St Helens - Scamander,602031064,St Helens - Scamander,1,Good,Good,0
602031099,Flinders and Cape Barren Islands,602031099,Flinders and Cape Barren Islands,1,Poor,Good,0
602031100,Scottsdale - Bridport,602031100,Scottsdale - Bridport,1,Good,Good,0
603011065,Central Highlands,603011065,Central Highlands,1,Good,Good,0
603011066,Derwent Valley,603011066,Derwent Valley,1,Good,Good,0
603011067,Southern Midlands,603011067,Southern Midlands,1,Good,Good,0
603011068,Wilderness - East,603011068,Wilderness - East,1,Good,Good,0
603021069,Bruny Island - Kettering,,,1.00E-07,Good,Good,5
603021069,Bruny Island - Kettering,603021069,Bruny Island - Kettering,0.9999999,Poor,Good,0
603021070,Cygnet,603021070,Cygnet,0.9999999,Good,Good,0
603021071,Geeveston - Dover,603021071,Geeveston - Dover,1,Good,Good,0
603021072,Huonville - Franklin,603021072,Huonville - Franklin,1,Good,Good,0
603031073,Forestier - Tasman,,,1.00E-07,Good,Good,5
603031073,Forestier - Tasman,603031073,Forestier - Tasman,0.9999999,Good,Good,0
603031074,Triabunna - Bicheno,,,1.00E-07,Good,Good,5
603031074,Triabunna - Bicheno,603031074,Triabunna - Bicheno,0.9999999,Good,Good,0
604011075,Acton - Upper Burnie,604011078,Parklands - Camdale,1.00E-07,Good,Good,1
604011075,Acton - Upper Burnie,604011077,Burnie - Wivenhoe,2.00E-07,Poor,Good,1
604011075,Acton - Upper Burnie,604011080,Romaine - Havenview,2.00E-07,Good,Good,1
604011075,Acton - Upper Burnie,604011075,Acton - Upper Burnie,0.9999996,Good,Good,0
604011076,Burnie - Ulverstone Region,604011076,Burnie - Ulverstone Surrounds,1,Good,Good,0
604011077,Burnie - Wivenhoe,,,2.00E-07,Good,Good,5
604011077,Burnie - Wivenhoe,604011077,Burnie - Wivenhoe,0.9999997,Poor,Good,0
604011078,Parklands - Camdale,,,1.00E-07,Good,Good,5
604011078,Parklands - Camdale,604011078,Parklands - Camdale,0.9999998,Good,Good,0
604011079,Penguin - Sulphur Creek,604011079,Penguin - Sulphur Creek,0.9999999,Good,Good,0
604011080,Romaine - Havenview,604011076,Burnie - Ulverstone Surrounds,1.00E-07,Good,Good,1
604011080,Romaine - Havenview,604011080,Romaine - Havenview,0.9999998,Good,Good,0
604011081,Somerset,604031096,Waratah,1.00E-07,Good,Good,1
604011081,Somerset,604011081,Somerset,0.9999999,Good,Good,0
604011082,Ulverstone,,,1.00E-07,Good,Good,5
604011082,Ulverstone,604011082,Ulverstone,0.9999999,Good,Good,0
604011083,West Ulverstone,,,1.00E-07,Good,Good,5
604011083,West Ulverstone,604011079,Penguin - Sulphur Creek,1.00E-07,Good,Good,1
604011083,West Ulverstone,604011083,West Ulverstone,0.9999998,Good,Good,0
604011084,Wynyard,604031096,Waratah,1.00E-07,Good,Good,1
604011084,Wynyard,604011084,Wynyard,0.9999999,Acceptable,Good,0
604021085,Devonport,,,1.00E-07,Good,Good,5
604021085,Devonport,604021088,Miandetta - Don,1.00E-07,Good,Good,1
604021085,Devonport,604021085,Devonport,0.9999998,Good,Good,0
604021086,East Devonport,,,1.00E-07,Good,Good,5
604021086,East Devonport,604021086,East Devonport,0.9999998,Good,Good,0
604021087,Latrobe,604021087,Latrobe,0.9999999,Good,Good,0
604021088,Miandetta - Don,604021092,Turners Beach - Forth,1.00E-07,Good,Good,1
604021088,Miandetta - Don,,,1.00E-07,Good,Good,5
604021088,Miandetta - Don,604021088,Miandetta - Don,0.9999998,Good,Good,0
604021089,Port Sorell,604021089,Port Sorell,0.9999999,Good,Good,0
604021090,Quoiba - Spreyton,,,1.00E-07,Good,Good,5
604021090,Quoiba - Spreyton,604021090,Quoiba - Spreyton,0.9999998,Good,Good,0
604021091,Sheffield - Railton,604021091,Sheffield - Railton,1,Good,Good,0
604021092,Turners Beach - Forth,604021092,Turners Beach - Forth,0.9999999,Good,Good,0
604031093,King Island,604031093,King Island,1,Good,Good,0
604031094,North West,604031094,North West,1,Acceptable,Good,0
604031095,Smithton,,,1.00E-07,Good,Good,5
604031095,Smithton,604031094,North West,1.00E-07,Acceptable,Good,1
604031095,Smithton,604031095,Smithton,0.9999999,Poor,Good,0
604031096,Waratah,604031096,Waratah,1,Good,Good,0
604031097,West Coast (Tas.),604031097,West Coast (Tas.),1,Good,Good,0
604031098,Wilderness - West,604031098,Wilderness - West,1,Good,Good,0
697979799,Migratory - Offshore - Shipping (Tas.),697979799,Migratory - Offshore - Shipping (Tas.),1,Good,Good,0
699999499,No usual address (Tas.),699999499,No usual address (Tas.),1,Good,Good,0
701011001,Darwin Airport,701011001,Darwin Airport,0.9999999,Good,Good,0
701011002,Darwin City,701011008,Stuart Park,1.00E-07,Good,Good,1
701011002,Darwin City,,,2.00E-07,Good,Good,5
701011002,Darwin City,701011002,Darwin City,0.9999997,Good,Good,0
701011003,East Point,701011006,Ludmilla - The Narrows,1.00E-07,Good,Good,1
701011003,East Point,,,3.00E-07,Good,Good,5
701011003,East Point,701011003,East Point,0.9999996,Good,Good,0
701011004,Fannie Bay - The Gardens,,,1.00E-07,Good,Good,5
701011004,Fannie Bay - The Gardens,701011006,Ludmilla - The Narrows,1.00E-07,Good,Good,1
701011004,Fannie Bay - The Gardens,701011007,Parap,1.00E-07,Good,Good,1
701011004,Fannie Bay - The Gardens,701011005,Larrakeyah,1.00E-07,Good,Good,1
701011004,Fannie Bay - The Gardens,701011003,East Point,1.00E-07,Good,Good,1
701011004,Fannie Bay - The Gardens,701011004,Fannie Bay - The Gardens,0.9999995,Good,Good,0
701011005,Larrakeyah,701011004,Fannie Bay - The Gardens,1.00E-07,Good,Good,1
701011005,Larrakeyah,,,3.00E-07,Good,Good,5
701011005,Larrakeyah,701011005,Larrakeyah,0.9999995,Good,Good,0
701011006,Ludmilla - The Narrows,701011001,Darwin Airport,1.00E-07,Good,Good,1
701011006,Ludmilla - The Narrows,701011006,Ludmilla - The Narrows,0.9999998,Good,Good,0
701011007,Parap,701011009,Woolner - Bayview - Winnellie,1.00E-07,Good,Good,1
701011007,Parap,701011006,Ludmilla - The Narrows,2.00E-07,Good,Good,1
701011007,Parap,701011004,Fannie Bay - The Gardens,3.00E-07,Good,Good,1
701011007,Parap,701011007,Parap,0.9999994,Good,Good,0
701011008,Stuart Park,,,1.00E-07,Good,Good,5
701011008,Stuart Park,701011004,Fannie Bay - The Gardens,1.00E-07,Good,Good,1
701011008,Stuart Park,701011009,Woolner - Bayview - Winnellie,2.00E-07,Good,Good,1
701011008,Stuart Park,701011008,Stuart Park,0.9999995,Good,Good,0
701011009,Woolner - Bayview - Winnellie,701021015,Charles Darwin,1.00E-07,Good,Good,1
701011009,Woolner - Bayview - Winnellie,701011007,Parap,1.00E-07,Good,Good,1
701011009,Woolner - Bayview - Winnellie,701011001,Darwin Airport,1.00E-07,Good,Good,1
701011009,Woolner - Bayview - Winnellie,701011009,Woolner - Bayview - Winnellie,0.9999996,Good,Good,0
701021010,Alawa,701021026,Rapid Creek,1.00E-07,Good,Good,1
701021010,Alawa,701021018,Jingili,1.00E-07,Good,Good,1
701021010,Alawa,701021013,Brinkin - Nakara,1.00E-07,Good,Good,1
701021010,Alawa,701021010,Alawa,0.9999997,Good,Good,0
701021011,Anula,701021030,Wulagi,1.00E-07,Good,Good,1
701021011,Anula,701021022,Malak - Marrara,1.00E-07,Good,Good,1
701021011,Anula,701021028,Wagaman,1.00E-07,Good,Good,1
701021011,Anula,701021024,Moil,2.00E-07,Good,Good,1
701021011,Anula,701021011,Anula,0.9999996,Good,Good,0
701021012,Berrimah,701021012,Berrimah,0.9999999,Good,Good,0
701021013,Brinkin - Nakara,701021027,Tiwi,1.00E-07,Good,Good,1
701021013,Brinkin - Nakara,701021029,Wanguri,1.00E-07,Good,Good,1
701021013,Brinkin - Nakara,701021010,Alawa,1.00E-07,Good,Good,1
701021013,Brinkin - Nakara,,,1.00E-07,Good,Good,5
701021013,Brinkin - Nakara,701021013,Brinkin - Nakara,0.9999996,Good,Good,0
701021014,Buffalo Creek,701021014,Buffalo Creek,0.9999999,Good,Good,0
701021015,Charles Darwin,,,1.00E-07,Good,Good,5
701021015,Charles Darwin,701021015,Charles Darwin,0.9999998,Good,Good,0
701021016,Coconut Grove,701021025,Nightcliff,1.00E-07,Good,Good,1
701021016,Coconut Grove,701011006,Ludmilla - The Narrows,1.00E-07,Good,Good,1
701021016,Coconut Grove,,,1.00E-07,Good,Good,5
701021016,Coconut Grove,701021023,Millner,1.00E-07,Good,Good,1
701021016,Coconut Grove,701021016,Coconut Grove,0.9999995,Good,Good,0
701021017,East Arm,,,1.00E-07,Good,Good,5
701021017,East Arm,701021017,East Arm,0.9999998,Acceptable,Good,0
701021018,Jingili,701021010,Alawa,1.00E-07,Good,Good,1
701021018,Jingili,701021023,Millner,1.00E-07,Good,Good,1
701021018,Jingili,701021018,Jingili,0.9999998,Good,Good,0
701021019,Karama,701021014,Buffalo Creek,1.00E-07,Good,Good,1
701021019,Karama,701021022,Malak - Marrara,2.00E-07,Good,Good,1
701021019,Karama,701021019,Karama,0.9999997,Good,Good,0
701021020,Leanyer,701021030,Wulagi,1.00E-07,Good,Good,1
701021020,Leanyer,701021014,Buffalo Creek,1.00E-07,Good,Good,1
701021020,Leanyer,701021021,Lyons (NT),1.00E-07,Good,Good,1
701021020,Leanyer,701021020,Leanyer,0.9999997,Good,Good,0
701021021,Lyons (NT),,,1.00E-07,Good,Good,5
701021021,Lyons (NT),701021021,Lyons (NT),0.9999999,Good,Good,0
701021022,Malak - Marrara,701021012,Berrimah,1.00E-07,Good,Good,1
701021022,Malak - Marrara,701021011,Anula,1.00E-07,Good,Good,1
701021022,Malak - Marrara,701011001,Darwin Airport,1.00E-07,Good,Good,1
701021022,Malak - Marrara,701021022,Malak - Marrara,0.9999995,Good,Good,0
701021023,Millner,701011001,Darwin Airport,1.00E-07,Good,Good,1
701021023,Millner,701021018,Jingili,1.00E-07,Good,Good,1
701021023,Millner,701021026,Rapid Creek,1.00E-07,Good,Good,1
701021023,Millner,701021023,Millner,0.9999997,Good,Good,0
701021024,Moil,701021028,Wagaman,1.00E-07,Good,Good,1
701021024,Moil,701021018,Jingili,4.00E-07,Good,Good,1
701021024,Moil,701021024,Moil,0.9999995,Good,Good,0
701021025,Nightcliff,701021026,Rapid Creek,1.00E-07,Good,Good,1
701021025,Nightcliff,,,2.00E-07,Good,Good,5
701021025,Nightcliff,701021025,Nightcliff,0.9999997,Good,Good,0
701021026,Rapid Creek,701021025,Nightcliff,1.00E-07,Good,Good,1
701021026,Rapid Creek,701021023,Millner,1.00E-07,Good,Good,1
701021026,Rapid Creek,,,1.00E-07,Good,Good,5
701021026,Rapid Creek,701021010,Alawa,1.00E-07,Good,Good,1
701021026,Rapid Creek,701021013,Brinkin - Nakara,1.00E-07,Good,Good,1
701021026,Rapid Creek,701021026,Rapid Creek,0.9999995,Good,Good,0
701021027,Tiwi,,,1.00E-07,Good,Good,5
701021027,Tiwi,701021021,Lyons (NT),1.00E-07,Good,Good,1
701021027,Tiwi,701021027,Tiwi,0.9999997,Good,Good,0
701021028,Wagaman,701021030,Wulagi,1.00E-07,Good,Good,1
701021028,Wagaman,701021024,Moil,1.00E-07,Good,Good,1
701021028,Wagaman,701021010,Alawa,1.00E-07,Good,Good,1
701021028,Wagaman,701021029,Wanguri,2.00E-07,Good,Good,1
701021028,Wagaman,701021028,Wagaman,0.9999995,Good,Good,0
701021029,Wanguri,701021027,Tiwi,1.00E-07,Good,Good,1
701021029,Wanguri,701021021,Lyons (NT),2.00E-07,Good,Good,1
701021029,Wanguri,701021029,Wanguri,0.9999997,Good,Good,0
701021030,Wulagi,701021028,Wagaman,1.00E-07,Good,Good,1
701021030,Wulagi,701021020,Leanyer,1.00E-07,Good,Good,1
701021030,Wulagi,701021011,Anula,1.00E-07,Good,Good,1
701021030,Wulagi,701021030,Wulagi,0.9999997,Good,Good,0
701031031,Howard Springs,701031031,Howard Springs,0.9999999,Good,Good,0
701031032,Humpty Doo,701031032,Humpty Doo,0.9999999,Good,Good,0
701031033,Koolpinyah,701031033,Koolpinyah,1,Good,Good,0
701031034,Virginia,701031034,Virginia,0.9999999,Good,Good,0
701031035,Weddell,,,7.90E-06,Good,Good,5
701031035,Weddell,701031035,Weddell,0.9999921,Good,Good,0
701041036,Bakewell,701041039,Gray,1.00E-07,Good,Good,1
701041036,Bakewell,701041043,Rosebery - Bellamack,1.00E-07,Good,Good,1
701041036,Bakewell,701041041,Palmerston - North,2.00E-07,Good,Good,1
701041036,Bakewell,701041036,Bakewell,0.9999996,Good,Good,0
701041037,Driver,701041039,Gray,1.00E-07,Good,Good,1
701041037,Driver,701041038,Durack - Marlow Lagoon,3.00E-07,Good,Good,1
701041037,Driver,701041037,Driver,0.9999996,Good,Good,0
701041038,Durack - Marlow Lagoon,701021017,East Arm,1.00E-07,Acceptable,Good,1
701041038,Durack - Marlow Lagoon,701041038,Durack - Marlow Lagoon,0.9999997,Good,Good,0
701041039,Gray,701041037,Driver,1.00E-07,Good,Good,1
701041039,Gray,701041044,Woodroffe,1.00E-07,Good,Good,1
701041039,Gray,701041041,Palmerston - North,1.00E-07,Good,Good,1
701041039,Gray,701041039,Gray,0.9999996,Good,Good,0
701041040,Moulden,701041042,Palmerston - South,1.00E-07,Good,Good,1
701041040,Moulden,701041038,Durack - Marlow Lagoon,1.00E-07,Good,Good,1
701041040,Moulden,701041037,Driver,1.00E-07,Good,Good,1
701041040,Moulden,701041044,Woodroffe,2.00E-07,Good,Good,1
701041040,Moulden,701041040,Moulden,0.9999995,Good,Good,0
701041041,Palmerston - North,701031031,Howard Springs,1.00E-07,Good,Good,1
701041041,Palmerston - North,701041041,Palmerston - North,0.9999997,Good,Good,0
701041042,Palmerston - South,701041042,Palmerston - South,0.9999999,Good,Good,0
701041043,Rosebery - Bellamack,701041042,Palmerston - South,1.00E-07,Good,Good,1
701041043,Rosebery - Bellamack,701041043,Rosebery - Bellamack,0.9999998,Good,Good,0
701041044,Woodroffe,701041039,Gray,1.00E-07,Good,Good,1
701041044,Woodroffe,701041043,Rosebery - Bellamack,1.00E-07,Good,Good,1
701041044,Woodroffe,701041040,Moulden,1.00E-07,Good,Good,1
701041044,Woodroffe,701041044,Woodroffe,0.9999997,Good,Good,0
702011045,Charles,702011045,Charles,0.9999999,Good,Good,0
702011046,East Side,702011046,East Side,0.9999999,Good,Good,0
702011047,Flynn (NT),702011048,Larapinta,1.00E-07,Good,Good,1
702011047,Flynn (NT),702011052,Sandover - Plenty,1.00E-07,Good,Good,1
702011047,Flynn (NT),702011047,Flynn (NT),0.9999998,Good,Good,0
702011048,Larapinta,702011048,Larapinta,0.9999999,Good,Good,0
702011049,Mount Johns,702011046,East Side,1.00E-07,Good,Good,1
702011049,Mount Johns,702011049,Mount Johns,0.9999999,Good,Good,0
702011050,Petermann - Simpson,315031410,Far Central West,1.50E-06,Good,Good,1
702011050,Petermann - Simpson,406021138,APY Lands,1.15E-05,Good,Good,1
702011050,Petermann - Simpson,406021141,Outback,1.86E-05,Good,Good,1
702011050,Petermann - Simpson,702011050,Petermann - Simpson,0.9999684,Good,Good,0
702011051,Ross,702011051,Ross,1,Good,Good,0
702011052,Sandover - Plenty,702011050,Petermann - Simpson,1.00E-07,Good,Good,1
702011052,Sandover - Plenty,315031410,Far Central West,4.10E-06,Good,Good,1
702011052,Sandover - Plenty,702011052,Sandover - Plenty,0.9999958,Good,Good,0
702011053,Tanami,702011053,Tanami,1,Good,Good,0
702011054,Yuendumu - Anmatjere,702011054,Yuendumu - Anmatjere,1,Good,Good,0
702021055,Barkly,315031410,Far Central West,2.40E-06,Good,Good,1
702021055,Barkly,315021404,Carpentaria,3.10E-06,Good,Good,1
702021055,Barkly,315021406,Mount Isa Surrounds,5.10E-06,Good,Good,1
702021055,Barkly,702021055,Barkly,0.9999894,Good,Good,0
702021056,Tennant Creek,702021055,Barkly,1.00E-07,Good,Good,1
702021056,Tennant Creek,702021056,Tennant Creek,0.9999999,Good,Good,0
702031057,Alligator,702031057,Alligator,1,Good,Good,0
702031058,Daly,702031058,Daly,1,Good,Good,0
702031059,Thamarrurr,702031059,Thamarrurr,1,Good,Good,0
702031060,Tiwi Islands,702031060,Tiwi Islands,1,Poor,Good,0
702031061,West Arnhem,702031061,West Arnhem,1,Good,Good,0
702041062,Anindilyakwa,702041062,Anindilyakwa,1,Acceptable,Good,0
702041063,East Arnhem,702041063,East Arnhem,1,Good,Good,0
702041064,Nhulunbuy,702041063,East Arnhem,1.00E-07,Good,Good,1
702041064,Nhulunbuy,702041064,Nhulunbuy,0.9999999,Good,Good,0
702051065,Elsey,702051065,Elsey,1,Good,Good,0
702051066,Gulf,315021404,Carpentaria,3.00E-07,Good,Good,1
702051066,Gulf,702051066,Gulf,0.9999997,Good,Good,0
702051067,Katherine,702051067,Katherine,1,Good,Good,0
702051068,Victoria River,510011265,Kununurra,6.10E-06,Good,Good,1
702051068,Victoria River,702051068,Victoria River,0.9999938,Good,Good,0
797979799,Migratory - Offshore - Shipping (NT),797979799,Migratory - Offshore - Shipping (NT),1,Good,Good,0
799999499,No usual address (NT),799999499,No usual address (NT),1,Good,Good,0
801011001,Aranda,801011111,Molonglo Corridor,1.00E-07,Good,Good,1
801011001,Aranda,801011005,Cook,1.00E-07,Good,Good,1
801011001,Aranda,801011003,Bruce,1.00E-07,Good,Good,1
801011001,Aranda,801051123,Black Mountain,1.00E-07,Good,Good,1
801011001,Aranda,801011001,Aranda,0.9999995,Good,Good,0
801011002,Belconnen,801011002,Belconnen,0.9999998,Good,Good,0
801011003,Bruce,801011003,Bruce,0.9999999,Good,Good,0
801011004,Charnwood,801011006,Dunlop,1.00E-07,Good,Good,1
801011004,Charnwood,801011009,Flynn (ACT),1.00E-07,Good,Good,1
801011004,Charnwood,801011010,Fraser,1.00E-07,Good,Good,1
801011004,Charnwood,801011004,Charnwood,0.9999997,Good,Good,0
801011005,Cook,801011020,Macquarie,1.00E-07,Good,Good,1
801011005,Cook,801011111,Molonglo Corridor,2.00E-07,Good,Good,1
801011005,Cook,801011005,Cook,0.9999997,Good,Good,0
801011006,Dunlop,801011004,Charnwood,1.00E-07,Good,Good,1
801011006,Dunlop,801011006,Dunlop,0.9999998,Good,Good,0
801011007,Evatt,801011025,Spence,1.00E-07,Good,Good,1
801011007,Evatt,801011021,McKellar,1.00E-07,Good,Good,1
801011007,Evatt,801011022,Melba,1.00E-07,Good,Good,1
801011007,Evatt,801011007,Evatt,0.9999997,Good,Good,0
801011008,Florey,801011024,Scullin,1.00E-07,Good,Good,1
801011008,Florey,801011008,Florey,0.9999998,Good,Good,0
801011009,Flynn (ACT),801011004,Charnwood,1.00E-07,Good,Good,1
801011009,Flynn (ACT),801011010,Fraser,1.00E-07,Good,Good,1
801011009,Flynn (ACT),801011017,Latham,1.00E-07,Good,Good,1
801011009,Flynn (ACT),801011022,Melba,1.00E-07,Good,Good,1
801011009,Flynn (ACT),801011009,Flynn (ACT),0.9999996,Good,Good,0
801011010,Fraser,801011025,Spence,1.00E-07,Good,Good,1
801011010,Fraser,801011012,Gooromon,2.00E-07,Good,Good,1
801011010,Fraser,801011010,Fraser,0.9999997,Good,Good,0
801011011,Giralang,801011018,Lawson,1.00E-07,Good,Good,1
801011011,Giralang,801011012,Gooromon,1.00E-07,Good,Good,1
801011011,Giralang,801011016,Kaleen,1.00E-07,Good,Good,1
801011011,Giralang,801011011,Giralang,0.9999998,Good,Good,0
801011012,Gooromon,801041043,Hall,1.00E-07,Good,Good,1
801011012,Gooromon,801011012,Gooromon,0.9999998,Good,Good,0
801011013,Hawker,801011111,Molonglo Corridor,1.00E-07,Good,Good,1
801011013,Hawker,801011024,Scullin,1.00E-07,Good,Good,1
801011013,Hawker,801011013,Hawker,0.9999997,Good,Good,0
801011014,Higgins,801011015,Holt,1.00E-07,Good,Good,1
801011014,Higgins,801011111,Molonglo Corridor,1.00E-07,Good,Good,1
801011014,Higgins,801011014,Higgins,0.9999998,Good,Good,0
801011015,Holt,801011143,Strathnairn,1.00E-07,Poor,Good,1
801011015,Holt,801011019,Macgregor (ACT),1.00E-07,Good,Good,1
801011015,Holt,801011014,Higgins,1.00E-07,Good,Good,1
801011015,Holt,801011015,Holt,0.9999998,Good,Good,0
801011016,Kaleen,801011016,Kaleen,0.9999999,Good,Good,0
801011017,Latham,801011004,Charnwood,1.00E-07,Good,Good,1
801011017,Latham,801011009,Flynn (ACT),1.00E-07,Good,Good,1
801011017,Latham,801011019,Macgregor (ACT),1.00E-07,Good,Good,1
