LGA_CODE_2006,LGA_NAME_2006,LGA_CODE_2021,LGA_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
30200,Atherton (S),36820,Tablelands,0.9992984,Good,Good,0
30250,Aurukun (S),30250,Aurukun,1,Good,Good,0
30270,Badu (IC),36960,Torres Strait Island,1,Good,Good,0
30300,Balonne (S),30300,Balonne,1,Good,Good,0
30330,Bamaga (IC),35780,Northern Peninsula Area,1,Good,Good,0
30350,Banana (S),30370,Banana,1,Good,Good,0
30400,Barcaldine (S),30760,Blackall Tambo,0.0034158,Good,Good,1
30400,Barcaldine (S),30410,Barcaldine,0.9965842,Good,Good,0
30450,Barcoo (S),30450,Barcoo,1,Good,Good,0
30500,Bauhinia (S),32270,Central Highlands (Qld),1,Good,Good,0
30550,Beaudesert (S),36510,Scenic Rim,0.3676004,Poor,Good,0
30550,Beaudesert (S),34590,Logan,0.6323996,Acceptable,Good,0
30600,Belyando (S),32270,Central Highlands (Qld),0.0006096,Good,Good,1
30600,Belyando (S),33980,Isaac,0.9993904,Good,Good,0
30650,Bendemere (S),34860,Maranoa,1,Good,Good,0
30700,Biggenden (S),35760,North Burnett,1,Good,Good,0
30750,Blackall (S),30760,Blackall Tambo,1,Good,Good,0
30770,Boigu (IC),36960,Torres Strait Island,1,Good,Good,0
30800,Boonah (S),36510,Scenic Rim,1,Poor,Good,0
30850,Booringa (S),34860,Maranoa,1,Good,Good,0
30900,Boulia (S),30900,Boulia,1,Good,Good,0
30950,Bowen (S),37340,Whitsunday,0.9999604,Good,Good,0
30950,Bowen (S),32310,Charters Towers,3.96E-05,Good,Good,1
31000,Brisbane (C),31000,Brisbane,0.9995052,Good,Good,0
31000,Brisbane (C),35010,Moreton Bay,0.0003805,Good,Good,1
31000,Brisbane (C),33960,Ipswich,3.44E-05,Good,Good,1
31000,Brisbane (C),36250,Redland,1.59E-05,Good,Good,1
31000,Brisbane (C),34590,Logan,6.37E-05,Acceptable,Good,1
31000,Brisbane (C),,,3.00E-07,Poor,Good,5
31700,Broadsound (S),32270,Central Highlands (Qld),0.0004497,Good,Good,1
31700,Broadsound (S),33980,Isaac,0.9995503,Good,Good,0
31750,Bulloo (S),31750,Bulloo,0.9969055,Good,Good,0
31750,Bulloo (S),35800,Paroo,0.0030945,Good,Good,1
31810,Bundaberg (C),31820,Bundaberg,1,Good,Good,0
31850,Bungil (S),34860,Maranoa,1,Good,Good,0
31900,Burdekin (S),31900,Burdekin,1,Good,Good,0
31950,Burke (S),31950,Burke,1,Good,Good,0
31980,Burnett (S),31820,Bundaberg,0.9998697,Good,Good,0
31980,Burnett (S),33360,Gladstone,0.0001303,Good,Good,1
32000,Caboolture (S),35010,Moreton Bay,0.9998893,Good,Good,0
32000,Caboolture (S),36720,Sunshine Coast,1.31E-05,Good,Good,1
32000,Caboolture (S),36580,Somerset,9.76E-05,Good,Good,1
32060,Cairns (C),32080,Cairns,0.9996521,Good,Good,0
32060,Cairns (C),,,0.0003192,Poor,Good,5
32060,Cairns (C),32260,Cassowary Coast,2.87E-05,Good,Good,1
32100,Calliope (S),33360,Gladstone,0.9998851,Good,Good,0
32100,Calliope (S),,,0.0001149,Poor,Good,5
32130,Caloundra (C),36720,Sunshine Coast,0.9998603,Good,Good,0
32130,Caloundra (C),,,0.0001397,Poor,Good,5
32150,Cambooya (S),36910,Toowoomba,1,Good,Good,0
32200,Cardwell (S),32260,Cassowary Coast,1,Good,Good,0
32250,Carpentaria (S),32250,Carpentaria,1,Good,Good,0
32300,Charters Towers (C),32310,Charters Towers,1,Good,Good,0
32330,Cherbourg (S),32330,Cherbourg,1,Good,Good,0
32350,Chinchilla (S),37310,Western Downs,1,Good,Good,0
32400,Clifton (S),36910,Toowoomba,1,Good,Good,0
32450,Cloncurry (S),32450,Cloncurry,0.9992176,Good,Good,0
32450,Cloncurry (S),34800,McKinlay,0.0007824,Good,Good,1
32500,Cook (S),33830,Hope Vale,0.0008381,Good,Good,1
32500,Cook (S),34570,Lockhart River,0.0004979,Good,Good,1
32500,Cook (S),35670,Napranum,0.0002283,Good,Good,1
32500,Cook (S),37570,Wujal Wujal,0.0008442,Good,Good,1
32500,Cook (S),,,0.0032109,Poor,Good,5
32500,Cook (S),32500,Cook,0.9943807,Good,Good,0
32530,Cooloola (S),33620,Gympie,0.9995418,Good,Good,0
32530,Cooloola (S),35740,Noosa,0.0002478,Good,Good,1
32530,Cooloola (S),36580,Somerset,0.0002104,Good,Good,1
32550,Crow's Nest (S),36910,Toowoomba,1,Good,Good,0
32600,Croydon (S),32600,Croydon,1,Good,Good,0
32650,Dalby (T),37310,Western Downs,1,Good,Good,0
32700,Dalrymple (S),32310,Charters Towers,0.9961907,Good,Good,0
32700,Dalrymple (S),37340,Whitsunday,0.0038093,Good,Good,1
32740,Dauan (IC),36960,Torres Strait Island,1,Good,Good,0
32750,Diamantina (S),32750,Diamantina,1,Good,Good,0
32770,Doomadgee (S),31950,Burke,0.00056,Good,Good,1
32770,Doomadgee (S),32770,Doomadgee,0.99944,Good,Good,0
32800,Douglas (S),34880,Mareeba,0.0006095,Good,Good,1
32800,Douglas (S),32810,Douglas,0.9993905,Good,Good,0
32850,Duaringa (S),32270,Central Highlands (Qld),1,Good,Good,0
32900,Eacham (S),36820,Tablelands,0.9984215,Good,Good,0
32900,Eacham (S),32080,Cairns,0.0015785,Good,Good,1
32950,Eidsvold (S),35760,North Burnett,1,Good,Good,0
33000,Emerald (S),32270,Central Highlands (Qld),1,Good,Good,0
33030,Erub (IC),36960,Torres Strait Island,0.9347826,Good,Good,0
33030,Erub (IC),,,0.0652174,Poor,Good,3
33050,Esk (S),36580,Somerset,1,Good,Good,0
33100,Etheridge (S),33100,Etheridge,0.9980092,Good,Good,0
33100,Etheridge (S),32600,Croydon,0.0019908,Good,Good,1
33150,Fitzroy (S),34530,Livingstone,0.0015021,Good,Good,1
33150,Fitzroy (S),36370,Rockhampton,0.9984979,Good,Good,0
33200,Flinders (S),32310,Charters Towers,0.0014087,Good,Good,1
33200,Flinders (S),33200,Flinders (Qld),0.9985913,Good,Good,0
33250,Gatton (S),34580,Lockyer Valley,0.9992824,Good,Good,0
33250,Gatton (S),36910,Toowoomba,0.0007176,Good,Good,1
33300,Gayndah (S),35760,North Burnett,1,Good,Good,0
33350,Gladstone (C),33360,Gladstone,1,Good,Good,0
33460,Gold Coast (C),,,9.50E-06,Poor,Good,5
33460,Gold Coast (C),34590,Logan,0.0808536,Acceptable,Good,0
33460,Gold Coast (C),33430,Gold Coast,0.9191369,Good,Good,0
33600,Goondiwindi (T),33610,Goondiwindi,1,Good,Good,0
33650,Hammond (IC),,,0.0697674,Poor,Good,3
33650,Hammond (IC),36960,Torres Strait Island,0.9302326,Good,Good,0
33700,Herberton (S),36820,Tablelands,0.9996042,Good,Good,0
33700,Herberton (S),34880,Mareeba,0.0003958,Good,Good,1
33750,Hervey Bay (C),33220,Fraser Coast,1,Good,Good,0
33800,Hinchinbrook (S),33800,Hinchinbrook,1,Good,Good,0
33830,Hope Vale (S),33830,Hope Vale,1,Good,Good,0
33840,Iama (IC),36960,Torres Strait Island,1,Good,Good,0
33850,Ilfracombe (S),34710,Longreach,1,Good,Good,0
33900,Inglewood (S),33610,Goondiwindi,1,Good,Good,0
33930,Injinoo (S),35780,Northern Peninsula Area,1,Good,Good,0
33960,Ipswich (C),31000,Brisbane,0.0003081,Good,Good,1
33960,Ipswich (C),33960,Ipswich,0.9908532,Good,Good,0
33960,Ipswich (C),36510,Scenic Rim,0.0088387,Poor,Good,1
34000,Isis (S),31820,Bundaberg,0.9995718,Good,Good,0
34000,Isis (S),33220,Fraser Coast,0.0004282,Good,Good,1
34050,Isisford (S),34710,Longreach,1,Good,Good,0
34100,Jericho (S),32270,Central Highlands (Qld),0.003964,Good,Good,1
34100,Jericho (S),30410,Barcaldine,0.996036,Good,Good,0
34150,Johnstone (S),32080,Cairns,0.0008661,Good,Good,1
34150,Johnstone (S),32260,Cassowary Coast,0.9991339,Good,Good,0
34200,Jondaryan (S),36910,Toowoomba,1,Good,Good,0
34250,Kilcoy (S),36580,Somerset,0.9980671,Good,Good,0
34250,Kilcoy (S),33620,Gympie,0.0006443,Good,Good,1
34250,Kilcoy (S),36720,Sunshine Coast,0.0012886,Good,Good,1
34300,Kilkivan (S),33620,Gympie,1,Good,Good,0
34350,Kingaroy (S),36630,South Burnett,1,Good,Good,0
34400,Kolan (S),31820,Bundaberg,1,Good,Good,0
34420,Kowanyama (S),34420,Kowanyama,0.9999996,Good,Good,0
34420,Kowanyama (S),32500,Cook,2.00E-07,Good,Good,1
34420,Kowanyama (S),32250,Carpentaria,2.00E-07,Good,Good,1
34430,Kubin (IC),36960,Torres Strait Island,1,Good,Good,0
34450,Laidley (S),34580,Lockyer Valley,1,Good,Good,0
34550,Livingstone (S),34530,Livingstone,1,Good,Good,0
34570,Lockhart River (S),34570,Lockhart River,0.9997813,Good,Good,0
34570,Lockhart River (S),,,0.0002187,Poor,Good,5
34600,Logan (C),34590,Logan,1,Acceptable,Good,0
34700,Longreach (S),34710,Longreach,1,Good,Good,0
34740,Mabuiag (IC),36960,Torres Strait Island,0.9393939,Good,Good,0
34740,Mabuiag (IC),,,0.0606061,Poor,Good,3
34760,Mackay (C),,,1.00E-07,Poor,Good,5
34760,Mackay (C),34770,Mackay,0.9999999,Good,Good,0
34800,McKinlay (S),34800,McKinlay,1,Good,Good,0
34830,Mapoon (S),34830,Mapoon,0.9774234,Good,Good,0
34830,Mapoon (S),32500,Cook,0.0225766,Good,Good,0
34850,Mareeba (S),34880,Mareeba,1,Good,Good,0
34900,Maroochy (S),36720,Sunshine Coast,0.9971109,Good,Good,0
34900,Maroochy (S),35740,Noosa,0.0028891,Good,Good,1
34950,Maryborough (C),33220,Fraser Coast,1,Good,Good,0
34970,Mer (IC),36960,Torres Strait Island,0.8333333,Good,Good,0
34970,Mer (IC),,,0.1666667,Poor,Good,3
35000,Millmerran (S),36910,Toowoomba,1,Good,Good,0
35050,Mirani (S),34770,Mackay,1,Good,Good,0
35100,Miriam Vale (S),33360,Gladstone,0.9975007,Good,Good,0
35100,Miriam Vale (S),31820,Bundaberg,0.0024993,Good,Good,1
35150,Monto (S),35760,North Burnett,1,Good,Good,0
35250,Mornington (S),35250,Mornington,1,Good,Good,0
35300,Mount Isa (C),35300,Mount Isa,1,Good,Good,0
35350,Mount Morgan (S),36370,Rockhampton,1,Good,Good,0
35450,Mundubbera (S),35760,North Burnett,1,Good,Good,0
35500,Murgon (S),36630,South Burnett,1,Good,Good,0
35550,Murilla (S),37310,Western Downs,1,Good,Good,0
35600,Murweh (S),35600,Murweh,1,Good,Good,0
35650,Nanango (S),36630,South Burnett,1,Good,Good,0
35670,Napranum (S),35670,Napranum,0.977294,Good,Good,0
35670,Napranum (S),32500,Cook,0.022706,Good,Good,0
35700,Nebo (S),33980,Isaac,1,Good,Good,0
35730,New Mapoon (S),35780,Northern Peninsula Area,1,Good,Good,0
35750,Noosa (S),35740,Noosa,1,Good,Good,0
35770,Palm Island (S),35790,Palm Island,1,Good,Good,0
35800,Paroo (S),35800,Paroo,1,Good,Good,0
35850,Peak Downs (S),32270,Central Highlands (Qld),1,Good,Good,0
35900,Perry (S),35760,North Burnett,1,Good,Good,0
35950,Pine Rivers (S),31000,Brisbane,0.0024926,Good,Good,1
35950,Pine Rivers (S),35010,Moreton Bay,0.997413,Good,Good,0
35950,Pine Rivers (S),36580,Somerset,9.44E-05,Good,Good,1
36050,Pittsworth (S),36910,Toowoomba,1,Good,Good,0
36070,Pormpuraaw (S),36070,Pormpuraaw,0.999999,Good,Good,0
36070,Pormpuraaw (S),30250,Aurukun,1.00E-06,Good,Good,1
36100,Poruma (IC),,,0.2222222,Poor,Good,3
36100,Poruma (IC),36960,Torres Strait Island,0.7777778,Good,Good,0
36150,Quilpie (S),30450,Barcoo,0.0012617,Good,Good,1
36150,Quilpie (S),30760,Blackall Tambo,0.0007807,Good,Good,1
36150,Quilpie (S),36150,Quilpie,0.9979576,Good,Good,0
36200,Redcliffe (C),35010,Moreton Bay,0.9999998,Good,Good,0
36200,Redcliffe (C),,,2.00E-07,Poor,Good,5
36250,Redland (S),31000,Brisbane,0.0001423,Good,Good,1
36250,Redland (S),36250,Redland,0.9998577,Good,Good,0
36300,Richmond (S),36300,Richmond,1,Good,Good,0
36350,Rockhampton (C),36370,Rockhampton,1,Good,Good,0
36400,Roma (T),34860,Maranoa,1,Good,Good,0
36450,Rosalie (S),36910,Toowoomba,1,Good,Good,0
36470,Saibai (IC),36960,Torres Strait Island,1,Good,Good,0
36480,St Pauls (IC),36960,Torres Strait Island,1,Good,Good,0
36550,Sarina (S),33980,Isaac,0.0002742,Good,Good,1
36550,Sarina (S),34770,Mackay,0.9997258,Good,Good,0
36570,Seisia (IC),35780,Northern Peninsula Area,0.8695652,Good,Good,0
36570,Seisia (IC),,,0.1304348,Poor,Good,3
36600,Stanthorpe (S),36660,Southern Downs,1,Good,Good,0
36650,Tambo (S),30760,Blackall Tambo,0.9944984,Good,Good,0
36650,Tambo (S),30410,Barcaldine,0.0055016,Good,Good,1
36700,Tara (S),37310,Western Downs,1,Good,Good,0
36750,Taroom (S),37310,Western Downs,0.4709977,Good,Good,0
36750,Taroom (S),30370,Banana,0.5242664,Good,Good,0
36750,Taroom (S),34860,Maranoa,0.0047358,Good,Good,1
36800,Thuringowa (C),37010,Townsville,0.9999243,Good,Good,0
36800,Thuringowa (C),32310,Charters Towers,7.57E-05,Good,Good,1
36850,Tiaro (S),33220,Fraser Coast,0.5808677,Good,Good,0
36850,Tiaro (S),33620,Gympie,0.4191323,Good,Good,0
36900,Toowoomba (C),36910,Toowoomba,1,Good,Good,0
36950,Torres (S),36950,Torres,0.9999996,Good,Good,0
36950,Torres (S),,,4.00E-07,Poor,Good,5
37000,Townsville (C),37010,Townsville,1,Good,Good,0
37090,Ugar (IC),36960,Torres Strait Island,0.625,Good,Good,0
37090,Ugar (IC),,,0.375,Poor,Good,3
37110,Umagico (S),35780,Northern Peninsula Area,0.9411765,Good,Good,0
37110,Umagico (S),36950,Torres,0.0588235,Good,Good,0
37120,Waggamba (S),33610,Goondiwindi,1,Good,Good,0
37150,Wambo (S),37310,Western Downs,1,Good,Good,0
37170,Warraber (IC),36960,Torres Strait Island,0.7142857,Good,Good,0
37170,Warraber (IC),,,0.2857143,Poor,Good,3
37200,Warroo (S),34860,Maranoa,1,Good,Good,0
37260,Warwick (S),36910,Toowoomba,0.0001799,Good,Good,1
37260,Warwick (S),36660,Southern Downs,0.9994603,Good,Good,0
37260,Warwick (S),34580,Lockyer Valley,0.0003598,Good,Good,1
37300,Weipa (T),37300,Weipa,0.9617415,Good,Good,0
37300,Weipa (T),,,0.0382585,Poor,Good,3
37330,Whitsunday (S),37340,Whitsunday,0.9942962,Good,Good,0
37330,Whitsunday (S),,,0.0057038,Poor,Good,5
37400,Winton (S),30410,Barcaldine,0.0009241,Good,Good,1
37400,Winton (S),32750,Diamantina,0.0006725,Good,Good,1
37400,Winton (S),37400,Winton,0.9984033,Good,Good,0
37450,Wondai (S),36630,South Burnett,1,Good,Good,0
37500,Woocoo (S),33220,Fraser Coast,0.9994425,Good,Good,0
37500,Woocoo (S),35760,North Burnett,0.0005575,Good,Good,1
37550,Woorabinda (S),37550,Woorabinda,1,Good,Good,0
37570,Wujal Wujal (S),37570,Wujal Wujal,1,Good,Good,0
37600,Yarrabah (S),37600,Yarrabah,1,Good,Good,0
37650,Yorke (IC),,,0.0227273,Poor,Good,3
37650,Yorke (IC),36960,Torres Strait Island,0.9772727,Good,Good,0
39399,Unincorporated Qld,35250,Mornington,1,Good,Good,0
39499,No usual address (Qld),39499,No usual address (Qld),1,Good,Good,0
39799,Migratory - Offshore - Shipping (Qld),39799,Migratory - Offshore - Shipping (Qld),1,Good,Good,0
40070,Adelaide (C),40070,Adelaide,1,Good,Good,0
40120,Adelaide Hills (DC),40120,Adelaide Hills,0.9997942,Good,Good,0
40120,Adelaide Hills (DC),40310,Barossa,0.0002058,Good,Good,1
40220,Alexandrina (DC),40220,Alexandrina,1,Good,Good,0
40250,Anangu Pitjantjatjara (AC),40250,Anangu Pitjantjatjara Yunkunytjatjara,1,Good,Good,0
40310,Barossa (DC),40120,Adelaide Hills,0.0003506,Good,Good,1
40310,Barossa (DC),40310,Barossa,0.9996494,Good,Good,0
40430,Barunga West (DC),40430,Barunga West,1,Good,Good,0
40520,Berri and Barmera (DC),40520,Berri Barmera,0.9933427,Good,Good,0
40520,Berri and Barmera (DC),49399,Unincorporated SA,0.0066573,Good,Good,1
40700,Burnside (C),40700,Burnside,1,Good,Good,0
40910,Campbelltown (C),40910,Campbelltown (SA),1,Good,Good,0
41010,Ceduna (DC),41010,Ceduna,1,Good,Good,0
41060,Charles Sturt (C),41060,Charles Sturt,1,Good,Good,0
41140,Clare and Gilbert Valleys (DC),41140,Clare and Gilbert Valleys,1,Good,Good,0
41190,Cleve (DC),41190,Cleve,1,Good,Good,0
41330,Coober Pedy (DC),41330,Coober Pedy,1,Good,Good,0
41560,Copper Coast (DC),41560,Copper Coast,1,Good,Good,0
41750,Elliston (DC),41750,Elliston,1,Good,Good,0
41830,Flinders Ranges (DC),49399,Unincorporated SA,0.0017949,Good,Good,1
41830,Flinders Ranges (DC),41830,Flinders Ranges,0.9982051,Good,Good,0
41960,Franklin Harbour (DC),41190,Cleve,0.0469064,Good,Good,0
41960,Franklin Harbour (DC),41960,Franklin Harbour,0.9530936,Good,Good,0
42030,Gawler (T),42030,Gawler,1,Good,Good,0
42110,Goyder (DC),42110,Goyder,1,Good,Good,0
42250,Grant (DC),42250,Grant,0.968716,Good,Good,0
42250,Grant (DC),44620,Mount Gambier,0.0306155,Good,Good,0
42250,Grant (DC),,,0.0006685,Poor,Good,5
42600,Holdfast Bay (C),42600,Holdfast Bay,1,Good,Good,0
42750,Kangaroo Island (DC),42750,Kangaroo Island,1,Good,Good,0
43080,Karoonda East Murray (DC),43080,Karoonda East Murray,1,Good,Good,0
43220,Kimba (DC),43220,Kimba,1,Good,Good,0
43360,Kingston (DC),43360,Kingston (SA),1,Good,Good,0
43570,Le Hunte (DC),48640,Wudinna,0.9618945,Good,Good,0
43570,Le Hunte (DC),43220,Kimba,0.0311773,Good,Good,0
43570,Le Hunte (DC),49399,Unincorporated SA,0.0069283,Good,Good,1
43650,Light (RegC),43650,Light,1,Good,Good,0
43710,Lower Eyre Peninsula (DC),43710,Lower Eyre Peninsula,1,Good,Good,0
43790,Loxton Waikerie (DC),43790,Loxton Waikerie,0.9921341,Good,Good,0
43790,Loxton Waikerie (DC),49399,Unincorporated SA,0.0078659,Good,Good,1
43920,Mallala (DC),40150,Adelaide Plains,1,Good,Good,0
44000,Maralinga Tjarutja (AC),44000,Maralinga Tjarutja,1,Good,Good,0
44060,Marion (C),44060,Marion,1,Good,Good,0
44210,Mid Murray (DC),44210,Mid Murray,1,Good,Good,0
44340,Mitcham (C),44340,Mitcham,1,Good,Good,0
44550,Mount Barker (DC),44550,Mount Barker,1,Good,Good,0
44620,Mount Gambier (C),44620,Mount Gambier,1,Good,Good,0
44830,Mount Remarkable (DC),44830,Mount Remarkable,1,Good,Good,0
45040,Murray Bridge (RC),45040,Murray Bridge,1,Good,Good,0
45090,Naracoorte and Lucindale (DC),45090,Naracoorte Lucindale,1,Good,Good,0
45120,Northern Areas (DC),45120,Northern Areas,1,Good,Good,0
45290,Norwood Payneham St Peters (C),45290,Norwood Payneham and St Peters,1,Good,Good,0
45340,Onkaparinga (C),48750,Yankalilla,5.68E-05,Good,Good,1
45340,Onkaparinga (C),45340,Onkaparinga,0.9999432,Good,Good,0
45400,Orroroo/Carrieton (DC),45400,Orroroo Carrieton,1,Good,Good,0
45540,Peterborough (DC),45540,Peterborough,1,Good,Good,0
45680,Playford (C),45680,Playford,1,Good,Good,0
45890,Port Adelaide Enfield (C),45890,Port Adelaide Enfield,1,Good,Good,0
46090,Port Augusta (C),,,4.00E-07,Poor,Good,5
46090,Port Augusta (C),46090,Port Augusta,0.9999996,Good,Good,0
46300,Port Lincoln (C),46300,Port Lincoln,1,Good,Good,0
46450,Port Pirie City and Dists (M),46450,Port Pirie,0.9999994,Good,Good,0
46450,Port Pirie City and Dists (M),,,6.00E-07,Poor,Good,5
46510,Prospect (C),46510,Prospect,1,Good,Good,0
46670,Renmark Paringa (DC),46670,Renmark Paringa,0.9997533,Good,Good,0
46670,Renmark Paringa (DC),43790,Loxton Waikerie,0.0002467,Good,Good,1
46860,Robe (DC),46860,Robe,1,Good,Good,0
46970,Roxby Downs (M),49399,Unincorporated SA,0.0012007,Good,Good,1
46970,Roxby Downs (M),46970,Roxby Downs,0.9987993,Good,Good,0
47140,Salisbury (C),47140,Salisbury,1,Good,Good,0
47290,Southern Mallee (DC),47290,Southern Mallee,1,Good,Good,0
47490,Streaky Bay (DC),47490,Streaky Bay,0.995661,Good,Good,0
47490,Streaky Bay (DC),49399,Unincorporated SA,0.004339,Good,Good,1
47630,Tatiara (DC),47630,Tatiara,1,Good,Good,0
47700,Tea Tree Gully (C),47700,Tea Tree Gully,1,Good,Good,0
47800,The Coorong (DC),47800,Coorong,0.9967197,Good,Good,0
47800,The Coorong (DC),49399,Unincorporated SA,0.0032803,Good,Good,1
47910,Tumby Bay (DC),47910,Tumby Bay,1,Good,Good,0
47980,Unley (C),47980,Unley,1,Good,Good,0
48050,Victor Harbor (C),48050,Victor Harbor,1,Good,Good,0
48130,Wakefield (DC),48130,Wakefield,1,Good,Good,0
48260,Walkerville (M),45290,Norwood Payneham and St Peters,0.0031,Good,Good,1
48260,Walkerville (M),48260,Walkerville,0.9969,Good,Good,0
48340,Wattle Range (DC),42250,Grant,0.0010001,Good,Good,1
48340,Wattle Range (DC),48340,Wattle Range,0.9954407,Good,Good,0
48340,Wattle Range (DC),,,0.0035593,Poor,Good,5
48410,West Torrens (C),48410,West Torrens,1,Good,Good,0
48540,Whyalla (C),48540,Whyalla,0.9995009,Good,Good,0
48540,Whyalla (C),49399,Unincorporated SA,0.0004991,Good,Good,1
48750,Yankalilla (DC),48750,Yankalilla,1,Good,Good,0
48830,Yorke Peninsula (DC),48830,Yorke Peninsula,1,Good,Good,0
49399,Unincorporated SA,43220,Kimba,0.0011962,Good,Good,1
49399,Unincorporated SA,48540,Whyalla,5.60E-06,Good,Good,1
49399,Unincorporated SA,,,4.00E-07,Poor,Good,5
49399,Unincorporated SA,44000,Maralinga Tjarutja,0.0006892,Good,Good,1
49399,Unincorporated SA,49399,Unincorporated SA,0.9981087,Good,Good,0
49499,No usual address (SA),49499,No usual address (SA),1,Good,Good,0
49799,Migratory - Offshore - Shipping (SA),49799,Migratory - Offshore - Shipping (SA),1,Good,Good,0
50080,Albany (C),50080,Albany,0.9998328,Good,Good,0
50080,Albany (C),54130,Jerramungup,0.0001672,Good,Good,1
50210,Armadale (C),50210,Armadale,0.999814,Good,Good,0
50210,Armadale (C),53780,Gosnells,0.000186,Good,Good,1
50250,Ashburton (S),,,0.0007327,Poor,Good,5
50250,Ashburton (S),54310,Karratha,0.0012212,Good,Good,1
50250,Ashburton (S),50250,Ashburton,0.9980461,Good,Good,0
50280,Augusta-Margaret River (S),,,0.001476,Poor,Good,5
50280,Augusta-Margaret River (S),56300,Nannup,0.0038198,Good,Good,1
50280,Augusta-Margaret River (S),50280,Augusta Margaret River,0.9947042,Good,Good,0
50350,Bassendean (T),50350,Bassendean,0.9999993,Good,Good,0
50350,Bassendean (T),,,7.00E-07,Poor,Good,5
50420,Bayswater (C),50420,Bayswater,0.9990758,Good,Good,0
50420,Bayswater (C),57910,Stirling,0.000924,Good,Good,1
50420,Bayswater (C),,,2.00E-07,Poor,Good,5
50490,Belmont (C),50490,Belmont,1,Good,Good,0
50560,Beverley (S),50560,Beverley,1,Good,Good,0
50630,Boddington (S),50630,Boddington,1,Good,Good,0
50770,Boyup Brook (S),50770,Boyup Brook,1,Good,Good,0
50840,Bridgetown-Greenbushes (S),50840,Bridgetown-Greenbushes,0.9986558,Good,Good,0
50840,Bridgetown-Greenbushes (S),55180,Manjimup,0.0013442,Good,Good,1
50910,Brookton (S),50910,Brookton,1,Good,Good,0
50980,Broome (S),50980,Broome,0.9994267,Good,Good,0
50980,Broome (S),52800,Derby-West Kimberley,0.0005733,Good,Good,1
51050,Broomehill (S),51080,Broomehill-Tambellup,1,Good,Good,0
51120,Bruce Rock (S),51120,Bruce Rock,1,Good,Good,0
51190,Bunbury (C),51190,Bunbury,1,Good,Good,0
51260,Busselton (S),51260,Busselton,1,Good,Good,0
51310,Cambridge (T),51310,Cambridge,0.9993476,Good,Good,0
51310,Cambridge (T),57980,Subiaco,0.0006524,Acceptable,Good,1
51330,Canning (C),51330,Canning,0.9995084,Good,Good,0
51330,Canning (C),,,0.0004916,Poor,Good,5
51400,Capel (S),51400,Capel,1,Good,Good,0
51470,Carnamah (S),51470,Carnamah,1,Good,Good,0
51540,Carnarvon (S),51540,Carnarvon,1,Good,Good,0
51610,Chapman Valley (S),51610,Chapman Valley,0.9892283,Good,Good,0
51610,Chapman Valley (S),53800,Greater Geraldton,0.0107717,Good,Good,0
51680,Chittering (S),51680,Chittering,1,Good,Good,0
51750,Claremont (T),51750,Claremont,1,Good,Good,0
51820,Cockburn (C),51820,Cockburn,1,Good,Good,0
51890,Collie (S),51890,Collie,1,Good,Good,0
51960,Coolgardie (S),51960,Coolgardie,0.9984083,Good,Good,0
51960,Coolgardie (S),54280,Kalgoorlie-Boulder,0.0015917,Good,Good,1
52030,Coorow (S),52030,Coorow,0.9887437,Good,Good,0
52030,Coorow (S),51470,Carnamah,0.0112563,Good,Good,0
52100,Corrigin (S),52100,Corrigin,1,Good,Good,0
52170,Cottesloe (T),52170,Cottesloe,1,Good,Good,0
52240,Cranbrook (S),52240,Cranbrook,1,Good,Good,0
52310,Cuballing (S),52310,Cuballing,1,Good,Good,0
52380,Cue (S),52380,Cue,0.9971165,Good,Good,0
52380,Cue (S),57630,Sandstone,0.0028835,Good,Good,1
52450,Cunderdin (S),52450,Cunderdin,1,Good,Good,0
52520,Dalwallinu (S),52520,Dalwallinu,1,Good,Good,0
52590,Dandaragan (S),52590,Dandaragan,1,Good,Good,0
52660,Dardanup (S),52660,Dardanup,1,Good,Good,0
52730,Denmark (S),52730,Denmark,1,Good,Good,0
52800,Derby-West Kimberley (S),50980,Broome,0.0011252,Good,Good,1
52800,Derby-West Kimberley (S),52800,Derby-West Kimberley,0.992783,Good,Good,0
52800,Derby-West Kimberley (S),53920,Halls Creek,0.0003837,Good,Good,1
52800,Derby-West Kimberley (S),,,0.005708,Poor,Good,5
52870,Donnybrook-Balingup (S),52870,Donnybrook-Balingup,1,Good,Good,0
52940,Dowerin (S),52940,Dowerin,1,Good,Good,0
53010,Dumbleyung (S),59100,Wickepin,0.0039705,Good,Good,1
53010,Dumbleyung (S),53010,Dumbleyung,0.9960295,Good,Good,0
53080,Dundas (S),53080,Dundas,0.9986543,Good,Good,0
53080,Dundas (S),53290,Esperance,0.0013457,Good,Good,1
53150,East Fremantle (T),53150,East Fremantle,1,Good,Good,0
53220,East Pilbara (S),53220,East Pilbara,0.9999511,Good,Good,0
53220,East Pilbara (S),55250,Meekatharra,4.89E-05,Good,Good,1
53290,Esperance (S),,,0.004813,Poor,Good,5
53290,Esperance (S),53290,Esperance,0.995187,Good,Good,0
53360,Exmouth (S),53360,Exmouth,1,Good,Good,0
53430,Fremantle (C),53430,Fremantle,1,Good,Good,0
53500,Geraldton (C),53800,Greater Geraldton,1,Good,Good,0
53570,Gingin (S),53570,Gingin,1,Good,Good,0
