SA2_MAINCODE_2016,SA2_NAME_2016,CED_CODE_2021,CED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
301021012,Thornlands,303,Bowman,1,Good,Good,0
301021013,Victoria Point,303,Bowman,1,Good,Good,0
301021527,Redland Islands,303,Bowman,1,Good,Good,0
301031014,Brisbane Port - Lytton,302,Bonner,1,Good,Good,0
301031015,Manly - Lota,302,Bonner,1,Good,Good,0
301031016,Manly West,302,Bonner,1,Good,Good,0
301031017,Murarrie,302,Bonner,0.5820767,Good,Good,0
301031017,Murarrie,313,Griffith,0.4179233,Good,Good,0
301031018,Tingalpa,302,Bonner,1,Good,Good,0
301031019,Wakerley,302,Bonner,1,Good,Good,0
301031020,Wynnum,302,Bonner,1,Good,Good,0
301031021,Wynnum West - Hemmant,302,Bonner,1,Good,Good,0
302011022,Bald Hills,326,Petrie,1,Good,Good,0
302011023,Bridgeman Downs,307,Dickson,0.4609752,Good,Good,0
302011023,Bridgeman Downs,319,Lilley,0.1729376,Good,Good,0
302011023,Bridgeman Downs,326,Petrie,0.3660872,Good,Good,0
302011024,Carseldine,326,Petrie,1,Good,Good,0
302011025,Everton Park,304,Brisbane,0.0004562,Good,Good,1
302011025,Everton Park,319,Lilley,0.9995438,Good,Good,0
302011026,McDowall,307,Dickson,0.1959495,Good,Good,0
302011026,McDowall,319,Lilley,0.8040505,Good,Good,0
302021027,Aspley,319,Lilley,0.768244,Good,Good,0
302021027,Aspley,326,Petrie,0.231756,Good,Good,0
302021028,Chermside,319,Lilley,1,Good,Good,0
302021029,Chermside West,319,Lilley,1,Good,Good,0
302021030,Geebung,319,Lilley,1,Good,Good,0
302021031,Kedron - Gordon Park,304,Brisbane,0.30852,Good,Good,0
302021031,Kedron - Gordon Park,319,Lilley,0.69148,Good,Good,0
302021032,Stafford,304,Brisbane,0.2393247,Good,Good,0
302021032,Stafford,319,Lilley,0.7606753,Good,Good,0
302021033,Stafford Heights,319,Lilley,1,Good,Good,0
302021034,Wavell Heights,319,Lilley,1,Good,Good,0
302031035,Boondall,319,Lilley,1,Good,Good,0
302031036,Brisbane Airport,304,Brisbane,0,Good,Good,1
302031036,Brisbane Airport,319,Lilley,1,Good,Good,0
302031037,Eagle Farm - Pinkenba,304,Brisbane,0.6824772,Good,Good,0
302031037,Eagle Farm - Pinkenba,319,Lilley,0.3175228,Good,Good,0
302031038,Northgate - Virginia,319,Lilley,1,Good,Good,0
302031039,Nudgee - Banyo,319,Lilley,1,Good,Good,0
302031040,Nundah,319,Lilley,1,Good,Good,0
302041041,Bracken Ridge,326,Petrie,1,Good,Good,0
302041042,Brighton (Qld),319,Lilley,1,Good,Good,0
302041043,Deagon,319,Lilley,1,Good,Good,0
302041044,Sandgate - Shorncliffe,319,Lilley,1,Good,Good,0
302041045,Taigum - Fitzgibbon,319,Lilley,0.5260311,Good,Good,0
302041045,Taigum - Fitzgibbon,326,Petrie,0.4739689,Good,Good,0
302041046,Zillmere,319,Lilley,1,Good,Good,0
303011047,Camp Hill,313,Griffith,1,Good,Good,0
303011048,Cannon Hill,302,Bonner,0.0301495,Good,Good,0
303011048,Cannon Hill,313,Griffith,0.9698505,Good,Good,0
303011049,Carina,302,Bonner,0.3200223,Good,Good,0
303011049,Carina,313,Griffith,0.6799777,Good,Good,0
303011050,Carina Heights,313,Griffith,1,Good,Good,0
303011051,Carindale,302,Bonner,1,Good,Good,0
303021052,Annerley,324,Moreton,1,Good,Good,0
303021053,Coorparoo,313,Griffith,1,Good,Good,0
303021054,Fairfield - Dutton Park,313,Griffith,0.3749229,Good,Good,0
303021054,Fairfield - Dutton Park,324,Moreton,0.6250771,Good,Good,0
303021055,Greenslopes,313,Griffith,1,Good,Good,0
303021056,Holland Park,313,Griffith,1,Good,Good,0
303021057,Holland Park West,302,Bonner,0.62795,Good,Good,0
303021057,Holland Park West,313,Griffith,0.37205,Good,Good,0
303021058,Woolloongabba,313,Griffith,1,Good,Good,0
303021059,Yeronga,324,Moreton,1,Good,Good,0
303031060,Eight Mile Plains,302,Bonner,0.1917139,Good,Good,0
303031060,Eight Mile Plains,324,Moreton,0.8082861,Good,Good,0
303031061,Macgregor (Qld),324,Moreton,1,Good,Good,0
303031062,Mansfield (Qld),302,Bonner,1,Good,Good,0
303031063,Mount Gravatt,302,Bonner,0.8573071,Good,Good,0
303031063,Mount Gravatt,313,Griffith,0.1426929,Good,Good,0
303031064,Rochedale - Burbank,302,Bonner,1,Good,Good,0
303031065,Upper Mount Gravatt,302,Bonner,1,Good,Good,0
303031066,Wishart,302,Bonner,1,Good,Good,0
303041067,Coopers Plains,324,Moreton,1,Good,Good,0
303041068,Moorooka,324,Moreton,1,Good,Good,0
303041069,Robertson,324,Moreton,1,Good,Good,0
303041070,Salisbury - Nathan,324,Moreton,1,Good,Good,0
303041071,Tarragindi,324,Moreton,1,Good,Good,0
303051072,Algester,327,Rankin,1,Good,Good,0
303051073,Calamvale - Stretton,327,Rankin,1,Good,Good,0
303051074,Pallara - Willawong,324,Moreton,0.0352268,Good,Good,0
303051074,Pallara - Willawong,325,Oxley,0.9647732,Good,Good,0
303051075,Parkinson - Drewvale,327,Rankin,1,Good,Good,0
303051076,Rocklea - Acacia Ridge,324,Moreton,1,Good,Good,0
303061077,Kuraby,324,Moreton,1,Good,Good,0
303061078,Runcorn,324,Moreton,1,Good,Good,0
303061079,Sunnybank,324,Moreton,1,Good,Good,0
303061080,Sunnybank Hills,324,Moreton,1,Good,Good,0
304011081,Jindalee - Mount Ommaney,325,Oxley,1,Good,Good,0
304011082,Middle Park - Jamboree Heights,325,Oxley,1,Good,Good,0
304011083,Riverhills,325,Oxley,1,Good,Good,0
304011084,Seventeen Mile Rocks - Sinnamon Park,325,Oxley,1,Good,Good,0
304011085,Westlake,325,Oxley,1,Good,Good,0
304021086,Bellbowrie - Moggill,328,Ryan,1,Good,Good,0
304021087,Brookfield - Kenmore Hills,328,Ryan,1,Good,Good,0
304021088,Chapel Hill,328,Ryan,1,Good,Good,0
304021089,Fig Tree Pocket,328,Ryan,1,Good,Good,0
304021090,Kenmore,328,Ryan,1,Good,Good,0
304021091,Pinjarra Hills - Pullenvale,328,Ryan,1,Good,Good,0
304031092,Chelmer - Graceville,324,Moreton,1,Good,Good,0
304031093,Corinda,324,Moreton,1,Good,Good,0
304031094,Indooroopilly,328,Ryan,1,Good,Good,0
304031095,Sherwood,324,Moreton,1,Good,Good,0
304031096,St Lucia,328,Ryan,1,Good,Good,0
304031097,Taringa,328,Ryan,1,Good,Good,0
304041098,Enoggera,304,Brisbane,0.3857354,Good,Good,0
304041098,Enoggera,328,Ryan,0.6142646,Good,Good,0
304041099,Enoggera Reservoir,328,Ryan,1,Good,Good,0
304041100,Keperra,328,Ryan,1,Good,Good,0
304041101,Mitchelton,328,Ryan,1,Good,Good,0
304041102,Mount Coot-tha,328,Ryan,1,Good,Good,0
304041103,The Gap,328,Ryan,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,328,Ryan,1,Good,Good,0
305011105,Brisbane City,304,Brisbane,1,Good,Good,0
305011106,Fortitude Valley,304,Brisbane,1,Good,Good,0
305011107,Highgate Hill,313,Griffith,1,Good,Good,0
305011108,Kangaroo Point,313,Griffith,1,Good,Good,0
305011109,New Farm,304,Brisbane,1,Good,Good,0
305011110,South Brisbane,313,Griffith,1,Good,Good,0
305011111,Spring Hill,304,Brisbane,1,Good,Good,0
305011112,West End,313,Griffith,1,Good,Good,0
305021113,Balmoral,313,Griffith,1,Good,Good,0
305021114,Bulimba,313,Griffith,1,Good,Good,0
305021115,East Brisbane,313,Griffith,1,Good,Good,0
305021116,Hawthorne,313,Griffith,1,Good,Good,0
305021117,Morningside - Seven Hills,313,Griffith,1,Good,Good,0
305021118,Norman Park,313,Griffith,1,Good,Good,0
305031119,Albion,304,Brisbane,1,Good,Good,0
305031120,Alderley,304,Brisbane,1,Good,Good,0
305031121,Ascot,304,Brisbane,1,Good,Good,0
305031122,Clayfield,304,Brisbane,1,Good,Good,0
305031123,Grange,304,Brisbane,1,Good,Good,0
305031124,Hamilton (Qld),304,Brisbane,1,Good,Good,0
305031125,Hendra,304,Brisbane,1,Good,Good,0
305031126,Kelvin Grove - Herston,304,Brisbane,1,Good,Good,0
305031127,Newmarket,304,Brisbane,1,Good,Good,0
305031128,Newstead - Bowen Hills,304,Brisbane,1,Good,Good,0
305031129,Wilston,304,Brisbane,1,Good,Good,0
305031130,Windsor,304,Brisbane,1,Good,Good,0
305031131,Wooloowin - Lutwyche,304,Brisbane,1,Good,Good,0
305041132,Ashgrove,304,Brisbane,0.7295636,Good,Good,0
305041132,Ashgrove,328,Ryan,0.2704364,Good,Good,0
305041133,Auchenflower,328,Ryan,1,Good,Good,0
305041134,Bardon,304,Brisbane,0.2344292,Good,Good,0
305041134,Bardon,328,Ryan,0.7655708,Good,Good,0
305041135,Paddington - Milton,304,Brisbane,0.9482941,Good,Good,0
305041135,Paddington - Milton,328,Ryan,0.0517059,Good,Good,0
305041136,Red Hill (Qld),304,Brisbane,1,Good,Good,0
305041137,Toowong,328,Ryan,1,Good,Good,0
306011138,Brinsmead,318,Leichhardt,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,318,Leichhardt,1,Good,Good,0
306011140,Freshwater - Stratford,318,Leichhardt,1,Good,Good,0
306011141,Redlynch,318,Leichhardt,1,Good,Good,0
306011142,Trinity Beach - Smithfield,318,Leichhardt,1,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,318,Leichhardt,1,Good,Good,0
306021144,Bentley Park,317,Kennedy,1,Good,Good,0
306021145,Cairns City,318,Leichhardt,1,Good,Good,0
306021146,Earlville - Bayview Heights,318,Leichhardt,1,Good,Good,0
306021147,Edmonton,317,Kennedy,1,Good,Good,0
306021148,Gordonvale - Trinity,317,Kennedy,1,Good,Good,0
306021148,Gordonvale - Trinity,318,Leichhardt,0,Good,Good,1
306021149,Kanimbla - Mooroobool,318,Leichhardt,1,Good,Good,0
306021150,Lamb Range,317,Kennedy,0.4118374,Good,Good,0
306021150,Lamb Range,318,Leichhardt,0.5881626,Good,Good,0
306021151,Manoora,318,Leichhardt,1,Good,Good,0
306021152,Manunda,318,Leichhardt,1,Good,Good,0
306021153,Mount Sheridan,318,Leichhardt,1,Good,Good,0
306021154,Westcourt - Bungalow,318,Leichhardt,1,Good,Good,0
306021155,White Rock,318,Leichhardt,1,Good,Good,0
306021156,Whitfield - Edge Hill,318,Leichhardt,1,Good,Good,0
306021157,Woree,318,Leichhardt,1,Good,Good,0
306031158,Babinda,317,Kennedy,1,Good,Good,0
306031159,Innisfail,317,Kennedy,1,Good,Good,0
306031160,Johnstone,317,Kennedy,1,Good,Good,0
306031161,Tully,317,Kennedy,1,Good,Good,0
306031162,Wooroonooran,317,Kennedy,1,Good,Good,0
306031163,Yarrabah,317,Kennedy,0.9999997,Good,Good,0
306031163,Yarrabah,318,Leichhardt,3e-7,Good,Good,1
306041164,Daintree,318,Leichhardt,1,Good,Good,0
306041165,Port Douglas,318,Leichhardt,1,Good,Good,0
306051166,Atherton,317,Kennedy,1,Good,Good,0
306051167,Herberton,317,Kennedy,1,Good,Good,0
306051168,Kuranda,317,Kennedy,0.0410726,Good,Good,0
306051168,Kuranda,318,Leichhardt,0.9589274,Good,Good,0
306051169,Malanda - Yungaburra,317,Kennedy,1,Good,Good,0
306051170,Mareeba,317,Kennedy,1,Good,Good,0
307011171,Balonne,321,Maranoa,1,Good,Good,0
307011172,Chinchilla,321,Maranoa,1,Good,Good,0
307011173,Goondiwindi,321,Maranoa,1,Good,Good,0
307011174,Inglewood - Waggamba,321,Maranoa,1,Good,Good,0
307011175,Miles - Wandoan,321,Maranoa,1,Good,Good,0
307011176,Roma,321,Maranoa,1,Good,Good,0
307011177,Roma Region,321,Maranoa,1,Good,Good,0
307011178,Tara,321,Maranoa,1,Good,Good,0
307021179,Crows Nest - Rosalie,314,Groom,0.3535297,Good,Good,0
307021179,Crows Nest - Rosalie,321,Maranoa,0.6464703,Good,Good,0
307021180,Jondaryan,314,Groom,0.9947306,Good,Good,0
307021180,Jondaryan,321,Maranoa,0.0052694,Good,Good,1
307021181,Millmerran,321,Maranoa,1,Good,Good,0
307021182,Pittsworth,314,Groom,1,Good,Good,0
307021183,Wambo,314,Groom,0,Good,Good,1
307021183,Wambo,321,Maranoa,1,Good,Good,0
307031184,Clifton - Greenmount,314,Groom,0.4028145,Good,Good,0
307031184,Clifton - Greenmount,321,Maranoa,0.5971855,Good,Good,0
307031185,Southern Downs - East,321,Maranoa,1,Good,Good,0
307031186,Southern Downs - West,321,Maranoa,1,Good,Good,0
307031187,Stanthorpe,321,Maranoa,1,Good,Good,0
307031188,Stanthorpe Region,321,Maranoa,1,Good,Good,0
307031189,Warwick,321,Maranoa,1,Good,Good,0
308011190,Central Highlands - East,311,Flynn,1,Good,Good,0
308011191,Central Highlands - West,311,Flynn,1,Good,Good,0
308011192,Emerald,311,Flynn,1,Good,Good,0
308031205,Berserker,305,Capricornia,1,Good,Good,0
308031206,Bouldercombe,311,Flynn,1,Good,Good,0
308031207,Emu Park,305,Capricornia,1,Good,Good,0
308031208,Frenchville - Mount Archer,305,Capricornia,1,Good,Good,0
308031209,Glenlee - Rockyview,305,Capricornia,1,Good,Good,0
308031210,Gracemere,311,Flynn,1,Good,Good,0
308031211,Lakes Creek,305,Capricornia,1,Good,Good,0
308031212,Mount Morgan,311,Flynn,1,Good,Good,0
308031213,Norman Gardens,305,Capricornia,1,Good,Good,0
308031214,Park Avenue,305,Capricornia,1,Good,Good,0
308031215,Parkhurst - Kawana,305,Capricornia,1,Good,Good,0
308031216,Rockhampton - West,305,Capricornia,1,Good,Good,0
308031217,Rockhampton City,305,Capricornia,0.9712896,Good,Good,0
308031217,Rockhampton City,311,Flynn,0.0287104,Good,Good,0
308031218,Rockhampton Region - East,305,Capricornia,0.9999997,Good,Good,0
308031218,Rockhampton Region - East,311,Flynn,3e-7,Good,Good,1
308031219,Rockhampton Region - North,305,Capricornia,1,Good,Good,0
308031220,Rockhampton Region - West,311,Flynn,1,Good,Good,0
308031221,Shoalwater Bay,305,Capricornia,1,Good,Good,0
308031222,The Range - Allenstown,305,Capricornia,1,Good,Good,0
308031223,Yeppoon,305,Capricornia,1,Good,Good,0
308041528,Banana,311,Flynn,1,Good,Good,0
308041529,Biloela,311,Flynn,1,Good,Good,0
308051530,Agnes Water - Miriam Vale,311,Flynn,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,311,Flynn,1,Good,Good,0
308051532,Callemondah,311,Flynn,1,Good,Good,0
308051533,Clinton - New Auckland,311,Flynn,1,Good,Good,0
308051534,Gladstone,311,Flynn,1,Good,Good,0
308051535,Gladstone Hinterland,311,Flynn,1,Good,Good,0
308051536,Kin Kora - Sun Valley,311,Flynn,1,Good,Good,0
308051537,South Trees,311,Flynn,1,Good,Good,0
308051538,Telina - Toolooa,311,Flynn,1,Good,Good,0
308051539,West Gladstone,311,Flynn,1,Good,Good,0
309011224,Broadbeach Waters,323,Moncrieff,1,Good,Good,0
309011225,Burleigh Heads,322,McPherson,1,Good,Good,0
309011226,Burleigh Waters,322,McPherson,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,323,Moncrieff,1,Good,Good,0
309011228,Mermaid Waters,323,Moncrieff,1,Good,Good,0
309011229,Miami,322,McPherson,0.0282287,Good,Good,0
309011229,Miami,323,Moncrieff,0.9717713,Good,Good,0
309021230,Coolangatta,322,McPherson,1,Good,Good,0
309021231,Currumbin - Tugun,322,McPherson,1,Good,Good,0
309021232,Currumbin Waters,322,McPherson,1,Good,Good,0
309021233,Elanora,322,McPherson,1,Good,Good,0
309021234,Palm Beach,322,McPherson,1,Good,Good,0
309031235,Arundel,308,Fadden,1,Good,Good,0
309031236,Biggera Waters,308,Fadden,1,Good,Good,0
309031237,Coombabah,308,Fadden,1,Good,Good,0
309031238,Labrador,308,Fadden,1,Good,Good,0
309031239,Paradise Point - Hollywell,308,Fadden,1,Good,Good,0
309031240,Runaway Bay,308,Fadden,1,Good,Good,0
309041241,Guanaba - Springbrook,330,Wright,1,Acceptable,Good,0
309041242,Tamborine - Canungra,330,Wright,1,Acceptable,Good,0
309051243,Currumbin Valley - Tallebudgera,322,McPherson,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,322,McPherson,0.6849875,Good,Good,0
309051244,Mudgeeraba - Bonogin,330,Wright,0.3150125,Acceptable,Good,0
309051245,Reedy Creek - Andrews,322,McPherson,1,Good,Good,0
309061246,Carrara,323,Moncrieff,1,Good,Good,0
309061247,Highland Park,323,Moncrieff,1,Good,Good,0
309061248,Nerang - Mount Nathan,323,Moncrieff,0.7664179,Good,Good,0
309061248,Nerang - Mount Nathan,330,Wright,0.2335821,Acceptable,Good,0
309061249,Pacific Pines - Gaven,308,Fadden,0.9531419,Good,Good,0
309061249,Pacific Pines - Gaven,330,Wright,0.0468581,Acceptable,Good,0
309061250,Worongary - Tallai,330,Wright,1,Acceptable,Good,0
309071251,Coomera,308,Fadden,1,Good,Good,0
309071252,Helensvale,308,Fadden,1,Good,Good,0
309071253,Hope Island,308,Fadden,1,Good,Good,0
309071254,Jacobs Well - Alberton,308,Fadden,1,Good,Good,0
309071255,Ormeau - Yatala,308,Fadden,0.4729791,Good,Good,0
309071255,Ormeau - Yatala,312,Forde,0.5270209,Good,Good,0
309071256,Oxenford - Maudsland,308,Fadden,0.5693852,Good,Good,0
309071256,Oxenford - Maudsland,330,Wright,0.4306148,Acceptable,Good,0
309071257,Pimpama,308,Fadden,0.7692187,Good,Good,0
309071257,Pimpama,312,Forde,0.2307813,Good,Good,0
309071258,Upper Coomera - Willow Vale,312,Forde,0.9937327,Good,Good,0
309071258,Upper Coomera - Willow Vale,330,Wright,0.0062673,Acceptable,Good,1
309081259,Clear Island Waters,322,McPherson,1,Good,Good,0
309081260,Merrimac,322,McPherson,0.7815856,Good,Good,0
309081260,Merrimac,323,Moncrieff,0.2184144,Good,Good,0
309081261,Robina,322,McPherson,1,Good,Good,0
309081262,Varsity Lakes,322,McPherson,1,Good,Good,0
309091263,Ashmore,323,Moncrieff,1,Good,Good,0
309091264,Molendinar,323,Moncrieff,1,Good,Good,0
309091265,Parkwood,308,Fadden,1,Good,Good,0
309091540,Southport - North,308,Fadden,0.0255926,Good,Good,0
309091540,Southport - North,323,Moncrieff,0.9744074,Good,Good,0
309091541,Southport - South,323,Moncrieff,1,Good,Good,0
309101267,Benowa,323,Moncrieff,1,Good,Good,0
309101268,Bundall,323,Moncrieff,1,Good,Good,0
309101269,Main Beach,323,Moncrieff,1,Good,Good,0
309101270,Surfers Paradise,323,Moncrieff,1,Good,Good,0
310011271,Darra - Sumner,325,Oxley,1,Good,Good,0
310011272,Durack,325,Oxley,1,Good,Good,0
310011273,Forest Lake - Doolandella,325,Oxley,1,Good,Good,0
310011274,Inala - Richlands,325,Oxley,1,Good,Good,0
310011275,Oxley (Qld),324,Moreton,0.5379747,Good,Good,0
310011275,Oxley (Qld),325,Oxley,0.4620253,Good,Good,0
310011276,Wacol,325,Oxley,1,Good,Good,0
310021277,Boonah,330,Wright,1,Acceptable,Good,0
310021278,Esk,301,Blair,1,Good,Good,0
310021279,Lake Manchester - England Creek,328,Ryan,1,Good,Good,0
310021280,Lockyer Valley - East,301,Blair,0,Good,Good,1
310021280,Lockyer Valley - East,330,Wright,1,Acceptable,Good,0
310021281,Lowood,301,Blair,1,Good,Good,0
310021282,Rosewood,301,Blair,1,Good,Good,0
310031283,Brassall,301,Blair,1,Good,Good,0
310031284,Bundamba,301,Blair,1,Good,Good,0
310031285,Churchill - Yamanto,301,Blair,1,Good,Good,0
310031286,Ipswich - Central,301,Blair,1,Good,Good,0
310031287,Ipswich - East,301,Blair,1,Good,Good,0
310031288,Ipswich - North,301,Blair,1,Good,Good,0
310031289,Karalee - Barellan Point,301,Blair,1,Good,Good,0
310031290,Karana Downs,301,Blair,1,Good,Good,0
310031291,Leichhardt - One Mile,301,Blair,1,Good,Good,0
310031292,North Ipswich - Tivoli,301,Blair,1,Good,Good,0
310031293,Raceview,301,Blair,1,Good,Good,0
310031294,Ripley,301,Blair,1,Good,Good,0
310031295,Riverview,301,Blair,1,Good,Good,0
310041296,Bellbird Park - Brookwater,301,Blair,7e-7,Good,Good,1
310041296,Bellbird Park - Brookwater,325,Oxley,0.9999993,Good,Good,0
310041297,Camira - Gailes,325,Oxley,1,Good,Good,0
310041298,Carole Park,325,Oxley,1,Good,Good,0
310041299,Collingwood Park - Redbank,301,Blair,0.526848,Good,Good,0
310041299,Collingwood Park - Redbank,325,Oxley,0.473152,Good,Good,0
310041300,Goodna,325,Oxley,1,Good,Good,0
310041301,New Chum,301,Blair,1,Good,Good,0
310041302,Redbank Plains,301,Blair,0.6043194,Good,Good,0
310041302,Redbank Plains,325,Oxley,0.3956806,Good,Good,0
310041303,Springfield,325,Oxley,1,Good,Good,0
310041304,Springfield Lakes,301,Blair,0.36792,Good,Good,0
310041304,Springfield Lakes,325,Oxley,0.63208,Good,Good,0
311011305,Beaudesert,330,Wright,1,Acceptable,Good,0
311021306,Beenleigh,312,Forde,1,Good,Good,0
311021307,Eagleby,312,Forde,1,Good,Good,0
311021308,Edens Landing - Holmview,312,Forde,1,Good,Good,0
311021309,Mount Warren Park,312,Forde,1,Good,Good,0
311021310,Wolffdene - Bahrs Scrub,312,Forde,1,Good,Good,0
311031311,Boronia Heights - Park Ridge,312,Forde,1,Good,Good,0
311031312,Browns Plains,327,Rankin,1,Good,Good,0
311031313,Chambers Flat - Logan Reserve,312,Forde,1,Good,Good,0
311031314,Crestmead,327,Rankin,1,Good,Good,0
311031315,Greenbank Military Camp,330,Wright,1,Acceptable,Good,0
311031316,Hillcrest,327,Rankin,0.6934923,Good,Good,0
311031316,Hillcrest,330,Wright,0.3065077,Acceptable,Good,0
311031317,Marsden,327,Rankin,1,Good,Good,0
311031318,Munruben - Park Ridge South,312,Forde,0.6529398,Good,Good,0
311031318,Munruben - Park Ridge South,330,Wright,0.3470602,Acceptable,Good,0
311031319,Regents Park - Heritage Park,327,Rankin,1,Good,Good,0
311041320,Greenbank,312,Forde,0.0160362,Good,Good,0
311041320,Greenbank,330,Wright,0.9839638,Acceptable,Good,0
311041321,Jimboomba,330,Wright,1,Acceptable,Good,0
311041322,Logan Village,312,Forde,0.2595343,Good,Good,0
311041322,Logan Village,330,Wright,0.7404657,Acceptable,Good,0
311051323,Bethania - Waterford,312,Forde,1,Good,Good,0
311051324,Cornubia - Carbrook,312,Forde,1,Good,Good,0
311051325,Loganholme - Tanah Merah,312,Forde,1,Good,Good,0
311051326,Loganlea,312,Forde,0.8780404,Good,Good,0
311051326,Loganlea,327,Rankin,0.1219596,Good,Good,0
311051327,Shailer Park,312,Forde,1,Good,Good,0
311051328,Waterford West,312,Forde,1,Good,Good,0
311061329,Daisy Hill,327,Rankin,1,Good,Good,0
311061330,Kingston (Qld.),327,Rankin,1,Good,Good,0
311061331,Logan Central,327,Rankin,1,Good,Good,0
311061332,Rochedale South - Priestdale,327,Rankin,1,Good,Good,0
311061333,Slacks Creek,327,Rankin,1,Good,Good,0
311061334,Springwood,327,Rankin,1,Good,Good,0
311061335,Underwood,327,Rankin,1,Good,Good,0
311061336,Woodridge,327,Rankin,1,Good,Good,0
312011337,Bowen,306,Dawson,1,Good,Good,0
312011338,Broadsound - Nebo,305,Capricornia,1,Good,Good,0
312011339,Clermont,305,Capricornia,1,Good,Good,0
312011340,Collinsville,305,Capricornia,0.5595741,Good,Good,0
312011340,Collinsville,306,Dawson,0.4404259,Good,Good,0
312011341,Moranbah,305,Capricornia,1,Good,Good,0
312021342,Andergrove - Beaconsfield,306,Dawson,1,Good,Good,0
312021343,East Mackay,306,Dawson,1,Good,Good,0
312021344,Eimeo - Rural View,306,Dawson,1,Good,Good,0
312021345,Eungella Hinterland,305,Capricornia,1,Good,Good,0
312021346,Mackay,306,Dawson,1,Good,Good,0
312021347,Mackay Harbour,306,Dawson,1,Good,Good,0
312021348,Mount Pleasant - Glenella,306,Dawson,1,Good,Good,0
312021349,North Mackay,306,Dawson,1,Good,Good,0
312021350,Ooralea - Bakers Creek,305,Capricornia,0.9357604,Good,Good,0
312021350,Ooralea - Bakers Creek,306,Dawson,0.0642396,Good,Good,0
312021351,Pioneer Valley,305,Capricornia,1,Good,Good,0
312021352,Sarina,305,Capricornia,1,Good,Good,0
312021353,Seaforth - Calen,306,Dawson,1,Good,Good,0
312021354,Shoal Point - Bucasia,306,Dawson,1,Good,Good,0
312021355,Slade Point,306,Dawson,1,Good,Good,0
312021356,South Mackay,306,Dawson,1,Good,Good,0
312021357,Walkerston - Eton,305,Capricornia,1,Good,Good,0
312021358,West Mackay,306,Dawson,1,Good,Good,0
312031359,Airlie - Whitsundays,306,Dawson,1,Good,Good,0
312031360,Cape Conway,306,Dawson,1,Good,Good,0
312031361,Proserpine,306,Dawson,1,Good,Good,0
313011362,Beachmere - Sandstone Point,320,Longman,1,Good,Good,0
313011363,Bribie Island,320,Longman,1,Good,Good,0
313021364,Burpengary - East,320,Longman,1,Good,Good,0
313021365,Caboolture,320,Longman,1,Good,Good,0
313021366,Caboolture - South,320,Longman,1,Good,Good,0
313021367,Elimbah,320,Longman,1,Good,Good,0
313021368,Morayfield - East,320,Longman,1,Good,Good,0
313021369,Wamuran,320,Longman,1,Good,Good,0
313031370,Kilcoy,301,Blair,1,Good,Good,0
313031371,Woodford - D'Aguilar,320,Longman,1,Good,Good,0
313041372,Burpengary,320,Longman,1,Good,Good,0
313041373,Deception Bay,326,Petrie,1,Good,Good,0
313041374,Morayfield,320,Longman,1,Good,Good,0
313041375,Narangba,320,Longman,1,Good,Good,0
313041376,Upper Caboolture,320,Longman,1,Good,Good,0
313051377,Clontarf,326,Petrie,1,Good,Good,0
313051378,Margate - Woody Point,326,Petrie,1,Good,Good,0
313051379,Redcliffe,326,Petrie,1,Good,Good,0
313051380,Rothwell - Kippa-Ring,326,Petrie,1,Good,Good,0
313051542,Scarborough - Newport - Moreton Island,302,Bonner,0.0311014,Good,Good,0
313051542,Scarborough - Newport - Moreton Island,326,Petrie,0.9688986,Good,Good,0
314011382,Albany Creek,307,Dickson,1,Good,Good,0
314011383,Cashmere,307,Dickson,1,Good,Good,0
314011384,Dayboro,307,Dickson,1,Good,Good,0
314011385,Eatons Hill,307,Dickson,1,Good,Good,0
314011386,The Hills District,307,Dickson,1,Good,Good,0
314011387,Samford Valley,307,Dickson,1,Good,Good,0
314021388,Dakabin - Kallangur,307,Dickson,0.5013608,Good,Good,0
314021388,Dakabin - Kallangur,320,Longman,0.4986392,Good,Good,0
314021389,Murrumba Downs - Griffin,307,Dickson,0.6105288,Good,Good,0
314021389,Murrumba Downs - Griffin,326,Petrie,0.3894712,Good,Good,0
314021390,North Lakes - Mango Hill,326,Petrie,1,Good,Good,0
314031391,Bray Park,307,Dickson,1,Good,Good,0
314031392,Lawnton,307,Dickson,1,Good,Good,0
314031393,Petrie,307,Dickson,1,Good,Good,0
314031394,Strathpine - Brendale,307,Dickson,1,Good,Good,0
315011395,Aurukun,318,Leichhardt,1,Good,Good,0
315011396,Cape York,318,Leichhardt,1,Good,Good,0
315011397,Croydon - Etheridge,317,Kennedy,1,Good,Good,0
315011398,Kowanyama - Pormpuraaw,318,Leichhardt,1,Good,Good,0
315011399,Northern Peninsula,318,Leichhardt,1,Good,Good,0
315011400,Tablelands,317,Kennedy,0.9999999,Good,Good,0
315011400,Tablelands,318,Leichhardt,1e-7,Good,Good,1
315011401,Torres,318,Leichhardt,1,Good,Good,0
315011402,Torres Strait Islands,318,Leichhardt,1,Good,Good,0
