SA2_CODE_2021,SA2_NAME_2021,PHN_CODE_2017,PHN_NAME_2017,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG,,,,,,,,,,,
406021140,Quorn - Lake Gilles,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
406021141,Outback,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
406021142,Port Augusta,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
406021143,Roxby Downs,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407011144,Goolwa - Port Elliot,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407011145,Kangaroo Island,,,6.94E-05,Acceptable,Good,4,,,,,,,,,,,
407011145,Kangaroo Island,PHN402,Country SA,0.9999306,Good,Good,0,,,,,,,,,,,
407011146,Strathalbyn,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407011147,Strathalbyn Surrounds,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407011148,Victor Harbor,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407011149,Yankalilla,PHN401,Adelaide,1.50E-06,Good,Good,1,,,,,,,,,,,
407011149,Yankalilla,PHN402,Country SA,0.9999985,Good,Good,0,,,,,,,,,,,
407021150,Grant,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021151,Kingston - Robe,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021152,Millicent,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021154,Naracoorte,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021155,Naracoorte Surrounds,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021156,Penola,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021157,Tatiara,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021158,Wattle Range,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021173,Mount Gambier - East,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407021174,Mount Gambier - West,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031159,Barmera,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031160,Berri,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031161,Karoonda - Lameroo,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031162,Loxton,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031163,Loxton Surrounds,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031164,Mannum,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031165,Murray Bridge,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031166,Murray Bridge Surrounds,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031167,Renmark,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031168,Renmark Surrounds,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031169,The Coorong,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
407031170,Waikerie,PHN402,Country SA,1,Good,Good,0,,,,,,,,,,,
497979799,Migratory - Offshore - Shipping (SA),,,,NA,Good,4,,,,,,,,,,805269,https://linked.data.gov.au/dataset/asgsed3/SA2/399999499
499999499,No usual address (SA),,,,NA,Good,4,,,,,,,,,,805271,https://linked.data.gov.au/dataset/asgsed3/SA2/497979799
501011001,Augusta,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501011003,Busselton Surrounds,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501011004,Margaret River,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501011293,Busselton - East,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501011294,Busselton - West,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021005,Australind - Leschenault,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021007,Capel,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021008,College Grove - Carey Park,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021009,Collie,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021010,Dardanup,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021011,Davenport,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021012,Eaton - Pelican Point,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021014,Harvey,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021015,East Bunbury - Glen Iris,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021016,Waroona,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
501021251,Dalyellup,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021252,Gelorup - Stratham,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021253,South Bunbury - Bunbury,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501021254,Withers - Usher,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501031017,Bridgetown - Boyup Brook,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501031018,Donnybrook - Balingup,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501031019,Manjimup,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
501031020,Pemberton,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
502011021,Dawesville - Bouvard,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011022,Falcon - Wannanup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011023,Greenfields,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011024,Halls Head - Erskine,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011025,Mandurah,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011026,Mandurah - East,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011027,Mandurah - North,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011028,Mandurah - South,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
502011029,Pinjarra,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
503011030,City Beach,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503011031,Claremont (WA),PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503011032,Cottesloe,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503011033,Floreat,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503011034,Mosman Park - Peppermint Grove,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503011035,Nedlands - Dalkeith - Crawley,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503011036,Swanbourne - Mount Claremont,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021037,Kings Park (WA),PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021038,Mount Hawthorn - Leederville,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021039,Mount Lawley - Inglewood,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021040,North Perth,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021042,Subiaco - Shenton Park,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021043,Wembley - West Leederville - Glendalough,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021295,East Perth,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021296,Perth (North) - Highgate,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
503021297,Perth (West) - Northbridge,,,4.80E-05,Acceptable,Good,4,,,,,,,,,,,
503021297,Perth (West) - Northbridge,PHN501,Perth North,0.999952,Good,Good,0,,,,,,,,,,,
504011044,Bassendean - Eden Hill - Ashfield,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504011045,Bayswater - Embleton - Bedford,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504011046,Maylands,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504011047,Morley,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504011048,Noranda,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504021049,Chidlow,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504021050,Glen Forrest - Darlington,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504021051,Helena Valley - Koongamia,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504021052,Malmalling - Reservoir,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504021053,Mundaring,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504021054,Swan View - Greenmount - Midvale,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031055,Avon Valley National Park,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031056,Ballajura,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031057,Beechboro,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031058,Bullsbrook,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031060,Gidgegannup,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031061,Hazelmere - Guildford,PHN502,Perth South,1.90E-06,Good,Good,1,,,,,,,,,,,
504031061,Hazelmere - Guildford,PHN501,Perth North,0.9999981,Good,Good,0,,,,,,,,,,,
504031062,Lockridge - Kiara,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031063,Malaga,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031064,Melaleuca - Lexia,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031065,Middle Swan - Herne Hill,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031066,Midland - Guildford,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031067,Stratton - Jane Brook,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031068,The Vines,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031069,Walyunga National Park,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031298,Aveley,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031299,Brabham - Henley Brook,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
504031300,Ellenbrook,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011070,Craigie - Beldon,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011071,Currambine - Kinross,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011072,Duncraig,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011073,Greenwood - Warwick,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011074,Heathridge - Connolly,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011075,Hillarys,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011076,Iluka - Burns Beach,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011077,Joondalup - Edgewater,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011078,Kingsley,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011079,Mullaloo - Kallaroo,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011080,Ocean Reef,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011081,Padbury,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011082,Sorrento - Marmion,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505011083,Woodvale,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021084,Balcatta - Hamersley,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021085,Balga - Mirrabooka,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021087,Herdsman,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021088,Innaloo - Doubleview,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021089,Karrinyup - Gwelup - Carine,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021090,Nollamara - Westminster,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021091,Osborne Park Industrial,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021092,Scarborough,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021093,Stirling - Osborne Park,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021094,Trigg - North Beach - Watermans Bay,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021095,Tuart Hill - Joondanna,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021096,Wembley Downs - Churchlands - Woodlands,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021097,Yokine - Coolbinia - Menora,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021301,Dianella - North,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505021302,Dianella - South,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031098,Alexander Heights - Koondoola,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031099,Butler - Merriwa - Ridgewood,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031100,Carramar,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031101,Clarkson,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031102,Girrawheen,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031104,Marangaroo,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031105,Mindarie - Quinns Rocks - Jindalee,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031106,Neerabup National Park,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031107,Tapping - Ashby - Sinagra,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031255,Alkimos - Eglinton,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031256,Carabooda - Pinjar,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031257,Two Rocks,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031258,Yanchep,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031303,Hocking - Pearsall,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031304,Landsdale,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031305,Madeley - Darch,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
505031306,Wanneroo - Sinagra,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
506011110,Armadale - Wungong - Brookdale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011111,Ashendon - Lesley,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011112,Camillo - Champion Lakes,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011114,Kelmscott,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011115,Mount Nasura - Mount Richon - Bedfordale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011116,Roleystone,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011117,Seville Grove,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011307,Harrisdale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506011308,Piara Waters - Forrestdale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506021118,Belmont - Ascot - Redcliffe,PHN501,Perth North,7.00E-07,Good,Good,1,,,,,,,,,,,
506021118,Belmont - Ascot - Redcliffe,PHN502,Perth South,0.9999993,Good,Good,0,,,,,,,,,,,
506021119,East Victoria Park - Carlisle,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506021120,Kewdale Commercial,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506021121,Perth Airport,PHN501,Perth North,0.0034861,Good,Good,1,,,,,,,,,,,
506021121,Perth Airport,PHN502,Perth South,0.9965139,Good,Good,0,,,,,,,,,,,
506021123,Victoria Park - Lathlain - Burswood,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506021309,Cloverdale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506021310,Kewdale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506021311,Rivervale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031124,Bentley - Wilson - St James,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031125,Canning Vale - West,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031126,Canning Vale Commercial,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031127,Cannington - Queens Park,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031128,Parkwood - Ferndale - Lynwood,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031129,Riverton - Shelley - Rossmoyne,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031130,Welshpool,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506031131,Willetton,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506041132,Beckenham - Kenwick - Langford,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506041133,Canning Vale - East,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506041134,Gosnells,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506041135,Huntingdale - Southern River,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506041136,Maddington - Orange Grove - Martin,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506041137,Thornlie,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506051138,Forrestfield - Wattle Grove,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
506051139,High Wycombe,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
506051140,Kalamunda - Maida Vale - Gooseberry Hill,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
506051141,Lesmurdie - Bickley - Carmel,PHN501,Perth North,1,Good,Good,0,,,,,,,,,,,
506061142,Byford,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506061143,Mundijong,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506061144,Serpentine - Jarrahdale,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506071145,Como,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506071146,Manning - Waterford,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
506071147,South Perth - Kensington,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011148,Banjup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011150,Bibra Industrial,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011151,Bibra Lake,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011152,Coogee,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011153,Coolbellup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011154,Hamilton Hill,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011155,Henderson,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011158,North Coogee,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011159,South Lake - Cockburn Central,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011160,Spearwood,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011161,Success - Hammond Park,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011163,Yangebup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011259,Beeliar - Wattleup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507011260,Jandakot,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507021164,East Fremantle,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507021165,Fremantle,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507021166,Fremantle - South,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507021167,O'Connor (WA),PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507031169,Wellard (West) - Bertram,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507031170,Calista,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507031172,Hope Valley - Postans,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507031173,Kwinana Industrial,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507031174,Parmelia - Orelia,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507031261,Casuarina - Wandi,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041175,Applecross - Ardross,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041176,Bateman,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041177,Bicton - Palmyra,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041178,Booragoon,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041179,Bull Creek,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041180,Leeming,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041181,Melville,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041182,Murdoch - Kardinya,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041183,Willagee,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507041184,Winthrop,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051186,Cooloongup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051187,Port Kennedy,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051188,Rockingham,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051189,Rockingham Lakes,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051190,Safety Bay - Shoalwater,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051191,Singleton - Golden Bay - Secret Harbour,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051192,Waikiki,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051193,Warnbro,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051312,Baldivis - North,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051313,Baldivis - South,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
507051314,Karnup,PHN502,Perth South,1,Good,Good,0,,,,,,,,,,,
509011225,Albany,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011226,Albany Surrounds,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011227,Bayonet Head - Lower King,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011228,Denmark,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011229,Gnowangerup,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011230,Katanning,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011231,Kojonup,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011232,Little Grove - Elleker,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011233,McKail - Willyung,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011234,Plantagenet,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509011235,Stirling Range National Park,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021236,Chittering,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021237,Cunderdin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021238,Dowerin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021239,Gingin - Dandaragan,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021240,Merredin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021241,Moora,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021242,Mukinbudin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021243,Northam,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021244,Toodyay,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509021245,York - Beverley,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509031246,Brookton,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509031247,Kulin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509031248,Murray,PHN502,Perth South,0.2788439,Good,Good,0,,,,,,,,,,,
509031248,Murray,PHN503,Country WA,0.7211561,Good,Good,0,,,,,,,,,,,
509031249,Narrogin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
509031250,Wagin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510011262,Broome,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510011263,Derby - West Kimberley,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510011264,Halls Creek,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510011265,Kununurra,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510011266,Roebuck,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510021267,East Pilbara,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510021268,Newman,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510021269,Port Hedland,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510021270,South Hedland,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510031271,Ashburton (WA),PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510031272,Karratha,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
510031273,Roebourne,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511011274,Esperance,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511011275,Esperance Surrounds,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511021276,Carnarvon,,,0.000403,Acceptable,Good,4,,,,,,,,,,,
511021276,Carnarvon,PHN503,Country WA,0.999597,Good,Good,0,,,,,,,,,,,
511021277,Exmouth,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031278,Boulder,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031279,Kalgoorlie,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031280,Kalgoorlie - North,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031281,Kalgoorlie Airport,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031282,Kambalda - Coolgardie - Norseman,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031283,Leinster - Leonora,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511031284,Trafalgar (WA),PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041285,Geraldton,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041286,Geraldton - East,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041287,Geraldton - North,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041288,Geraldton - South,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041289,Irwin,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041290,Meekatharra,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041291,Morawa,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
511041292,Northampton - Mullewa - Greenough,PHN503,Country WA,1,Good,Good,0,,,,,,,,,,,
597979799,Migratory - Offshore - Shipping (WA),,,,NA,Good,4,,,,,,,,,,805274,https://linked.data.gov.au/dataset/asgsed3/SA2/499999499
599999499,No usual address (WA),,,,NA,Good,4,,,,,,,,,,805276,https://linked.data.gov.au/dataset/asgsed3/SA2/597979799
601011001,Bridgewater - Gagebrook,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
601011002,Brighton - Pontville,PHN601,Tasmania,1,Good,Good,0,,,,,,,,,,,
