SA2_CODE_2021,SA2_NAME_2021,ADD_CODE_2021,ADD_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
213041358,Melton West,D09,South East Coast (Victoria),1,Good,Good,0
213041359,Rockbank - Mount Cottrell,D09,South East Coast (Victoria),1,Good,Good,0
213041360,Taylors Hill,D09,South East Coast (Victoria),1,Good,Good,0
213041461,Burnside,D09,South East Coast (Victoria),1,Good,Good,0
213041462,Burnside Heights,D09,South East Coast (Victoria),1,Good,Good,0
213041463,Caroline Springs,D09,South East Coast (Victoria),1,Good,Good,0
213041571,Brookfield,D09,South East Coast (Victoria),1,Good,Good,0
213041572,Cobblebank - Strathtulloh,D09,South East Coast (Victoria),1,Good,Good,0
213041573,Eynesbury - Exford,D09,South East Coast (Victoria),1,Good,Good,0
213041574,Fraser Rise - Plumpton,D09,South East Coast (Victoria),1,Good,Good,0
213041575,Hillside,D09,South East Coast (Victoria),1,Good,Good,0
213041576,Kurunjang - Toolern Vale,D09,South East Coast (Victoria),1,Good,Good,0
213041577,Melton,D09,South East Coast (Victoria),1,Good,Good,0
213041578,Melton South - Weir Views,D09,South East Coast (Victoria),1,Good,Good,0
213051361,Hoppers Crossing - North,D09,South East Coast (Victoria),1,Good,Good,0
213051362,Hoppers Crossing - South,D09,South East Coast (Victoria),1,Good,Good,0
213051363,Laverton,D09,South East Coast (Victoria),1,Good,Good,0
213051368,Werribee - South,D09,South East Coast (Victoria),1,Good,Good,0
213051464,Point Cook - East,D09,South East Coast (Victoria),1,Good,Good,0
213051466,Point Cook - South,D09,South East Coast (Victoria),1,Good,Good,0
213051467,Werribee - East,D09,South East Coast (Victoria),1,Good,Good,0
213051468,Werribee - West,D09,South East Coast (Victoria),1,Good,Good,0
213051579,Manor Lakes - Quandong,D09,South East Coast (Victoria),1,Good,Good,0
213051580,Point Cook - North East,D09,South East Coast (Victoria),1,Good,Good,0
213051581,Point Cook - North West,D09,South East Coast (Victoria),1,Good,Good,0
213051582,Tarneit (West) - Mount Cottrell,D09,South East Coast (Victoria),1,Good,Good,0
213051583,Tarneit - Central,D09,South East Coast (Victoria),1,Good,Good,0
213051584,Tarneit - North,D09,South East Coast (Victoria),1,Good,Good,0
213051585,Tarneit - South,D09,South East Coast (Victoria),1,Good,Good,0
213051586,Truganina - North,D09,South East Coast (Victoria),1,Good,Good,0
213051587,Truganina - South East,D09,South East Coast (Victoria),1,Good,Good,0
213051588,Truganina - South West,D09,South East Coast (Victoria),1,Good,Good,0
213051589,Wyndham Vale - North,D09,South East Coast (Victoria),1,Good,Good,0
213051590,Wyndham Vale - South,D09,South East Coast (Victoria),1,Good,Good,0
214011370,Carrum Downs,D09,South East Coast (Victoria),1,Good,Good,0
214011371,Frankston,D09,South East Coast (Victoria),1,Good,Good,0
214011372,Frankston North,D09,South East Coast (Victoria),1,Good,Good,0
214011373,Frankston South,D09,South East Coast (Victoria),1,Good,Good,0
214011374,Langwarrin,D09,South East Coast (Victoria),1,Good,Good,0
214011375,Seaford (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
214011376,Skye - Sandhurst,D09,South East Coast (Victoria),1,Good,Good,0
214021377,Dromana,D09,South East Coast (Victoria),1,Good,Good,0
214021378,Flinders,D09,South East Coast (Victoria),1,Good,Good,0
214021379,Hastings - Somers,D09,South East Coast (Victoria),1,Good,Good,0
214021381,Mount Eliza,D09,South East Coast (Victoria),1,Good,Good,0
214021382,Mount Martha,D09,South East Coast (Victoria),1,Good,Good,0
214021383,Point Nepean,D09,South East Coast (Victoria),1,Good,Good,0
214021384,Rosebud - McCrae,D09,South East Coast (Victoria),1,Good,Good,0
214021385,Somerville,D09,South East Coast (Victoria),1,Good,Good,0
214021591,Mornington - East,D09,South East Coast (Victoria),1,Good,Good,0
214021592,Mornington - West,D09,South East Coast (Victoria),1,Good,Good,0
215011386,Ararat,D03,Murray-Darling Basin,0.0203261,Good,Good,0
215011386,Ararat,D09,South East Coast (Victoria),0.9796739,Good,Good,0
215011387,Ararat Surrounds,D03,Murray-Darling Basin,0.348908,Good,Good,0
215011387,Ararat Surrounds,D09,South East Coast (Victoria),0.651092,Good,Good,0
215011388,Horsham,D03,Murray-Darling Basin,1,Good,Good,0
215011389,Horsham Surrounds,D09,South East Coast (Victoria),0.0295923,Good,Good,0
215011389,Horsham Surrounds,D03,Murray-Darling Basin,0.9704077,Good,Good,0
215011390,Nhill Region,D09,South East Coast (Victoria),0.1760346,Good,Good,0
215011390,Nhill Region,D03,Murray-Darling Basin,0.8239654,Good,Good,0
215011391,St Arnaud,D03,Murray-Darling Basin,1,Good,Good,0
215011392,Stawell,D09,South East Coast (Victoria),3.50E-06,Good,Good,1
215011392,Stawell,D03,Murray-Darling Basin,0.9999965,Good,Good,0
215011393,West Wimmera,D03,Murray-Darling Basin,0.0375682,Good,Good,0
215011393,West Wimmera,D09,South East Coast (Victoria),0.9624318,Good,Good,0
215011394,Yarriambiack,D03,Murray-Darling Basin,1,Good,Good,0
215021395,Irymple,D03,Murray-Darling Basin,1,Good,Good,0
215021396,Merbein,D03,Murray-Darling Basin,1,Good,Good,0
215021398,Mildura Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
215021399,Red Cliffs,D03,Murray-Darling Basin,1,Good,Good,0
215021469,Mildura - North,D03,Murray-Darling Basin,1,Good,Good,0
215021470,Mildura - South,D03,Murray-Darling Basin,1,Good,Good,0
215031400,Buloke,D03,Murray-Darling Basin,1,Good,Good,0
215031401,Gannawarra,D03,Murray-Darling Basin,1,Good,Good,0
215031402,Kerang,D03,Murray-Darling Basin,1,Good,Good,0
215031403,Robinvale,D03,Murray-Darling Basin,1,Good,Good,0
215031404,Swan Hill,D03,Murray-Darling Basin,1,Good,Good,0
215031405,Swan Hill Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
216011406,Echuca,D03,Murray-Darling Basin,1,Good,Good,0
216011407,Kyabram,D03,Murray-Darling Basin,1,Good,Good,0
216011408,Lockington - Gunbower,D03,Murray-Darling Basin,1,Good,Good,0
216011409,Rochester,D03,Murray-Darling Basin,1,Good,Good,0
216011410,Rushworth,D03,Murray-Darling Basin,1,Good,Good,0
216021411,Cobram,D03,Murray-Darling Basin,1,Good,Good,0
216021412,Moira,D03,Murray-Darling Basin,1,Good,Good,0
216021413,Numurkah,D03,Murray-Darling Basin,1,Good,Good,0
216021414,Yarrawonga,D03,Murray-Darling Basin,1,Good,Good,0
216031415,Mooroopna,D03,Murray-Darling Basin,1,Good,Good,0
216031416,Shepparton - North,D03,Murray-Darling Basin,1,Good,Good,0
216031418,Shepparton Surrounds - East,D03,Murray-Darling Basin,1,Good,Good,0
216031419,Shepparton Surrounds - West,D03,Murray-Darling Basin,1,Good,Good,0
216031593,Kialla,D03,Murray-Darling Basin,1,Good,Good,0
216031594,Shepparton - South East,D03,Murray-Darling Basin,1,Good,Good,0
217011420,Glenelg (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
217011421,Hamilton (Vic.),D09,South East Coast (Victoria),1,Good,Good,0
217011422,Portland,D09,South East Coast (Victoria),1,Good,Good,0
217011423,Southern Grampians,D09,South East Coast (Victoria),1,Good,Good,0
217031471,Camperdown,D09,South East Coast (Victoria),1,Good,Good,0
217031472,Colac,D09,South East Coast (Victoria),1,Good,Good,0
217031473,Colac Surrounds,D09,South East Coast (Victoria),1,Good,Good,0
217031474,Corangamite - North,D09,South East Coast (Victoria),1,Good,Good,0
217031475,Corangamite - South,D09,South East Coast (Victoria),1,Good,Good,0
217031476,Otway,D09,South East Coast (Victoria),1,Good,Good,0
217041477,Moyne - East,D09,South East Coast (Victoria),1,Good,Good,0
217041478,Moyne - West,D09,South East Coast (Victoria),1,Good,Good,0
217041479,Warrnambool - North,D09,South East Coast (Victoria),1,Good,Good,0
217041480,Warrnambool - South,D09,South East Coast (Victoria),1,Good,Good,0
297979799,Migratory - Offshore - Shipping (Vic.),D97,Migratory - Offshore - Shipping (Aust.),1,Good,Good,0
299999499,No usual address (Vic.),D94,No usual address (Aust.),1,Good,Good,0
301011001,Alexandra Hills,D04,North East Coast,1,Good,Good,0
301011002,Belmont - Gumdale,D04,North East Coast,1,Good,Good,0
301011003,Birkdale,D04,North East Coast,1,Good,Good,0
301011004,Capalaba,D04,North East Coast,1,Good,Good,0
301011005,Thorneside,D04,North East Coast,1,Good,Good,0
301011006,Wellington Point,D04,North East Coast,1,Good,Good,0
301021007,Cleveland,D04,North East Coast,1,Good,Good,0
301021008,Ormiston,D04,North East Coast,1,Good,Good,0
301021009,Redland Bay,D04,North East Coast,1,Good,Good,0
301021011,Sheldon - Mount Cotton,D04,North East Coast,1,Good,Good,0
301021012,Thornlands,D04,North East Coast,1,Good,Good,0
301021013,Victoria Point,D04,North East Coast,1,Good,Good,0
301021550,North Stradbroke Island,D04,North East Coast,1,Good,Good,0
301021551,Southern Moreton Bay Islands,D04,North East Coast,1,Good,Good,0
301031014,Brisbane Port - Lytton,D04,North East Coast,1,Good,Good,0
301031015,Manly - Lota,D04,North East Coast,1,Good,Good,0
301031016,Manly West,D04,North East Coast,1,Good,Good,0
301031017,Murarrie,D04,North East Coast,1,Good,Good,0
301031018,Tingalpa,D04,North East Coast,1,Good,Good,0
301031019,Wakerley,D04,North East Coast,1,Good,Good,0
301031020,Wynnum,D04,North East Coast,1,Good,Good,0
301031021,Wynnum West - Hemmant,D04,North East Coast,1,Good,Good,0
302011022,Bald Hills,D04,North East Coast,1,Good,Good,0
302011023,Bridgeman Downs,D04,North East Coast,1,Good,Good,0
302011024,Carseldine,D04,North East Coast,1,Good,Good,0
302011025,Everton Park,D04,North East Coast,1,Good,Good,0
302011026,McDowall,D04,North East Coast,1,Good,Good,0
302021027,Aspley,D04,North East Coast,1,Good,Good,0
302021028,Chermside,D04,North East Coast,1,Good,Good,0
302021029,Chermside West,D04,North East Coast,1,Good,Good,0
302021030,Geebung,D04,North East Coast,1,Good,Good,0
302021031,Kedron - Gordon Park,D04,North East Coast,1,Good,Good,0
302021032,Stafford,D04,North East Coast,1,Good,Good,0
302021033,Stafford Heights,D04,North East Coast,1,Good,Good,0
302021034,Wavell Heights,D04,North East Coast,1,Good,Good,0
302031035,Boondall,D04,North East Coast,1,Good,Good,0
302031036,Brisbane Airport,D04,North East Coast,1,Good,Good,0
302031037,Eagle Farm - Pinkenba,D04,North East Coast,1,Good,Good,0
302031038,Northgate - Virginia,D04,North East Coast,1,Good,Good,0
302031039,Nudgee - Banyo,D04,North East Coast,1,Good,Good,0
302031040,Nundah,D04,North East Coast,1,Good,Good,0
302041041,Bracken Ridge,D04,North East Coast,1,Good,Good,0
302041042,Brighton (Qld),D04,North East Coast,1,Good,Good,0
302041043,Deagon,D04,North East Coast,1,Good,Good,0
302041044,Sandgate - Shorncliffe,D04,North East Coast,1,Good,Good,0
302041045,Taigum - Fitzgibbon,D04,North East Coast,1,Good,Good,0
302041046,Zillmere,D04,North East Coast,1,Good,Good,0
303011047,Camp Hill,D04,North East Coast,1,Good,Good,0
303011048,Cannon Hill,D04,North East Coast,1,Good,Good,0
303011049,Carina,D04,North East Coast,1,Good,Good,0
303011050,Carina Heights,D04,North East Coast,1,Good,Good,0
303011051,Carindale,D04,North East Coast,1,Good,Good,0
303021052,Annerley,D04,North East Coast,1,Good,Good,0
303021053,Coorparoo,D04,North East Coast,1,Good,Good,0
303021054,Fairfield - Dutton Park,D04,North East Coast,1,Good,Good,0
303021055,Greenslopes,D04,North East Coast,1,Good,Good,0
303021056,Holland Park,D04,North East Coast,1,Good,Good,0
303021057,Holland Park West,D04,North East Coast,1,Good,Good,0
303021058,Woolloongabba,D04,North East Coast,1,Good,Good,0
303021059,Yeronga,D04,North East Coast,1,Good,Good,0
303031060,Eight Mile Plains,D04,North East Coast,1,Good,Good,0
303031061,Macgregor (Qld),D04,North East Coast,1,Good,Good,0
303031062,Mansfield (Qld),D04,North East Coast,1,Good,Good,0
303031063,Mount Gravatt,D04,North East Coast,1,Good,Good,0
303031064,Rochedale - Burbank,D04,North East Coast,1,Good,Good,0
303031065,Upper Mount Gravatt,D04,North East Coast,1,Good,Good,0
303031066,Wishart,D04,North East Coast,1,Good,Good,0
303041067,Coopers Plains,D04,North East Coast,1,Good,Good,0
303041068,Moorooka,D04,North East Coast,1,Good,Good,0
303041069,Robertson,D04,North East Coast,1,Good,Good,0
303041070,Salisbury - Nathan,D04,North East Coast,1,Good,Good,0
303041071,Tarragindi,D04,North East Coast,1,Good,Good,0
303051072,Algester,D04,North East Coast,1,Good,Good,0
303051073,Calamvale - Stretton,D04,North East Coast,1,Good,Good,0
303051074,Pallara - Willawong,D04,North East Coast,1,Good,Good,0
303051075,Parkinson - Drewvale,D04,North East Coast,1,Good,Good,0
303051076,Rocklea - Acacia Ridge,D04,North East Coast,1,Good,Good,0
303061077,Kuraby,D04,North East Coast,1,Good,Good,0
303061078,Runcorn,D04,North East Coast,1,Good,Good,0
303061079,Sunnybank,D04,North East Coast,1,Good,Good,0
303061080,Sunnybank Hills,D04,North East Coast,1,Good,Good,0
304011081,Jindalee - Mount Ommaney,D04,North East Coast,1,Good,Good,0
304011082,Middle Park - Jamboree Heights,D04,North East Coast,1,Good,Good,0
304011083,Riverhills,D04,North East Coast,1,Good,Good,0
304011084,Seventeen Mile Rocks - Sinnamon Park,D04,North East Coast,1,Good,Good,0
304011085,Westlake,D04,North East Coast,1,Good,Good,0
304021086,Bellbowrie - Moggill,D04,North East Coast,1,Good,Good,0
304021087,Brookfield - Kenmore Hills,D04,North East Coast,1,Good,Good,0
304021088,Chapel Hill,D04,North East Coast,1,Good,Good,0
304021089,Fig Tree Pocket,D04,North East Coast,1,Good,Good,0
304021090,Kenmore,D04,North East Coast,1,Good,Good,0
304021091,Pinjarra Hills - Pullenvale,D04,North East Coast,1,Good,Good,0
304031092,Chelmer - Graceville,D04,North East Coast,1,Good,Good,0
304031093,Corinda,D04,North East Coast,1,Good,Good,0
304031094,Indooroopilly,D04,North East Coast,1,Good,Good,0
304031095,Sherwood,D04,North East Coast,1,Good,Good,0
304031096,St Lucia,D04,North East Coast,1,Good,Good,0
304031097,Taringa,D04,North East Coast,1,Good,Good,0
304041098,Enoggera,D04,North East Coast,1,Good,Good,0
304041099,Enoggera Reservoir,D04,North East Coast,1,Good,Good,0
304041100,Keperra,D04,North East Coast,1,Good,Good,0
304041101,Mitchelton,D04,North East Coast,1,Good,Good,0
304041102,Mount Coot-tha,D04,North East Coast,1,Good,Good,0
304041103,The Gap,D04,North East Coast,1,Good,Good,0
304041104,Upper Kedron - Ferny Grove,D04,North East Coast,1,Good,Good,0
305011105,Brisbane City,D04,North East Coast,1,Good,Good,0
305011106,Fortitude Valley,D04,North East Coast,1,Good,Good,0
305011107,Highgate Hill,D04,North East Coast,1,Good,Good,0
305011108,Kangaroo Point,D04,North East Coast,1,Good,Good,0
305011109,New Farm,D04,North East Coast,1,Good,Good,0
305011110,South Brisbane,D04,North East Coast,1,Good,Good,0
305011111,Spring Hill,D04,North East Coast,1,Good,Good,0
305011112,West End,D04,North East Coast,1,Good,Good,0
305021113,Balmoral,D04,North East Coast,1,Good,Good,0
305021114,Bulimba,D04,North East Coast,1,Good,Good,0
305021115,East Brisbane,D04,North East Coast,1,Good,Good,0
305021116,Hawthorne,D04,North East Coast,1,Good,Good,0
305021117,Morningside - Seven Hills,D04,North East Coast,1,Good,Good,0
305021118,Norman Park,D04,North East Coast,1,Good,Good,0
305031119,Albion,D04,North East Coast,1,Good,Good,0
305031120,Alderley,D04,North East Coast,1,Good,Good,0
305031121,Ascot,D04,North East Coast,1,Good,Good,0
305031122,Clayfield,D04,North East Coast,1,Good,Good,0
305031123,Grange,D04,North East Coast,1,Good,Good,0
305031124,Hamilton (Qld),D04,North East Coast,1,Good,Good,0
305031125,Hendra,D04,North East Coast,1,Good,Good,0
305031126,Kelvin Grove - Herston,D04,North East Coast,1,Good,Good,0
305031127,Newmarket,D04,North East Coast,1,Good,Good,0
305031128,Newstead - Bowen Hills,D04,North East Coast,1,Good,Good,0
305031129,Wilston,D04,North East Coast,1,Good,Good,0
305031130,Windsor,D04,North East Coast,1,Good,Good,0
305031131,Wooloowin - Lutwyche,D04,North East Coast,1,Good,Good,0
305041132,Ashgrove,D04,North East Coast,1,Good,Good,0
305041133,Auchenflower,D04,North East Coast,1,Good,Good,0
305041134,Bardon,D04,North East Coast,1,Good,Good,0
305041135,Paddington - Milton,D04,North East Coast,1,Good,Good,0
305041136,Red Hill (Qld),D04,North East Coast,1,Good,Good,0
305041137,Toowong,D04,North East Coast,1,Good,Good,0
306011138,Brinsmead,D04,North East Coast,1,Good,Good,0
306011139,Clifton Beach - Kewarra Beach,D04,North East Coast,1,Good,Good,0
306011140,Freshwater - Stratford,D04,North East Coast,1,Good,Good,0
306011141,Redlynch,D04,North East Coast,1,Good,Good,0
306011142,Trinity Beach - Smithfield,D04,North East Coast,1,Good,Good,0
306011143,Yorkeys Knob - Machans Beach,D04,North East Coast,1,Good,Good,0
306021144,Bentley Park,D04,North East Coast,1,Good,Good,0
306021145,Cairns City,D04,North East Coast,1,Good,Good,0
306021146,Earlville - Bayview Heights,D04,North East Coast,1,Good,Good,0
306021147,Edmonton,D04,North East Coast,1,Good,Good,0
306021148,Gordonvale - Trinity,D04,North East Coast,1,Good,Good,0
306021149,Kanimbla - Mooroobool,D04,North East Coast,1,Good,Good,0
306021150,Lamb Range,D04,North East Coast,1,Good,Good,0
306021151,Manoora,D04,North East Coast,1,Good,Good,0
306021152,Manunda,D04,North East Coast,1,Good,Good,0
306021153,Mount Sheridan,D04,North East Coast,1,Good,Good,0
306021154,Westcourt - Bungalow,D04,North East Coast,1,Good,Good,0
306021155,White Rock,D04,North East Coast,1,Good,Good,0
306021156,Whitfield - Edge Hill,D04,North East Coast,1,Good,Good,0
306021157,Woree,D04,North East Coast,1,Good,Good,0
306031158,Babinda,D04,North East Coast,1,Good,Good,0
306031159,Innisfail,D04,North East Coast,1,Good,Good,0
306031160,Johnstone,D04,North East Coast,1,Good,Good,0
306031161,Tully,D04,North East Coast,1,Good,Good,0
306031162,Wooroonooran,D04,North East Coast,1,Good,Good,0
306031163,Yarrabah,D04,North East Coast,1,Good,Good,0
306041164,Daintree,D04,North East Coast,1,Good,Good,0
306041165,Port Douglas,D04,North East Coast,1,Good,Good,0
306051166,Atherton,D04,North East Coast,1,Good,Good,0
306051167,Herberton,D01,Carpentaria Coast,1.80E-06,Good,Good,1
306051167,Herberton,D04,North East Coast,0.9999982,Good,Good,0
306051168,Kuranda,D04,North East Coast,1,Good,Good,0
306051169,Malanda - Yungaburra,D04,North East Coast,1,Good,Good,0
306051170,Mareeba,D01,Carpentaria Coast,0.0074405,Good,Good,1
306051170,Mareeba,D04,North East Coast,0.9925595,Good,Good,0
307011171,Balonne,D03,Murray-Darling Basin,1,Good,Good,0
307011172,Chinchilla,D04,North East Coast,0.0108378,Good,Good,0
307011172,Chinchilla,D03,Murray-Darling Basin,0.9891622,Good,Good,0
307011173,Goondiwindi,D03,Murray-Darling Basin,1,Good,Good,0
307011174,Inglewood - Waggamba,D03,Murray-Darling Basin,1,Good,Good,0
307011175,Miles - Wandoan,D04,North East Coast,0.2877951,Good,Good,0
307011175,Miles - Wandoan,D03,Murray-Darling Basin,0.7122049,Good,Good,0
307011176,Roma,D03,Murray-Darling Basin,1,Good,Good,0
307011177,Roma Surrounds,D04,North East Coast,0.1252199,Good,Good,0
307011177,Roma Surrounds,D03,Murray-Darling Basin,0.8747801,Good,Good,0
307011178,Tara,D03,Murray-Darling Basin,1,Good,Good,0
307021179,Crows Nest - Rosalie,D03,Murray-Darling Basin,0.3697657,Good,Good,0
307021179,Crows Nest - Rosalie,D04,North East Coast,0.6302343,Good,Good,0
307021180,Jondaryan,D03,Murray-Darling Basin,1,Good,Good,0
307021181,Millmerran,D03,Murray-Darling Basin,1,Good,Good,0
307021182,Pittsworth,D03,Murray-Darling Basin,1,Good,Good,0
307021183,Wambo,D03,Murray-Darling Basin,1,Good,Good,0
307031184,Clifton - Greenmount,D04,North East Coast,0.0588196,Good,Good,0
307031184,Clifton - Greenmount,D03,Murray-Darling Basin,0.9411804,Good,Good,0
307031185,Southern Downs - East,D03,Murray-Darling Basin,1,Good,Good,0
307031186,Southern Downs - West,D03,Murray-Darling Basin,1,Good,Good,0
307031187,Stanthorpe,D03,Murray-Darling Basin,1,Good,Good,0
307031188,Stanthorpe Surrounds,D03,Murray-Darling Basin,1,Good,Good,0
307031189,Warwick,D03,Murray-Darling Basin,1,Good,Good,0
308011190,Central Highlands - East,D04,North East Coast,1,Good,Good,0
308011191,Central Highlands - West,D04,North East Coast,1,Good,Good,0
308011192,Emerald,D04,North East Coast,1,Good,Good,0
308031205,Berserker,D04,North East Coast,1,Good,Good,0
308031206,Bouldercombe,D04,North East Coast,1,Good,Good,0
308031207,Emu Park,D04,North East Coast,1,Good,Good,0
308031208,Frenchville - Mount Archer,D04,North East Coast,1,Good,Good,0
308031209,Glenlee - Rockyview,D04,North East Coast,1,Good,Good,0
308031210,Gracemere,D04,North East Coast,1,Good,Good,0
308031211,Lakes Creek,D04,North East Coast,1,Good,Good,0
308031212,Mount Morgan,D04,North East Coast,1,Good,Good,0
308031213,Norman Gardens,D04,North East Coast,1,Good,Good,0
308031214,Park Avenue,D04,North East Coast,1,Good,Good,0
308031215,Parkhurst - Kawana,D04,North East Coast,1,Good,Good,0
308031216,Rockhampton - West,D04,North East Coast,1,Good,Good,0
308031217,Rockhampton City,D04,North East Coast,1,Good,Good,0
308031218,Rockhampton Surrounds - East,D04,North East Coast,1,Good,Good,0
308031219,Rockhampton Surrounds - North,D04,North East Coast,1,Good,Good,0
308031220,Rockhampton Surrounds - West,D04,North East Coast,1,Good,Good,0
308031221,Shoalwater Bay,D04,North East Coast,1,Good,Good,0
308031222,The Range - Allenstown,D04,North East Coast,1,Good,Good,0
308031223,Yeppoon,D04,North East Coast,1,Good,Good,0
308041528,Banana,D04,North East Coast,1,Good,Good,0
308041529,Biloela,D04,North East Coast,1,Good,Good,0
308051530,Agnes Water - Miriam Vale,D04,North East Coast,1,Good,Good,0
308051531,Boyne Island - Tannum Sands,D04,North East Coast,1,Good,Good,0
308051532,Callemondah,D04,North East Coast,1,Good,Good,0
308051533,Clinton - New Auckland,D04,North East Coast,1,Good,Good,0
308051534,Gladstone,D04,North East Coast,1,Good,Good,0
308051535,Gladstone Hinterland,D04,North East Coast,1,Good,Good,0
308051536,Kin Kora - Sun Valley,D04,North East Coast,1,Good,Good,0
308051537,South Trees,D04,North East Coast,1,Good,Good,0
308051538,Telina - Toolooa,D04,North East Coast,1,Good,Good,0
308051539,West Gladstone,D04,North East Coast,1,Good,Good,0
309011224,Broadbeach Waters,D04,North East Coast,1,Good,Good,0
309011225,Burleigh Heads,D04,North East Coast,1,Good,Good,0
309011226,Burleigh Waters,D04,North East Coast,1,Good,Good,0
309011227,Mermaid Beach - Broadbeach,D04,North East Coast,1,Good,Good,0
309011228,Mermaid Waters,D04,North East Coast,1,Good,Good,0
309011229,Miami,D04,North East Coast,1,Good,Good,0
309021230,Coolangatta,D04,North East Coast,0.4196856,Good,Good,0
309021230,Coolangatta,D08,South East Coast (NSW),0.5803144,Good,Good,0
309021231,Currumbin - Tugun,D08,South East Coast (NSW),0.1301186,Good,Good,0
309021231,Currumbin - Tugun,D04,North East Coast,0.8698814,Good,Good,0
309021232,Currumbin Waters,D04,North East Coast,1,Good,Good,0
309021233,Elanora,D04,North East Coast,1,Good,Good,0
309021234,Palm Beach,D04,North East Coast,1,Good,Good,0
309031235,Arundel,D04,North East Coast,1,Good,Good,0
309031236,Biggera Waters,D04,North East Coast,1,Good,Good,0
309031237,Coombabah,D04,North East Coast,1,Good,Good,0
309031238,Labrador,D04,North East Coast,1,Good,Good,0
309031239,Paradise Point - Hollywell,D04,North East Coast,1,Good,Good,0
309031240,Runaway Bay,D04,North East Coast,1,Good,Good,0
309041241,Guanaba - Springbrook,D04,North East Coast,1,Good,Good,0
309041242,Tamborine - Canungra,D04,North East Coast,1,Good,Good,0
309051243,Currumbin Valley - Tallebudgera,D04,North East Coast,1,Good,Good,0
309051244,Mudgeeraba - Bonogin,D04,North East Coast,1,Good,Good,0
309051245,Reedy Creek - Andrews,D04,North East Coast,1,Good,Good,0
309061246,Carrara,D04,North East Coast,1,Good,Good,0
309061247,Highland Park,D04,North East Coast,1,Good,Good,0
309061248,Nerang - Mount Nathan,D04,North East Coast,1,Good,Good,0
309061249,Pacific Pines - Gaven,D04,North East Coast,1,Good,Good,0
309061250,Worongary - Tallai,D04,North East Coast,1,Good,Good,0
309071251,Coomera,D04,North East Coast,1,Good,Good,0
309071252,Helensvale,D04,North East Coast,1,Good,Good,0
309071253,Hope Island,D04,North East Coast,1,Good,Good,0
309071254,Jacobs Well - Alberton,D04,North East Coast,1,Good,Good,0
309071256,Oxenford - Maudsland,D04,North East Coast,1,Good,Good,0
309071552,Ormeau (East) - Stapylton,D04,North East Coast,1,Good,Good,0
309071553,Ormeau (West) - Yatala,D04,North East Coast,1,Good,Good,0
309071554,Pimpama - North,D04,North East Coast,1,Good,Good,0
309071555,Pimpama - South,D04,North East Coast,1,Good,Good,0
309071556,Upper Coomera (South) - Wongawallan,D04,North East Coast,1,Good,Good,0
309071557,Upper Coomera - North,D04,North East Coast,1,Good,Good,0
309071558,Willow Vale - Pimpama (West),D04,North East Coast,1,Good,Good,0
309081259,Clear Island Waters,D04,North East Coast,1,Good,Good,0
309081260,Merrimac,D04,North East Coast,1,Good,Good,0
309081262,Varsity Lakes,D04,North East Coast,1,Good,Good,0
309081559,Robina - East,D04,North East Coast,1,Good,Good,0
309081560,Robina - West,D04,North East Coast,1,Good,Good,0
309091263,Ashmore,D04,North East Coast,1,Good,Good,0
309091264,Molendinar,D04,North East Coast,1,Good,Good,0
309091265,Parkwood,D04,North East Coast,1,Good,Good,0
309091540,Southport - North,D04,North East Coast,1,Good,Good,0
309091541,Southport - South,D04,North East Coast,1,Good,Good,0
309101267,Benowa,D04,North East Coast,1,Good,Good,0
309101268,Bundall,D04,North East Coast,1,Good,Good,0
309101269,Main Beach,D04,North East Coast,1,Good,Good,0
309101561,Surfers Paradise - North,D04,North East Coast,1,Good,Good,0
309101562,Surfers Paradise - South,D04,North East Coast,1,Good,Good,0
310011271,Darra - Sumner,D04,North East Coast,1,Good,Good,0
310011272,Durack,D04,North East Coast,1,Good,Good,0
310011274,Inala - Richlands,D04,North East Coast,1,Good,Good,0
310011275,Oxley (Qld),D04,North East Coast,1,Good,Good,0
310011276,Wacol,D04,North East Coast,1,Good,Good,0
310011563,Doolandella,D04,North East Coast,1,Good,Good,0
310011564,Forest Lake - Ellen Grove,D04,North East Coast,1,Good,Good,0
310021277,Boonah,D04,North East Coast,1,Good,Good,0
310021278,Esk,D04,North East Coast,1,Good,Good,0
310021279,Lake Manchester - England Creek,D04,North East Coast,1,Good,Good,0
310021280,Lockyer Valley - East,D04,North East Coast,1,Good,Good,0
310021281,Lowood,D04,North East Coast,1,Good,Good,0
310021282,Rosewood,D04,North East Coast,1,Good,Good,0
310031283,Brassall,D04,North East Coast,1,Good,Good,0
310031284,Bundamba,D04,North East Coast,1,Good,Good,0
310031285,Churchill - Yamanto,D04,North East Coast,1,Good,Good,0
310031286,Ipswich - Central,D04,North East Coast,1,Good,Good,0
310031287,Ipswich - East,D04,North East Coast,1,Good,Good,0
310031288,Ipswich - North,D04,North East Coast,1,Good,Good,0
310031289,Karalee - Barellan Point,D04,North East Coast,1,Good,Good,0
310031290,Karana Downs,D04,North East Coast,1,Good,Good,0
310031291,Leichhardt - One Mile,D04,North East Coast,1,Good,Good,0
