SA2_MAINCODE_2016,SA2_NAME_2016,SED_CODE_2021,SED_NAME_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
504031069,Walyunga National Park,55102,Swan Hills (East Metropolitan),1,Poor,Acceptable,0
505011070,Craigie - Beldon,52404,Hillarys (North Metropolitan),1,Good,Acceptable,0
505011071,Currambine - Kinross,51004,Burns Beach (North Metropolitan),0.7830545,Acceptable,Acceptable,0
505011071,Currambine - Kinross,52604,Joondalup (North Metropolitan),0.2169455,Acceptable,Acceptable,0
505011072,Duncraig,51304,Carine (North Metropolitan),1,Acceptable,Acceptable,0
505011073,Greenwood - Warwick,53004,Kingsley (North Metropolitan),1,Good,Acceptable,0
505011074,Heathridge - Connolly,52604,Joondalup (North Metropolitan),1,Acceptable,Acceptable,0
505011075,Hillarys,52404,Hillarys (North Metropolitan),1,Good,Acceptable,0
505011076,Iluka - Burns Beach,51004,Burns Beach (North Metropolitan),0.3889143,Acceptable,Acceptable,0
505011076,Iluka - Burns Beach,52604,Joondalup (North Metropolitan),0.6110857,Acceptable,Acceptable,0
505011077,Joondalup - Edgewater,52604,Joondalup (North Metropolitan),1,Acceptable,Acceptable,0
505011078,Kingsley,53004,Kingsley (North Metropolitan),1,Good,Acceptable,0
505011079,Mullaloo - Kallaroo,52404,Hillarys (North Metropolitan),1,Good,Acceptable,0
505011080,Ocean Reef,52604,Joondalup (North Metropolitan),1,Acceptable,Acceptable,0
505011081,Padbury,52404,Hillarys (North Metropolitan),1,Good,Acceptable,0
505011082,Sorrento - Marmion,51304,Carine (North Metropolitan),1,Acceptable,Acceptable,0
505011083,Woodvale,53004,Kingsley (North Metropolitan),1,Good,Acceptable,0
505021084,Balcatta - Hamersley,50304,Balcatta (North Metropolitan),0.6765139,Acceptable,Acceptable,0
505021084,Balcatta - Hamersley,53004,Kingsley (North Metropolitan),0.3234861,Good,Acceptable,0
505021085,Balga - Mirrabooka,53602,Mirrabooka (East Metropolitan),1,Acceptable,Acceptable,0
505021086,Dianella,53802,Morley (East Metropolitan),0.3293322,Poor,Acceptable,0
505021086,Dianella,53902,Mount Lawley (East Metropolitan),0.5199828,Poor,Acceptable,0
505021086,Dianella,53602,Mirrabooka (East Metropolitan),0.150685,Acceptable,Acceptable,0
505021087,Herdsman,51504,Churchlands (North Metropolitan),1,Acceptable,Acceptable,0
505021088,Innaloo - Doubleview,51504,Churchlands (North Metropolitan),0.1853677,Acceptable,Acceptable,0
505021088,Innaloo - Doubleview,54804,Scarborough (North Metropolitan),0.8146323,Poor,Acceptable,0
505021089,Karrinyup - Gwelup - Carine,54804,Scarborough (North Metropolitan),0.3832609,Poor,Acceptable,0
505021089,Karrinyup - Gwelup - Carine,51304,Carine (North Metropolitan),0.6167391,Acceptable,Acceptable,0
505021090,Nollamara - Westminster,50304,Balcatta (North Metropolitan),0.3478859,Acceptable,Acceptable,0
505021090,Nollamara - Westminster,53802,Morley (East Metropolitan),0.6521141,Poor,Acceptable,0
505021091,Osborne Park Industrial,54804,Scarborough (North Metropolitan),0.998645,Poor,Acceptable,0
505021091,Osborne Park Industrial,51504,Churchlands (North Metropolitan),0.001355,Acceptable,Acceptable,1
505021092,Scarborough,54804,Scarborough (North Metropolitan),0.9071451,Poor,Acceptable,0
505021092,Scarborough,51504,Churchlands (North Metropolitan),0.0928549,Acceptable,Acceptable,0
505021093,Stirling - Osborne Park,50304,Balcatta (North Metropolitan),1,Acceptable,Acceptable,0
505021094,Trigg - North Beach - Watermans Bay,51304,Carine (North Metropolitan),0.3301509,Acceptable,Acceptable,0
505021094,Trigg - North Beach - Watermans Bay,54804,Scarborough (North Metropolitan),0.6698491,Poor,Acceptable,0
505021095,Tuart Hill - Joondanna,50304,Balcatta (North Metropolitan),1,Acceptable,Acceptable,0
505021096,Wembley Downs - Churchlands - Woodlands,51504,Churchlands (North Metropolitan),1,Acceptable,Acceptable,0
505021097,Yokine - Coolbinia - Menora,53902,Mount Lawley (East Metropolitan),1,Poor,Acceptable,0
505031098,Alexander Heights - Koondoola,53602,Mirrabooka (East Metropolitan),0.3363149,Acceptable,Acceptable,0
505031098,Alexander Heights - Koondoola,53204,Landsdale (North Metropolitan),0.6636851,Acceptable,Acceptable,0
505031099,Butler - Merriwa - Ridgewood,51104,Butler (North Metropolitan),1,Good,Acceptable,0
505031100,Carramar,55504,Wanneroo (North Metropolitan),1,Acceptable,Acceptable,0
505031101,Clarkson,51004,Burns Beach (North Metropolitan),1,Acceptable,Acceptable,0
505031102,Girrawheen,53602,Mirrabooka (East Metropolitan),1,Acceptable,Acceptable,0
505031103,Madeley - Darch - Landsdale,53204,Landsdale (North Metropolitan),1,Acceptable,Acceptable,0
505031104,Marangaroo,53602,Mirrabooka (East Metropolitan),1,Acceptable,Acceptable,0
505031105,Mindarie - Quinns Rocks - Jindalee,51104,Butler (North Metropolitan),0.1351254,Good,Acceptable,0
505031105,Mindarie - Quinns Rocks - Jindalee,51004,Burns Beach (North Metropolitan),0.8648746,Acceptable,Acceptable,0
505031106,Neerabup National Park,51004,Burns Beach (North Metropolitan),0.9996831,Acceptable,Acceptable,0
505031106,Neerabup National Park,51104,Butler (North Metropolitan),0.0003169,Good,Acceptable,1
505031107,Tapping - Ashby - Sinagra,55504,Wanneroo (North Metropolitan),1,Acceptable,Acceptable,0
505031108,Wanneroo,53204,Landsdale (North Metropolitan),0.3807702,Acceptable,Acceptable,0
505031108,Wanneroo,55504,Wanneroo (North Metropolitan),0.6180946,Acceptable,Acceptable,0
505031108,Wanneroo,55802,West Swan (East Metropolitan),0.0011352,Poor,Acceptable,1
505031255,Alkimos - Eglinton,51104,Butler (North Metropolitan),1,Good,Acceptable,0
505031256,Carabooda - Pinjar,55504,Wanneroo (North Metropolitan),0.9999999,Acceptable,Acceptable,0
505031256,Carabooda - Pinjar,51104,Butler (North Metropolitan),0.0000001,Good,Acceptable,1
505031257,Two Rocks,51104,Butler (North Metropolitan),1,Good,Acceptable,0
505031258,Yanchep,51104,Butler (North Metropolitan),1,Good,Acceptable,0
506011110,Armadale - Wungong - Brookdale,50202,Armadale (East Metropolitan),0.9947391,Acceptable,Acceptable,0
506011110,Armadale - Wungong - Brookdale,51902,Darling Range (East Metropolitan),0.0052609,Acceptable,Acceptable,1
506011111,Ashendon - Lesley,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
506011112,Camillo - Champion Lakes,50202,Armadale (East Metropolitan),1,Acceptable,Acceptable,0
506011113,Forrestdale - Harrisdale - Piara Waters,52505,Jandakot (South Metropolitan),1,Acceptable,Acceptable,0
506011114,Kelmscott,51902,Darling Range (East Metropolitan),0.4381247,Acceptable,Acceptable,0
506011114,Kelmscott,50202,Armadale (East Metropolitan),0.5618753,Acceptable,Acceptable,0
506011115,Mount Nasura - Mount Richon - Bedfordale,51902,Darling Range (East Metropolitan),0.4142371,Acceptable,Acceptable,0
506011115,Mount Nasura - Mount Richon - Bedfordale,50202,Armadale (East Metropolitan),0.5857629,Acceptable,Acceptable,0
506011116,Roleystone,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
506011117,Seville Grove,50202,Armadale (East Metropolitan),1,Acceptable,Acceptable,0
506021118,Belmont - Ascot - Redcliffe,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021119,East Victoria Park - Carlisle,55405,Victoria Park (South Metropolitan),1,Acceptable,Acceptable,0
506021120,Kewdale Commercial,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021121,Perth Airport,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021122,Rivervale - Kewdale - Cloverdale,50702,Belmont (East Metropolitan),1,Good,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,50702,Belmont (East Metropolitan),0.0805159,Good,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,55405,Victoria Park (South Metropolitan),0.9018542,Acceptable,Acceptable,0
506021123,Victoria Park - Lathlain - Burswood,54905,South Perth (South Metropolitan),0.01763,Good,Acceptable,0
506031124,Bentley - Wilson - St James,55405,Victoria Park (South Metropolitan),0.8198825,Acceptable,Acceptable,0
506031124,Bentley - Wilson - St James,51205,Cannington (South Metropolitan),0.1801175,Acceptable,Acceptable,0
506031125,Canning Vale - West,52505,Jandakot (South Metropolitan),1,Acceptable,Acceptable,0
506031126,Canning Vale Commercial,52505,Jandakot (South Metropolitan),1,Acceptable,Acceptable,0
506031127,Cannington - Queens Park,51205,Cannington (South Metropolitan),1,Acceptable,Acceptable,0
506031128,Parkwood - Ferndale - Lynwood,51205,Cannington (South Metropolitan),1,Acceptable,Acceptable,0
506031129,Riverton - Shelley - Rossmoyne,54505,Riverton (South Metropolitan),1,Good,Acceptable,0
506031130,Welshpool,50702,Belmont (East Metropolitan),0.0396335,Good,Acceptable,0
506031130,Welshpool,51205,Cannington (South Metropolitan),0.0228654,Acceptable,Acceptable,0
506031130,Welshpool,55405,Victoria Park (South Metropolitan),0.9375011,Acceptable,Acceptable,0
506031131,Willetton,54505,Riverton (South Metropolitan),1,Good,Acceptable,0
506041132,Beckenham - Kenwick - Langford,51205,Cannington (South Metropolitan),0.6987879,Acceptable,Acceptable,0
506041132,Beckenham - Kenwick - Langford,52102,Forrestfield (East Metropolitan),0.2877024,Acceptable,Acceptable,0
506041132,Beckenham - Kenwick - Langford,55202,Thornlie (East Metropolitan),0.0135097,Acceptable,Acceptable,0
506041133,Canning Vale - East,55005,Southern River (South Metropolitan),0.80626,Acceptable,Acceptable,0
506041133,Canning Vale - East,52505,Jandakot (South Metropolitan),0.19374,Acceptable,Acceptable,0
506041134,Gosnells,55005,Southern River (South Metropolitan),0.485304,Acceptable,Acceptable,0
506041134,Gosnells,55202,Thornlie (East Metropolitan),0.514696,Acceptable,Acceptable,0
506041135,Huntingdale - Southern River,55005,Southern River (South Metropolitan),1,Acceptable,Acceptable,0
506041136,Maddington - Orange Grove - Martin,55202,Thornlie (East Metropolitan),0.8723597,Acceptable,Acceptable,0
506041136,Maddington - Orange Grove - Martin,52102,Forrestfield (East Metropolitan),0.0477842,Acceptable,Acceptable,0
506041136,Maddington - Orange Grove - Martin,52702,Kalamunda (East Metropolitan),0.0798561,Acceptable,Acceptable,0
506041137,Thornlie,55202,Thornlie (East Metropolitan),1,Acceptable,Acceptable,0
506051138,Forrestfield - Wattle Grove,50702,Belmont (East Metropolitan),0.0000011,Good,Acceptable,1
506051138,Forrestfield - Wattle Grove,52102,Forrestfield (East Metropolitan),0.9999989,Acceptable,Acceptable,0
506051139,High Wycombe,52102,Forrestfield (East Metropolitan),1,Acceptable,Acceptable,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,52102,Forrestfield (East Metropolitan),0.2969878,Acceptable,Acceptable,0
506051140,Kalamunda - Maida Vale - Gooseberry Hill,52702,Kalamunda (East Metropolitan),0.7030122,Acceptable,Acceptable,0
506051141,Lesmurdie - Bickley - Carmel,52702,Kalamunda (East Metropolitan),1,Acceptable,Acceptable,0
506061142,Byford,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
506061143,Mundijong,51902,Darling Range (East Metropolitan),1,Acceptable,Acceptable,0
506061144,Serpentine - Jarrahdale,54006,Murray-Wellington (South West),0.0042363,Acceptable,Acceptable,1
506061144,Serpentine - Jarrahdale,51902,Darling Range (East Metropolitan),0.9957637,Acceptable,Acceptable,0
506071145,Como,54905,South Perth (South Metropolitan),1,Good,Acceptable,0
506071146,Manning - Waterford,54905,South Perth (South Metropolitan),1,Good,Acceptable,0
506071147,South Perth - Kensington,55405,Victoria Park (South Metropolitan),0.0286055,Acceptable,Acceptable,0
506071147,South Perth - Kensington,54905,South Perth (South Metropolitan),0.9713945,Good,Acceptable,0
507011148,Banjup,51605,Cockburn (South Metropolitan),0.5170888,Poor,Acceptable,0
507011148,Banjup,52505,Jandakot (South Metropolitan),0.0568762,Acceptable,Acceptable,0
507011148,Banjup,53105,Kwinana (South Metropolitan),0.426035,Poor,Acceptable,0
507011150,Bibra Industrial,55905,Willagee (South Metropolitan),1,Poor,Acceptable,0
507011151,Bibra Lake,55905,Willagee (South Metropolitan),1,Poor,Acceptable,0
507011152,Coogee,51605,Cockburn (South Metropolitan),0.8162114,Poor,Acceptable,0
507011152,Coogee,55905,Willagee (South Metropolitan),0.1837886,Poor,Acceptable,0
507011153,Coolbellup,55905,Willagee (South Metropolitan),1,Poor,Acceptable,0
507011154,Hamilton Hill,52205,Fremantle (South Metropolitan),1,Acceptable,Acceptable,0
507011155,Henderson,53105,Kwinana (South Metropolitan),1,Poor,Acceptable,0
507011158,North Coogee,52205,Fremantle (South Metropolitan),1,Acceptable,Acceptable,0
507011159,South Lake - Cockburn Central,55905,Willagee (South Metropolitan),0.7694207,Poor,Acceptable,0
507011159,South Lake - Cockburn Central,51605,Cockburn (South Metropolitan),0.2305793,Poor,Acceptable,0
507011160,Spearwood,55905,Willagee (South Metropolitan),0.6071228,Poor,Acceptable,0
507011160,Spearwood,52205,Fremantle (South Metropolitan),0.3928772,Acceptable,Acceptable,0
507011161,Success - Hammond Park,51605,Cockburn (South Metropolitan),0.6822405,Poor,Acceptable,0
507011161,Success - Hammond Park,53105,Kwinana (South Metropolitan),0.3177595,Poor,Acceptable,0
507011163,Yangebup,51605,Cockburn (South Metropolitan),1,Poor,Acceptable,0
507011259,Beeliar - Wattleup,51605,Cockburn (South Metropolitan),0.9287874,Poor,Acceptable,0
507011259,Beeliar - Wattleup,53105,Kwinana (South Metropolitan),0.0712126,Poor,Acceptable,0
507011260,Jandakot,52505,Jandakot (South Metropolitan),1,Acceptable,Acceptable,0
507021164,East Fremantle,50805,Bicton (South Metropolitan),1,Good,Acceptable,0
507021165,Fremantle,50805,Bicton (South Metropolitan),0.1109128,Good,Acceptable,0
507021165,Fremantle,51804,Cottesloe (North Metropolitan),0.2219995,Acceptable,Acceptable,0
507021165,Fremantle,52205,Fremantle (South Metropolitan),0.6670878,Acceptable,Acceptable,0
507021166,Fremantle - South,55905,Willagee (South Metropolitan),0.1568094,Poor,Acceptable,0
507021166,Fremantle - South,52205,Fremantle (South Metropolitan),0.8431906,Acceptable,Acceptable,0
507021167,O'Connor (WA),52205,Fremantle (South Metropolitan),0.8607481,Acceptable,Acceptable,0
507021167,O'Connor (WA),55905,Willagee (South Metropolitan),0.1392519,Poor,Acceptable,0
507031169,Bertram - Wellard (West),50405,Baldivis (South Metropolitan),0.5551643,Acceptable,Acceptable,0
507031169,Bertram - Wellard (West),53105,Kwinana (South Metropolitan),0.4448357,Poor,Acceptable,0
507031170,Calista,53105,Kwinana (South Metropolitan),1,Poor,Acceptable,0
507031172,Hope Valley - Postans,53105,Kwinana (South Metropolitan),1,Poor,Acceptable,0
507031173,Kwinana Industrial,53105,Kwinana (South Metropolitan),1,Poor,Acceptable,0
507031174,Parmelia - Orelia,53105,Kwinana (South Metropolitan),1,Poor,Acceptable,0
507031261,Casuarina - Wandi,53105,Kwinana (South Metropolitan),1,Poor,Acceptable,0
507041175,Applecross - Ardross,50605,Bateman (South Metropolitan),1,Acceptable,Acceptable,0
507041176,Bateman,50605,Bateman (South Metropolitan),1,Acceptable,Acceptable,0
507041177,Bicton - Palmyra,50805,Bicton (South Metropolitan),0.9999993,Good,Acceptable,0
507041177,Bicton - Palmyra,52205,Fremantle (South Metropolitan),0.0000007,Acceptable,Acceptable,1
507041178,Booragoon,50605,Bateman (South Metropolitan),0.9496258,Acceptable,Acceptable,0
507041178,Booragoon,54505,Riverton (South Metropolitan),0.0503742,Good,Acceptable,0
507041179,Bull Creek,54505,Riverton (South Metropolitan),1,Good,Acceptable,0
507041180,Leeming,52505,Jandakot (South Metropolitan),0.6927869,Acceptable,Acceptable,0
507041180,Leeming,54505,Riverton (South Metropolitan),0.3072131,Good,Acceptable,0
507041181,Melville,50805,Bicton (South Metropolitan),0.8625414,Good,Acceptable,0
507041181,Melville,50605,Bateman (South Metropolitan),0.1374586,Acceptable,Acceptable,0
507041182,Murdoch - Kardinya,55905,Willagee (South Metropolitan),0.5619861,Poor,Acceptable,0
507041182,Murdoch - Kardinya,50605,Bateman (South Metropolitan),0.4380139,Acceptable,Acceptable,0
507041183,Willagee,55905,Willagee (South Metropolitan),1,Poor,Acceptable,0
507041184,Winthrop,50605,Bateman (South Metropolitan),1,Acceptable,Acceptable,0
507051185,Baldivis,55605,Warnbro (South Metropolitan),0.0613842,Good,Acceptable,0
507051185,Baldivis,50405,Baldivis (South Metropolitan),0.9385411,Acceptable,Acceptable,0
507051185,Baldivis,51902,Darling Range (East Metropolitan),0.0000747,Acceptable,Acceptable,1
507051186,Cooloongup,54605,Rockingham (South Metropolitan),0.7358616,Acceptable,Acceptable,0
507051186,Cooloongup,50405,Baldivis (South Metropolitan),0.2641384,Acceptable,Acceptable,0
507051187,Port Kennedy,55605,Warnbro (South Metropolitan),1,Good,Acceptable,0
507051188,Rockingham,54605,Rockingham (South Metropolitan),1,Acceptable,Acceptable,0
507051189,Rockingham Lakes,55605,Warnbro (South Metropolitan),0.9993194,Good,Acceptable,0
507051189,Rockingham Lakes,50405,Baldivis (South Metropolitan),0.0006806,Acceptable,Acceptable,1
507051190,Safety Bay - Shoalwater,54605,Rockingham (South Metropolitan),1,Acceptable,Acceptable,0
507051191,Singleton - Golden Bay - Secret Harbour,55605,Warnbro (South Metropolitan),1,Good,Acceptable,0
507051192,Waikiki,50405,Baldivis (South Metropolitan),0.5060607,Acceptable,Acceptable,0
507051192,Waikiki,54605,Rockingham (South Metropolitan),0.4894413,Acceptable,Acceptable,0
507051192,Waikiki,55605,Warnbro (South Metropolitan),0.004498,Good,Acceptable,1
507051193,Warnbro,55605,Warnbro (South Metropolitan),1,Good,Acceptable,0
509011225,Albany,50106,Albany (South West),1,Good,Acceptable,0
509011226,Albany Region,50106,Albany (South West),1,Good,Acceptable,0
509011227,Bayonet Head - Lower King,50106,Albany (South West),1,Good,Acceptable,0
509011228,Denmark,55706,Warren-Blackwood (South West),1,Good,Acceptable,0
509011229,Gnowangerup,54701,Roe (Agricultural),1,Good,Acceptable,0
509011230,Katanning,54701,Roe (Agricultural),1,Good,Acceptable,0
509011231,Kojonup,54701,Roe (Agricultural),1,Good,Acceptable,0
509011232,Little Grove - Elleker,50106,Albany (South West),1,Good,Acceptable,0
509011233,McKail - Willyung,50106,Albany (South West),1,Good,Acceptable,0
509011234,Plantagenet,55706,Warren-Blackwood (South West),1,Good,Acceptable,0
509011235,Stirling Range National Park,55706,Warren-Blackwood (South West),1,Good,Acceptable,0
509021236,Chittering,53701,Moore (Agricultural),1,Good,Acceptable,0
509021237,Cunderdin,51401,Central Wheatbelt (Agricultural),1,Good,Acceptable,0
509021238,Dowerin,51401,Central Wheatbelt (Agricultural),0.2462165,Good,Acceptable,0
509021238,Dowerin,53701,Moore (Agricultural),0.7537835,Good,Acceptable,0
509021239,Gingin - Dandaragan,53701,Moore (Agricultural),1,Good,Acceptable,0
509021240,Merredin,51401,Central Wheatbelt (Agricultural),1,Good,Acceptable,0
509021241,Moora,53701,Moore (Agricultural),1,Good,Acceptable,0
509021242,Mukinbudin,51401,Central Wheatbelt (Agricultural),1,Good,Acceptable,0
509021243,Northam,51401,Central Wheatbelt (Agricultural),1,Good,Acceptable,0
509021244,Toodyay,53701,Moore (Agricultural),1,Good,Acceptable,0
509021245,York - Beverley,51401,Central Wheatbelt (Agricultural),1,Good,Acceptable,0
509031246,Brookton,51401,Central Wheatbelt (Agricultural),1,Good,Acceptable,0
509031247,Kulin,51401,Central Wheatbelt (Agricultural),0.5984119,Good,Acceptable,0
509031247,Kulin,54701,Roe (Agricultural),0.4015881,Good,Acceptable,0
509031248,Murray,51401,Central Wheatbelt (Agricultural),0.7294092,Good,Acceptable,0
509031248,Murray,54006,Murray-Wellington (South West),0.2705908,Acceptable,Acceptable,0
509031249,Narrogin,54701,Roe (Agricultural),1,Good,Acceptable,0
509031250,Wagin,51401,Central Wheatbelt (Agricultural),0.1683853,Good,Acceptable,0
509031250,Wagin,54701,Roe (Agricultural),0.8316147,Good,Acceptable,0
510011262,Broome,52903,Kimberley (Mining and Pastoral),1,Good,Acceptable,0
510011263,Derby - West Kimberley,52903,Kimberley (Mining and Pastoral),1,Good,Acceptable,0
510011264,Halls Creek,52903,Kimberley (Mining and Pastoral),1,Good,Acceptable,0
510011265,Kununurra,52903,Kimberley (Mining and Pastoral),1,Good,Acceptable,0
510011266,Roebuck,52903,Kimberley (Mining and Pastoral),1,Good,Acceptable,0
510021267,East Pilbara,52903,Kimberley (Mining and Pastoral),0.0945311,Good,Acceptable,0
510021267,East Pilbara,54403,Pilbara (Mining and Pastoral),0.9054689,Good,Acceptable,0
510021268,Newman,54403,Pilbara (Mining and Pastoral),1,Good,Acceptable,0
510021269,Port Hedland,54403,Pilbara (Mining and Pastoral),1,Good,Acceptable,0
510021270,South Hedland,54403,Pilbara (Mining and Pastoral),1,Good,Acceptable,0
510031271,Ashburton (WA),54203,North West Central (Mining and Pastoral),0.9999949,Good,Acceptable,0
510031271,Ashburton (WA),54403,Pilbara (Mining and Pastoral),0.0000051,Good,Acceptable,1
510031272,Karratha,54403,Pilbara (Mining and Pastoral),1,Good,Acceptable,0
510031273,Roebourne,54403,Pilbara (Mining and Pastoral),1,Good,Acceptable,0
511011274,Esperance,54701,Roe (Agricultural),1,Good,Acceptable,0
511011275,Esperance Region,54701,Roe (Agricultural),1,Good,Acceptable,0
511021276,Carnarvon,54203,North West Central (Mining and Pastoral),1,Good,Acceptable,0
511021277,Exmouth,54203,North West Central (Mining and Pastoral),1,Good,Acceptable,0
511031278,Boulder,52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
511031279,Kalgoorlie,52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
511031280,Kalgoorlie - North,52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
511031281,Kalgoorlie Airport,52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
511031282,Kambalda - Coolgardie - Norseman,52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
511031283,Leinster - Leonora,54203,North West Central (Mining and Pastoral),0.6387819,Good,Acceptable,0
511031283,Leinster - Leonora,52803,Kalgoorlie (Mining and Pastoral),0.3612181,Good,Acceptable,0
511031284,Trafalgar (WA),52803,Kalgoorlie (Mining and Pastoral),1,Good,Acceptable,0
511041285,Geraldton,52301,Geraldton (Agricultural),1,Good,Acceptable,0
511041286,Geraldton - East,52301,Geraldton (Agricultural),1,Good,Acceptable,0
511041287,Geraldton - North,53701,Moore (Agricultural),0.0930521,Good,Acceptable,0
511041287,Geraldton - North,52301,Geraldton (Agricultural),0.9069479,Good,Acceptable,0
511041288,Geraldton - South,52301,Geraldton (Agricultural),1,Good,Acceptable,0
511041289,Irwin,53701,Moore (Agricultural),1,Good,Acceptable,0
511041290,Meekatharra,54203,North West Central (Mining and Pastoral),1,Good,Acceptable,0
511041291,Morawa,53701,Moore (Agricultural),1,Good,Acceptable,0
511041292,Northampton - Mullewa - Greenough,54203,North West Central (Mining and Pastoral),0.3213586,Good,Acceptable,0
511041292,Northampton - Mullewa - Greenough,52301,Geraldton (Agricultural),0.1920255,Good,Acceptable,0
511041292,Northampton - Mullewa - Greenough,53701,Moore (Agricultural),0.4866158,Good,Acceptable,0
597979799,Migratory - Offshore - Shipping (WA),59797,Migratory - Offshore - Shipping (WA),1,Good,Good,0
599999499,No usual address (WA),59494,No usual address (WA),1,Good,Good,0
601011001,Bridgewater - Gagebrook,60501,Lyons (Derwent),1,Good,Acceptable,0
601011002,Brighton - Pontville,60501,Lyons (Derwent),0.0928429,Good,Acceptable,0
601011002,Brighton - Pontville,60512,Lyons (Prosser),0.9071571,Acceptable,Acceptable,0
601011003,Old Beach - Otago,60414,Franklin (Rumney),0.1299096,Good,Acceptable,0
601011003,Old Beach - Otago,60514,Lyons (Rumney),0.8700904,Poor,Acceptable,0
601021004,Bellerive - Rosny,60411,Franklin (Pembroke),1,Good,Acceptable,0
601021005,Cambridge,60414,Franklin (Rumney),1,Good,Acceptable,0
601021006,Geilston Bay - Risdon,60411,Franklin (Pembroke),0.662101,Good,Acceptable,0
601021006,Geilston Bay - Risdon,60414,Franklin (Rumney),0.337899,Good,Acceptable,0
601021007,Howrah - Tranmere,60411,Franklin (Pembroke),0.8963449,Good,Acceptable,0
601021007,Howrah - Tranmere,60414,Franklin (Rumney),0.1036551,Good,Acceptable,0
601021008,Lindisfarne - Rose Bay,60411,Franklin (Pembroke),1,Good,Acceptable,0
601021009,Mornington - Warrane,60411,Franklin (Pembroke),1,Good,Acceptable,0
601021010,Risdon Vale,60414,Franklin (Rumney),1,Good,Acceptable,0
601021011,Rokeby,60414,Franklin (Rumney),1,Good,Acceptable,0
601021012,South Arm,60414,Franklin (Rumney),1,Good,Acceptable,0
601031013,Austins Ferry - Granton,60501,Lyons (Derwent),0.0971793,Good,Acceptable,0
601031013,Austins Ferry - Granton,60301,Clark (Derwent),0.9028207,Good,Acceptable,0
601031014,Berriedale - Chigwell,60301,Clark (Derwent),0.6999019,Good,Acceptable,0
601031014,Berriedale - Chigwell,60302,Clark (Elwick),0.3000981,Acceptable,Acceptable,0
601031015,Claremont (Tas.),60301,Clark (Derwent),0.9996107,Good,Acceptable,0
601031015,Claremont (Tas.),60501,Lyons (Derwent),0.0003893,Good,Acceptable,1
601031016,Derwent Park - Lutana,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031017,Glenorchy,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031018,Montrose - Rosetta,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031019,Moonah,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601031020,New Norfolk,60501,Lyons (Derwent),1,Good,Acceptable,0
601031021,West Moonah,60302,Clark (Elwick),1,Acceptable,Acceptable,0
601041022,Kingston - Huntingfield,60304,Clark (Huon),0.0102949,Poor,Acceptable,0
601041022,Kingston - Huntingfield,60303,Clark (Hobart),0.001332,Acceptable,Acceptable,1
601041022,Kingston - Huntingfield,60310,Clark (Nelson),0.1764463,Acceptable,Acceptable,0
601041022,Kingston - Huntingfield,60404,Franklin (Huon),0.0382539,Acceptable,Acceptable,0
601041022,Kingston - Huntingfield,60410,Franklin (Nelson),0.773673,Poor,Acceptable,0
601041023,Kingston Beach - Blackmans Bay,60404,Franklin (Huon),0.5212017,Acceptable,Acceptable,0
601041023,Kingston Beach - Blackmans Bay,60410,Franklin (Nelson),0.4787983,Poor,Acceptable,0
601041024,Margate - Snug,60404,Franklin (Huon),0.969576,Acceptable,Acceptable,0
601041024,Margate - Snug,60304,Clark (Huon),0.030424,Poor,Acceptable,0
601041025,Mount Wellington,60302,Clark (Elwick),0.6363636,Acceptable,Acceptable,0
601041025,Mount Wellington,60304,Clark (Huon),0.0909091,Poor,Acceptable,0
601041025,Mount Wellington,60303,Clark (Hobart),0.2727273,Acceptable,Acceptable,0
601041026,Taroona - Bonnet Hill,60310,Clark (Nelson),1,Acceptable,Acceptable,0
601051027,Hobart,60303,Clark (Hobart),1,Acceptable,Acceptable,0
601051028,Lenah Valley - Mount Stuart,60302,Clark (Elwick),0.2187671,Acceptable,Acceptable,0
601051028,Lenah Valley - Mount Stuart,60303,Clark (Hobart),0.7812329,Acceptable,Acceptable,0
601051029,Mount Nelson - Dynnyrne,60303,Clark (Hobart),0.3146127,Acceptable,Acceptable,0
601051029,Mount Nelson - Dynnyrne,60310,Clark (Nelson),0.6853873,Acceptable,Acceptable,0
601051030,New Town,60302,Clark (Elwick),0.1805841,Acceptable,Acceptable,0
601051030,New Town,60303,Clark (Hobart),0.8194159,Acceptable,Acceptable,0
